266,(98-67)*15+15,266,(81-67)*15+15,133,(61-34)*15+15,0,10*15+15,0,2*15+15,133,(56-34)*15+15,133,(66-34)*15+15,266,(96-67)*15+15,133,(43-34)*15+15,266,(78-67)*15+15,266,(77-67)*15+15,133,(45-34)*15+15,0,7*15+15,266,(85-67)*15+15,133,(42-34)*15+15,133,(52-34)*15+15,0,31*15+15,133,(65-34)*15+15,0,5*15+15,0,18*15+15,266,(68-67)*15+15,266,(80-67)*15+15,0,28*15+15,133,(47-34)*15+15,133,(64-34)*15+15,133,(51-34)*15+15,133,(41-34)*15+15,266,(76-67)*15+15,0,23*15+15,266,(84-67)*15+15,266,(74-67)*15+15,0,33*15+15,0,29*15+15,133,(40-34)*15+15,133,(63-34)*15+15,266,(94-67)*15+15,0,17*15+15,133,(38-34)*15+15,266,(99-67)*15+15,133,(53-34)*15+15,133,(55-34)*15+15,0,20*15+15,0,19*15+15,0,21*15+15,0,12*15+15,133,(46-34)*15+15,266,(90-67)*15+15,266,(87-67)*15+15,0,26*15+15,0,0*15+15,0,27*15+15,133,(60-34)*15+15,133,(49-34)*15+15,133,(37-34)*15+15,266,(70-67)*15+15,133,(44-34)*15+15,133,(48-34)*15+15,0,14*15+15,266,(89-67)*15+15,0,24*15+15,266,(93-67)*15+15,0,3*15+15,0,1*15+15,266,(92-67)*15+15,133,(58-34)*15+15,266,(83-67)*15+15,0,30*15+15,266,(95-67)*15+15,133,(62-34)*15+15,266,(73-67)*15+15,266,(75-67)*15+15,133,(59-34)*15+15,0,15*15+15,133,(50-34)*15+15,266,(86-67)*15+15,133,(34-34)*15+15,0,16*15+15,266,(88-67)*15+15,0,22*15+15,266,(67-67)*15+15,266,(82-67)*15+15,266,(69-67)*15+15,0,6*15+15,0,11*15+15,266,(97-67)*15+15,0,32*15+15,133,(54-34)*15+15,133,(39-34)*15+15,133,(57-34)*15+15,0,9*15+15,266,(91-67)*15+15,133,(35-34)*15+15,0,13*15+15,266,(79-67)*15+15,266,(71-67)*15+15,133,(36-34)*15+15,0,25*15+15,266,(72-67)*15+15,0,4*15+15,0,8*15+15,1469858322
266,480,266,225,708,376,451,332,420,72,133,345,133,495,266,450,464,170,266,180,266,165,552,490,493,490,266,285,742,387,133,285,451,424,133,480,665,248,512,475,266,30,266,210,0,435,133,210,133,465,133,270,511,245,266,150,874,51,266,270,266,120,842,40,817,350,133,105,133,450,266,420,443,316,779,498,266,495,133,300,808,174,801,138,837,195,16,291,817,149,629,400,266,360,266,315,712,516,489,87,725,498,133,405,525,434,560,279,266,60,866,362,491,39,478,22,266,345,0,375,266,405,760,517,560,119,266,390,447,125,266,255,599,132,266,435,134,437,266,105,266,135,133,390,612,108,133,255,266,300,452,157,606,527,266,330,686,578,266,15,266,240,266,45,429,526,585,540,266,465,0,495,133,315,554,46,133,360,832,371,266,375,817,207,680,72,266,195,266,75,133,45,0,390,266,90,675,416,529,413,1469858790
266,480,266,225,708,376,451,332,420,72,133,345,133,495,266,450,464,170,266,180,266,165,552,490,493,490,266,285,742,387,133,285,451,424,133,480,665,248,512,475,266,30,266,210,0,435,133,210,133,465,133,270,511,245,266,150,874,51,266,270,266,120,842,40,817,350,133,105,133,450,266,420,443,316,779,498,266,495,133,300,808,174,801,138,837,195,16,291,817,149,629,400,266,360,266,315,712,516,489,87,725,498,133,405,525,434,560,279,266,60,866,362,491,39,478,22,266,345,0,375,266,405,760,517,560,119,266,390,447,125,266,255,599,132,266,435,134,437,266,105,266,135,133,390,612,108,133,255,266,300,452,157,606,527,266,330,686,578,266,15,266,240,266,45,429,526,585,540,266,465,0,495,133,315,554,46,133,360,832,371,266,375,817,207,680,72,266,195,266,75,133,45,0,390,266,90,675,416,529,413,1469858805
266,480,266,225,708,376,451,332,420,72,133,345,133,495,266,450,464,170,266,180,266,165,552,490,493,490,266,285,742,387,133,285,451,424,133,480,665,248,512,475,266,30,266,210,0,435,133,210,823,65,133,270,511,245,266,150,874,51,266,270,266,120,842,40,817,350,133,105,133,450,266,420,443,316,779,498,266,495,133,300,808,174,801,138,837,195,16,291,817,149,629,400,266,360,266,315,712,516,489,87,725,498,133,405,525,434,560,279,266,60,866,362,491,39,478,22,266,345,0,375,266,405,760,517,560,119,266,390,447,125,266,255,599,132,266,435,533,174,266,105,266,135,133,390,612,108,133,255,266,300,452,157,606,527,266,330,686,578,266,15,266,240,266,45,429,526,585,540,266,465,0,495,133,315,554,46,133,360,832,371,266,375,817,207,680,72,266,195,266,75,133,45,0,390,266,90,675,416,529,413,1469858820
266,480,266,225,708,376,451,332,420,72,133,345,133,495,266,450,464,170,266,180,266,165,552,490,493,490,266,285,742,387,133,285,451,424,133,480,665,248,512,475,266,30,266,210,0,435,133,210,823,65,133,270,511,245,266,150,874,51,266,270,266,120,842,40,817,350,133,105,133,450,266,420,443,316,779,498,266,495,133,300,808,174,801,138,837,195,16,291,817,149,629,400,266,360,266,315,712,516,489,87,725,498,133,405,525,434,560,279,869,381,866,362,491,39,478,22,266,345,0,375,266,405,760,517,560,119,266,390,447,125,266,255,599,132,266,435,533,174,266,105,266,135,133,390,612,108,133,255,266,300,452,157,606,527,266,330,686,578,649,557,266,240,266,45,429,526,585,540,266,465,0,495,133,315,554,46,133,360,832,371,266,375,817,207,680,72,266,195,266,75,133,45,0,390,266,90,675,416,529,413,1469858835
266,480,266,225,708,376,451,332,420,72,133,345,133,495,266,450,464,170,266,180,266,165,552,490,493,490,266,285,742,387,133,285,451,424,133,480,665,248,512,475,266,30,266,210,0,435,133,210,823,65,133,270,511,245,266,150,874,51,266,270,266,120,842,40,779,360,133,105,133,450,266,420,443,316,779,498,266,495,133,300,808,174,801,138,837,195,16,291,817,149,629,400,266,360,266,315,712,516,489,87,725,498,133,405,525,434,560,279,798,387,823,368,491,39,478,22,266,345,0,375,266,405,760,517,560,119,266,390,447,125,266,255,599,132,266,435,533,174,266,105,266,135,133,390,612,108,133,255,266,300,452,157,606,527,266,330,686,578,649,557,266,240,266,45,429,526,585,540,266,465,0,495,133,315,554,46,133,360,865,373,266,375,817,207,680,72,266,195,266,75,133,45,0,390,266,90,675,416,529,413,1469858850
266,480,266,225,708,376,451,332,420,72,133,345,133,495,266,450,464,170,266,180,266,165,552,490,493,490,266,285,742,387,133,285,451,424,133,480,665,248,512,475,266,30,266,210,0,435,133,210,823,65,133,270,511,245,266,150,874,51,266,270,266,120,842,40,774,358,133,105,133,450,266,420,443,316,779,498,266,495,133,300,808,174,801,138,837,195,16,291,817,149,629,400,266,360,266,315,712,516,489,87,725,498,133,405,525,434,560,279,798,387,823,368,491,39,478,22,266,345,0,375,266,405,760,517,560,119,266,390,447,125,266,255,599,132,266,435,533,174,266,105,266,135,133,390,612,108,133,255,266,300,452,157,606,527,266,330,686,578,649,557,266,240,266,45,429,526,585,540,266,465,0,495,133,315,554,46,133,360,865,373,266,375,817,207,680,72,266,195,645,510,133,45,0,390,266,90,675,416,529,413,1469858865
266,480,266,225,708,376,451,332,420,72,133,345,133,495,266,450,464,170,266,180,266,165,552,490,493,490,266,285,742,387,133,285,451,424,133,480,665,248,512,475,266,30,266,210,0,435,133,210,823,65,133,270,511,245,266,150,874,51,266,270,919,66,842,40,774,358,133,105,133,450,266,420,443,316,779,498,266,495,133,300,808,174,801,138,837,195,16,291,817,149,629,400,266,360,266,315,712,516,489,87,725,498,133,405,525,434,560,279,798,387,823,368,491,39,478,22,266,345,0,375,266,405,760,517,560,119,266,390,447,125,266,255,599,132,266,435,533,174,266,105,266,135,133,390,612,108,133,255,266,300,452,157,606,527,266,330,686,578,649,557,266,240,266,45,429,526,585,540,266,465,0,495,133,315,554,46,133,360,865,373,266,375,817,207,680,72,266,195,645,510,133,45,0,390,266,90,675,416,529,413,1469858880
266,480,266,225,708,376,451,332,420,72,133,345,133,495,266,450,464,170,266,180,266,165,552,490,493,490,266,285,742,387,133,285,451,424,133,480,665,248,512,475,266,30,266,210,0,435,133,210,823,65,133,270,511,245,925,358,874,51,266,270,919,66,842,40,774,358,133,105,133,450,266,420,443,316,779,498,266,495,133,300,808,174,801,138,837,195,16,291,817,149,629,400,266,360,266,315,712,516,489,87,725,498,133,405,525,434,560,279,798,387,823,368,491,39,478,22,266,345,0,375,266,405,760,517,560,119,266,390,447,125,266,255,599,132,266,435,533,174,266,105,514,106,133,390,612,108,133,255,266,300,452,157,606,527,266,330,686,578,649,557,266,240,266,45,429,526,585,540,266,465,0,495,133,315,554,46,133,360,865,373,266,375,817,207,680,72,266,195,645,510,133,45,0,390,868,174,675,416,529,413,1469858895
266,480,266,225,708,376,451,332,420,72,133,345,133,495,266,450,464,170,266,180,266,165,552,490,493,490,266,285,742,387,133,285,451,424,133,480,665,248,512,475,266,30,837,277,0,435,133,210,823,65,133,270,511,245,925,358,874,51,266,270,919,66,842,40,774,358,133,105,133,450,266,420,443,316,779,498,266,495,133,300,808,174,801,138,837,195,16,291,817,149,629,400,266,360,266,315,712,516,489,87,725,498,133,405,525,434,560,279,798,387,823,368,491,39,478,22,266,345,0,375,266,405,760,517,560,119,266,390,447,125,266,255,599,132,266,435,533,174,266,105,514,106,133,390,612,108,133,255,266,300,452,157,606,527,266,330,686,578,649,557,266,240,266,45,429,526,585,540,266,465,0,495,133,315,554,46,133,360,865,373,266,375,817,207,680,72,266,195,645,510,133,45,0,390,868,174,675,416,529,413,1469858910
266,480,266,225,708,376,451,332,420,72,133,345,133,495,266,450,464,170,266,180,266,165,552,490,493,490,266,285,742,387,133,285,451,424,133,480,665,248,512,475,266,30,837,277,0,435,133,210,823,65,133,270,511,245,925,358,874,51,853,343,919,66,842,40,774,358,133,105,133,450,266,420,443,316,779,498,266,495,133,300,808,174,801,138,837,195,16,291,817,149,629,400,266,360,266,315,712,516,489,87,725,498,133,405,525,434,560,279,798,387,823,368,491,39,478,22,266,345,0,375,266,405,760,517,560,119,266,390,447,125,266,255,599,132,266,435,533,174,266,105,514,106,133,390,612,108,133,255,266,300,452,157,606,527,266,330,686,578,649,557,592,574,266,45,429,526,585,540,266,465,0,495,133,315,554,46,133,360,865,373,266,375,817,207,680,72,266,195,645,510,133,45,0,390,868,174,675,416,529,413,1469858925
266,480,266,225,708,376,451,332,420,72,133,345,133,495,266,450,464,170,266,180,266,165,552,490,493,490,266,285,742,387,133,285,451,424,133,480,665,248,512,475,266,30,837,277,0,435,133,210,823,65,133,270,511,245,925,358,874,51,853,343,919,66,842,40,774,358,133,105,133,450,266,420,443,316,779,498,266,495,133,300,808,174,801,138,837,195,16,291,817,149,629,400,266,360,266,315,712,516,489,87,725,498,133,405,525,434,560,279,798,387,823,368,491,39,478,22,266,345,0,375,266,405,760,517,560,119,266,390,447,125,266,255,599,132,266,435,533,174,266,105,514,106,133,390,612,108,133,255,266,300,452,157,606,527,648,593,686,578,649,557,592,574,266,45,429,526,585,540,266,465,0,495,133,315,554,46,133,360,865,373,267,376,817,207,680,72,266,195,645,510,133,45,0,390,868,174,675,416,529,413,1469858940
266,480,266,225,708,376,451,332,420,72,133,345,133,495,266,450,464,170,266,180,266,165,552,490,493,490,266,285,742,387,133,285,451,424,133,480,665,248,512,475,266,30,837,277,0,435,133,210,823,65,133,270,511,245,925,358,874,51,853,343,919,66,842,40,774,358,133,105,133,450,875,493,443,316,807,497,266,495,133,300,808,174,801,138,837,195,16,291,817,149,629,400,266,360,266,315,712,516,489,87,725,498,133,405,525,434,560,279,798,387,823,368,491,39,478,22,266,345,0,375,266,405,760,517,560,119,266,390,447,125,266,255,599,132,836,539,533,174,266,105,514,106,133,390,612,108,133,255,266,300,452,157,606,527,648,593,686,578,649,557,592,574,266,45,429,526,585,540,266,465,0,495,133,315,554,46,133,360,865,373,267,376,817,207,680,72,266,195,645,510,133,45,0,390,868,174,675,416,529,413,1469858955
870,83,266,225,708,376,451,332,420,72,133,345,133,495,266,450,464,170,266,180,266,165,552,490,493,490,266,285,742,387,133,285,451,424,133,480,665,248,512,475,266,30,837,277,0,435,133,210,823,65,133,270,511,245,925,358,874,51,853,343,919,66,842,40,774,358,133,105,133,450,875,493,443,316,807,497,914,85,133,300,808,174,801,138,837,195,16,291,817,149,629,400,266,360,266,315,712,516,489,87,725,498,133,405,525,434,560,279,798,387,823,368,491,39,478,22,266,345,0,375,266,405,760,517,560,119,266,390,447,125,266,255,599,132,836,539,533,174,266,105,514,106,133,390,612,108,133,255,266,300,452,157,606,527,648,593,686,578,649,557,592,574,266,45,429,526,585,540,543,592,0,495,133,315,554,46,133,360,865,373,267,376,817,207,680,72,266,195,645,510,133,45,0,390,868,174,675,416,529,413,1469858970
870,83,266,225,708,376,451,332,420,72,133,345,133,495,266,450,464,170,266,180,266,165,552,490,493,490,266,285,742,387,133,285,451,424,133,480,665,248,512,475,266,30,837,277,0,435,133,210,823,65,133,270,511,245,925,358,874,51,853,343,919,66,842,40,774,358,133,105,133,450,875,493,443,316,807,497,914,85,133,300,808,174,801,138,837,195,16,291,817,149,629,400,266,360,266,315,712,516,489,87,725,498,133,405,525,434,560,279,798,387,823,368,491,39,478,22,266,345,0,375,266,405,760,517,560,119,266,390,447,125,266,255,599,132,836,539,533,174,266,105,514,106,133,390,612,108,133,255,266,300,452,157,606,527,648,593,686,578,649,557,592,574,266,45,429,526,585,540,543,592,0,495,133,315,554,46,133,360,865,373,267,376,817,207,680,72,266,195,645,510,133,45,0,390,868,174,675,416,529,413,1469858985
870,83,266,225,708,376,451,332,420,72,133,345,133,495,266,450,464,170,266,180,266,165,552,490,493,490,266,285,742,387,133,285,451,424,133,480,665,248,512,475,266,30,837,277,0,435,133,210,823,65,133,270,511,245,925,358,874,51,853,343,919,66,842,40,774,358,133,105,133,450,875,493,443,316,807,497,914,85,133,300,808,174,801,138,837,195,16,291,817,149,629,400,266,360,266,315,712,516,489,87,725,498,133,405,525,434,560,279,798,387,823,368,491,39,478,22,266,345,0,375,266,405,760,517,560,119,266,390,447,125,266,255,599,132,836,539,533,174,266,105,514,106,133,390,612,108,133,255,266,300,452,157,606,527,648,593,686,578,649,557,592,574,266,45,429,526,585,540,543,592,0,495,133,315,554,46,133,360,865,373,267,376,817,207,680,72,266,195,645,510,133,45,0,390,868,174,675,416,529,413,1469859000
870,83,266,225,708,376,451,332,420,72,133,345,133,495,266,450,464,170,266,180,266,165,552,490,493,490,266,285,742,387,133,285,451,424,133,480,665,248,512,475,266,30,837,277,0,435,133,210,823,65,133,270,511,245,925,358,874,51,853,343,919,66,842,40,774,358,133,105,133,450,875,493,443,316,807,497,914,85,133,300,808,174,801,138,837,195,16,291,817,149,629,400,266,360,266,315,712,516,489,87,725,498,133,405,525,434,560,279,798,387,823,368,491,39,478,22,266,345,0,375,266,405,760,517,560,119,266,390,447,125,266,255,599,132,836,539,533,174,266,105,514,106,133,390,612,108,133,255,266,300,452,157,606,527,648,593,686,578,649,557,592,574,266,45,429,526,585,540,543,592,0,495,133,315,554,46,133,360,865,373,267,376,817,207,680,72,266,195,645,510,133,45,0,390,868,174,675,416,529,413,1469859015
870,83,266,225,708,376,451,332,420,72,133,345,133,495,266,450,464,170,266,180,266,165,552,490,493,490,266,285,742,387,133,285,451,424,133,480,665,248,512,475,266,30,837,277,0,435,133,210,823,65,133,270,511,245,925,358,874,51,853,343,919,66,842,40,774,358,133,105,133,450,875,493,443,316,807,497,914,85,133,300,808,174,801,138,837,195,16,291,817,149,629,400,266,360,266,315,712,516,489,87,725,498,133,405,525,434,560,279,798,387,823,368,491,39,478,22,266,345,0,375,266,405,760,517,560,119,266,390,447,125,266,255,599,132,836,539,533,174,266,105,514,106,133,390,612,108,133,255,266,300,452,157,606,527,648,593,686,578,649,557,592,574,266,45,429,526,585,540,543,592,0,495,133,315,554,46,133,360,865,373,267,376,817,207,680,72,266,195,645,510,133,45,0,390,868,174,675,416,529,413,1469859030
870,83,266,225,708,376,451,332,420,72,133,345,133,495,266,450,464,170,266,180,266,165,552,490,493,490,266,285,742,387,133,285,451,424,133,480,665,248,512,475,266,30,837,277,0,435,133,210,823,65,133,270,511,245,925,358,874,51,853,343,919,66,842,40,774,358,133,105,133,450,875,493,443,316,807,497,914,85,133,300,808,174,801,138,837,195,16,291,817,149,629,400,266,360,266,315,712,516,489,87,725,498,133,405,525,434,560,279,798,387,823,368,491,39,478,22,266,345,0,375,266,405,760,517,560,119,266,390,447,125,266,255,599,132,836,539,533,174,266,105,514,106,133,390,612,108,133,255,266,300,452,157,606,527,648,593,686,578,649,557,592,574,266,45,429,526,585,540,543,592,0,495,133,315,554,46,133,360,865,373,267,376,817,207,680,72,266,195,645,510,133,45,0,390,868,174,675,416,529,413,1469859045
870,83,266,225,708,376,451,332,420,72,133,345,133,495,266,450,464,170,266,180,266,165,552,490,493,490,266,285,742,387,133,285,451,424,133,480,665,248,512,475,266,30,837,277,0,435,133,210,823,65,133,270,511,245,925,358,874,51,853,343,919,66,842,40,774,358,133,105,133,450,875,493,443,316,807,497,914,85,133,300,808,174,801,138,837,195,16,291,817,149,629,400,266,360,266,315,712,516,489,87,725,498,133,405,525,434,560,279,798,387,823,368,491,39,478,22,975,395,0,375,266,405,760,517,560,119,266,390,447,125,266,255,599,132,836,539,533,174,266,105,514,106,133,390,612,108,133,255,266,300,452,157,606,527,648,593,686,578,649,557,592,574,266,45,429,526,585,540,543,592,0,495,133,315,554,46,133,360,865,373,267,376,817,207,680,72,266,195,645,510,133,45,0,390,868,174,675,416,529,413,1469859060
870,83,266,225,708,376,451,332,420,72,133,345,133,495,266,450,464,170,266,180,266,165,552,490,493,490,266,285,742,387,133,285,451,424,133,480,665,248,512,475,266,30,837,277,0,435,133,210,823,65,133,270,511,245,925,358,874,51,853,343,919,66,842,40,774,358,133,105,133,450,875,493,443,316,807,497,914,85,133,300,808,174,801,138,837,195,16,291,817,149,629,400,266,360,266,315,712,516,489,87,725,498,133,405,525,434,560,279,798,387,823,368,491,39,478,22,933,238,0,375,266,405,760,517,560,119,266,390,447,125,266,255,599,132,836,539,533,174,266,105,514,106,133,390,612,108,133,255,266,300,452,157,606,527,648,593,686,578,649,557,592,574,266,45,429,526,585,540,543,592,0,495,133,315,554,46,133,360,865,373,267,376,817,207,680,72,266,195,645,510,133,45,0,390,868,174,675,416,529,413,1469859075
870,83,266,225,708,376,451,332,420,72,133,345,133,495,266,450,464,170,266,180,266,165,552,490,493,490,266,285,742,387,133,285,451,424,133,480,665,248,512,475,266,30,837,277,0,435,133,210,823,65,133,270,511,245,925,358,874,51,853,343,919,66,842,40,774,358,133,105,133,450,875,493,443,316,807,497,914,85,133,300,808,174,801,138,837,195,16,291,817,149,629,400,266,360,266,315,712,516,489,87,725,498,133,405,525,434,560,279,798,387,823,368,491,39,478,22,933,238,0,375,266,405,760,517,560,119,266,390,447,125,266,255,599,132,836,539,533,174,266,105,514,106,133,390,612,108,133,255,266,300,452,157,606,527,648,593,686,578,649,557,592,574,266,45,429,526,585,540,543,592,0,495,133,315,554,46,133,360,865,373,267,376,817,207,680,72,266,195,645,510,133,45,0,390,868,174,675,416,529,413,1469859090
870,83,266,225,708,376,451,332,141,72,133,345,133,495,266,450,464,170,266,180,266,165,552,490,493,490,266,285,742,387,133,285,451,424,133,480,665,248,512,475,266,30,837,277,0,435,133,210,823,65,133,270,511,245,925,358,874,51,853,343,919,66,842,40,774,358,133,105,133,450,875,493,443,316,807,497,914,85,133,300,808,174,801,138,837,195,16,291,817,149,629,400,266,360,266,315,712,516,260,128,725,498,133,405,525,434,560,279,798,387,823,368,22,80,29,68,933,238,0,375,266,405,760,517,560,119,266,390,447,125,266,255,599,132,836,539,533,174,266,105,514,106,133,390,612,108,133,255,266,300,452,157,606,527,648,593,686,578,649,557,592,574,266,45,429,526,585,540,543,592,0,495,133,315,137,87,133,360,865,373,267,376,817,207,264,76,266,195,645,510,133,45,0,390,868,174,675,416,529,413,1469859105
870,83,266,225,708,376,445,51,141,72,133,345,133,495,266,450,408,279,266,180,266,165,552,490,493,490,266,285,742,387,133,285,451,424,133,480,665,248,512,475,266,30,837,277,0,435,133,210,823,65,133,270,511,245,925,358,874,51,853,343,919,66,842,40,774,358,133,105,133,450,875,493,433,42,807,497,914,85,133,300,808,174,801,138,837,195,16,291,817,149,629,400,266,360,266,315,712,516,40,148,725,498,133,405,525,434,560,279,798,387,823,368,22,80,29,68,933,238,0,375,266,405,760,517,560,119,266,390,24,158,266,255,599,132,836,539,458,282,266,105,514,106,133,390,612,108,133,255,266,300,405,266,606,527,648,593,686,578,649,557,592,574,266,45,429,526,585,540,543,592,0,495,133,315,137,87,133,360,865,373,267,376,817,207,264,76,266,195,645,510,133,45,0,390,868,174,675,416,529,413,1469859120
870,83,266,225,708,376,445,51,141,72,133,345,133,495,266,450,408,279,266,180,266,165,552,490,493,490,266,285,742,387,133,285,451,424,133,480,710,453,512,475,266,30,837,277,0,435,133,210,823,65,133,270,511,245,925,358,874,51,853,343,919,66,842,40,774,358,133,105,133,450,875,493,433,42,807,497,914,85,133,300,808,174,801,138,837,195,16,291,817,149,629,400,266,360,266,315,712,516,40,148,725,498,133,405,525,434,717,166,798,387,823,368,22,80,29,68,933,238,0,375,266,405,760,517,560,119,266,390,24,158,266,255,599,132,836,539,458,282,266,105,514,106,133,390,612,108,133,255,266,300,405,266,606,527,648,593,686,578,649,557,592,574,266,45,429,526,585,540,543,592,0,495,133,315,137,87,133,360,865,373,267,376,817,207,264,76,266,195,645,510,133,45,0,390,868,174,675,416,529,413,1469859135
870,83,266,225,708,376,445,51,141,72,133,345,133,495,266,450,408,279,266,180,266,165,552,490,493,490,266,285,742,387,133,285,451,424,133,480,710,453,512,475,266,30,741,292,0,435,133,210,823,65,133,270,511,245,925,358,874,51,853,343,919,66,842,40,774,358,133,105,133,450,875,493,433,42,807,497,914,85,133,300,786,234,719,237,779,186,16,291,748,186,629,400,266,360,266,315,712,516,40,148,725,498,133,405,525,434,490,186,798,387,823,368,22,80,29,68,933,238,0,375,266,405,760,517,560,119,266,390,24,158,266,255,599,132,836,539,458,282,266,105,514,106,133,390,612,108,133,255,266,300,405,266,606,527,648,593,686,578,649,557,592,574,266,45,429,526,585,540,543,592,0,495,133,315,137,87,133,360,865,373,267,376,761,248,264,76,266,195,645,510,133,45,0,390,868,174,675,416,529,413,1469859150
870,83,266,225,708,376,445,51,141,72,133,345,133,495,266,450,408,279,266,180,266,165,552,490,493,490,266,285,742,387,133,285,451,424,133,480,710,453,512,475,266,30,741,292,0,435,133,210,823,65,133,270,511,245,925,358,874,51,853,343,919,66,842,40,774,358,133,105,133,450,875,493,433,42,807,497,914,85,133,300,786,234,719,237,779,186,16,291,748,186,629,400,266,360,266,315,712,516,40,148,725,498,133,405,525,434,490,186,798,387,823,368,22,80,29,68,876,200,0,375,266,405,760,517,583,309,266,390,24,158,266,255,600,294,836,539,458,282,266,105,514,106,133,390,607,286,133,255,266,300,405,266,606,527,648,593,686,578,649,557,592,574,266,45,429,526,585,540,543,592,0,495,133,315,137,87,133,360,865,373,267,376,761,248,264,76,266,195,645,510,133,45,0,390,754,163,675,416,529,413,1469859165
870,83,266,225,708,376,445,51,141,72,133,345,133,495,266,450,408,279,266,180,266,165,552,490,493,490,266,285,742,387,133,285,451,424,133,480,710,453,512,475,266,30,741,292,0,435,133,210,823,65,133,270,511,245,925,358,874,51,853,343,919,66,842,40,774,358,133,105,133,450,675,47,433,42,807,497,914,85,133,300,786,234,719,237,779,186,16,291,748,186,629,400,266,360,266,315,712,516,40,148,725,498,133,405,525,434,490,186,798,387,823,368,22,80,29,68,876,200,0,375,266,405,760,517,583,309,266,390,24,158,266,255,600,294,734,59,458,282,266,105,580,326,133,390,607,286,133,255,266,300,405,266,606,527,648,593,686,578,649,557,592,574,266,45,429,526,585,540,543,592,0,495,133,315,137,87,133,360,865,373,267,376,761,248,264,76,266,195,645,510,133,45,0,390,754,163,675,416,529,413,1469859180
870,83,266,225,708,376,445,51,141,72,133,345,133,495,266,450,408,279,266,180,266,165,552,490,493,490,266,285,742,387,133,285,451,424,133,480,710,453,512,475,266,30,741,292,0,435,133,210,823,65,133,270,511,245,925,358,874,51,853,343,919,66,842,40,774,358,133,105,133,450,709,53,433,42,637,76,914,85,133,300,786,234,719,237,779,186,16,291,748,186,629,400,266,360,266,315,557,52,40,148,562,41,133,405,525,434,490,186,798,387,823,368,22,80,29,68,876,200,0,375,266,405,760,517,583,309,266,390,24,158,266,255,600,294,711,130,458,282,266,105,580,326,133,390,607,286,133,255,266,300,405,266,606,527,648,593,686,578,649,557,592,574,266,45,429,526,585,540,543,592,0,495,133,315,137,87,133,360,865,373,267,376,761,248,264,76,266,195,645,510,133,45,0,390,754,163,675,416,529,413,1469859195
870,83,266,225,708,376,445,51,141,72,133,345,133,495,266,450,408,279,266,180,266,165,552,490,493,490,266,285,742,387,133,285,451,424,133,480,710,453,512,475,266,30,741,292,0,435,133,210,823,65,133,270,511,245,925,358,874,51,853,343,919,66,842,40,774,358,133,105,133,450,709,53,433,42,637,76,914,85,133,300,786,234,719,237,779,186,16,291,748,186,629,400,266,360,266,315,583,133,40,148,580,118,133,405,525,434,490,186,798,387,823,368,22,80,29,68,876,200,0,375,266,405,594,216,583,309,266,390,24,158,266,255,600,294,711,130,458,282,266,105,580,326,133,390,607,286,133,255,266,300,405,266,426,133,648,593,686,578,649,557,592,574,266,45,429,526,473,132,543,592,0,495,133,315,137,87,133,360,865,373,267,376,761,248,264,76,266,195,467,121,133,45,0,390,754,163,675,416,529,413,1469859210
870,83,266,225,708,376,445,51,141,72,133,345,133,495,266,450,408,279,266,180,266,165,552,490,493,490,266,285,742,387,133,285,451,424,133,480,710,453,512,475,266,30,741,292,0,435,133,210,823,65,133,270,511,245,925,358,874,51,853,343,919,66,842,40,774,358,133,105,133,450,709,53,949,19,637,76,914,85,133,300,786,234,719,237,779,186,16,291,748,186,629,400,266,360,266,315,583,133,40,148,580,118,133,405,525,434,490,186,798,387,823,368,22,80,29,68,876,200,0,375,266,405,594,216,583,309,266,390,24,158,266,255,600,294,711,130,458,282,266,105,580,326,133,390,607,286,133,255,266,300,405,266,426,133,479,165,454,151,434,120,418,168,266,45,429,526,471,136,388,152,0,495,133,315,137,87,133,360,865,373,267,376,761,248,264,76,266,195,467,121,133,45,0,390,754,163,675,416,529,413,1469859225
870,83,266,225,708,376,959,19,141,72,133,345,133,495,266,450,408,279,266,180,266,165,552,490,493,490,266,285,742,387,133,285,451,424,133,480,710,453,512,475,266,30,741,292,0,435,133,210,823,65,133,270,511,245,925,358,874,51,853,343,919,66,842,40,774,358,133,105,133,450,676,56,956,33,637,76,914,85,133,300,786,234,719,237,779,186,16,291,748,186,629,400,266,360,266,315,583,133,40,148,580,118,133,405,525,434,490,186,798,387,823,368,22,80,29,68,876,200,0,375,266,405,594,216,583,309,266,390,24,158,266,255,600,294,711,130,458,282,266,105,580,326,133,390,607,286,133,255,266,300,405,266,426,133,479,165,454,151,434,120,418,168,266,45,429,526,471,136,388,152,0,495,133,315,137,87,133,360,865,373,267,376,761,248,264,76,266,195,467,121,133,45,0,390,754,163,675,416,529,413,1469859240
