266,(83-67)*15+15,133,(48-34)*15+15,0,21*15+15,266,(96-67)*15+15,133,(53-34)*15+15,133,(58-34)*15+15,0,2*15+15,133,(42-34)*15+15,133,(62-34)*15+15,266,(84-67)*15+15,133,(63-34)*15+15,266,(92-67)*15+15,266,(85-67)*15+15,266,(67-67)*15+15,133,(51-34)*15+15,266,(86-67)*15+15,0,28*15+15,133,(44-34)*15+15,266,(75-67)*15+15,133,(50-34)*15+15,0,8*15+15,133,(54-34)*15+15,133,(56-34)*15+15,266,(90-67)*15+15,266,(93-67)*15+15,0,9*15+15,0,27*15+15,0,31*15+15,0,6*15+15,0,25*15+15,266,(81-67)*15+15,0,0*15+15,0,23*15+15,266,(94-67)*15+15,133,(45-34)*15+15,133,(34-34)*15+15,266,(77-67)*15+15,266,(76-67)*15+15,133,(40-34)*15+15,133,(64-34)*15+15,133,(36-34)*15+15,0,4*15+15,0,24*15+15,0,14*15+15,0,13*15+15,0,26*15+15,0,30*15+15,266,(78-67)*15+15,266,(82-67)*15+15,133,(65-34)*15+15,0,33*15+15,266,(71-67)*15+15,0,22*15+15,133,(52-34)*15+15,0,32*15+15,0,11*15+15,133,(60-34)*15+15,0,10*15+15,133,(39-34)*15+15,0,12*15+15,0,7*15+15,266,(74-67)*15+15,0,15*15+15,133,(47-34)*15+15,0,3*15+15,266,(97-67)*15+15,0,1*15+15,0,29*15+15,133,(38-34)*15+15,133,(57-34)*15+15,133,(37-34)*15+15,133,(41-34)*15+15,266,(95-67)*15+15,266,(73-67)*15+15,133,(49-34)*15+15,133,(66-34)*15+15,0,17*15+15,0,19*15+15,133,(61-34)*15+15,133,(43-34)*15+15,266,(99-67)*15+15,133,(55-34)*15+15,0,16*15+15,0,18*15+15,266,(70-67)*15+15,266,(91-67)*15+15,133,(46-34)*15+15,266,(80-67)*15+15,0,5*15+15,266,(79-67)*15+15,266,(87-67)*15+15,133,(35-34)*15+15,266,(69-67)*15+15,266,(88-67)*15+15,266,(68-67)*15+15,133,(59-34)*15+15,266,(72-67)*15+15,0,20*15+15,266,(89-67)*15+15,266,(98-67)*15+15,1466103294
266,255,133,225,0,330,266,450,133,300,133,375,0,45,133,135,133,435,266,270,133,450,266,390,266,285,263,15,133,270,266,300,0,435,133,165,266,135,133,255,0,135,133,315,133,345,266,360,266,405,0,150,0,420,0,480,0,105,0,390,266,225,131,17,0,360,266,420,133,180,2,17,266,165,266,150,133,105,133,465,133,45,0,75,0,375,0,225,0,210,0,405,0,465,266,180,266,240,133,480,0,510,266,75,0,345,133,285,0,495,0,180,133,405,0,165,133,90,0,195,2,120,266,120,0,240,133,210,0,60,266,465,0,30,0,450,133,75,133,360,133,60,133,120,266,435,266,105,133,240,133,495,0,270,0,300,133,420,133,150,266,495,133,330,0,255,0,285,266,60,266,375,133,195,266,210,0,90,266,195,266,315,132,32,266,45,266,330,266,30,133,390,266,90,0,315,266,345,266,480,1466103513
266,255,133,225,0,330,266,450,133,300,133,375,0,45,133,135,133,435,266,270,133,450,266,390,266,285,263,15,133,270,266,300,0,435,133,165,266,135,133,255,0,135,133,315,133,345,266,360,266,405,0,150,0,420,0,480,0,105,0,390,266,225,131,17,0,360,266,420,133,180,2,17,266,165,266,150,133,105,133,465,133,45,0,75,0,375,0,225,0,210,0,405,0,465,266,180,266,240,133,480,0,510,266,75,0,345,133,285,0,495,0,180,133,405,0,165,133,90,0,195,2,120,266,120,0,240,133,210,0,60,266,465,0,30,0,450,133,75,133,360,133,60,133,120,266,435,266,105,133,240,133,495,0,270,0,300,133,420,133,150,266,495,133,330,0,255,0,285,266,60,266,375,133,195,266,210,0,90,266,195,266,315,132,32,266,45,266,330,266,30,133,390,266,90,0,315,266,345,266,480,1466103543
266,255,133,225,0,330,266,450,133,300,133,375,0,45,133,135,133,435,266,270,133,450,266,390,266,285,263,15,133,270,266,300,0,435,133,165,266,135,133,255,0,135,133,315,133,345,266,360,266,405,0,150,0,420,0,480,0,105,0,390,266,225,131,17,0,360,266,420,133,180,2,17,266,165,266,150,133,105,133,465,133,45,0,75,0,375,0,225,0,210,0,405,0,465,266,180,266,240,133,480,0,510,266,75,0,345,133,285,0,495,0,180,133,405,0,165,133,90,0,195,2,120,266,120,0,240,133,210,0,60,266,465,0,30,0,450,133,75,133,360,133,60,133,120,266,435,266,105,133,240,133,495,0,270,0,300,133,420,133,150,266,495,133,330,0,255,0,285,266,60,266,375,133,195,266,210,0,90,266,195,266,315,132,32,266,45,266,330,266,30,133,390,266,90,0,315,266,345,266,480,1466103558
266,255,133,225,0,330,266,450,133,300,133,375,0,45,133,135,133,435,266,270,133,450,266,390,266,285,263,15,133,270,266,300,0,435,133,165,266,135,133,255,0,135,133,315,133,345,266,360,266,405,0,150,0,420,0,480,0,105,0,390,266,225,131,17,0,360,266,420,133,180,2,17,266,165,266,150,133,105,133,465,133,45,0,75,0,375,0,225,426,16,0,405,0,465,266,180,266,240,133,480,0,510,266,75,0,345,133,285,0,495,0,180,133,405,0,165,133,90,0,195,2,120,266,120,0,240,133,210,0,60,266,465,3,30,0,450,133,75,133,360,133,60,133,120,266,435,266,105,133,240,133,495,0,270,0,300,133,420,133,150,266,495,133,330,0,255,0,285,266,60,266,375,133,195,266,210,0,90,266,195,266,315,132,32,266,45,266,330,266,30,133,390,266,90,0,315,266,345,266,480,1466103573
266,255,133,225,0,330,266,450,133,300,133,375,0,45,133,135,133,435,266,270,133,450,266,390,266,285,263,15,133,270,266,300,0,435,133,165,266,135,133,255,0,135,133,315,133,345,266,360,266,405,0,150,0,420,0,480,0,105,0,390,266,225,131,17,0,360,266,420,133,180,2,17,266,165,266,150,133,105,133,465,424,31,0,75,0,375,0,225,426,16,0,405,0,465,266,180,266,240,133,480,0,510,266,75,0,345,460,17,0,495,0,180,133,405,0,165,133,90,0,195,2,120,266,120,0,240,133,210,0,60,266,465,3,30,0,450,133,75,133,360,133,60,133,120,266,435,266,105,133,240,133,495,0,270,0,300,133,420,133,150,266,495,133,330,0,255,0,285,266,60,266,375,133,195,266,210,0,90,266,195,266,315,132,32,266,45,266,330,266,30,133,390,266,90,0,315,266,345,266,480,1466103588
266,255,133,225,0,330,266,450,133,300,133,375,449,240,133,135,133,435,266,270,133,450,266,390,266,285,263,15,133,270,266,300,0,435,133,165,266,135,133,255,0,135,133,315,133,345,266,360,266,405,0,150,0,420,0,480,0,105,0,390,457,277,131,17,0,360,266,420,133,180,2,17,266,165,266,150,133,105,133,465,424,31,0,75,518,5,0,225,426,16,0,405,0,465,266,180,266,240,133,480,0,510,266,75,0,345,460,17,0,495,0,180,133,405,0,165,133,90,0,195,2,120,266,120,0,240,133,210,0,60,266,465,3,30,0,450,133,75,133,360,133,60,133,120,266,435,266,105,133,240,133,495,0,270,0,300,133,420,133,150,266,495,133,330,0,255,0,285,266,60,266,375,133,195,266,210,0,90,266,195,266,315,132,32,266,45,266,330,266,30,133,390,266,90,0,315,266,345,266,480,1466103603
266,255,133,225,0,330,266,450,133,300,133,375,7,210,133,135,133,435,266,270,133,450,266,390,266,285,263,15,133,270,266,300,0,435,133,165,266,135,133,255,0,135,133,315,133,345,266,360,266,405,0,150,0,420,0,480,0,105,0,390,2,375,131,17,0,360,266,420,133,180,2,17,266,165,266,150,133,105,133,465,424,31,0,75,422,42,0,225,426,16,0,405,0,465,266,180,266,240,133,480,0,510,266,75,0,345,460,17,0,495,0,180,133,405,0,165,133,90,0,195,2,120,266,120,0,240,133,210,0,60,266,465,3,30,0,450,133,75,133,360,133,60,133,120,266,435,266,105,133,240,133,495,0,270,0,300,133,420,133,150,266,495,133,330,0,255,0,285,266,60,266,375,133,195,266,210,0,90,266,195,266,315,132,32,266,45,266,330,266,30,133,390,266,90,0,315,266,345,266,480,1466103618
266,255,133,225,0,330,266,450,133,300,133,375,7,210,133,135,133,435,266,270,133,450,266,390,266,285,263,15,133,270,266,300,0,435,133,165,266,135,133,255,0,135,133,315,133,345,266,360,266,405,0,150,0,420,0,480,0,105,0,390,2,375,131,17,0,360,266,420,133,180,2,17,266,165,266,150,133,105,133,465,424,31,0,75,427,46,0,225,426,16,0,405,0,465,266,180,266,240,133,480,0,510,266,75,0,345,460,17,0,495,0,180,133,405,0,165,133,90,0,195,2,120,266,120,0,240,133,210,0,60,266,465,3,30,0,450,133,75,133,360,133,60,133,120,266,435,266,105,133,240,133,495,0,270,0,300,133,420,133,150,266,495,133,330,0,255,0,285,266,60,266,375,133,195,266,210,0,90,266,195,266,315,474,33,266,45,266,330,266,30,133,390,266,90,0,315,266,345,266,480,1466103633
266,255,133,225,0,330,266,450,133,300,133,375,7,210,133,135,133,435,266,270,133,450,266,390,266,285,263,15,133,270,266,300,0,435,133,165,266,135,133,255,0,135,133,315,133,345,266,360,266,405,0,150,0,420,0,480,0,105,0,390,2,375,131,17,0,360,266,420,133,180,2,17,266,165,266,150,133,105,133,465,424,31,0,75,427,46,0,225,426,16,0,405,0,465,266,180,266,240,133,480,0,510,266,75,0,345,444,13,0,495,0,180,133,405,0,165,133,90,0,195,2,120,266,120,0,240,133,210,0,60,266,465,3,30,0,450,133,75,133,360,133,60,133,120,266,435,266,105,133,240,133,495,0,270,0,300,133,420,133,150,266,495,133,330,0,255,0,285,266,60,266,375,133,195,266,210,0,90,266,195,266,315,473,31,266,45,266,330,266,30,133,390,266,90,0,315,266,345,266,480,1466103648
266,255,133,225,0,330,266,450,133,300,133,375,7,210,133,135,133,435,266,270,133,450,266,390,266,285,263,15,133,270,266,300,0,435,133,165,266,135,133,255,0,135,133,315,133,345,266,360,266,405,0,150,0,420,0,480,0,105,0,390,2,375,131,17,0,360,266,420,133,180,2,17,266,165,266,150,133,105,133,465,424,31,0,75,427,46,0,225,426,16,0,405,0,465,266,180,266,240,133,480,0,510,266,75,0,345,144,40,0,495,0,180,133,405,0,165,133,90,0,195,2,120,266,120,0,240,133,210,0,60,266,465,3,30,0,450,133,75,133,360,133,60,133,120,266,435,266,105,133,240,133,495,0,270,0,300,133,420,133,150,266,495,133,330,0,255,0,285,266,60,266,375,133,195,266,210,0,90,266,195,266,315,473,31,266,45,266,330,266,30,133,390,266,90,0,315,266,345,266,480,1466103663
266,255,133,225,0,330,266,450,133,300,133,375,7,210,133,135,133,435,266,270,133,450,266,390,266,285,263,15,153,275,266,300,0,435,133,165,266,135,133,255,0,135,133,315,133,345,266,360,266,405,0,150,0,420,0,480,0,105,0,390,2,375,730,14,0,360,266,420,133,180,654,17,266,165,266,150,133,105,133,465,424,31,0,75,427,46,0,225,426,16,0,405,0,465,266,180,266,240,133,480,0,510,266,75,0,345,144,40,0,495,0,180,133,405,0,165,133,90,0,195,2,120,266,120,0,240,133,210,0,60,266,465,3,30,0,450,133,75,133,360,133,60,133,120,266,435,266,105,133,240,133,495,0,270,0,300,133,420,133,150,266,495,133,330,0,255,0,285,266,60,266,375,133,195,266,210,0,90,266,195,266,315,473,31,266,45,266,330,266,30,133,390,266,90,0,315,266,345,266,480,1466103678
266,255,133,225,0,330,266,450,133,300,133,375,7,210,133,135,133,435,266,270,133,450,266,390,266,285,827,19,153,275,266,300,0,435,133,165,266,135,133,255,0,135,133,315,133,345,266,360,266,405,0,150,0,420,0,480,668,27,0,390,2,375,727,18,0,360,266,420,133,180,654,17,266,165,266,150,133,105,133,465,424,31,0,75,427,46,0,225,426,16,0,405,0,465,266,180,266,240,133,480,0,510,266,75,0,345,144,40,0,495,0,180,133,405,0,165,133,90,0,195,2,120,266,120,0,240,133,210,0,60,266,465,3,30,0,450,133,75,133,360,133,60,133,120,266,435,266,105,133,240,133,495,0,270,0,300,133,420,133,150,266,495,133,330,0,255,0,285,266,60,266,375,133,195,266,210,0,90,266,195,266,315,473,31,266,45,266,330,266,30,133,390,266,90,0,315,266,345,266,480,1466103693
266,255,133,225,0,330,266,450,133,300,133,375,7,210,133,135,133,435,266,270,133,450,266,390,266,285,827,19,153,275,266,300,0,435,133,165,266,135,133,255,0,135,133,315,133,345,266,360,266,405,0,150,0,420,0,480,655,28,0,390,2,375,727,18,0,360,266,420,133,180,654,17,266,165,266,150,729,29,133,465,424,31,0,75,427,46,0,225,426,16,0,405,0,465,266,180,266,240,133,480,0,510,266,75,0,345,144,40,0,495,0,180,133,405,0,165,133,90,0,195,2,120,266,120,0,240,133,210,0,60,266,465,3,30,0,450,133,75,133,360,133,60,133,120,266,435,266,105,133,240,133,495,0,270,0,300,133,420,133,150,266,495,133,330,0,255,0,285,266,60,266,375,133,195,266,210,0,90,266,195,266,315,473,31,266,45,266,330,266,30,133,390,266,90,0,315,266,345,266,480,1466103708
266,255,133,225,0,330,266,450,133,300,133,375,7,210,133,135,133,435,266,270,133,450,266,390,266,285,827,19,153,275,266,300,0,435,133,165,266,135,133,255,0,135,133,315,133,345,266,360,266,405,0,150,0,420,0,480,655,28,0,390,2,375,727,18,0,360,266,420,133,180,654,17,266,165,781,30,729,29,133,465,424,31,0,75,427,46,0,225,426,16,0,405,0,465,266,180,266,240,133,480,0,510,266,75,0,345,144,40,0,495,0,180,133,405,0,165,133,90,0,195,2,120,266,120,0,240,133,210,0,60,266,465,3,30,0,450,133,75,133,360,133,60,133,120,266,435,266,105,133,240,133,495,0,270,0,300,133,420,133,150,266,495,133,330,0,255,0,285,266,60,266,375,133,195,266,210,0,90,266,195,266,315,473,31,266,45,266,330,266,30,133,390,266,90,0,315,266,345,266,480,1466103723
266,255,133,225,0,330,266,450,133,300,133,375,7,210,133,135,133,435,266,270,133,450,266,390,266,285,827,19,153,275,266,300,0,435,133,165,266,135,133,255,0,135,133,315,133,345,266,360,266,405,0,150,0,420,0,480,655,28,0,390,2,375,727,18,0,360,266,420,133,180,654,17,266,165,781,30,729,29,133,465,424,31,0,75,427,46,0,225,426,16,0,405,0,465,266,180,266,240,133,480,0,510,266,75,0,345,144,40,0,495,0,180,133,405,0,165,133,90,0,195,2,120,266,120,0,240,133,210,0,60,266,465,3,30,0,450,133,75,133,360,133,60,133,120,266,435,266,105,133,240,133,495,0,270,0,300,133,420,133,150,266,495,133,330,0,255,0,285,266,60,266,375,133,195,266,210,0,90,266,195,266,315,473,31,266,45,266,330,266,30,133,390,266,90,0,315,266,345,266,480,1466103801
266,255,133,225,0,330,266,450,133,300,133,375,7,210,133,135,133,435,266,270,133,450,266,390,266,285,827,19,153,275,266,300,0,435,133,165,266,135,133,255,0,135,133,315,133,345,266,360,266,405,0,150,0,420,0,480,655,28,0,390,2,375,727,18,0,360,266,420,133,180,654,17,818,28,781,30,729,29,133,465,424,31,0,75,427,46,0,225,426,16,0,405,0,465,266,180,266,240,133,480,0,510,266,75,0,345,144,40,0,495,0,180,133,405,0,165,133,90,0,195,2,120,266,120,0,240,133,210,0,60,266,465,3,30,0,450,133,75,133,360,133,60,133,120,266,435,266,105,133,240,133,495,0,270,0,300,133,420,133,150,266,495,133,330,0,255,0,285,266,60,266,375,133,195,266,210,0,90,266,195,266,315,473,31,266,45,266,330,266,30,133,390,266,90,0,315,266,345,266,480,1466103848
266,255,133,225,0,330,266,450,133,300,133,375,7,210,133,135,133,435,266,270,133,450,266,390,266,285,827,19,153,275,266,300,0,435,133,165,266,135,133,255,0,135,133,315,133,345,266,360,266,405,0,150,0,420,0,480,655,28,0,390,2,375,727,18,0,360,266,420,133,180,654,17,818,28,781,30,729,29,133,465,424,31,0,75,427,46,0,225,426,16,0,405,0,465,266,180,266,240,133,480,0,510,266,75,0,345,144,40,0,495,435,192,133,405,0,165,133,90,0,195,2,120,266,120,0,240,133,210,0,60,266,465,3,30,0,450,133,75,133,360,133,60,133,120,266,435,266,105,133,240,133,495,0,270,0,300,133,420,133,150,266,495,133,330,0,255,0,285,266,60,266,375,133,195,266,210,0,90,266,195,266,315,473,31,266,45,266,330,266,30,133,390,266,90,0,315,266,345,266,480,1466103863
266,255,133,225,0,330,266,450,133,300,133,375,7,210,133,135,133,435,266,270,133,450,266,390,266,285,827,19,153,275,266,300,0,435,133,165,266,135,133,255,0,135,133,315,133,345,266,360,266,405,0,150,0,420,0,480,655,28,0,390,2,375,727,18,435,182,266,420,133,180,654,17,818,28,781,30,729,29,133,465,424,31,0,75,427,46,0,225,426,16,0,405,0,465,266,180,266,240,133,480,0,510,266,75,0,345,144,40,0,495,435,192,133,405,0,165,133,90,0,195,2,120,266,120,0,240,133,210,0,60,266,465,3,30,0,450,133,75,133,360,133,60,133,120,266,435,266,105,133,240,133,495,0,270,0,300,133,420,133,150,266,495,133,330,0,255,0,285,266,60,266,375,133,195,266,210,0,90,266,195,266,315,473,31,266,45,266,330,266,30,133,390,266,90,0,315,266,345,266,480,1466103878
266,255,133,225,0,330,266,450,133,300,133,375,7,210,133,135,133,435,266,270,133,450,266,390,266,285,827,19,309,251,266,300,0,435,133,165,266,135,133,255,480,191,133,315,133,345,266,360,266,405,0,150,0,420,0,480,655,28,0,390,2,375,727,18,435,182,266,420,133,180,654,17,818,28,781,30,729,29,133,465,424,31,0,75,427,46,0,225,426,16,0,405,0,465,266,180,266,240,133,480,0,510,266,75,0,345,144,40,0,495,435,192,133,405,0,165,133,90,0,195,2,120,266,120,0,240,133,210,0,60,266,465,3,30,0,450,133,75,133,360,133,60,133,120,266,435,266,105,133,240,133,495,0,270,0,300,133,420,133,150,266,495,133,330,0,255,0,285,266,60,266,375,133,195,266,210,0,90,266,195,266,315,473,31,266,45,266,330,266,30,133,390,266,90,0,315,266,345,266,480,1466103893
