BodilySensationStrength_mean,MindSensationStrength_mean,EmotionIntensity_mean,Controllability_mean,LastTime_mean,BodilySensationStrength_meanZ,MindSensationStrength_meanZ,EmotionIntensity_meanZ,Controllability_meanZ,LastTime_meanZ,BodilySensationStrength_median,MindSensationStrength_median,EmotionIntensity_median,Controllability_median,LastTime_median,BodilySensationStrength_medianZ,MindSensationStrength_medianZ,EmotionIntensity_medianZ,Controllability_medianZ,LastTime_medianZ,Sensations
0.390976744186046,0.829790697674418,-0.78553488372093,-0.0543255813953488,0.0824651162790698,0.725969640997656,1.78584112522213,-1.52623112458923,-0.0940778460542809,0.275768176621824,0.524,0.929,-0.934,-0.043,-0.079,0.582236624713798,1.65227980623153,-1.68884546699341,-0.0430286466914665,-0.0791669644370232,Despair
0.492038461538462,0.837615384615385,-0.812480769230769,-0.0480961538461538,-0.0389038461538461,0.759955351794652,1.62764604839035,-1.60212445979476,-0.0889726423566066,0.0762685190143469,0.633,0.935,-0.928,-0.033,-0.05,0.746421984422122,1.69679677961591,-1.64397888475087,-0.0330122844837841,-0.0500467548789001,Shame
0.419410526315789,0.851178947368421,-0.786547368421053,0.202105263157895,-0.248778947368421,0.7321358756419,1.97807082178606,-1.54682920421558,0.290994326186519,-0.330743642949799,0.556,0.926,-0.92,0.25,-0.396,0.627024571153056,1.62956774957695,-1.58902691517397,0.255412811882995,-0.418896042693752,Guilt
0.392582524271845,0.786504854368932,-0.709436893203883,-0.0846407766990291,-0.35368932038835,0.560407968440569,1.39759609110242,-1.2044274898982,-0.127178362713368,-0.445382230534397,0.52,0.86,-0.804,-0.026,-0.444,0.576339754969192,1.29334467204897,-1.10982352069603,-0.0260058610440901,-0.477202012601095,Disappointment
0.661886363636364,0.854931818181818,0.83275,0.434295454545454,-0.669022727272727,1.11939294928258,2.01380452667782,1.9831316008638,0.593144949142382,-0.98958949866489,0.721,0.927,0.94,0.438,-0.743,0.909802701785501,1.63705208269722,1.73804934491763,0.469849940460694,-0.957324985282324,Pleasure
0.757494252873563,0.79335632183908,-0.512574712643678,-0.0315402298850575,-0.417931034482759,1.56265338165857,1.4441331190403,-0.866616466547055,-0.0711978659674821,-0.540653324306792,0.824,0.87,-0.52,0,-0.506,1.16915158779806,1.33307962969652,-0.576339754969193,-2.22044604925031e-16,-0.557338445585958,Nervousness
0.447078431372549,0.743862745098039,0.710294117647059,0.313274509803922,-0.133294117647059,0.881960208958026,1.46636190273769,1.34050024916898,0.406498759771769,-0.138142736001135,0.55,0.834,0.826,0.352,-0.15,0.618399402503387,1.20113343222993,1.17541388097019,0.367726614558102,-0.151142947736984,Winning
0.208988235294118,0.532470588235294,-0.528447058823529,0.117647058823529,-0.101035294117647,0.281190728099824,1.13268806025586,-0.785313279812297,0.188708069090393,-0.0609272004659494,0.306,0.654,-0.556,0.044,-0.114,0.316126174664786,0.782256550262956,-0.627024571153056,0.0440284276955911,-0.114497734941074,Losing
0.4907,0.8589,0.86018,0.45994,-0.52206,0.760243343690214,1.80413312707305,1.77170188170754,0.651585671355702,-0.715701186114287,0.589,0.914,0.952,0.471,-0.594,0.676168002965384,1.55130163787969,1.85313852056082,0.51184140160862,-0.683824349874214,Succeeding
0.512086021505376,0.798086021505376,-0.738193548387097,0.153720430107527,-0.210623655913979,0.796004826997454,1.87805967748219,-1.31825782713282,0.137344202677515,-0.20494050360213,0.634,0.916,-0.844,0.216,-0.384,0.748076471009291,1.56358907984374,-1.2349181984335,0.219456521087852,-0.404743086322048,Failing
0.420428571428572,0.789410714285714,0.274642857142857,0.268178571428571,-0.593321428571428,0.699851054902075,1.57460021490262,0.427026368062532,0.547586652773358,-0.95918707865425,0.505,0.89,0.255,0.275,-0.726,0.555996117239193,1.42225554860822,0.260753608296039,0.282265223206583,-0.920216882627652,Wanting
0.522913043478261,0.753673913043478,0.357782608695652,0.253282608695652,-0.384543478260869,1.09314704970301,1.56489921614045,0.582795349672371,0.357340816340503,-0.48925142946982,0.597,0.865,0.471,0.3,-0.55,0.688485765217079,1.31397854240426,0.511374091081444,0.309664590578456,-0.618381313574464,Craving
0.0922222222222223,0.609177777777778,-0.214511111111111,0.00933333333333332,-0.554977777777778,0.131247889683571,0.993524073724898,-0.290168369638427,-0.00296672980538401,-0.826527420767286,0.16,0.692,-0.182,0.029,-0.628,0.161392763003378,0.851793570924386,-0.184051209420314,0.029008860010554,-0.738113695213941,Waiting
0.338868686868687,0.716222222222222,-0.124565656565657,0.620181818181818,-0.532242424242424,0.853260169462595,1.41822222144133,-0.147294487199077,0.951592218014018,-0.703195165056407,0.424,0.786,-0.076,0.72,-0.63,0.452558715638015,1.0608788732073,-0.076146834540023,0.907644983319124,-0.741416144081269,Self-regulation
0.601546391752577,0.819216494845361,-0.306082474226804,0.0788659793814433,-0.352824742268041,1.0452305955776,1.77747646209956,-0.416777591354332,0.0739339447186753,-0.493067441163876,0.694,0.916,-0.446,0.09,-0.52,0.855631386629809,1.56358907984374,-0.479695857985713,0.0902441878561466,-0.576339754969193,Social longing
0.2502,0.5456,0.394244444444444,0.738488888888889,-0.901355555555555,0.598575354919402,0.898542133327551,0.563990370147934,1.36374985493611,-1.89888969317267,0.307,0.662,0.463,0.884,-0.948,0.317248194931223,0.796373931289583,0.501129904657616,1.39378113201497,-1.81202721557783,Speaking
0.793877551020408,0.819755102040816,0.863204081632653,0.49034693877551,-0.716204081632653,1.56025209485916,1.47173740837518,1.80464105122106,0.703462434095775,-1.16255926436923,0.857,0.866,0.925,0.555,-0.753,1.28204586712885,1.31685629072819,1.6226409475233,0.62557943030341,-0.979883924489294,Laughing
0.729258426966292,0.898876404494382,0.876876404494382,0.161438202247191,-0.477303370786517,1.54451199339872,1.8453015587572,1.98114192102388,0.18650898474075,-0.812800695655036,0.814,0.954,0.956,0.266,-0.786,1.13877147848094,1.87449621805681,1.89723360833825,0.272554287044803,-1.0608788732073,Love
0.220914893617021,0.791191489361702,-0.729787234042553,0.062,-0.124446808510638,0.32093462825634,1.77287113763324,-1.25180035700323,0.0225755112683167,-0.126160152792643,0.29,0.888,-0.815,0.11,-0.289,0.298571795006396,1.41246668926504,-1.14174968962853,0.110446915790097,-0.297483388714216,Social exclusion
0.372021739130435,0.764282608695652,0.801152173913043,0.342565217391304,-0.547369565217391,0.590677019571466,1.91069143817686,1.48154517132516,0.63907246780808,-0.811437258824714,0.527,0.888,0.89,0.408,-0.631,0.586031964434985,1.41246668926504,1.42225554860822,0.433211799870103,-0.743119535554794,Togetherness
0.270963855421687,0.716313253012048,-0.566650602409639,0.282650602409638,0.0663373493975904,0.422972935972404,1.31317759383437,-0.947362329535589,0.620265266659171,0.236803596165518,0.454,0.864,-0.706,0.346,-0.03,0.48972734117428,1.30891255475474,-0.879163480356472,0.360892579373737,-0.0300090048631267,Loneliness
0.386489361702128,0.788255319148936,-0.795957446808511,-0.311297872340425,0.135765957446809,0.763599347643107,1.80193036496911,-1.59348479139625,-0.486107543805239,0.533714489156715,0.482,0.904,-0.917,-0.338,0.068,0.525589553357112,1.49368201194174,-1.57016427652684,-0.351860416894566,0.068109495230527,Ostracism
0.737085106382979,0.851595744680851,0.837893617021277,0.504212765957447,-0.600489361702127,1.40161209708153,1.6494843577957,1.60815630646519,0.767043088481907,-0.94597736253949,0.874,0.928,0.934,0.563,-0.762,1.34977427792344,1.64397888475087,1.68884546699341,0.637273707990214,-1.00098439905783,Closeness (in social relations)
0.500849056603773,0.81922641509434,-0.755905660377359,0.304283018867925,-0.148603773584906,0.966106965371534,1.79673159628117,-1.27292967662955,0.428661821826205,0.0142300484069564,0.625,0.905,-0.814,0.313,-0.319,0.733372282222753,1.4992078314569,-1.13877147848094,0.323932817059931,-0.330780742426653,Hostility
0.344,0.807046511627907,0.406395348837209,0.351348837209302,-0.622627906976744,0.748513394119124,1.45759207841563,0.785447859243056,0.729542295145402,-0.924591052374586,0.465,0.886,0.472,0.348,-0.67,0.503690812092669,1.40300750739945,0.512643633309546,0.363195200080118,-0.810778424858201,Sympathy
0.736285714285714,0.887642857142857,-0.81547619047619,-0.0686190476190476,-0.336857142857143,1.75932316174915,2.0100802282957,-1.71559814963936,-0.138756963825478,-0.462201147903693,0.861,0.956,-0.946,0.015,-0.464,1.29751954880663,1.89723360833825,-1.79227360809084,0.0150011401586665,-0.502396766725228,Anxiety
0.773775280898877,0.870179775280899,-0.830651685393258,-0.164314606741573,0.281303370786517,1.58684463885085,1.86875237126736,-1.68915369737701,-0.212714873353642,0.567755004885828,0.89,0.936,-0.934,-0.044,0.384,1.42192587113063,1.70474809223842,-1.68884546699341,-0.0440284276955916,0.404743086322047,Panic
0.715581818181818,0.850236363636363,-0.632272727272727,0.122163636363636,-0.551436363636364,1.26240745794244,1.87328557908989,-1.03610355177968,0.167838511445118,-0.797688571682043,0.819,0.925,-0.71,0.2,-0.616,1.1539615331395,1.6226409475233,-0.887183863258093,0.202732554054082,-0.718533343246657,Stress
0.569237113402062,0.878474226804124,-0.80059793814433,-0.156,0.118494845360825,1.19015008890853,2.14551906810211,-1.58525259400862,-0.24997431156461,0.453033495771556,0.746,0.964,-0.926,-0.06,-0.006,0.963874234690505,1.99960977522915,-1.62956774957695,-0.0600721559210318,-0.00600007200155546,Depression
0.442833333333333,0.626880952380952,-0.234023809523809,-0.0897142857142857,0.596785714285714,0.967239543731982,1.34047586318257,-0.416692883056993,-0.156223275465976,1.74605390771712,0.57,0.808,-0.265,-0.049,0.927,0.647567873235522,1.12126740675325,-0.271486114764377,-0.0490405038601532,1.63705208269722,Mania
0.71422,0.52088,0.63134,0.75956,-0.87248,1.44747675888044,0.805077813011524,1.060796557473,1.37681129585139,-1.72552004936158,0.835,0.638,0.785,0.857,-0.93,1.20443625195403,0.754909689066444,1.0582731629676,1.28204586712885,-1.65839001992479,Eating
0.547738095238095,0.195166666666667,0.411,0.6655,-0.794095238095238,0.908194748962414,0.290363825726591,0.631344970522852,1.22637076292088,-1.58825510503351,0.637,0.355,0.425,0.868,-0.935,0.753125107846667,0.371209454458129,0.453829808595455,1.32582622701477,-1.69679677961592,Drinking
0.73319587628866,0.566865979381443,-0.484453608247423,0.603278350515464,-0.682226804123711,1.38988826097442,1.25584700859053,-0.767692287300538,1.10057200191216,-1.13469010875039,0.894,0.716,-0.554,0.85,-0.744,1.44150358981698,0.89938852094335,-0.624134289453765,1.25615281198806,-0.959379579994682,Hunger
0.796390804597701,0.474344827586207,0.492206896551724,0.705724137931035,-0.751494252873563,1.6684106080369,0.672159859253323,0.763515402352917,1.26690109948367,-1.29974119076648,0.864,0.574,0.61,0.826,-0.82,1.30891255475474,0.653468041353989,0.708921359427408,1.17541388097019,-1.15681746459032,Satiation
0.670348837209302,0.281232558139535,-0.545860465116279,0.653162790697674,-0.576162790697674,1.18204538673177,0.483299830061926,-0.839926855688528,1.19113770075751,-0.862487727266752,0.765,0.312,-0.588,0.85,-0.657,1.00852067812477,0.322814717215053,-0.674609140971351,1.25632948426666,-0.787535091066574,Thirst
0.724653465346534,-0.0344752475247525,-0.298356435643564,0.0331287128712871,-0.633009900990099,1.51887308254374,-0.000301926704125181,-0.523076106798298,0.0476571830725581,-0.935425307533057,0.88,-0.02,-0.34,0.01,-0.684,1.37576765652097,-0.0200026673068498,-0.354092528962243,0.0100003333533345,-0.83659249060768,Sweating
0.578925,-0.12135,0.312525,0.350375,-0.87245,1.03093495766516,-0.168069386389679,0.425252661889023,0.541814146102281,-1.66797823732798,0.748,-0.172,0.317,0.497,-0.908,0.968954989191046,-0.174343600850221,0.32832761976447,0.545357062751497,-1.51612903816364,Urinating
0.695747368421053,-0.104,0.211263157894737,0.120357894736842,-0.763915789473684,1.23988662990004,-0.147889828016969,0.279326712517698,0.317205338102459,-1.21716742686325,0.826,-0.086,0.164,0.2,-0.784,1.17541388097019,-0.0862129645198656,0.165494507603341,0.202732554054082,-1.0556674527279,Defecation
0.80722,0.8217,-0.496,0.28218,-0.65796,1.95479929262702,1.49402887918683,-0.757305623295119,0.394555246504253,-1.08740456345342,0.87,0.872,-0.59,0.372,-0.73,1.33361016836765,1.34142695380998,-0.677938348089462,0.390814493755119,-0.928780903453523,Tiredness
0.758969072164948,0.821134020618557,0.687628865979381,0.431051546391753,-0.620061855670103,1.5354416228014,1.86912883547379,1.38730334977259,0.573476732067107,-0.917154975077288,0.856,0.904,0.864,0.45,-0.696,1.27818280688507,1.49368201194174,1.30891255475474,0.484700278594051,-0.859500057472814,Vitality
0.838361702127659,0.817893617021276,-0.665659574468085,0.0940212765957446,-0.391446808510638,2.02209509808608,1.67319091066391,-1.0384334797365,0.15579043471503,-0.339142458112163,0.888,0.888,-0.758,0.111,-0.56,1.41246668926504,1.41246668926504,-0.991513928398017,0.111530439879193,-0.632852205015584,Exhaustion
0.365090909090909,-0.295727272727273,0.3315,0.0596136363636363,-0.956045454545455,0.908142365233679,-0.463569788283129,0.570141799869585,0.0265928423869907,-2.56082918132489,0.443,-0.582,0.239,0.186,-0.99,0.475963331203069,-0.665673597350794,0.244258967183795,0.188190606777565,-2.64665241236226,Breathing
0.423364705882353,-0.220729411764706,0.163811764705882,-0.440376470588235,-0.825435294117647,0.740831166980929,-0.369909710524978,0.260870038767352,-0.85833506636601,-1.94176242634278,0.52,-0.376,0.04,-0.654,-0.974,0.576339754969192,-0.395392825061931,0.040021353836768,-0.782256550262957,-2.16486034098598,Heartbeat
0.734333333333334,0.753755555555556,0.0387333333333333,0.797111111111111,0.0284,1.26062866217002,1.4943728735122,-0.0379975053860093,2.0738542486494,0.256091009873897,0.797,0.821,0.127,0.956,-0.064,1.09062760237735,1.16162242956746,0.127695908135537,1.89723360833825,-0.0640875967119991,Drunkenness
0.800913043478261,0.781913043478261,0.740913043478261,0.519391304347826,-0.527260869565217,2.08689925445885,1.76129404801851,1.52503322317781,1.02419766848039,-0.689001342332539,0.924,0.874,0.89,0.645,-0.602,1.61571414546966,1.34977427792344,1.42225554860822,0.766842187512966,-0.696372854650811,Sexual arousal
0.888924731182795,0.782903225806451,0.894301075268816,0.63705376344086,-0.453784946236559,2.19036577059907,1.52049581247444,2.00761626525602,1.09140376616207,-0.544792273257326,0.96,0.926,0.96,0.734,-0.62,1.94591014905531,1.62956774957695,1.94591014905531,0.937344924279394,-0.725005087753,Orgasm
0.766645833333333,0.328645833333333,-0.643166666666667,-0.374479166666667,0.131020833333333,1.81784964934617,0.703966173687007,-1.14996042088796,-0.538415798219045,0.503180347393731,0.856,0.404,-0.73,-0.453,0.044,1.27938409852639,0.428650900980031,-0.928780903453523,-0.488675792834181,0.0440328452263212,Shivering
0.778329896907217,0.663731958762887,-0.698721649484536,0.750268041237114,0.328247422680412,1.63875169524741,1.186431939901,-1.48882008238399,2.11937630348459,0.988507464737073,0.904,0.756,-0.934,0.944,0.576,1.49368201194174,0.98681277445093,-1.68884546699341,1.77357564714261,0.656455907592933,Hangover
0.599981651376146,-0.021651376146789,-0.662238532110092,0.102697247706422,0.237376146788991,0.996107071783411,-0.0368846505644255,-1.11812363802816,0.191013731175623,0.906876067643139,0.746,-0.04,-0.76,0.104,0.254,0.963874234690505,-0.0400213538367684,-0.996215082345104,0.104377406931055,0.259684060494552,Heartburn
0.828433734939759,0.647228915662651,-0.823132530120482,-0.265132530120482,0.751469879518072,1.68243005650205,1.18520260325174,-1.87550212731866,-0.470935482253671,2.10364935668833,0.96,0.866,-0.966,-0.416,0.966,1.94591014905531,1.31685629072819,-2.02869788804548,-0.442845145712719,2.02869788804547,Suffocation
0.786666666666667,0.795241379310345,0.870896551724138,0.554183908045977,-0.547908045977012,1.6972282095467,1.68052869477236,2.04459672052533,0.782706361546699,-0.763511694261454,0.87,0.894,0.94,0.596,-0.646,1.33307962969652,1.44150358981698,1.73804934491763,0.686920450024302,-0.768403234051621,Relaxation
0.657814432989691,0.592412371134021,0.807711340206186,0.515505154639175,-0.713422680412371,1.28625092876015,1.15100679465417,2.2210259657742,0.734167738667634,-0.991709573292977,0.87,0.856,0.89,0.604,-0.726,1.33307962969652,1.27818280688507,1.42192587113063,0.699420788585989,-0.920216882627652,Sleeping
-0.171901960784314,0.759960784313725,0.345941176470588,0.387960784313725,-0.940333333333333,-0.279052164335007,1.48139433695773,0.565298452608707,0.790952353630459,-2.26942979311848,-0.207,0.915,0.239,0.512,-0.984,-0.210046071824601,1.55744535886172,0.243719982961083,0.566401869063256,-2.41014078280252,Thinking
-0.0611368421052632,0.691726315789474,0.376042105263158,0.2352,-0.826210526315789,-0.154049541873042,1.65704678472853,0.647030348275761,0.505199051073632,-1.6999337450587,-0.024,0.84,0.376,0.176,-0.934,-0.0240046095931805,1.2211735176846,0.39539282506193,0.17785179927455,-1.68884546699341,Remembering
0.22968932038835,0.684621359223301,0.320912621359223,0.524019417475728,-0.688485436893204,0.346955829009967,1.30186866375683,0.410210240499317,0.756271526187347,-1.16805219700842,0.324,0.756,0.4,0.604,-0.766,0.336109830226994,0.98681277445093,0.423648930193602,0.699420788585989,-1.0105756329031,Attending
-0.280150537634409,0.467655913978495,-0.442623655913979,-0.0106666666666667,-0.473268817204301,-0.540110567694424,0.740216836441121,-0.625957294974089,-0.056754769948995,-0.662407947051408,-0.336,0.69,-0.504,0.046,-0.59,-0.349576602310079,0.847955755218963,-0.554653788892429,0.0460324865882906,-0.677666067757962,Forgetting
-0.172236559139785,0.667290322580645,0.565268817204301,0.711397849462366,-0.813118279569892,-0.284722813339004,1.15943174625113,1.08658141313007,1.25762206252211,-1.65711535367443,-0.236,0.82,0.64,0.84,-0.934,-0.240533924425558,1.15681746459031,0.758173744684044,1.2211735176846,-1.68884546699341,Reading
0.0555578947368421,0.766189473684211,0.483010526315789,0.711578947368421,-0.733136842105263,0.0941794016702988,1.73404490893957,0.762123422807698,1.25981231034993,-1.26374328301194,0.084,0.864,0.58,0.816,-0.784,0.0841984086627304,1.30891255475474,0.662462707371799,1.14472790077613,-1.0556674527279,Imagining
0.123145833333333,0.769791666666666,0.634520833333333,0.444604166666667,-0.573791666666667,0.200346218739055,1.58599678106457,1.2484499506346,0.932621989692012,-0.791485369631963,0.192,0.89,0.69,0.621,-0.668,0.194426142147002,1.42225554860822,0.847995981478291,0.726672294796634,-0.807131520175091,Daydreaming
-0.163177777777778,0.613955555555556,0.348422222222222,0.575955555555556,-0.652555555555556,-0.285872126300699,1.06885274759287,0.486037567674273,0.889968268246852,-1.03984100697575,-0.271,0.773,0.362,0.647,-0.727,-0.278140213023405,1.02797309068499,0.379187519359916,0.7702151474735,-0.923281721626388,Inferring
-0.190247191011236,0.646921348314606,0.307662921348315,0.546112359550562,-0.661056179775281,-0.322184757084801,1.38202170134507,0.411504492002258,0.806341864703711,-1.12254738769402,-0.16,0.75,0.28,0.624,-0.75,-0.161386696131526,0.972955074527656,0.287682072451781,0.731529188665864,-0.972955074527657,Reasoning
-0.18560824742268,0.545051546391753,0.0510103092783505,0.323876288659794,-0.473216494845361,-0.349914334413414,0.883091419043785,0.0938797367349899,0.498583072883837,-0.781561717634575,-0.184,0.704,-0.02,0.31,-0.576,-0.186119730239922,0.8751871265326,-0.0200026673068498,0.320545409301946,-0.656455907592934,Estimating
0.0684646464646465,0.670121212121212,0.435171717171717,0.354545454545455,-0.671333333333333,0.0659278285024547,1.22379913153911,0.730555101444683,0.4941878737884,-1.35694385636875,0.15,0.814,0.514,0.56,-0.87,0.151140435936467,1.13877147848094,0.56815090504845,0.632833186665638,-1.33307962969653,Being conscious
-0.236565217391304,0.610043478260869,0.0276086956521739,0.490695652173913,-0.621,-0.196535305097383,1.22481986294139,0.0396390746640452,0.733277857804787,-0.941629240634412,-0.386,0.692,-0.022,0.567,-0.705,-0.407091125801353,0.851793570924386,-0.0220036384500152,0.643150614009813,-0.877242195476073,Memorizing
-0.0140449438202247,0.538247191011236,0.361483146067416,-0.00137078651685394,-0.494561797752809,-0.0439972573054719,0.864313315479193,0.491486450861988,-0.0623173253459329,-0.768379115396421,0.064,0.636,0.38,0.014,-0.606,0.0640875967119986,0.751427824762976,0.400059650056056,0.0140009147742463,-0.702575492604387,Recognition
-0.124869565217391,0.643782608695652,0.229913043478261,0.367804347826087,-0.643173913043478,-0.22191808400393,1.19300673393138,0.367126810360745,0.513886693924922,-1.06170597525473,-0.074,0.837,0.088,0.396,-0.743,-0.0741355202113155,1.21115347495727,0.0882285761880059,0.418896042693751,-0.957176807643515,Recollection
0.791726315789474,0.480021052631579,-0.692778947368421,-0.334484210526316,-0.0791789473684211,2.08119305505634,0.85776572475558,-1.16347286647369,-0.488240515739045,0.089729140224879,0.86,0.526,-0.78,-0.424,-0.11,1.29334467204897,0.584598945074663,-1.04537054846689,-0.452558715638015,-0.110446915790097,Having flu
0.819934065934066,0.359252747252747,-0.669076923076923,-0.441340659340659,0.354901098901099,1.69372437203836,0.571802641862753,-1.10911692443994,-0.753752276641909,0.762516864871995,0.904,0.426,-0.724,-0.594,0.404,1.49368201194174,0.454999602327337,-0.916000792753245,-0.683824349874214,0.428419958760203,Having fever
0.869766990291262,0.419553398058253,-0.863941747572815,-0.502621359223301,0.468796116504855,1.94165120428925,1.07320330897314,-1.87739301404855,-0.851864511521986,1.62418719566995,0.956,0.56,-0.964,-0.66,0.694,1.89723360833825,0.632833186665638,-1.99960977522915,-0.792813631870191,0.855631386629809,Having stomach flu
0.76941935483871,0.341161290322581,-0.715849462365591,-0.352021505376344,-0.180387096774194,1.49361678283628,0.495635846458052,-1.16995690515694,-0.491252325421316,-0.25006158591003,0.84,0.42,-0.73,-0.436,-0.27,1.2211735176846,0.44769202352742,-0.928727364246725,-0.467281249055056,-0.2768638226551,Having cold
0.869670329670329,0.475428571428571,-0.731296703296704,-0.0954725274725275,-0.286637362637363,2.05606409792439,1.04486587946708,-1.49711983238366,-0.156057739243962,-0.387014113338934,0.94,0.696,-0.916,-0.014,-0.476,1.73804934491763,0.859500057472813,-1.56358907984375,-0.0140009147742467,-0.517799660419688,Having headache
0.882888888888889,0.636060606060606,-0.793656565656565,-0.319676767676768,-0.151353535353535,2.25651267267957,1.07761086235976,-1.65122700032087,-0.483983110644909,-0.104389563321706,0.946,0.724,-0.934,-0.386,-0.2,1.79227360809084,0.916000792753244,-1.68884546699341,-0.407091125801353,-0.202732554054082,Feeling nauseous
0.814442105263158,0.415389473684211,-0.846547368421052,-0.194610526315789,0.461452631578947,2.23927161621019,0.988702848972688,-1.84813981302297,-0.376051886535358,1.055846158635,0.966,0.654,-0.954,-0.154,0.8,2.02869788804547,0.782256550262956,-1.87449621805682,-0.155235043730911,1.09861228866811,Having toothache
0.708,-0.0201473684210527,-0.529578947368421,-0.404926315789474,-0.380421052631579,1.24907340185823,-0.0436356422534864,-0.783082629619921,-0.593004748160697,-0.614479324336797,0.786,0.054,-0.616,-0.514,-0.514,1.0608788732073,0.0540525800247145,-0.718533343246657,-0.568150905048451,-0.568150905048451,Coughing
0.694382978723404,-0.260425531914893,-0.0595106382978723,-0.596276595744681,-0.543234042553192,1.65585015607561,-0.400608975375666,-0.0433577489945422,-0.952461117433148,-0.773455102056681,0.851,-0.423,-0.028,-0.726,-0.63,1.26004735660483,-0.451521590462204,-0.0280074329536084,-0.920216882627652,-0.741443858677952,Sneezing
0.827578947368421,0.450442105263158,-0.7632,-0.195326315789474,-0.459747368421053,1.76487739248657,0.749260440404763,-1.43759994458778,-0.269586091748735,-0.732885707189599,0.91,0.614,-0.89,-0.216,-0.556,1.5275244253552,0.715316739682531,-1.42192587113064,-0.219456521087852,-0.627024571153056,Aching
0.488673913043478,0.0920217391304348,-0.211673913043478,0.2125,-0.285173913043478,0.749086716350533,0.170550105672776,-0.263992845605488,0.300246567546739,-0.203439920482347,0.622,0.11,-0.324,0.257,-0.472,0.728267138209431,0.110492018942512,-0.336150281813463,0.262896233684103,-0.512643633309547,Being dazzled
0.213590909090909,0.480431818181818,0.569659090909091,0.380295454545454,-0.916681818181818,0.37845652887172,0.840662433375659,0.983285361785247,0.612573172503795,-2.36663758074193,0.32,0.667,0.645,0.495,-0.988,0.331748821693084,0.805338678092056,0.766690828216834,0.542731884401849,-2.5620313349286,Seeing
