133,(41-34)*15+15,0,26*15+15,266,(73-67)*15+15,266,(78-67)*15+15,0,25*15+15,0,10*15+15,133,(55-34)*15+15,266,(81-67)*15+15,266,(82-67)*15+15,133,(45-34)*15+15,0,24*15+15,266,(98-67)*15+15,266,(77-67)*15+15,266,(68-67)*15+15,133,(48-34)*15+15,266,(92-67)*15+15,0,12*15+15,0,30*15+15,133,(40-34)*15+15,0,33*15+15,266,(74-67)*15+15,133,(64-34)*15+15,0,15*15+15,133,(62-34)*15+15,133,(59-34)*15+15,266,(83-67)*15+15,0,16*15+15,266,(85-67)*15+15,0,31*15+15,133,(54-34)*15+15,133,(38-34)*15+15,133,(49-34)*15+15,133,(61-34)*15+15,133,(65-34)*15+15,133,(56-34)*15+15,133,(39-34)*15+15,133,(36-34)*15+15,266,(84-67)*15+15,0,23*15+15,0,28*15+15,266,(89-67)*15+15,266,(80-67)*15+15,133,(58-34)*15+15,266,(95-67)*15+15,266,(91-67)*15+15,0,9*15+15,0,17*15+15,266,(72-67)*15+15,0,3*15+15,266,(69-67)*15+15,133,(63-34)*15+15,133,(50-34)*15+15,0,32*15+15,266,(96-67)*15+15,0,21*15+15,0,29*15+15,0,6*15+15,133,(51-34)*15+15,133,(44-34)*15+15,0,1*15+15,0,2*15+15,0,22*15+15,266,(90-67)*15+15,133,(57-34)*15+15,266,(70-67)*15+15,133,(42-34)*15+15,266,(76-67)*15+15,0,19*15+15,133,(46-34)*15+15,266,(93-67)*15+15,0,27*15+15,133,(37-34)*15+15,133,(60-34)*15+15,266,(79-67)*15+15,266,(71-67)*15+15,0,18*15+15,0,11*15+15,133,(53-34)*15+15,0,4*15+15,0,7*15+15,0,5*15+15,133,(52-34)*15+15,133,(47-34)*15+15,266,(87-67)*15+15,0,20*15+15,133,(43-34)*15+15,133,(66-34)*15+15,0,8*15+15,266,(75-67)*15+15,133,(35-34)*15+15,0,0*15+15,0,13*15+15,266,(86-67)*15+15,133,(34-34)*15+15,266,(97-67)*15+15,266,(99-67)*15+15,266,(94-67)*15+15,266,(67-67)*15+15,266,(88-67)*15+15,0,14*15+15,1483357381
133,120,927,270,266,105,266,180,811,185,914,269,133,330,266,225,266,240,133,180,902,334,266,480,266,165,266,30,133,225,266,390,810,108,845,414,133,105,842,397,266,120,133,465,838,356,133,435,133,390,266,255,853,127,266,285,899,389,133,315,798,402,133,240,133,420,133,480,133,345,743,330,834,384,266,270,902,312,825,227,266,345,266,210,133,375,266,435,266,375,738,336,736,216,266,90,696,376,266,45,133,450,133,255,568,291,266,450,665,193,798,196,665,341,133,270,133,165,817,463,855,101,854,141,266,360,133,360,266,60,133,135,266,150,757,144,133,195,266,405,725,268,800,266,133,405,266,195,266,75,825,368,488,417,133,300,602,462,560,397,537,447,133,285,133,210,266,315,727,182,133,150,133,495,447,86,266,135,423,130,442,62,474,104,266,300,613,324,266,465,266,495,266,420,266,15,266,330,660,312,1483357549
804,414,927,270,266,105,266,180,811,185,914,269,133,330,266,225,266,240,856,386,902,334,266,480,266,165,266,30,133,225,266,390,810,108,845,414,835,166,842,397,266,120,133,465,838,356,133,435,133,390,266,255,853,127,266,285,899,389,133,315,798,402,133,240,133,420,133,480,133,345,767,376,834,384,266,270,902,312,825,227,266,345,266,210,133,375,266,435,266,375,738,336,736,216,266,90,696,376,266,45,133,450,133,255,568,291,266,450,665,193,798,196,665,341,133,270,499,447,817,463,855,101,854,141,266,360,133,360,266,60,768,409,266,150,757,144,868,175,266,405,725,268,800,266,133,405,266,195,266,75,825,368,488,417,133,300,602,462,560,397,537,447,133,285,133,210,266,315,727,182,549,438,133,495,447,86,266,135,423,130,442,62,474,104,266,300,613,324,266,465,266,495,266,420,266,15,266,330,660,312,1483357564
804,414,915,372,266,105,266,180,811,185,872,384,133,330,266,225,266,240,856,386,874,435,266,480,266,165,266,30,793,173,266,390,810,108,845,414,835,166,842,397,266,120,133,465,838,356,133,435,133,390,266,255,853,127,266,285,899,389,133,315,798,402,804,383,133,420,133,480,133,345,767,376,834,384,266,270,879,395,825,227,266,345,266,210,133,375,266,435,266,375,738,336,736,216,266,90,696,376,266,45,133,450,133,255,568,291,266,450,665,193,798,196,665,341,133,270,499,447,817,463,855,101,854,141,266,360,133,360,266,60,768,409,266,150,757,144,868,175,266,405,725,268,800,266,133,405,266,195,266,75,825,368,488,417,133,300,602,462,560,397,537,447,133,285,513,423,266,315,727,182,549,438,133,495,447,86,266,135,423,130,442,62,474,104,266,300,613,324,266,465,266,495,266,420,266,15,266,330,660,312,1483357579
804,414,915,372,266,105,266,180,811,185,872,384,133,330,266,225,266,240,856,386,874,435,266,480,266,165,266,30,793,173,266,390,810,108,845,414,835,166,842,397,266,120,133,465,838,356,133,435,133,390,266,255,853,127,266,285,899,389,763,237,798,402,804,383,133,420,133,480,133,345,767,376,834,384,266,270,879,395,825,227,266,345,266,210,133,375,266,435,266,375,738,336,674,287,266,90,696,376,266,45,133,450,483,153,568,291,266,450,665,193,798,196,665,341,666,412,499,447,817,463,855,101,854,141,266,360,133,360,266,60,768,409,266,150,757,144,868,175,266,405,725,268,800,266,133,405,266,195,266,75,825,368,488,417,586,426,602,462,560,397,537,447,490,434,513,423,266,315,727,182,549,438,133,495,447,86,266,135,423,130,442,62,474,104,266,300,613,324,266,465,266,495,266,420,266,15,266,330,660,312,1483357594
804,414,915,372,266,105,266,180,811,185,872,384,847,208,266,225,266,240,856,386,874,435,266,480,266,165,266,30,793,173,266,390,810,108,845,414,835,166,842,397,266,120,133,465,838,356,133,435,847,296,266,255,853,127,266,285,899,389,763,237,798,402,804,383,133,420,133,480,868,213,767,376,834,384,266,270,879,395,825,227,266,345,266,210,618,381,266,435,266,375,738,336,674,287,266,90,696,376,266,45,133,450,483,153,568,291,266,450,665,193,798,196,665,341,666,412,499,447,817,463,855,101,854,141,266,360,790,285,266,60,768,409,266,150,757,144,868,175,266,405,725,268,800,266,133,405,266,195,266,75,825,368,488,417,586,426,602,462,560,397,537,447,490,434,513,423,266,315,730,193,549,438,133,495,447,86,266,135,423,130,442,62,474,104,266,300,613,324,266,465,266,495,266,420,266,15,266,330,660,312,1483357609
804,414,915,372,266,105,266,180,811,185,872,384,847,208,266,225,266,240,856,386,874,435,266,480,266,165,266,30,793,173,266,390,810,108,845,414,835,166,842,397,266,120,869,264,838,356,808,317,840,341,266,255,853,127,266,285,899,389,763,237,798,402,804,383,846,193,817,429,868,213,767,376,834,384,266,270,879,395,825,227,266,345,266,210,618,381,266,435,266,375,738,336,674,287,266,90,696,376,266,45,754,403,483,153,568,291,266,450,665,193,798,196,665,341,666,412,499,447,817,463,855,101,854,141,266,360,790,285,266,60,768,409,266,150,757,144,868,175,266,405,725,268,800,266,851,287,266,195,266,75,825,368,488,417,586,426,602,462,560,397,537,447,490,434,513,423,266,315,730,193,549,438,133,495,447,86,266,135,423,130,442,62,474,104,266,300,613,324,266,465,266,495,266,420,266,15,266,330,660,312,1483357624
804,414,915,372,266,105,266,180,811,185,872,384,847,208,266,225,266,240,856,386,874,435,266,480,266,165,783,366,793,173,266,390,810,108,845,414,835,166,842,397,266,120,869,264,838,356,808,317,840,341,266,255,853,127,266,285,899,389,763,237,798,402,804,383,846,193,817,429,868,213,767,376,834,384,266,270,879,395,825,227,266,345,266,210,618,381,266,435,266,375,738,336,674,287,266,90,696,376,726,239,754,403,483,153,568,291,266,450,665,193,798,196,665,341,666,412,499,447,817,463,855,101,854,141,266,360,790,285,871,293,768,409,266,150,757,144,868,175,266,405,725,268,800,266,851,287,266,195,266,75,825,368,488,417,586,426,602,462,560,397,537,447,490,434,513,423,266,315,730,193,549,438,646,268,447,86,266,135,423,130,442,62,474,104,266,300,613,324,266,465,266,495,266,420,569,235,266,330,660,312,1483357639
804,414,915,372,758,167,266,180,811,185,872,384,847,208,266,225,266,240,856,386,874,435,266,480,810,389,783,366,793,173,266,390,810,108,845,414,835,166,842,397,658,235,869,264,838,356,808,317,840,341,266,255,853,127,266,285,899,389,763,237,798,402,804,383,846,193,817,429,868,213,767,376,834,384,266,270,879,395,825,227,266,345,266,210,618,381,266,435,266,375,738,336,674,287,692,293,696,376,726,239,754,403,483,153,568,291,266,450,665,193,798,196,665,341,666,412,499,447,817,463,855,101,854,141,266,360,790,285,871,293,768,409,717,216,757,144,868,175,266,405,725,268,800,266,851,287,266,195,855,273,825,368,488,417,586,426,602,462,560,397,537,447,490,434,513,423,266,315,730,193,549,438,646,268,447,86,490,166,423,130,442,62,474,104,266,300,613,324,266,465,266,495,266,420,569,235,266,330,660,312,1483357654
804,414,915,372,758,167,779,399,811,185,872,384,847,208,677,219,942,274,856,386,874,435,266,480,782,388,783,366,793,173,266,390,810,108,845,414,835,166,842,397,658,235,869,264,838,356,808,317,840,341,292,255,853,127,266,285,899,389,763,237,798,402,804,383,846,193,817,429,868,213,767,376,834,384,266,270,879,395,825,227,266,345,595,277,618,381,266,435,266,375,738,336,674,287,692,293,696,376,726,239,754,403,483,153,568,291,266,450,665,193,798,196,665,341,666,412,499,447,817,463,855,101,854,141,266,360,790,285,871,293,768,409,717,216,757,144,868,175,266,405,725,268,800,266,851,287,756,280,855,273,825,368,488,417,586,426,602,462,560,397,537,447,490,434,513,423,266,315,730,193,549,438,646,268,447,86,490,166,423,130,442,62,474,104,266,300,613,324,266,465,266,495,266,420,569,235,266,330,660,312,1483357669
804,414,915,372,758,167,779,399,811,185,872,384,847,208,677,219,942,274,856,386,874,435,266,480,782,388,783,366,793,173,266,390,810,108,845,414,835,166,842,397,658,235,869,264,838,356,808,317,840,341,778,303,853,127,808,209,899,389,763,237,798,402,804,383,846,193,817,429,868,213,767,376,834,384,784,378,879,395,825,227,754,209,595,277,618,381,266,435,266,375,738,336,674,287,692,293,696,376,726,239,754,403,483,153,568,291,266,450,665,193,798,196,665,341,666,412,499,447,817,463,855,101,854,141,266,360,790,285,871,293,768,409,717,216,757,144,868,175,266,405,725,268,800,266,851,287,756,280,855,273,825,368,488,417,586,426,602,462,560,397,537,447,490,434,513,423,529,340,730,193,549,438,646,268,447,86,490,166,423,130,442,62,474,104,734,309,613,324,266,465,266,495,266,420,569,235,779,226,660,312,1483357684
804,414,915,372,758,167,779,399,811,185,872,384,847,208,677,219,942,274,856,386,874,435,266,480,782,388,783,366,793,173,691,369,810,108,845,414,835,166,842,397,658,235,869,264,838,356,808,317,840,341,778,303,853,127,808,209,899,389,763,237,798,402,804,383,846,193,817,429,868,213,767,376,834,384,784,378,879,395,825,227,757,201,595,277,618,381,266,435,713,359,738,336,674,287,692,293,696,376,726,239,754,403,483,153,568,291,266,450,665,193,798,196,665,341,666,412,499,447,817,463,855,101,854,141,875,299,790,285,871,293,768,409,717,216,757,144,868,175,812,293,725,268,800,266,851,287,756,280,855,273,825,368,488,417,586,426,602,462,560,397,537,447,490,434,513,423,529,340,730,193,549,438,646,268,447,86,490,166,423,130,442,62,474,104,734,309,613,324,266,465,266,495,518,262,569,235,779,226,660,312,1483357699
804,414,915,372,758,167,779,399,811,185,872,384,847,208,677,219,942,274,856,386,874,435,798,366,782,388,783,366,793,173,691,369,810,108,845,414,835,166,842,397,658,235,869,264,838,356,808,317,840,341,778,303,853,127,808,209,899,389,763,237,798,402,804,383,846,193,817,429,868,213,767,376,834,384,784,378,879,395,825,227,757,201,595,277,618,381,652,247,713,359,738,336,674,287,692,293,696,376,726,239,754,403,483,153,568,291,701,326,665,193,798,196,665,341,666,412,499,447,817,463,855,101,854,141,875,299,790,285,871,293,768,409,717,216,757,144,868,175,812,293,725,268,800,266,851,287,756,280,855,273,825,368,488,417,586,426,602,462,560,397,537,447,490,434,513,423,529,340,730,193,549,438,646,268,447,86,490,166,423,130,442,62,474,104,734,309,613,324,551,418,717,348,507,224,569,235,779,226,660,312,1483357713
