266,(94-67)*15+15,133,(46-34)*15+15,133,(57-34)*15+15,266,(70-67)*15+15,133,(42-34)*15+15,133,(36-34)*15+15,0,27*15+15,0,30*15+15,266,(97-67)*15+15,133,(52-34)*15+15,133,(53-34)*15+15,0,19*15+15,133,(66-34)*15+15,266,(82-67)*15+15,0,31*15+15,266,(76-67)*15+15,133,(61-34)*15+15,266,(86-67)*15+15,0,1*15+15,0,25*15+15,0,20*15+15,133,(54-34)*15+15,133,(40-34)*15+15,133,(56-34)*15+15,133,(44-34)*15+15,133,(39-34)*15+15,266,(92-67)*15+15,266,(69-67)*15+15,0,11*15+15,133,(38-34)*15+15,266,(87-67)*15+15,133,(62-34)*15+15,0,22*15+15,0,12*15+15,0,33*15+15,133,(43-34)*15+15,266,(88-67)*15+15,266,(75-67)*15+15,266,(96-67)*15+15,133,(63-34)*15+15,266,(85-67)*15+15,266,(79-67)*15+15,0,0*15+15,266,(74-67)*15+15,266,(95-67)*15+15,0,6*15+15,266,(99-67)*15+15,0,3*15+15,133,(41-34)*15+15,0,18*15+15,133,(49-34)*15+15,133,(45-34)*15+15,266,(93-67)*15+15,266,(78-67)*15+15,266,(80-67)*15+15,266,(81-67)*15+15,0,2*15+15,266,(72-67)*15+15,266,(90-67)*15+15,133,(51-34)*15+15,133,(65-34)*15+15,0,10*15+15,133,(37-34)*15+15,266,(98-67)*15+15,0,13*15+15,0,32*15+15,0,4*15+15,0,29*15+15,133,(60-34)*15+15,0,26*15+15,266,(83-67)*15+15,0,28*15+15,133,(34-34)*15+15,133,(64-34)*15+15,266,(91-67)*15+15,0,17*15+15,0,23*15+15,133,(55-34)*15+15,266,(84-67)*15+15,266,(77-67)*15+15,0,15*15+15,266,(68-67)*15+15,133,(48-34)*15+15,133,(50-34)*15+15,0,7*15+15,133,(58-34)*15+15,0,14*15+15,0,16*15+15,0,5*15+15,0,21*15+15,0,24*15+15,0,8*15+15,266,(89-67)*15+15,0,9*15+15,133,(35-34)*15+15,266,(73-67)*15+15,133,(59-34)*15+15,266,(67-67)*15+15,266,(71-67)*15+15,133,(47-34)*15+15,1466084213
266,420,148,193,717,463,270,60,133,135,133,45,0,420,604,474,738,345,133,285,635,316,0,300,674,351,266,240,722,478,266,150,133,420,266,300,654,508,657,278,0,315,905,441,133,105,133,345,133,165,133,90,847,403,803,433,0,180,798,424,784,337,774,313,765,440,0,195,682,417,133,150,266,330,266,135,738,312,148,364,266,285,266,195,25,24,266,120,266,435,0,106,266,495,0,60,133,120,0,285,821,530,133,180,129,316,266,180,266,210,942,426,0,45,266,90,266,360,133,270,813,491,0,165,559,370,266,480,0,210,0,495,902,489,0,450,133,405,0,405,266,255,602,354,133,15,133,465,266,375,0,270,0,360,133,330,266,270,266,165,0,240,266,30,133,225,133,255,8,120,133,375,0,225,0,255,16,81,0,330,0,375,0,135,266,345,0,150,133,30,266,105,133,390,266,15,266,75,142,208,1466084536
749,366,148,193,717,463,270,60,133,135,133,45,0,420,604,474,738,345,133,285,635,316,0,300,674,351,266,240,722,478,266,150,133,420,266,300,654,508,657,278,0,315,905,441,133,105,133,345,133,165,133,90,847,403,803,433,0,180,798,424,784,337,818,349,765,440,0,195,682,417,133,150,266,330,266,135,738,312,148,364,266,285,266,195,25,24,266,120,266,435,0,106,266,495,0,60,133,120,0,285,821,530,133,180,129,316,266,180,266,210,942,426,0,45,266,90,266,360,133,270,813,491,0,165,559,370,266,480,0,210,0,495,902,489,0,450,133,405,0,405,266,255,602,354,133,15,133,465,266,375,0,270,0,360,133,330,266,270,266,165,0,240,266,30,133,225,133,255,8,120,133,375,0,225,0,255,16,81,0,330,0,375,0,135,266,345,0,150,133,30,266,105,133,390,266,15,266,75,142,208,1466084551
749,366,148,193,717,463,270,60,133,135,133,45,0,420,604,474,738,345,133,285,635,316,0,300,674,351,266,240,722,478,266,150,133,420,266,300,654,508,657,278,0,315,905,441,133,105,133,345,133,165,133,90,847,403,803,433,0,180,798,424,784,337,818,349,765,440,0,195,682,417,133,150,266,330,266,135,738,312,148,364,266,285,266,195,25,24,266,120,266,435,0,106,266,495,0,60,133,120,0,285,821,530,133,180,129,316,266,180,266,210,942,426,0,45,266,90,266,360,133,270,813,491,0,165,559,370,266,480,0,210,0,495,902,489,0,450,133,405,0,405,266,255,602,354,133,15,133,465,926,387,0,270,0,360,133,330,266,270,266,165,0,240,266,30,133,225,133,255,8,120,133,375,0,225,0,255,16,81,0,330,0,375,0,135,266,345,0,150,133,30,266,105,133,390,266,15,266,75,142,208,1466084566
749,366,148,193,717,463,270,60,133,135,133,45,0,420,604,474,738,345,133,285,635,316,0,300,674,351,266,240,722,478,266,150,133,420,266,300,654,508,657,278,0,315,905,441,133,105,133,345,133,165,133,90,847,403,803,433,0,180,798,424,784,337,818,349,765,440,0,195,682,417,133,150,266,330,266,135,738,312,148,364,266,285,266,195,25,24,266,120,266,435,0,106,266,495,0,60,133,120,0,285,821,530,133,180,129,316,266,180,266,210,942,426,0,45,266,90,266,360,133,270,813,491,0,165,559,370,266,480,0,210,0,495,902,489,0,450,144,407,0,405,266,255,602,354,513,394,133,465,926,387,0,270,0,360,133,330,266,270,266,165,0,240,266,30,133,225,133,255,8,120,133,375,0,225,0,255,16,81,0,330,0,375,0,135,266,345,0,150,133,30,266,105,133,390,266,15,266,75,142,208,1466084581
749,366,148,193,717,463,270,60,133,135,133,45,0,420,604,474,738,345,133,285,635,316,0,300,674,351,266,240,722,478,266,150,133,420,266,300,654,508,657,278,0,315,905,441,133,105,539,331,133,165,133,90,847,403,803,433,0,180,798,424,784,337,818,349,765,440,0,195,682,417,133,150,266,330,266,135,738,312,148,364,266,285,266,195,25,24,266,120,266,435,0,106,266,495,0,60,133,120,0,285,821,530,133,180,129,316,266,180,266,210,942,426,0,45,266,90,266,360,133,270,813,491,0,165,559,370,266,480,0,210,0,495,902,489,0,450,487,341,0,405,266,255,602,354,513,394,476,307,926,387,0,270,0,360,133,330,266,270,266,165,0,240,266,30,133,225,133,255,8,120,133,375,0,225,0,255,16,81,0,330,0,375,0,135,266,345,0,150,133,30,266,105,133,390,266,15,266,75,142,208,1466084596
749,366,587,264,717,463,270,60,133,135,133,45,0,420,604,474,738,345,133,285,635,316,0,300,674,351,266,240,722,478,266,150,133,420,266,300,654,508,657,278,0,315,905,441,133,105,527,299,133,165,133,90,847,403,803,433,0,180,798,424,784,337,818,349,765,440,0,195,682,417,133,150,266,330,266,135,738,312,148,364,266,285,266,195,25,24,266,120,266,435,0,106,266,495,0,60,133,120,0,285,821,530,133,180,129,316,266,180,266,210,942,426,0,45,266,90,266,360,133,270,813,491,0,165,559,370,266,480,0,210,0,495,902,489,0,450,487,341,0,405,266,255,602,354,513,394,422,307,926,387,0,270,0,360,133,330,266,270,266,165,0,240,266,30,133,225,133,255,8,120,133,375,0,225,0,255,16,81,0,330,0,375,0,135,266,345,0,150,133,30,266,105,133,390,266,15,266,75,142,208,1466084611
749,366,587,264,717,463,270,60,133,135,133,45,0,420,604,474,738,345,133,285,635,316,0,300,674,351,266,240,722,478,266,150,133,420,266,300,654,508,657,278,0,315,905,441,133,105,466,429,133,165,133,90,847,403,803,433,0,180,798,424,784,337,818,349,765,440,0,195,682,417,133,150,266,330,266,135,738,312,160,349,266,285,266,195,25,24,266,120,266,435,0,106,266,495,0,60,133,120,0,285,821,530,133,180,129,316,266,180,266,210,942,426,0,45,266,90,266,360,133,270,813,491,0,165,559,370,266,480,0,210,0,495,902,489,0,450,487,341,0,405,266,255,602,354,513,394,422,307,926,387,0,270,0,360,133,330,266,270,266,165,0,240,266,30,133,225,133,255,8,120,133,375,0,225,0,255,16,81,0,330,0,375,0,135,266,345,0,150,133,30,266,105,133,390,266,15,266,75,142,208,1466084626
749,366,255,395,717,463,270,60,133,135,133,45,0,420,604,474,738,345,133,285,635,316,0,300,674,351,266,240,722,478,266,150,133,420,266,300,654,508,657,278,0,315,905,441,133,105,457,425,133,165,133,90,847,403,803,433,0,180,798,424,784,337,818,349,765,440,0,195,682,417,133,150,266,330,266,135,738,312,160,349,266,285,266,195,25,24,266,120,266,435,0,106,266,495,0,60,133,120,0,285,821,530,133,180,129,316,266,180,266,210,942,426,0,45,266,90,266,360,133,270,813,491,0,165,559,370,266,480,0,210,0,495,902,489,522,428,487,341,556,379,266,255,602,354,513,394,422,307,926,387,0,270,0,360,133,330,266,270,266,165,0,240,266,30,133,225,133,255,8,120,133,375,0,225,0,255,16,81,0,330,0,375,0,135,266,345,0,150,133,30,266,105,133,390,266,15,266,75,142,208,1466084641
749,366,255,395,717,463,270,60,133,135,133,45,0,420,604,474,738,345,133,285,635,316,0,300,674,351,266,240,722,478,266,150,662,521,266,300,654,508,657,278,0,315,905,441,133,105,457,425,133,165,133,90,847,403,803,433,0,180,798,424,784,337,818,349,765,440,0,195,682,417,133,150,266,330,266,135,738,312,160,349,266,285,266,195,25,24,266,120,266,435,0,106,266,495,0,60,133,120,0,285,821,530,133,180,129,316,266,180,266,210,942,426,0,45,266,90,266,360,133,270,813,491,0,165,559,370,266,480,0,210,0,495,902,489,482,350,487,341,556,379,266,255,602,354,513,394,422,307,926,387,0,270,0,360,133,330,266,270,266,165,0,240,266,30,133,225,133,255,8,120,133,375,0,225,0,255,16,81,0,330,0,375,0,135,266,345,0,150,133,30,266,105,133,390,266,15,266,75,142,208,1466084656
749,366,255,395,717,463,270,60,133,135,133,45,0,420,604,474,738,345,133,285,635,316,0,300,674,351,266,240,722,478,266,150,662,521,266,300,654,508,657,278,0,315,905,441,133,105,457,425,133,165,133,90,847,403,803,433,0,180,798,424,784,337,818,349,765,440,0,195,682,417,133,150,266,330,266,135,738,312,160,349,266,285,266,195,25,24,266,120,266,435,0,106,269,376,0,60,133,120,0,285,821,530,133,180,129,316,266,180,266,210,942,426,0,45,266,90,266,360,133,270,813,491,0,165,559,370,266,480,0,210,0,495,902,489,482,350,487,341,556,379,533,373,602,354,513,394,422,307,926,387,0,270,0,360,133,330,266,270,266,165,0,240,266,30,133,225,133,255,8,120,133,375,0,225,0,255,16,81,0,330,0,375,0,135,266,345,0,150,133,30,266,105,133,390,266,15,266,75,142,208,1466084671
749,366,255,395,717,463,270,60,133,135,133,45,0,420,604,474,773,346,133,285,635,316,0,300,674,351,266,240,722,478,266,150,662,521,266,300,654,508,657,278,840,312,905,441,133,105,457,425,133,165,133,90,847,403,803,433,0,180,798,424,784,337,818,349,765,440,0,195,682,417,133,150,266,330,266,135,738,312,160,349,266,285,266,195,25,24,266,120,266,435,0,106,269,376,0,60,133,120,0,285,821,530,133,180,129,316,266,180,266,210,942,426,0,45,266,90,266,360,133,270,813,491,0,165,559,370,266,480,0,210,0,495,902,489,482,350,487,341,556,379,533,373,602,354,513,394,422,307,926,387,0,270,0,360,133,330,266,270,266,165,0,240,266,30,133,225,133,255,8,120,133,375,0,225,0,255,16,81,0,330,0,375,0,135,266,345,0,150,133,30,266,105,133,390,266,15,266,75,142,208,1466084686
749,366,255,395,717,463,270,60,133,135,133,45,0,420,604,474,773,346,133,285,635,316,0,300,674,351,266,240,722,478,266,150,662,521,266,300,654,508,657,278,840,312,905,441,133,105,457,425,133,165,133,90,847,403,803,433,0,180,798,424,784,337,818,349,765,440,0,195,682,417,133,150,266,330,266,135,738,312,160,349,266,285,266,195,25,24,266,120,266,435,0,106,269,376,0,60,133,120,0,285,821,530,133,180,129,316,266,180,266,210,942,426,0,45,266,90,266,360,133,270,813,491,816,554,559,370,266,480,0,210,0,495,902,489,482,350,487,341,556,379,533,373,602,354,513,394,422,307,926,387,434,263,0,360,133,330,266,270,266,165,0,240,266,30,133,225,133,255,8,120,133,375,0,225,0,255,16,81,0,330,0,375,0,135,266,345,0,150,133,30,266,105,133,390,266,15,266,75,142,208,1466084701
749,366,648,206,717,463,270,60,133,135,133,45,0,420,604,474,773,346,133,285,635,316,0,300,674,351,266,240,722,478,266,150,662,521,266,300,654,508,657,278,840,312,905,441,133,105,457,425,133,165,133,90,847,403,803,433,0,180,798,424,784,337,818,349,765,440,0,195,682,417,654,245,266,330,266,135,738,312,160,349,266,285,266,195,25,24,266,120,266,435,0,106,269,376,0,60,133,120,0,285,821,530,133,180,129,316,266,180,266,210,942,426,0,45,266,90,266,360,133,270,813,491,816,554,559,370,266,480,0,210,0,495,902,489,482,350,487,341,556,379,533,373,602,354,513,394,422,307,926,387,434,263,0,360,133,330,266,270,266,165,0,240,266,30,133,225,133,255,8,120,133,375,0,225,0,255,16,81,0,330,0,375,0,135,266,345,0,150,133,30,266,105,133,390,266,15,266,75,142,208,1466084716
749,366,638,187,717,463,270,60,133,135,133,45,0,420,604,474,773,346,133,285,635,316,0,300,674,351,266,240,722,478,266,150,662,521,266,300,654,508,657,278,840,312,905,441,133,105,457,425,133,165,133,90,847,403,803,433,0,180,798,424,784,337,818,349,765,440,0,195,682,417,654,245,689,231,266,135,738,312,160,349,266,285,266,195,25,24,266,120,266,435,0,106,269,376,0,60,133,120,0,285,821,530,133,180,129,316,266,180,266,210,942,426,0,45,266,90,266,360,133,270,813,491,816,554,559,370,474,278,0,210,0,495,902,489,482,350,487,341,556,379,533,373,602,354,513,394,422,307,926,387,434,263,0,360,133,330,266,270,266,165,0,240,266,30,133,225,133,255,8,120,133,375,0,225,0,255,16,81,0,330,0,375,0,135,266,345,0,150,133,30,266,105,133,390,266,15,266,75,142,208,1466084731
749,366,638,187,717,463,270,60,133,135,133,45,0,420,604,474,773,346,133,285,635,316,0,300,674,351,266,240,722,478,266,150,662,521,266,300,654,508,657,278,840,312,905,441,133,105,457,425,133,165,133,90,847,403,803,433,0,180,798,424,784,337,818,349,765,440,0,195,682,417,654,245,689,231,266,135,738,312,160,349,266,285,266,195,25,24,266,120,266,435,0,106,269,376,0,60,133,120,0,285,821,530,133,180,129,316,266,180,988,410,942,426,0,45,266,90,266,360,133,270,813,491,816,554,559,370,450,269,0,210,0,495,902,489,482,350,487,341,556,379,533,373,602,354,513,394,422,307,926,387,434,263,0,360,133,330,266,270,266,165,0,240,266,30,133,225,133,255,8,120,133,375,0,225,0,255,16,81,0,330,0,375,0,135,266,345,0,150,133,30,266,105,133,390,266,15,266,75,142,208,1466084746
749,366,638,187,717,463,270,60,133,135,133,45,0,420,604,474,773,346,133,285,635,316,0,300,674,351,266,240,722,478,266,150,662,521,266,300,654,508,657,278,840,312,911,459,133,105,457,425,133,165,133,90,847,403,803,433,0,180,798,424,784,337,818,349,765,440,0,195,682,417,654,245,689,231,266,135,738,312,160,349,266,285,266,195,25,24,266,120,266,435,0,106,269,376,0,60,133,120,0,285,821,530,133,180,129,316,266,180,927,415,942,426,0,45,266,90,266,360,133,270,813,491,816,554,559,370,450,269,0,210,0,495,738,511,482,350,487,341,556,379,533,373,602,354,513,394,422,307,926,387,434,263,0,360,133,330,266,270,266,165,0,240,266,30,133,225,133,255,8,120,133,375,0,225,0,255,16,81,0,330,0,375,0,135,266,345,0,150,133,30,266,105,133,390,266,15,266,75,142,208,1466084761
749,366,638,187,717,463,270,60,133,135,133,45,0,420,604,474,773,346,133,285,635,316,0,300,674,351,266,240,722,478,266,150,662,521,266,300,654,508,657,278,840,312,911,459,133,105,457,425,133,165,133,90,847,403,803,433,0,180,798,424,784,337,818,349,765,440,0,195,682,417,654,245,689,231,780,178,738,312,160,349,266,285,266,195,25,24,266,120,266,435,0,106,269,376,0,60,133,120,0,285,821,530,133,180,129,316,266,180,925,415,942,426,0,45,266,90,266,360,133,270,813,491,816,554,559,370,450,269,0,210,0,495,738,511,482,350,487,341,556,379,533,373,602,354,513,394,422,307,926,387,434,263,0,360,133,330,266,270,266,165,0,240,749,206,133,225,133,255,8,120,133,375,0,225,0,255,16,81,0,330,0,375,0,135,266,345,0,150,133,30,266,105,133,390,266,15,266,75,142,208,1466084776
749,366,638,187,717,463,855,172,133,135,133,45,0,420,604,474,773,346,133,285,635,316,0,300,674,351,266,240,722,478,785,142,662,521,266,300,654,508,657,278,840,312,911,459,133,105,457,425,133,165,133,90,847,403,803,433,0,180,798,424,784,337,818,349,765,440,0,195,682,417,654,245,689,231,780,173,738,312,160,349,266,285,266,195,25,24,266,120,266,435,0,106,269,376,0,60,133,120,0,285,821,530,133,180,129,316,266,180,925,415,942,426,0,45,266,90,266,360,133,270,813,491,816,554,559,370,450,269,0,210,0,495,738,511,482,350,487,341,556,379,533,373,602,354,513,394,422,307,926,387,434,263,0,360,133,330,266,270,266,165,0,240,749,206,133,225,133,255,8,120,133,375,0,225,0,255,16,81,0,330,0,375,0,135,266,345,0,150,133,30,266,105,133,390,266,15,266,78,142,208,1466084791
749,366,638,187,717,463,855,172,133,135,133,45,571,534,604,474,773,346,133,285,635,316,0,300,674,351,266,240,722,478,785,142,662,521,266,300,654,508,657,278,840,312,911,459,133,105,457,425,133,165,133,90,847,403,803,433,0,180,798,424,784,337,818,349,765,440,0,195,682,417,654,245,689,231,780,173,738,312,160,349,266,285,266,195,25,24,266,120,266,435,0,106,269,376,0,60,133,120,0,285,821,530,133,180,129,316,266,180,925,415,942,426,0,45,266,90,266,360,133,270,813,491,816,554,559,370,450,269,0,210,102,422,738,511,482,350,487,341,556,379,533,373,602,354,513,394,422,307,926,387,434,263,0,360,133,330,266,270,266,165,0,240,749,206,133,225,133,255,8,120,133,375,0,225,0,255,16,81,0,330,0,375,0,135,266,345,0,150,133,30,266,105,133,390,266,15,266,78,142,208,1466084806
749,366,638,187,717,463,855,172,133,135,133,45,571,534,604,474,773,346,133,285,635,316,0,300,674,351,266,240,722,478,785,142,662,521,266,300,654,508,657,278,840,312,911,459,133,105,457,425,133,165,133,90,847,403,803,433,785,329,798,424,784,337,818,349,765,440,0,195,682,417,654,245,689,231,780,173,727,309,160,349,266,285,266,195,25,24,266,120,266,435,0,106,269,376,0,60,133,120,0,285,821,530,133,180,129,316,266,180,925,415,942,426,0,45,266,90,266,360,133,270,813,491,816,554,559,370,450,269,0,210,406,221,738,511,482,350,487,341,556,379,533,373,602,354,513,394,422,307,926,387,434,263,0,360,133,330,266,270,266,165,0,240,749,206,133,225,133,255,8,120,133,375,0,225,0,255,16,81,0,330,0,375,0,135,266,345,0,150,133,30,266,105,133,390,266,15,266,78,142,208,1466084821
749,366,638,187,717,463,855,172,133,135,133,45,571,534,604,474,773,346,133,285,635,316,0,300,674,351,697,287,722,478,785,142,662,521,266,300,654,508,657,278,840,312,911,459,133,105,457,425,133,165,133,90,847,403,803,433,785,329,798,424,784,337,818,349,765,440,0,195,682,417,654,245,689,231,780,173,719,313,160,349,266,285,266,195,25,24,266,120,266,435,0,106,269,376,0,60,133,120,0,285,821,530,133,180,590,193,266,180,925,415,942,426,0,45,266,90,266,360,133,270,813,491,816,554,559,370,450,269,0,210,406,221,738,511,482,350,487,341,556,379,533,373,602,354,513,394,422,307,926,387,434,263,0,360,133,330,266,270,266,165,0,240,749,206,133,225,133,255,8,120,133,375,0,225,0,255,16,81,0,330,0,375,0,135,266,345,0,150,133,30,266,105,133,390,266,15,266,78,142,208,1466084836
749,366,638,187,717,463,855,172,133,135,133,45,571,534,604,474,773,346,133,285,635,316,0,300,674,351,697,287,722,478,785,142,662,521,266,300,654,508,657,278,840,312,911,459,133,105,457,425,133,165,133,90,847,403,803,433,785,329,798,424,784,337,818,349,765,440,611,153,682,417,654,245,689,231,780,173,719,313,160,349,266,285,266,195,25,24,266,120,266,435,0,106,269,376,0,60,133,120,0,285,821,530,133,180,590,193,266,180,925,415,942,426,0,45,266,90,266,360,133,270,813,491,816,554,559,370,450,269,0,210,406,221,738,511,482,350,487,341,556,379,533,373,602,354,513,394,422,307,926,387,434,263,0,360,133,330,266,270,266,165,0,240,749,206,133,225,133,255,8,120,133,375,0,225,0,255,16,81,0,330,0,375,0,135,266,345,0,150,133,30,266,105,133,390,266,15,266,78,142,208,1466084851
749,366,638,187,717,463,855,172,133,135,133,45,571,534,604,474,773,346,133,285,635,316,0,300,674,351,697,287,722,478,785,142,662,521,266,300,654,508,657,278,840,312,911,459,133,105,457,425,133,165,133,90,847,403,803,433,785,329,798,424,784,337,818,349,765,440,611,153,682,417,654,245,689,231,780,173,719,313,160,349,266,285,266,195,25,24,266,120,266,435,0,106,269,376,0,60,133,120,0,285,821,530,133,180,590,193,266,180,925,415,942,426,0,45,266,90,266,360,133,270,813,491,816,554,559,370,450,269,0,210,406,221,738,511,482,350,487,341,556,379,533,373,602,354,513,394,422,307,926,387,434,263,0,360,133,330,266,270,266,165,832,213,749,206,133,225,133,255,8,120,133,375,0,225,21,190,16,81,0,330,0,375,0,135,266,345,0,150,133,30,266,105,133,390,266,15,266,78,142,208,1466084866
749,366,638,187,717,463,855,172,133,135,133,45,571,534,604,474,773,346,133,285,635,316,0,300,674,351,697,287,722,478,785,142,662,521,266,300,654,508,657,278,840,312,911,459,133,105,457,425,133,165,133,90,847,403,803,433,785,329,798,424,784,337,818,349,765,440,611,153,682,417,654,245,689,231,780,173,719,313,160,349,266,285,266,195,25,24,266,120,266,435,0,106,269,376,0,60,133,120,0,285,821,530,133,180,590,193,266,180,925,415,942,426,0,45,266,90,266,360,133,270,813,491,816,554,559,370,450,269,0,210,406,221,738,511,482,350,487,341,556,379,533,373,602,354,513,394,422,307,926,387,434,263,0,360,133,330,266,270,266,165,854,223,749,206,889,244,133,255,8,120,133,375,0,225,21,190,16,81,0,330,0,375,0,135,963,209,0,150,133,30,266,105,133,390,266,15,266,78,142,208,1466084881
749,366,638,187,717,463,855,172,133,135,133,45,571,534,604,474,773,346,133,285,635,316,0,300,674,351,697,287,722,478,785,142,662,521,266,300,654,508,657,278,840,312,911,459,133,105,457,425,133,165,133,90,847,403,803,433,785,329,798,424,784,337,818,349,765,440,611,153,682,417,654,245,689,231,780,173,719,313,160,349,266,285,266,195,940,162,266,120,266,435,0,106,269,376,0,60,133,120,0,285,821,530,133,180,590,193,266,180,925,415,942,426,0,45,266,90,959,287,133,270,813,491,816,554,559,370,450,269,0,210,406,221,738,511,482,350,487,341,556,379,533,373,602,354,513,394,422,307,926,387,434,263,0,360,133,330,266,270,266,165,854,223,749,206,889,244,133,255,8,120,133,375,0,225,21,190,16,81,0,330,0,375,0,135,963,209,0,150,133,30,286,422,133,390,266,15,266,78,142,208,1466084896
749,366,638,187,717,463,855,172,133,135,133,45,571,534,604,474,773,346,133,285,635,316,0,300,674,351,697,287,722,478,785,142,662,521,266,300,654,508,657,278,840,312,911,459,133,105,457,425,133,165,133,90,847,403,803,433,785,329,798,424,784,337,818,349,765,440,611,153,682,417,654,245,689,231,780,173,719,313,160,349,266,285,266,195,944,160,266,120,266,435,0,106,269,376,0,60,133,120,0,285,821,530,133,180,590,193,266,180,925,415,942,426,0,45,266,90,959,287,133,270,813,491,816,554,559,370,450,269,0,210,406,221,738,511,482,350,487,341,556,379,533,373,602,354,513,394,422,307,926,387,434,263,0,360,133,330,266,270,266,165,879,218,749,206,889,244,133,255,8,120,133,375,0,225,21,190,16,81,758,460,0,375,0,135,963,209,0,150,133,30,286,422,133,390,266,15,266,78,142,208,1466084911
749,366,638,187,717,463,855,172,133,135,133,45,571,534,604,474,773,346,133,285,635,316,0,300,674,351,697,287,722,478,785,142,662,521,266,300,654,508,657,278,840,312,911,459,133,105,407,411,133,165,133,90,847,403,803,433,785,329,798,424,784,337,818,349,765,440,611,153,682,417,654,245,689,231,780,173,719,313,160,349,266,285,266,195,944,160,266,120,266,435,0,106,269,376,0,60,133,120,497,452,821,530,133,180,590,193,266,180,925,415,942,426,0,45,266,90,959,287,133,270,813,491,816,554,559,370,450,269,0,210,406,221,738,511,482,350,487,341,556,379,533,373,602,354,513,394,422,307,926,387,434,263,0,360,133,330,266,270,266,165,879,218,749,206,889,244,133,255,8,120,133,375,0,225,21,190,16,81,758,460,0,375,0,135,963,209,0,150,133,30,286,422,133,390,266,15,266,78,142,208,1466084926
749,366,638,187,717,463,855,172,133,135,133,45,571,534,604,474,773,346,133,285,635,316,0,300,674,351,697,287,722,478,785,142,662,521,266,300,654,508,657,278,840,312,911,459,133,105,407,411,133,165,133,90,847,403,803,433,785,329,798,424,784,337,818,349,765,440,611,153,682,417,654,245,689,231,780,173,719,313,160,349,266,285,266,195,944,160,266,120,266,435,0,106,269,376,0,60,133,120,497,452,821,530,133,180,590,193,266,180,925,415,942,426,0,45,266,90,959,287,133,270,813,491,816,554,559,370,450,269,453,465,406,221,738,511,482,350,487,341,556,379,533,373,602,354,513,394,422,307,926,387,434,263,0,360,133,330,266,270,266,165,879,218,749,206,889,244,133,255,941,195,133,375,0,225,21,190,16,81,758,460,0,375,0,135,963,209,0,150,133,30,286,422,133,390,266,15,266,78,142,208,1466084941
749,366,638,187,717,463,855,172,133,135,133,45,571,534,604,474,773,346,133,285,635,316,0,300,674,351,697,287,722,478,785,142,662,521,266,300,654,508,657,278,840,312,911,459,133,105,407,411,133,165,133,90,847,403,803,433,785,329,798,424,784,337,818,349,765,440,611,153,682,417,654,245,689,231,780,173,719,313,160,349,266,285,266,195,944,160,266,120,266,435,0,106,269,376,0,60,133,120,497,452,821,530,133,180,590,193,266,180,925,415,942,426,0,45,266,90,959,287,133,270,813,491,816,554,559,370,450,269,453,465,406,221,738,511,482,350,487,341,556,379,533,373,602,354,513,394,422,307,926,387,434,263,0,360,133,330,266,270,266,165,879,218,749,206,889,244,133,255,211,54,133,375,0,225,21,190,16,81,758,460,0,375,189,446,963,209,0,150,133,30,286,422,133,390,266,15,266,78,142,208,1466084956
