0,14*15+15,0,27*15+15,266,(91-67)*15+15,266,(79-67)*15+15,0,31*15+15,266,(98-67)*15+15,133,(38-34)*15+15,0,20*15+15,266,(72-67)*15+15,133,(48-34)*15+15,266,(88-67)*15+15,0,1*15+15,133,(53-34)*15+15,0,29*15+15,266,(71-67)*15+15,0,19*15+15,133,(37-34)*15+15,0,10*15+15,266,(75-67)*15+15,266,(73-67)*15+15,266,(85-67)*15+15,133,(56-34)*15+15,266,(76-67)*15+15,0,2*15+15,0,33*15+15,133,(58-34)*15+15,133,(60-34)*15+15,0,24*15+15,266,(87-67)*15+15,0,11*15+15,0,32*15+15,266,(95-67)*15+15,0,3*15+15,266,(69-67)*15+15,133,(57-34)*15+15,133,(54-34)*15+15,133,(42-34)*15+15,0,13*15+15,266,(77-67)*15+15,0,25*15+15,266,(92-67)*15+15,133,(55-34)*15+15,133,(39-34)*15+15,0,30*15+15,133,(49-34)*15+15,266,(81-67)*15+15,133,(51-34)*15+15,133,(64-34)*15+15,0,7*15+15,133,(52-34)*15+15,133,(59-34)*15+15,133,(61-34)*15+15,133,(44-34)*15+15,266,(96-67)*15+15,0,23*15+15,133,(66-34)*15+15,133,(40-34)*15+15,0,17*15+15,266,(89-67)*15+15,266,(99-67)*15+15,0,18*15+15,0,16*15+15,133,(41-34)*15+15,0,28*15+15,133,(65-34)*15+15,266,(90-67)*15+15,133,(47-34)*15+15,266,(68-67)*15+15,266,(80-67)*15+15,266,(94-67)*15+15,266,(93-67)*15+15,133,(43-34)*15+15,0,15*15+15,0,21*15+15,0,26*15+15,133,(62-34)*15+15,266,(84-67)*15+15,133,(36-34)*15+15,0,22*15+15,266,(67-67)*15+15,266,(86-67)*15+15,133,(63-34)*15+15,266,(74-67)*15+15,266,(82-67)*15+15,133,(34-34)*15+15,0,9*15+15,0,4*15+15,266,(83-67)*15+15,0,0*15+15,133,(46-34)*15+15,0,8*15+15,266,(78-67)*15+15,0,12*15+15,133,(50-34)*15+15,266,(70-67)*15+15,0,5*15+15,0,6*15+15,266,(97-67)*15+15,133,(35-34)*15+15,133,(45-34)*15+15,1476535474
0,225,0,420,266,375,266,195,0,480,266,480,583,423,0,315,266,90,133,225,266,330,432,247,432,167,429,152,446,260,0,300,133,60,0,165,266,135,266,105,266,285,434,78,266,150,421,136,424,89,133,375,133,405,622,167,437,114,-1,180,437,102,266,435,426,183,266,45,135,362,426,50,443,279,0,210,266,165,0,390,266,390,149,331,133,90,2,467,133,240,266,225,442,217,133,465,0,120,133,285,133,390,133,420,133,165,266,450,425,234,133,495,133,105,0,270,266,345,266,495,0,285,0,255,629,326,0,435,133,480,266,360,133,210,266,30,266,210,266,420,266,405,136,122,424,65,0,330,0,405,133,435,266,270,133,45,0,345,266,15,266,300,133,450,266,120,266,240,133,15,0,150,0,75,266,255,0,15,592,182,619,198,266,180,0,195,133,255,429,202,0,90,0,105,266,465,133,30,133,180,1476535926
0,225,0,420,266,375,266,195,0,480,266,480,583,423,0,315,266,90,479,248,266,330,432,247,432,167,429,152,446,260,0,300,133,60,0,165,266,135,266,105,266,285,434,78,266,150,421,136,424,89,637,216,708,182,622,167,437,114,-1,180,437,102,266,435,426,183,266,45,623,151,426,50,441,276,0,210,266,165,0,390,266,390,149,331,133,90,2,467,133,240,266,225,442,217,133,465,0,120,133,285,133,390,133,420,133,165,266,450,425,234,133,495,133,105,0,270,266,345,266,495,0,285,0,255,629,326,0,435,133,480,266,360,133,210,266,30,266,210,266,420,266,405,136,122,424,65,0,330,0,405,133,435,266,270,133,45,0,345,266,15,266,300,133,450,266,120,266,240,133,15,0,150,0,75,266,255,0,15,592,182,619,198,266,180,0,195,133,255,429,202,0,90,0,105,266,465,133,30,133,180,1476535941
0,225,0,420,266,375,266,195,0,480,266,480,583,423,0,315,266,90,479,248,266,330,432,247,432,167,429,152,446,260,0,300,133,60,0,165,266,135,266,105,266,285,434,78,266,150,421,136,424,89,637,216,638,135,622,167,437,114,-1,180,437,102,266,435,426,183,266,45,623,151,426,50,441,276,0,210,266,165,0,390,266,390,149,331,133,90,2,467,133,240,266,225,442,217,141,467,0,120,133,285,133,390,133,420,133,165,266,450,425,234,133,495,133,105,0,270,266,345,266,495,0,285,0,255,459,200,0,435,126,483,266,360,133,210,266,30,266,210,266,420,266,405,136,122,424,65,0,330,0,405,133,435,266,270,133,45,0,345,266,15,266,300,133,450,266,120,266,240,133,15,0,150,0,75,266,255,0,15,592,182,619,198,266,180,0,195,133,255,429,202,0,90,0,105,266,465,133,30,133,180,1476535956
0,225,0,420,266,375,266,195,0,480,266,480,583,423,0,315,578,99,479,248,266,330,432,247,432,167,429,152,446,260,0,300,133,60,0,165,266,135,266,105,266,285,434,78,266,150,421,136,424,89,637,216,638,135,622,167,437,114,-1,180,437,102,266,435,426,183,266,45,623,151,426,50,441,276,0,210,266,165,0,390,266,390,149,331,133,90,2,467,133,240,266,225,442,217,448,292,0,120,133,285,133,390,133,420,133,165,266,450,425,234,433,302,133,105,0,270,266,345,266,495,0,285,0,255,459,200,0,435,126,483,266,360,133,210,442,322,266,210,266,420,266,405,136,122,424,65,0,330,0,405,133,435,266,270,133,45,0,345,266,15,266,300,133,450,266,120,266,240,133,15,0,150,0,75,266,255,0,15,592,182,619,198,266,180,0,195,133,255,429,202,0,90,0,105,266,465,133,30,133,180,1476535971
0,225,0,420,266,375,266,195,0,480,266,480,583,423,0,315,550,201,479,248,266,330,432,247,432,167,429,152,446,260,0,300,133,60,0,165,266,135,433,339,266,285,434,78,627,122,421,136,424,89,637,216,638,135,622,167,437,114,-1,180,437,102,266,435,426,183,266,45,623,151,426,50,441,276,0,210,266,165,0,390,266,390,149,331,133,90,2,467,133,240,266,225,442,217,448,292,0,120,133,285,133,390,133,420,133,165,266,450,425,234,433,302,133,105,0,270,266,345,266,495,0,285,0,255,459,200,0,435,126,483,266,360,133,210,442,322,266,210,266,420,266,405,136,122,424,65,0,330,0,405,133,435,266,270,133,45,0,345,266,15,266,300,133,450,266,120,266,240,133,15,0,150,0,75,266,255,0,15,592,182,619,198,266,180,0,195,133,255,429,202,0,90,0,105,266,465,133,30,133,180,1476535986
0,225,0,420,266,375,266,195,0,480,266,480,583,423,0,315,550,201,479,248,266,330,432,247,432,167,429,152,446,260,0,300,133,60,0,165,266,135,433,339,438,363,434,78,627,122,421,136,424,89,637,216,638,135,622,167,437,114,-1,180,437,102,266,435,426,183,266,45,623,151,426,50,441,276,0,210,266,165,0,390,266,390,149,331,133,90,2,467,133,240,266,225,442,217,448,292,0,120,133,285,133,390,133,420,133,165,266,450,425,234,433,302,133,105,0,270,266,345,266,495,0,285,0,255,459,200,0,435,126,483,266,360,133,210,442,322,282,210,266,420,266,405,136,122,424,65,0,330,0,405,133,435,266,270,133,45,0,345,266,15,282,316,133,450,266,120,266,240,133,15,0,150,0,75,266,255,0,15,592,182,619,198,629,232,0,195,133,255,429,202,0,90,0,105,266,465,133,30,133,180,1476536001
0,225,0,420,266,375,266,195,0,480,266,480,583,423,0,315,550,201,479,248,430,374,432,247,432,167,429,152,446,260,0,300,133,60,0,165,266,135,433,339,433,359,434,78,627,122,421,136,424,89,637,216,638,135,622,167,437,114,-1,180,437,102,272,433,426,183,266,45,623,151,426,50,441,276,0,210,266,165,0,390,266,390,149,331,133,90,2,467,133,240,266,225,442,217,448,292,0,120,133,285,133,390,133,420,133,165,266,450,425,234,433,302,133,105,0,270,266,345,266,495,0,285,0,255,459,200,0,435,126,483,266,360,133,210,442,322,282,210,266,420,618,95,136,122,424,65,0,330,0,405,133,435,266,270,133,45,0,345,266,15,282,316,133,450,266,120,266,240,133,15,0,150,0,75,266,255,0,15,592,182,619,198,629,232,0,195,133,255,429,202,0,90,0,105,266,465,133,30,133,180,1476536016
639,247,0,420,266,375,266,195,0,480,266,480,583,423,638,75,550,201,479,248,430,374,432,247,432,167,429,152,446,260,443,394,133,60,0,165,266,135,433,339,433,359,434,78,627,122,421,136,424,89,637,216,638,135,622,167,437,114,-1,180,437,102,272,433,426,183,266,45,623,151,426,50,441,276,0,210,266,165,0,390,266,390,149,331,133,90,2,467,133,240,266,225,442,217,448,292,0,120,133,285,133,390,133,420,133,165,266,450,425,234,433,302,133,105,0,270,266,345,266,495,0,285,0,255,459,200,0,435,126,483,266,360,133,210,442,322,282,210,266,420,618,95,136,122,424,65,11,329,0,405,133,435,266,270,133,45,0,345,266,15,282,316,133,450,266,120,266,240,133,15,0,150,0,75,266,255,0,15,592,182,619,198,629,232,0,195,133,255,429,202,0,90,0,105,266,465,133,30,133,180,1476536031
639,247,0,420,266,375,266,195,0,480,438,427,583,423,638,75,550,201,479,248,430,374,432,247,432,167,429,152,446,260,443,394,133,60,0,165,266,135,433,339,433,359,434,78,627,122,421,136,424,89,637,216,638,135,622,167,437,114,-1,180,437,102,432,412,426,183,266,45,623,151,426,50,441,276,0,210,266,165,0,390,266,390,149,331,133,90,2,467,133,240,266,225,442,217,448,292,0,120,133,285,133,390,133,420,133,165,266,450,425,234,433,302,133,105,0,270,266,345,447,454,0,285,0,255,459,200,0,435,126,483,266,360,133,210,442,322,282,210,266,420,618,95,136,122,424,65,11,329,0,405,133,435,266,270,133,45,0,345,266,15,282,316,133,450,266,120,266,240,133,15,0,150,0,75,266,255,0,15,592,182,619,198,629,232,0,195,133,255,429,202,0,90,0,105,266,465,133,30,133,180,1476536046
639,247,0,420,266,375,266,195,0,480,438,427,483,376,638,75,550,201,479,248,430,374,432,247,432,167,429,152,446,260,443,394,133,60,0,165,266,135,433,339,433,359,434,78,627,122,421,136,424,89,637,216,638,135,622,167,437,114,-1,180,437,102,432,412,426,183,266,45,623,151,426,50,441,276,0,210,266,165,0,390,266,390,149,331,133,90,2,467,133,240,266,225,442,217,448,292,0,120,133,285,133,390,133,420,133,165,266,450,425,234,433,302,133,105,0,270,266,345,434,444,0,285,0,255,459,200,0,435,126,483,266,360,133,210,442,322,282,210,266,420,618,95,136,122,424,65,11,329,0,405,133,435,266,270,133,45,0,345,266,15,282,316,133,450,266,120,266,240,133,15,0,150,0,75,266,255,0,15,592,182,619,198,629,232,0,195,133,255,429,202,0,90,0,105,266,465,133,30,133,180,1476536061
