266,(86-67)*15+15,0,24*15+15,0,22*15+15,266,(90-67)*15+15,0,8*15+15,266,(75-67)*15+15,266,(78-67)*15+15,266,(98-67)*15+15,266,(91-67)*15+15,266,(74-67)*15+15,0,11*15+15,266,(88-67)*15+15,266,(70-67)*15+15,0,31*15+15,133,(43-34)*15+15,0,20*15+15,266,(69-67)*15+15,133,(51-34)*15+15,133,(62-34)*15+15,133,(46-34)*15+15,0,4*15+15,133,(45-34)*15+15,0,6*15+15,0,10*15+15,266,(68-67)*15+15,133,(34-34)*15+15,133,(36-34)*15+15,0,28*15+15,133,(65-34)*15+15,133,(61-34)*15+15,266,(94-67)*15+15,133,(38-34)*15+15,0,33*15+15,133,(41-34)*15+15,0,0*15+15,266,(82-67)*15+15,0,7*15+15,133,(47-34)*15+15,0,15*15+15,133,(35-34)*15+15,0,1*15+15,0,32*15+15,0,3*15+15,0,30*15+15,266,(97-67)*15+15,0,14*15+15,133,(50-34)*15+15,266,(85-67)*15+15,266,(89-67)*15+15,0,21*15+15,133,(54-34)*15+15,266,(95-67)*15+15,0,27*15+15,266,(73-67)*15+15,266,(93-67)*15+15,0,16*15+15,0,12*15+15,133,(58-34)*15+15,133,(66-34)*15+15,266,(92-67)*15+15,266,(84-67)*15+15,133,(40-34)*15+15,266,(80-67)*15+15,266,(96-67)*15+15,133,(48-34)*15+15,266,(67-67)*15+15,0,13*15+15,0,23*15+15,133,(42-34)*15+15,133,(44-34)*15+15,133,(56-34)*15+15,0,25*15+15,0,29*15+15,266,(81-67)*15+15,133,(37-34)*15+15,133,(64-34)*15+15,133,(57-34)*15+15,133,(60-34)*15+15,266,(99-67)*15+15,133,(63-34)*15+15,266,(72-67)*15+15,266,(76-67)*15+15,133,(49-34)*15+15,0,19*15+15,0,2*15+15,266,(87-67)*15+15,0,5*15+15,266,(79-67)*15+15,0,17*15+15,133,(52-34)*15+15,266,(77-67)*15+15,133,(59-34)*15+15,266,(83-67)*15+15,0,9*15+15,0,18*15+15,133,(39-34)*15+15,266,(71-67)*15+15,133,(55-34)*15+15,133,(53-34)*15+15,0,26*15+15,1477301040
266,300,0,375,0,345,266,360,0,135,266,135,266,180,533,132,266,375,266,120,0,180,266,330,266,60,0,480,133,150,0,315,266,45,133,270,133,435,133,195,0,75,133,180,0,105,0,165,266,30,133,15,133,45,0,435,133,480,133,420,266,420,133,75,511,157,133,120,501,119,266,240,520,473,133,210,0,240,496,453,888,341,0,495,867,335,832,344,894,327,0,225,133,255,790,363,266,345,0,330,133,315,783,386,0,420,542,460,266,405,0,255,930,402,133,375,862,353,266,390,787,90,133,105,266,210,266,450,133,225,266,15,783,100,0,360,133,135,133,165,755,110,0,390,0,450,266,225,133,60,133,465,133,360,935,391,898,369,785,416,812,353,949,369,133,240,0,300,800,424,266,315,0,90,266,195,0,270,558,167,831,321,466,466,919,381,0,150,0,285,133,90,266,75,133,330,133,300,0,405,1477301211
266,300,0,375,0,345,266,360,0,135,266,135,266,180,533,132,266,375,266,120,0,180,266,330,266,60,0,480,133,150,0,315,266,45,133,270,133,435,133,195,0,75,133,180,0,105,0,165,266,30,133,15,133,45,0,435,133,480,133,420,266,420,133,75,511,157,133,120,501,119,266,240,520,473,133,210,0,240,496,453,888,341,0,495,867,335,832,344,894,327,0,225,133,255,790,363,266,345,0,330,133,315,783,386,0,420,542,460,266,405,0,255,930,402,558,472,862,353,266,390,787,90,133,105,266,210,266,450,133,225,266,15,783,100,0,360,133,135,133,165,755,110,0,390,0,450,266,225,133,60,133,465,777,432,935,391,898,369,785,416,812,353,949,369,133,240,742,430,800,424,266,315,0,90,266,195,0,270,558,167,831,321,477,464,919,381,0,150,0,285,133,90,266,75,133,330,133,300,0,405,1477301226
266,300,0,375,0,345,266,360,0,135,266,135,266,180,533,132,266,375,266,120,0,180,266,330,266,60,0,480,133,150,0,315,266,45,133,270,133,435,133,195,0,75,133,180,0,105,0,165,266,30,133,15,133,45,0,435,133,480,133,420,266,420,133,75,511,157,133,120,501,119,266,240,520,473,133,210,0,240,496,453,888,341,0,495,867,335,832,344,894,327,0,225,741,394,790,363,266,345,0,330,133,315,783,386,0,420,542,460,266,405,0,255,930,402,558,472,862,353,266,390,787,90,847,271,266,210,266,450,133,225,266,15,783,100,0,360,133,135,133,165,755,110,0,390,0,450,266,225,133,60,133,465,777,432,935,391,898,369,785,416,812,353,949,369,133,240,744,423,800,424,266,315,0,90,266,195,0,270,558,167,831,321,477,464,919,381,0,150,0,285,133,90,266,75,133,330,133,300,0,405,1477301241
266,300,0,375,0,345,266,360,0,135,266,135,266,180,533,132,266,375,266,120,0,180,266,330,266,60,0,480,133,150,0,315,266,45,133,270,133,435,133,195,0,75,133,180,0,105,0,165,266,30,133,15,133,45,0,435,133,480,133,420,266,420,133,75,511,157,133,120,501,119,266,240,520,473,133,210,0,240,496,453,888,341,935,340,867,335,832,344,894,327,0,225,741,394,790,363,266,345,0,330,133,315,783,386,0,420,542,460,266,405,0,255,930,402,558,472,862,353,266,390,787,90,819,231,266,210,266,450,133,225,266,15,783,100,0,360,133,135,133,165,755,110,0,390,0,450,266,225,133,60,133,465,777,432,935,391,898,369,785,416,812,353,949,369,133,240,744,423,800,424,266,315,0,90,266,195,0,270,558,167,831,321,477,464,919,381,0,150,0,285,133,90,266,75,133,330,133,300,0,405,1477301256
266,300,0,375,0,345,266,360,0,135,266,135,266,180,533,132,266,375,266,120,0,180,266,330,266,60,0,480,133,150,0,315,266,45,133,270,133,435,133,195,0,75,133,180,0,105,0,165,266,30,133,15,133,45,564,120,133,480,133,420,266,420,133,75,511,157,133,120,501,119,477,442,520,473,133,210,0,240,496,453,888,341,936,341,867,335,832,344,894,327,0,225,741,394,790,363,266,345,0,330,133,315,783,386,0,420,542,460,266,405,0,255,930,402,558,472,862,353,266,390,787,90,819,231,646,263,266,450,133,225,266,15,783,100,0,360,133,135,133,165,755,110,0,390,0,450,266,225,133,60,133,465,777,432,935,391,898,369,785,416,812,353,949,369,133,240,744,423,800,424,266,315,0,90,266,195,0,270,558,167,831,321,477,464,919,381,0,150,0,285,133,90,266,75,133,330,133,300,0,405,1477301271
266,300,0,375,0,345,266,360,0,135,266,135,266,180,533,132,266,375,266,120,0,180,266,330,266,60,0,480,133,150,0,315,266,45,133,270,133,435,133,195,0,75,133,180,0,105,0,165,266,30,133,15,133,45,564,120,133,480,133,420,266,420,133,75,511,157,133,120,501,119,477,442,520,473,133,210,0,240,496,453,888,341,936,341,867,335,832,344,894,327,0,225,741,394,790,363,266,345,0,330,133,315,783,386,0,420,542,460,266,405,0,255,930,402,558,472,862,353,266,390,787,90,819,231,646,263,266,450,133,225,266,15,783,100,0,360,133,135,133,165,755,110,0,390,0,450,594,246,133,60,133,465,777,432,935,391,898,369,785,416,812,353,949,369,133,240,744,423,800,424,266,315,0,90,771,295,0,270,558,167,831,321,477,464,919,381,0,150,0,285,133,90,266,75,133,330,133,300,0,405,1477301286
266,300,0,375,0,345,266,360,0,135,266,135,266,180,533,132,266,375,266,120,0,180,266,330,266,60,0,480,133,150,0,315,266,45,133,270,133,435,133,195,0,75,133,180,0,105,0,165,266,30,133,15,133,45,564,120,133,480,133,420,266,420,133,75,511,157,133,120,501,119,477,442,520,473,133,210,0,240,496,453,888,341,936,341,867,335,832,344,894,327,0,225,741,394,790,363,266,345,0,330,133,315,783,386,788,459,542,460,266,405,0,255,930,402,558,472,862,353,266,390,787,90,819,231,646,263,266,450,133,225,266,15,783,100,0,360,133,135,133,165,755,110,0,390,0,450,594,246,133,60,133,465,777,432,935,391,898,369,785,416,812,353,949,369,133,240,744,423,800,424,266,315,805,474,771,295,0,270,558,167,831,321,477,464,919,381,0,150,894,392,133,90,266,75,133,330,133,300,0,405,1477301301
266,300,0,375,0,345,266,360,0,135,266,135,266,180,533,132,266,375,266,120,0,180,266,330,266,60,200,365,133,150,0,315,266,45,133,270,133,435,133,195,0,75,133,180,0,105,0,165,266,30,133,15,133,45,564,120,133,480,133,420,266,420,133,75,511,157,133,120,501,119,477,442,520,473,133,210,0,240,496,453,888,341,936,341,867,335,832,344,894,327,866,275,741,394,790,363,266,345,0,330,133,315,783,386,788,459,542,460,266,405,0,255,930,402,558,472,862,353,266,390,787,90,819,231,646,263,266,450,133,225,266,15,783,100,0,360,133,135,133,165,755,110,0,390,0,450,594,246,133,60,133,465,777,432,935,391,898,369,785,416,812,353,949,369,713,442,744,423,800,424,266,315,805,474,771,295,0,270,558,167,831,321,477,464,919,381,0,150,894,392,133,90,266,75,133,330,133,300,0,405,1477301316
266,300,0,375,0,345,266,360,0,135,266,135,266,180,533,132,266,375,266,120,0,180,266,330,266,60,428,281,603,188,0,315,266,45,427,295,133,435,133,195,0,75,133,180,0,105,0,165,488,145,133,15,133,45,564,120,133,480,133,420,266,420,133,75,511,157,133,120,501,119,477,442,520,473,133,210,0,240,496,453,888,341,936,341,867,335,832,344,894,327,866,275,741,394,790,363,266,345,0,330,133,315,783,386,788,459,542,460,266,405,0,255,930,402,558,472,862,353,266,390,787,90,819,231,646,263,266,450,133,225,266,15,783,100,0,360,133,135,133,165,755,110,0,390,0,450,594,246,133,60,133,465,777,432,935,391,898,369,785,416,812,353,949,369,713,442,744,423,800,424,266,315,805,474,771,295,0,270,558,167,831,321,477,464,919,381,0,150,894,392,133,90,266,75,133,330,133,300,0,405,1477301331
266,300,0,375,0,345,266,360,0,135,266,135,266,180,533,132,266,375,266,120,0,180,531,397,266,60,428,281,540,208,0,315,266,45,427,295,133,435,133,195,0,75,133,180,0,105,0,165,488,145,133,15,133,45,564,120,133,480,583,143,266,420,133,75,511,157,133,120,501,119,477,442,520,473,133,210,0,240,496,453,888,341,936,341,867,335,832,344,894,327,866,275,741,394,790,363,266,345,0,330,133,315,783,386,788,459,634,401,266,405,0,255,930,402,633,405,862,353,266,390,787,90,819,231,646,263,266,450,133,225,266,15,783,100,0,360,133,135,133,165,755,110,0,390,0,450,594,246,133,60,133,465,777,432,935,391,898,369,785,416,812,353,949,369,713,442,744,423,800,424,266,315,805,474,771,295,0,270,558,167,831,321,477,464,919,381,0,150,894,392,133,90,266,75,133,330,133,300,0,405,1477301346
266,300,0,375,0,345,266,360,0,135,266,135,266,180,533,132,266,375,266,120,0,180,531,397,266,60,428,281,540,208,0,315,266,45,427,295,133,435,133,195,0,75,615,92,0,105,0,165,488,145,133,15,133,45,564,120,133,480,583,143,266,420,133,75,511,157,133,120,501,119,477,442,520,473,133,210,537,445,496,453,888,341,936,341,867,335,832,344,894,327,866,275,741,394,790,363,266,345,0,330,133,315,783,386,788,459,634,401,266,405,640,85,930,402,633,409,862,353,266,390,787,90,819,231,646,263,266,450,133,225,266,15,783,100,0,360,133,135,133,165,755,110,0,390,0,450,594,246,133,60,133,465,777,432,935,391,898,369,785,416,812,353,949,369,713,442,744,423,800,424,266,315,805,474,771,295,0,270,558,167,831,321,477,464,919,381,0,150,894,392,133,90,266,75,133,330,133,300,0,405,1477301361
266,300,0,375,0,345,266,360,0,135,266,135,266,180,533,132,266,375,266,120,0,180,531,397,266,60,428,281,540,208,0,315,266,45,427,295,133,435,133,195,0,75,615,92,0,105,0,165,488,145,133,15,133,45,564,120,133,480,583,143,266,420,133,75,511,157,133,120,501,119,451,398,520,473,133,210,494,413,447,426,888,341,936,341,867,335,832,344,894,327,866,275,741,394,790,363,266,345,0,330,133,315,783,386,788,459,634,401,266,405,640,85,930,402,633,409,862,353,266,390,787,90,819,231,646,263,266,450,133,225,266,15,783,100,0,360,133,135,133,165,755,110,0,390,0,450,594,246,133,60,133,465,777,432,935,391,898,369,785,416,812,353,949,369,713,442,744,423,800,424,266,315,805,474,771,295,0,270,558,167,831,321,935,319,919,381,0,150,894,392,133,90,266,75,133,330,133,300,0,405,1477301376
276,302,0,375,0,345,266,360,0,135,266,135,266,180,533,132,266,375,266,120,0,180,531,397,266,60,428,281,540,208,0,315,266,45,427,295,133,435,133,195,0,75,615,92,0,105,0,165,488,145,133,15,133,45,564,120,133,480,583,143,266,420,133,75,511,157,133,120,501,119,451,398,471,435,133,210,494,413,447,426,888,341,936,341,867,335,832,344,894,327,866,275,741,394,790,363,266,345,0,330,133,315,783,386,788,459,634,401,266,405,640,85,930,402,633,409,862,353,266,390,787,90,819,231,646,263,266,450,133,225,266,15,783,100,0,360,133,135,133,165,755,110,0,390,0,450,594,246,133,60,133,465,777,432,935,391,898,369,785,416,812,353,949,369,713,442,744,423,800,424,784,443,805,474,771,295,0,270,558,167,831,321,805,333,919,381,0,150,894,392,133,90,266,75,133,330,133,300,0,405,1477301391
484,275,0,375,0,345,266,360,0,135,266,135,266,180,533,132,266,375,266,120,0,180,531,397,563,383,428,281,540,208,0,315,266,45,427,295,133,435,133,195,0,75,615,92,0,105,0,165,488,145,133,15,133,45,564,120,133,480,583,143,498,286,133,75,511,157,133,120,501,119,451,398,471,435,133,210,494,413,447,426,888,341,936,341,867,335,832,344,894,327,866,275,741,394,790,363,266,345,0,330,133,315,783,386,788,459,634,401,266,405,640,85,930,402,633,409,862,353,266,390,787,90,819,231,646,263,266,450,133,225,266,15,783,100,0,360,133,135,133,165,755,110,0,390,0,450,594,246,133,60,133,465,777,432,935,391,898,369,785,416,812,353,949,369,713,442,744,423,800,424,784,443,805,474,771,295,0,270,558,167,831,321,805,333,919,381,0,150,894,392,133,90,266,75,133,330,133,300,0,405,1477301406
484,275,0,375,0,345,266,360,0,135,266,135,266,180,533,132,266,375,266,120,0,180,531,397,562,430,428,281,540,208,0,315,266,45,427,295,672,183,133,195,128,90,615,92,0,105,0,165,488,145,133,15,133,45,564,120,133,480,583,143,498,286,133,75,511,157,133,120,501,119,451,398,471,435,133,210,494,413,447,426,888,341,936,341,867,335,832,344,894,327,866,275,741,394,790,363,266,345,0,330,133,315,783,386,788,459,634,401,266,405,640,85,930,402,633,409,862,353,266,390,787,90,819,231,646,263,266,450,133,225,266,15,783,100,0,360,732,170,133,165,755,110,0,390,0,450,594,246,133,60,133,465,777,432,935,391,898,369,785,416,812,353,949,369,713,442,744,423,800,424,784,443,805,474,771,295,0,270,558,167,831,321,805,333,919,381,0,150,894,392,133,90,266,75,133,330,133,300,0,405,1477301421
484,275,0,375,0,345,266,360,0,135,266,135,266,180,533,132,266,375,266,120,0,180,531,397,562,430,428,281,540,208,0,315,266,45,427,295,672,183,133,195,598,102,615,92,0,105,0,165,488,145,133,15,133,45,564,120,133,480,583,143,498,286,133,75,511,157,133,120,501,119,451,398,471,435,133,210,494,413,447,426,888,341,936,341,867,335,832,344,894,327,866,275,741,394,790,363,266,345,0,330,133,315,783,386,788,459,634,401,266,405,640,85,930,402,633,409,862,353,266,390,787,90,819,231,646,263,266,450,133,225,266,15,783,100,0,360,732,170,133,165,755,110,0,390,0,450,594,246,133,60,133,465,777,432,935,391,898,369,785,416,812,353,949,369,713,442,744,423,800,424,784,443,805,474,771,295,719,366,558,167,831,321,805,333,919,381,706,407,894,392,133,90,266,75,133,330,133,300,0,405,1477301436
484,275,0,375,0,345,266,360,0,135,266,135,496,238,533,132,266,375,266,120,0,180,531,397,562,430,428,281,540,208,0,315,266,45,427,295,672,183,133,195,598,102,615,92,0,105,0,165,488,145,133,15,133,45,564,120,133,480,583,143,498,286,133,75,511,157,133,120,501,119,451,398,471,435,133,210,494,413,447,426,888,341,936,341,867,335,832,344,894,327,866,275,741,394,790,363,671,318,647,307,133,315,783,386,788,459,634,401,266,405,640,85,930,402,633,409,862,353,266,390,787,90,819,231,646,263,266,450,133,225,266,15,783,100,0,360,732,170,133,165,755,110,0,390,0,450,594,246,133,60,133,465,777,432,935,391,898,369,785,416,812,353,949,369,713,442,744,423,800,424,784,443,805,474,771,295,719,366,558,167,831,321,805,333,919,381,706,407,894,392,133,90,266,75,133,330,133,300,0,405,1477301451
484,275,0,375,0,345,266,360,0,135,266,135,496,238,533,132,266,375,266,120,0,180,531,397,562,430,428,281,540,208,0,315,607,133,427,295,672,183,133,195,598,102,615,92,0,105,0,165,488,145,133,15,729,210,564,120,133,480,583,143,498,286,133,75,511,157,133,120,501,119,451,398,471,435,133,210,494,413,447,426,888,341,936,341,867,335,832,344,894,327,866,275,741,394,790,363,671,318,647,307,133,315,783,386,788,459,634,401,266,405,640,85,930,402,633,409,862,353,266,390,787,90,819,231,646,263,266,450,133,225,266,15,783,100,0,360,732,170,133,165,755,110,0,390,0,450,594,246,133,60,133,465,777,432,935,391,898,369,785,416,812,353,949,369,713,442,744,423,800,424,784,443,805,474,771,295,719,366,558,167,831,321,805,333,919,381,706,407,894,392,133,90,619,348,133,330,133,300,0,405,1477301466
484,275,0,375,0,345,266,360,0,135,266,135,496,238,533,132,266,375,266,120,0,180,531,397,562,430,428,281,540,208,0,315,607,133,427,295,672,183,133,195,598,102,615,92,0,105,544,387,488,145,133,15,655,158,564,120,133,480,583,143,498,286,441,306,511,157,133,120,501,119,451,398,471,435,133,210,494,413,447,426,888,341,936,341,867,335,832,344,894,327,866,275,741,394,790,363,671,318,647,307,133,315,783,386,788,459,634,401,266,405,640,85,930,402,633,409,862,353,266,390,787,90,819,231,646,263,266,450,133,225,266,15,783,100,0,360,732,170,133,165,755,110,0,390,0,450,594,246,133,60,133,465,777,432,935,391,898,369,785,416,812,353,949,369,713,442,744,423,800,424,784,443,805,474,771,295,719,366,558,167,831,321,805,333,919,381,706,407,894,392,133,90,619,348,133,330,133,300,0,405,1477301481
