266,(71-67)*15+15,266,(75-67)*15+15,266,(69-67)*15+15,0,31*15+15,266,(87-67)*15+15,0,32*15+15,0,17*15+15,266,(90-67)*15+15,266,(67-67)*15+15,266,(83-67)*15+15,133,(61-34)*15+15,0,1*15+15,266,(85-67)*15+15,133,(37-34)*15+15,133,(54-34)*15+15,0,10*15+15,266,(81-67)*15+15,133,(56-34)*15+15,0,4*15+15,133,(66-34)*15+15,0,30*15+15,0,22*15+15,266,(73-67)*15+15,133,(51-34)*15+15,133,(34-34)*15+15,266,(80-67)*15+15,133,(63-34)*15+15,133,(41-34)*15+15,0,0*15+15,133,(40-34)*15+15,0,7*15+15,0,29*15+15,266,(74-67)*15+15,266,(97-67)*15+15,266,(94-67)*15+15,133,(48-34)*15+15,0,2*15+15,266,(76-67)*15+15,0,21*15+15,0,8*15+15,0,13*15+15,133,(39-34)*15+15,0,19*15+15,133,(42-34)*15+15,266,(70-67)*15+15,133,(44-34)*15+15,0,20*15+15,133,(46-34)*15+15,0,16*15+15,266,(89-67)*15+15,133,(62-34)*15+15,266,(78-67)*15+15,266,(72-67)*15+15,0,9*15+15,0,15*15+15,133,(35-34)*15+15,133,(64-34)*15+15,133,(55-34)*15+15,266,(93-67)*15+15,0,6*15+15,133,(49-34)*15+15,266,(99-67)*15+15,266,(95-67)*15+15,133,(65-34)*15+15,266,(86-67)*15+15,266,(98-67)*15+15,133,(60-34)*15+15,266,(91-67)*15+15,0,14*15+15,133,(43-34)*15+15,266,(79-67)*15+15,0,26*15+15,133,(53-34)*15+15,133,(36-34)*15+15,133,(38-34)*15+15,0,18*15+15,133,(47-34)*15+15,0,23*15+15,266,(96-67)*15+15,133,(52-34)*15+15,266,(77-67)*15+15,0,5*15+15,0,33*15+15,133,(45-34)*15+15,0,24*15+15,0,27*15+15,133,(50-34)*15+15,266,(68-67)*15+15,0,12*15+15,133,(59-34)*15+15,266,(82-67)*15+15,133,(58-34)*15+15,133,(57-34)*15+15,0,3*15+15,0,25*15+15,266,(88-67)*15+15,266,(92-67)*15+15,0,28*15+15,0,11*15+15,266,(84-67)*15+15,1483355879
266,75,266,135,267,46,0,480,266,315,0,495,0,270,266,360,272,26,266,255,133,420,0,30,266,285,133,60,412,44,410,571,266,225,133,345,0,75,133,495,0,465,412,34,266,105,133,270,130,11,266,210,133,450,141,25,265,0,133,105,0,120,0,450,266,120,266,465,266,420,133,225,411,581,266,150,0,330,0,135,0,210,133,90,0,300,133,135,266,60,133,165,0,315,133,195,409,558,266,345,133,435,266,180,266,90,0,150,412,11,413,22,133,465,133,330,266,405,0,105,133,240,266,495,266,435,133,480,266,300,409,596,133,405,266,375,0,225,133,150,266,195,0,405,133,300,133,45,133,75,0,285,133,210,0,360,266,450,133,285,266,165,0,90,0,510,133,180,0,375,0,420,133,255,271,16,0,195,133,390,266,240,133,375,133,360,116,253,0,390,266,330,266,390,0,435,0,180,266,270,1483356105
266,75,266,135,267,46,0,480,266,315,0,495,0,270,266,360,272,26,266,255,133,420,0,30,266,285,133,60,412,44,410,571,266,225,133,345,0,75,133,495,414,55,412,34,266,105,133,270,130,11,266,210,133,450,141,25,265,0,133,105,0,120,0,450,266,120,266,465,266,420,133,225,411,581,266,150,0,330,0,135,0,210,133,90,0,300,133,135,266,60,133,165,0,315,133,195,409,558,266,345,133,435,266,180,266,90,0,150,412,11,413,22,133,465,133,330,266,405,0,105,133,240,266,495,266,435,412,548,266,300,409,596,133,405,266,375,0,225,133,150,266,195,0,405,133,300,133,45,133,75,0,285,133,210,0,360,266,450,133,285,266,165,0,90,0,510,133,180,0,375,0,420,133,255,271,16,0,195,133,390,266,240,133,375,133,360,116,253,0,390,266,330,266,390,0,435,0,180,266,270,1483356120
266,75,266,135,267,46,0,480,266,315,0,495,0,270,266,360,272,26,266,255,414,533,0,30,266,285,133,60,412,44,410,571,266,225,133,345,0,75,133,495,414,55,412,34,266,105,413,78,130,11,266,210,133,450,141,25,265,0,133,105,0,120,0,450,266,120,266,465,266,420,133,225,411,581,266,150,0,330,0,135,0,210,133,90,0,300,133,135,266,60,133,165,0,315,133,195,409,558,266,345,133,435,266,180,266,90,0,150,412,11,413,22,133,465,133,330,266,405,0,105,133,240,266,495,266,435,409,547,266,300,409,596,133,405,266,375,0,225,133,150,266,195,0,405,133,300,133,45,133,75,0,285,133,210,0,360,266,450,133,285,266,165,0,90,0,510,133,180,0,375,0,420,133,255,271,16,0,195,412,66,266,240,133,375,133,360,0,247,0,390,266,330,266,390,0,435,0,180,266,270,1483356135
266,75,266,135,267,46,0,480,266,315,0,495,0,270,266,360,272,26,266,255,414,533,0,30,266,285,140,60,412,44,410,571,266,225,133,345,0,75,133,495,414,55,412,34,266,105,413,78,130,11,266,210,133,450,141,25,265,0,133,105,0,120,0,450,266,120,266,465,266,420,133,225,411,581,266,150,0,330,0,135,0,210,133,90,0,300,133,135,266,60,133,165,0,315,133,195,409,558,266,345,133,435,266,180,266,90,0,150,412,11,413,22,133,465,133,330,266,405,0,105,408,521,266,495,266,435,409,547,266,300,409,596,133,405,266,375,0,225,133,150,266,195,0,405,133,300,133,45,133,75,0,285,133,210,0,360,266,450,133,285,266,165,0,90,0,510,133,180,0,375,0,420,133,255,271,16,0,195,412,66,266,240,133,375,133,360,0,247,0,390,266,330,266,390,0,435,0,180,266,270,1483356150
266,75,266,135,267,46,0,480,266,315,0,495,0,270,266,360,272,26,266,255,414,533,0,30,266,285,140,60,412,44,410,571,266,225,133,345,0,75,133,495,414,55,412,34,266,105,413,78,130,11,266,210,133,450,141,25,265,0,133,105,0,120,0,450,266,120,266,465,266,420,404,521,411,581,409,509,0,330,0,135,0,210,133,90,0,300,133,135,266,60,133,165,0,315,133,195,409,558,266,345,133,435,266,180,266,90,0,150,412,11,413,22,133,465,133,330,266,405,0,105,130,119,266,495,266,435,409,547,266,300,409,596,133,405,266,375,0,225,133,150,266,195,0,405,133,300,133,45,133,75,0,285,133,210,0,360,266,450,133,285,266,165,0,90,0,510,133,180,0,375,0,420,133,255,271,16,0,195,412,66,266,240,133,375,133,360,0,247,0,390,266,330,266,390,0,435,0,180,266,270,1483356165
266,75,266,135,267,46,0,480,266,315,0,495,0,270,266,360,272,26,414,497,414,533,0,30,266,285,140,60,412,44,410,571,266,225,133,345,0,75,133,495,414,55,412,34,266,105,413,78,130,11,266,210,133,450,141,25,265,0,133,105,0,120,0,450,266,120,266,465,266,420,404,521,411,581,409,509,0,330,0,135,0,210,133,90,0,300,133,135,266,60,133,165,0,315,133,195,409,558,266,345,133,435,266,180,266,90,0,150,412,11,413,22,133,465,133,330,266,405,0,105,130,119,266,495,266,435,409,547,266,300,409,596,133,405,266,375,0,225,133,150,266,195,0,405,133,300,133,45,133,75,0,285,133,210,0,360,266,450,133,285,266,165,0,90,0,510,133,180,0,375,0,420,133,255,271,16,0,195,412,66,266,240,133,375,133,360,0,247,0,390,266,330,266,390,0,435,0,180,266,270,1483356180
266,75,266,135,267,46,0,480,266,315,0,495,0,270,266,360,272,26,414,497,414,533,0,30,266,285,140,60,412,44,410,571,266,225,133,345,0,75,133,495,414,55,412,34,266,105,413,78,130,11,266,210,133,450,141,25,265,0,133,105,0,120,0,450,266,120,266,465,266,420,404,521,411,581,409,509,0,330,0,135,0,210,133,90,0,300,133,135,266,60,133,165,0,315,133,195,409,558,266,345,133,435,266,180,266,90,0,150,412,11,413,22,133,465,133,330,266,405,0,105,130,119,932,593,266,435,409,547,266,300,409,596,133,405,266,375,0,225,133,150,266,195,0,405,133,300,133,45,133,75,0,285,133,210,0,360,266,450,133,285,266,165,0,90,0,510,133,180,0,375,0,420,133,255,271,16,0,195,412,66,266,240,133,375,133,360,0,247,0,390,266,330,266,390,0,435,0,180,266,270,1483356195
266,75,266,135,267,46,0,480,266,315,0,495,0,270,266,360,272,26,414,497,414,533,3,38,266,285,140,60,412,44,410,571,266,225,133,345,0,75,133,495,414,55,412,34,266,105,413,78,130,11,266,210,133,450,141,25,265,0,133,105,0,120,0,450,266,120,266,465,266,420,404,521,411,581,409,509,0,330,0,135,0,210,133,90,0,300,133,135,266,60,133,165,0,315,133,195,409,558,266,345,133,435,266,180,266,90,0,150,412,11,413,22,133,465,133,330,266,405,0,105,130,119,932,593,266,435,409,547,266,300,409,596,133,405,266,375,959,417,133,150,266,195,0,405,133,300,133,45,133,75,0,285,133,210,0,360,266,450,133,285,266,165,0,90,0,510,133,180,0,375,0,420,133,255,271,16,0,195,412,66,266,240,133,375,133,360,0,247,0,390,266,330,266,390,0,435,0,180,266,270,1483356210
266,75,266,135,267,46,0,480,266,315,0,495,0,270,266,360,272,26,414,497,414,533,3,38,266,285,140,60,412,44,410,571,266,225,133,345,0,75,133,495,414,55,412,34,266,105,413,78,130,11,266,210,133,450,141,25,265,0,133,105,0,120,0,450,266,120,266,465,266,420,404,521,411,581,409,509,0,330,0,135,0,210,133,90,0,300,133,135,266,60,133,165,0,315,133,195,409,558,266,345,923,540,266,180,266,90,0,150,412,11,413,22,133,465,133,330,266,405,0,105,130,119,932,593,266,435,409,547,266,300,409,596,133,405,266,375,927,582,133,150,266,195,0,405,133,300,133,45,133,75,883,568,133,210,0,360,266,450,133,285,266,165,0,90,0,510,133,180,0,375,0,420,133,255,271,16,0,195,412,66,266,240,133,375,133,360,0,247,0,390,266,330,266,390,0,435,0,180,266,270,1483356225
266,75,266,135,267,46,0,480,266,315,0,495,0,270,266,360,272,26,414,497,414,533,3,38,266,285,140,60,412,44,410,571,266,225,133,345,0,75,133,495,414,55,412,34,266,105,413,78,130,11,266,210,133,450,141,25,265,0,133,105,0,120,0,450,266,120,266,465,266,420,404,521,411,581,409,509,0,330,0,135,0,210,133,90,0,300,133,135,266,60,133,165,0,315,133,195,409,558,266,345,164,429,266,180,266,90,0,150,412,11,413,22,133,465,133,330,266,405,0,105,914,540,932,593,266,435,409,547,266,300,409,596,133,405,266,375,927,582,133,150,266,195,0,405,133,300,133,45,133,75,883,568,133,210,0,360,266,450,133,285,266,165,0,90,0,510,133,180,0,375,0,420,133,255,271,16,0,195,412,66,266,240,133,375,133,360,0,247,0,390,266,330,266,390,0,435,0,180,266,270,1483356240
266,75,266,135,267,46,0,480,266,315,0,495,0,270,266,360,272,26,414,497,414,533,3,38,266,285,409,474,412,44,410,571,266,225,133,345,0,75,133,495,414,55,412,34,266,105,413,78,130,11,266,210,133,450,141,25,265,0,133,105,0,120,0,450,266,120,266,465,266,420,404,521,411,581,409,509,0,330,0,135,0,210,133,90,0,300,133,135,266,60,133,165,0,315,133,195,409,558,266,345,410,486,266,180,266,90,0,150,412,11,413,22,133,465,133,330,266,405,0,105,914,540,932,593,266,435,409,547,266,300,409,596,133,405,266,375,927,582,133,150,266,195,0,405,133,300,896,553,133,75,883,568,133,210,0,360,266,450,133,285,266,165,0,90,0,510,133,180,0,375,0,420,133,255,271,16,0,195,412,66,266,240,133,375,133,360,0,247,0,390,266,330,266,390,0,435,0,180,266,270,1483356255
266,75,266,135,267,46,0,480,266,315,0,495,0,270,266,360,272,26,414,497,414,533,3,38,266,285,409,474,412,44,410,571,266,225,133,345,0,75,133,495,414,55,412,34,266,105,413,78,130,11,266,210,133,450,141,25,265,0,133,105,0,120,0,450,266,120,266,465,266,420,404,521,411,581,409,509,0,330,0,135,0,210,133,90,0,300,133,135,266,60,133,165,0,315,133,195,409,558,266,345,410,486,266,180,266,90,0,150,412,11,413,22,133,465,133,330,266,405,0,105,914,540,932,593,266,435,409,547,266,300,409,596,133,405,266,375,927,582,133,150,266,195,0,405,133,300,896,553,133,75,883,568,133,210,0,360,266,450,133,285,266,165,0,90,0,510,133,180,0,375,0,420,133,255,271,16,0,195,412,66,266,240,133,375,133,360,0,247,0,390,266,330,266,390,0,435,0,180,266,270,1483356270
266,75,266,135,267,46,0,480,266,315,0,495,0,270,266,360,272,26,414,497,414,533,3,38,266,285,409,474,412,44,410,571,266,225,133,345,0,75,133,495,414,55,412,34,266,105,413,78,130,11,266,210,133,450,415,92,265,0,133,105,0,120,0,450,266,120,266,465,266,420,404,521,411,581,409,509,0,330,0,135,0,210,133,90,0,300,133,135,266,60,133,165,0,315,133,195,409,558,266,345,410,486,266,180,266,90,0,150,412,11,413,22,133,465,133,330,266,405,0,105,914,540,932,593,266,435,409,547,266,300,409,596,133,405,266,375,927,582,133,150,266,195,0,405,133,300,896,553,133,75,883,568,133,210,0,360,266,450,133,285,266,165,0,90,0,510,133,180,0,375,0,420,133,255,271,16,0,195,412,66,266,240,133,375,133,360,-2,243,0,390,266,330,266,390,0,435,0,180,266,270,1483356285
266,75,266,135,267,46,0,480,266,315,0,495,0,270,266,360,272,26,414,497,414,533,3,38,266,285,409,474,412,44,410,571,266,225,133,345,0,75,133,495,414,55,412,34,266,105,413,78,130,11,266,210,133,450,415,92,265,0,133,105,0,120,0,450,266,120,266,465,266,420,404,521,411,581,409,509,0,330,0,135,0,210,133,90,0,300,133,135,266,60,133,165,0,315,133,195,409,558,266,345,410,486,266,180,266,90,0,150,412,11,413,22,133,465,133,330,266,405,0,105,914,540,932,593,266,435,409,547,266,300,409,596,133,405,266,375,927,582,133,150,266,195,0,405,133,300,896,553,133,75,883,568,133,210,0,360,266,450,133,285,515,396,0,90,0,510,133,180,0,375,0,420,133,255,271,16,0,195,412,66,266,240,133,375,133,360,665,597,0,390,266,330,266,390,0,435,0,180,266,270,1483356300
266,75,266,135,267,46,0,480,266,315,0,495,0,270,266,360,272,26,414,497,414,533,3,38,266,285,409,474,412,44,410,571,266,225,133,345,0,75,133,495,414,55,412,34,266,105,413,78,130,11,266,210,133,450,415,92,265,0,133,105,0,120,0,450,266,120,266,465,266,420,404,521,411,581,409,509,0,330,0,135,0,210,133,90,0,300,133,135,266,60,133,165,0,315,133,195,409,558,266,345,410,486,266,180,266,90,0,150,412,11,413,22,133,465,133,330,524,413,0,105,914,540,932,593,266,435,409,547,266,300,409,596,133,405,266,375,927,582,133,150,266,195,0,405,133,300,896,553,133,75,883,568,133,210,0,360,524,401,133,285,525,389,0,90,0,510,133,180,0,375,0,420,133,255,271,16,0,195,412,66,266,240,133,375,133,360,528,425,0,390,266,330,262,390,0,435,0,180,266,270,1483356315
266,75,266,135,267,46,0,480,266,315,0,495,0,270,266,360,272,26,414,497,414,533,3,38,526,461,409,474,412,44,410,571,266,225,133,345,0,75,133,495,414,55,412,34,266,105,413,78,130,11,266,210,133,450,415,92,265,0,133,105,0,120,0,450,436,104,266,465,266,420,404,521,411,581,409,509,0,330,0,135,0,210,133,90,0,300,133,135,266,60,133,165,0,315,133,195,409,558,266,345,410,486,266,180,266,90,0,150,412,11,413,22,133,465,133,330,524,413,0,105,914,540,932,593,266,435,409,547,261,263,409,596,133,405,266,375,927,582,133,150,266,195,0,405,133,300,896,553,133,75,883,568,133,210,0,360,524,401,133,285,525,389,0,90,0,510,133,180,0,375,0,420,133,255,271,16,0,195,412,66,266,240,133,375,133,360,528,425,0,390,527,447,526,438,0,435,0,180,266,270,1483356330
266,75,266,135,411,126,0,480,266,315,0,495,0,270,266,360,416,138,414,497,414,533,3,38,526,461,409,474,412,44,410,571,266,225,133,345,0,75,133,495,414,55,412,34,266,105,413,78,413,147,266,210,133,450,415,92,265,0,133,105,0,120,0,450,412,103,266,465,266,420,404,521,411,581,409,509,0,330,0,135,0,210,133,90,0,300,133,135,273,90,133,165,0,315,133,195,409,558,266,345,410,486,266,180,399,115,0,150,412,11,413,22,133,465,133,330,524,413,0,105,914,540,932,593,266,435,409,547,261,263,409,596,133,405,266,375,927,582,133,150,266,195,0,405,133,300,896,553,133,75,883,568,133,210,0,360,524,401,133,285,525,389,0,90,0,510,133,180,0,375,0,420,133,255,271,16,0,195,412,66,266,240,133,375,133,360,528,425,0,390,527,447,526,438,0,435,0,180,266,270,1483356345
266,75,266,135,411,126,0,480,266,315,0,495,0,270,266,360,416,138,414,497,414,533,3,38,526,461,409,474,412,44,410,571,266,225,133,345,0,75,133,495,414,55,412,34,266,105,413,78,413,147,266,210,133,450,415,92,265,0,133,105,0,120,0,450,412,103,266,465,266,420,404,521,411,581,409,509,0,330,0,135,0,210,133,90,0,300,133,135,273,90,133,165,0,315,133,195,409,558,266,345,410,486,266,180,399,115,0,150,412,11,413,22,133,465,486,490,524,413,0,105,914,540,932,593,266,435,409,547,261,263,409,596,133,405,266,375,927,582,133,150,266,195,0,405,133,300,896,553,133,75,883,568,527,473,0,360,524,401,531,486,525,389,0,90,0,510,133,180,0,375,0,420,133,255,271,16,0,195,412,66,266,240,133,375,133,360,528,425,0,390,527,447,526,438,0,435,0,180,266,270,1483356360
266,75,266,135,411,126,0,480,266,315,0,495,0,270,266,360,416,138,414,497,414,533,3,38,526,461,409,474,412,44,410,571,266,225,133,345,0,75,133,495,414,55,412,34,266,105,413,78,413,147,266,210,133,450,415,92,265,0,133,105,0,120,0,450,412,103,266,465,266,420,404,521,411,581,409,509,0,330,0,135,0,210,489,505,0,300,133,135,492,516,133,165,0,315,133,195,409,558,266,345,410,486,266,180,399,115,0,150,412,11,413,22,133,465,486,490,524,413,0,105,914,540,932,593,266,435,409,547,261,263,409,596,133,405,266,375,927,582,133,150,266,195,0,405,133,300,896,553,133,75,883,568,527,473,0,360,524,401,531,486,525,389,0,90,0,510,133,180,526,380,0,420,133,255,271,16,0,195,412,66,266,240,133,375,133,360,528,425,531,369,527,447,526,438,0,435,0,180,266,270,1483356375
