133,(60-34)*15+15,266,(85-67)*15+15,133,(58-34)*15+15,266,(71-67)*15+15,0,33*15+15,0,30*15+15,133,(34-34)*15+15,266,(76-67)*15+15,0,0*15+15,133,(52-34)*15+15,266,(70-67)*15+15,266,(79-67)*15+15,133,(63-34)*15+15,0,1*15+15,266,(67-67)*15+15,266,(92-67)*15+15,266,(72-67)*15+15,133,(61-34)*15+15,0,16*15+15,266,(91-67)*15+15,266,(96-67)*15+15,133,(59-34)*15+15,133,(55-34)*15+15,0,7*15+15,266,(95-67)*15+15,0,21*15+15,133,(39-34)*15+15,266,(83-67)*15+15,133,(64-34)*15+15,133,(36-34)*15+15,0,4*15+15,133,(44-34)*15+15,133,(47-34)*15+15,0,10*15+15,0,13*15+15,133,(54-34)*15+15,266,(74-67)*15+15,266,(97-67)*15+15,266,(69-67)*15+15,133,(46-34)*15+15,0,31*15+15,266,(73-67)*15+15,0,14*15+15,133,(50-34)*15+15,0,9*15+15,0,3*15+15,133,(65-34)*15+15,266,(84-67)*15+15,133,(37-34)*15+15,266,(99-67)*15+15,266,(86-67)*15+15,133,(53-34)*15+15,133,(48-34)*15+15,266,(89-67)*15+15,0,20*15+15,266,(93-67)*15+15,0,28*15+15,266,(81-67)*15+15,0,17*15+15,0,2*15+15,266,(88-67)*15+15,133,(51-34)*15+15,266,(75-67)*15+15,0,6*15+15,266,(87-67)*15+15,0,29*15+15,0,32*15+15,266,(77-67)*15+15,0,11*15+15,133,(45-34)*15+15,0,27*15+15,133,(56-34)*15+15,0,15*15+15,0,18*15+15,0,25*15+15,266,(94-67)*15+15,0,24*15+15,133,(66-34)*15+15,133,(49-34)*15+15,266,(78-67)*15+15,266,(68-67)*15+15,0,5*15+15,133,(35-34)*15+15,266,(90-67)*15+15,0,22*15+15,0,23*15+15,133,(42-34)*15+15,133,(40-34)*15+15,266,(80-67)*15+15,133,(41-34)*15+15,0,12*15+15,0,8*15+15,0,19*15+15,133,(43-34)*15+15,266,(98-67)*15+15,133,(62-34)*15+15,0,26*15+15,266,(82-67)*15+15,133,(57-34)*15+15,133,(38-34)*15+15,1472204437
133,405,266,285,133,375,266,75,0,510,0,465,133,15,266,150,0,15,133,285,266,60,582,585,133,450,0,30,266,15,427,564,892,33,133,420,0,255,266,375,266,450,133,390,133,330,0,120,266,435,0,330,909,57,900,90,133,465,133,45,0,75,133,165,133,210,0,165,0,210,423,541,266,120,266,465,266,45,133,195,0,480,647,243,0,225,133,255,0,150,521,539,133,480,879,271,133,60,266,495,448,428,133,300,133,225,266,345,0,315,266,405,453,585,266,225,0,270,0,45,266,330,133,270,266,135,0,105,266,315,0,450,496,31,266,165,0,180,133,180,0,420,133,345,431,32,434,52,0,390,266,420,0,375,133,495,510,567,266,180,266,30,0,90,133,30,266,360,0,345,0,360,133,135,133,105,266,210,133,120,0,195,0,135,0,300,133,150,266,480,133,435,0,405,266,240,133,360,133,75,1472204633
133,405,266,285,133,375,266,75,0,510,0,465,133,15,266,150,0,15,133,285,266,60,582,585,133,450,0,30,266,15,427,564,892,33,133,420,0,255,266,375,266,450,133,390,133,330,0,120,266,435,0,330,909,57,906,90,133,465,133,45,0,75,133,165,133,210,0,165,0,210,423,541,266,120,266,465,266,45,133,195,0,480,647,243,0,225,133,255,0,150,521,539,133,480,879,271,133,60,266,495,448,428,133,300,133,225,914,154,0,315,840,82,453,585,266,225,0,270,0,45,892,174,133,270,266,135,0,105,425,76,0,450,496,31,266,165,0,180,133,180,0,420,133,345,431,32,434,52,0,390,266,420,0,375,133,495,510,567,266,180,266,30,0,90,133,30,266,360,0,345,0,360,133,135,133,105,266,210,133,120,0,195,0,135,0,300,133,150,266,480,133,435,0,405,266,240,133,360,133,75,1472204648
133,405,266,285,133,375,266,75,0,510,0,465,133,15,266,150,0,15,133,285,266,60,582,585,133,450,0,30,266,15,427,564,892,33,133,420,0,255,266,375,266,450,133,390,133,330,0,120,266,435,0,330,909,57,906,90,133,465,133,45,0,75,133,165,133,210,0,165,0,210,423,541,266,120,266,465,266,45,133,195,0,480,647,243,0,225,133,255,0,150,521,539,133,480,879,271,133,60,266,495,448,428,133,300,133,225,914,154,0,315,840,82,453,585,266,225,0,270,0,45,892,174,133,270,266,135,0,105,425,76,0,450,496,31,266,165,0,180,133,180,0,420,133,345,431,32,434,52,0,390,266,420,0,375,133,495,510,567,266,180,266,30,0,90,133,30,266,360,0,345,0,360,133,135,133,105,266,210,133,120,0,195,0,135,0,300,133,150,266,480,133,435,0,405,266,240,133,360,133,75,1472204663
133,405,266,285,133,375,266,75,0,510,0,465,133,15,266,150,0,15,133,285,266,60,582,585,133,450,0,30,266,15,427,564,892,33,133,420,0,255,266,375,266,450,133,390,133,330,0,120,266,435,0,330,909,57,906,90,133,465,133,45,0,75,133,165,133,210,0,165,0,210,423,541,266,120,266,465,266,45,133,195,0,480,647,243,0,225,133,255,0,150,521,539,133,480,879,271,133,60,266,495,448,428,133,300,133,225,914,154,0,315,840,82,453,585,266,225,0,270,0,45,892,174,133,270,266,135,0,105,425,76,0,450,496,31,266,165,0,180,133,180,0,420,133,345,431,32,434,52,0,390,266,420,0,375,133,495,510,567,266,180,266,30,35,96,133,30,266,360,0,345,0,360,133,135,133,105,266,210,437,217,0,195,0,135,0,300,133,150,266,480,133,435,0,405,266,240,133,360,133,75,1472204678
133,405,266,285,133,375,266,75,0,510,0,465,133,15,266,150,0,15,133,285,266,60,582,585,133,450,0,30,266,15,427,564,892,33,133,420,0,255,266,375,266,450,133,390,133,330,0,120,266,435,0,330,909,57,906,90,133,465,133,45,0,75,133,165,133,210,0,165,0,210,423,541,266,120,266,465,266,45,133,195,0,480,647,243,0,225,133,255,0,150,521,539,133,480,879,271,133,60,266,495,448,428,133,300,133,225,914,154,0,315,840,82,453,585,266,225,0,270,0,45,892,174,133,270,266,135,568,30,425,76,0,450,496,31,266,165,0,180,133,180,0,420,133,345,431,32,434,52,0,390,266,420,0,375,133,495,510,567,266,180,266,30,504,586,133,30,266,360,0,345,0,360,133,135,133,105,266,210,437,217,0,195,0,135,0,300,133,150,266,480,133,435,0,405,266,240,133,360,133,75,1472204693
133,405,266,285,133,375,266,75,0,510,0,465,133,15,266,150,0,15,133,285,904,426,582,585,133,450,0,30,266,15,427,564,892,33,133,420,0,255,266,375,266,450,133,390,133,330,0,120,266,435,0,330,909,57,906,90,133,465,133,45,0,75,133,165,133,210,0,165,0,210,423,541,266,120,266,465,903,448,133,195,0,480,647,243,0,225,133,255,0,150,521,539,133,480,879,271,133,60,266,495,448,428,133,300,133,225,914,154,0,315,840,82,453,585,266,225,0,270,0,45,892,174,133,270,429,96,568,30,425,76,0,450,496,31,424,118,0,180,133,180,0,420,133,345,431,32,434,52,0,390,266,420,0,375,133,495,510,567,266,180,266,30,504,586,133,30,266,360,0,345,0,360,133,135,133,105,266,210,437,217,0,195,0,135,0,300,133,150,266,480,133,435,0,405,266,240,133,360,133,75,1472204708
133,405,266,285,133,375,266,75,0,510,0,465,133,15,266,150,0,15,133,285,904,426,582,585,133,450,0,30,266,15,427,564,892,33,133,420,0,255,266,375,266,450,133,390,133,330,0,120,266,435,0,330,909,57,906,90,133,465,133,45,0,75,133,165,819,108,0,165,0,210,423,541,266,120,266,465,903,448,133,195,0,480,647,243,0,225,133,255,0,150,521,539,133,480,879,271,133,60,266,495,448,428,133,300,133,225,914,154,0,315,840,82,453,585,266,225,0,270,0,45,892,174,818,138,429,96,568,30,425,76,0,450,496,31,424,118,0,180,517,89,0,420,133,345,431,32,434,52,0,390,266,420,0,375,133,495,510,567,266,180,266,30,504,586,133,30,266,360,0,345,0,360,133,135,133,105,266,210,437,217,0,195,0,135,0,300,133,150,266,480,133,435,0,405,266,240,133,360,133,75,1472204723
133,405,266,285,133,375,266,75,0,510,0,465,133,15,266,150,0,15,133,285,904,426,582,585,133,450,0,30,266,15,427,564,892,33,785,583,0,255,266,375,266,450,753,170,133,330,0,120,266,435,0,330,909,57,906,90,133,465,133,45,0,75,133,165,819,108,0,165,0,210,423,541,266,120,266,465,903,448,133,195,0,480,647,243,0,225,133,255,0,150,521,539,133,480,879,271,133,60,266,495,448,428,133,300,133,225,914,154,0,315,840,82,453,585,266,225,0,270,0,45,892,174,818,138,429,96,568,30,425,76,0,450,496,31,424,118,0,180,517,89,0,420,133,345,431,32,434,52,0,390,266,420,0,375,133,495,510,567,266,180,266,30,504,586,133,30,266,360,0,345,0,360,133,135,133,105,266,210,437,217,0,195,0,135,0,300,133,150,266,480,133,435,0,405,266,240,133,360,133,75,1472204738
133,405,266,285,133,375,266,75,0,510,0,465,133,15,266,150,0,15,133,285,904,426,582,585,133,450,0,30,266,15,427,564,892,33,785,583,0,255,266,375,266,450,753,170,133,330,0,120,266,435,0,330,909,57,906,90,636,564,133,45,0,75,133,165,819,108,0,165,0,210,423,541,266,120,266,465,903,448,133,195,0,480,647,243,0,225,133,255,0,150,521,539,133,480,879,271,133,60,266,495,448,428,133,300,133,225,914,154,0,315,840,82,453,585,266,225,0,270,0,45,892,174,818,138,429,96,568,30,425,76,0,450,496,31,424,118,0,180,517,89,0,420,133,345,431,32,434,52,0,390,266,420,0,375,133,495,510,567,266,180,266,30,504,586,133,30,266,360,0,345,0,360,133,135,133,105,266,210,437,217,0,195,0,135,0,300,133,150,266,480,133,435,0,405,266,240,133,360,133,75,1472204753
133,405,266,285,133,375,266,75,0,510,0,465,133,15,266,150,0,15,133,285,904,426,582,585,133,450,0,30,266,15,427,564,892,33,785,583,0,255,266,375,266,450,753,170,133,330,0,120,266,435,0,330,909,57,906,90,636,564,133,45,0,75,133,165,819,108,879,394,0,210,423,541,266,120,266,465,903,448,133,195,0,480,647,243,0,225,133,255,0,150,521,539,133,480,879,271,133,60,266,495,448,428,133,300,133,225,914,154,0,315,840,82,453,585,266,225,0,270,0,45,892,174,818,138,429,96,568,30,425,76,0,450,496,31,424,118,749,120,517,89,0,420,133,345,431,32,434,52,0,390,266,420,0,375,133,495,510,567,266,180,266,30,504,586,133,30,266,360,0,345,0,360,133,135,133,105,266,210,437,217,330,182,0,135,825,193,133,150,266,480,133,435,0,405,266,240,133,360,133,75,1472204768
133,405,266,285,133,375,266,75,0,510,0,465,133,15,266,150,0,15,133,285,904,426,582,585,133,450,0,30,266,15,427,564,892,33,785,583,839,45,266,375,266,450,753,170,133,330,0,120,266,435,0,330,909,57,906,90,636,564,133,45,0,75,133,165,819,108,879,394,0,210,423,541,266,120,266,465,903,448,133,195,0,480,647,243,0,225,133,255,0,150,521,539,133,480,879,271,133,60,266,495,448,428,133,300,133,225,914,154,753,76,840,82,453,585,266,225,0,270,0,45,892,174,818,138,429,96,568,30,425,76,0,450,496,31,424,118,749,120,517,89,0,420,133,345,431,32,434,52,437,254,266,420,0,375,133,495,510,567,266,180,266,30,504,586,133,30,266,360,0,345,0,360,133,135,133,105,266,210,437,217,330,182,0,135,825,193,133,150,266,480,133,435,0,405,266,240,133,360,133,75,1472204783
133,405,266,285,133,375,266,75,0,510,0,465,133,15,266,150,0,15,133,285,904,426,582,585,133,450,0,30,266,15,427,564,892,33,785,583,839,45,266,375,266,450,753,170,133,330,0,120,266,435,0,330,909,57,906,90,636,564,133,45,0,75,133,165,819,108,879,394,0,210,423,541,266,120,266,465,903,448,133,195,0,480,647,243,0,225,133,255,0,150,521,539,133,480,879,271,133,60,266,495,448,428,133,300,133,225,914,154,753,76,840,82,453,585,266,225,0,270,0,45,892,174,818,138,429,96,568,30,425,76,622,399,496,31,424,118,749,120,517,89,520,110,133,345,431,32,434,52,435,251,266,420,0,375,133,495,510,567,266,180,266,30,504,586,133,30,266,360,0,345,0,360,133,135,133,105,266,210,437,217,330,182,0,135,825,193,133,150,266,480,133,435,464,316,266,240,133,360,133,75,1472204798
133,405,911,407,133,375,266,75,0,510,0,465,133,15,748,170,0,15,133,285,904,426,582,585,133,450,0,30,266,15,427,564,892,33,785,583,839,45,266,375,266,450,753,170,133,330,0,120,266,435,0,330,909,57,906,90,636,564,133,45,0,75,133,165,819,108,879,394,0,210,423,541,266,120,266,465,903,448,133,195,0,480,647,243,0,225,133,255,0,150,521,539,133,480,879,271,133,60,266,495,448,428,133,300,133,225,914,154,753,76,840,82,453,585,266,225,0,270,0,45,892,174,818,138,429,96,568,30,425,76,578,409,496,31,424,118,749,120,517,89,520,110,133,345,431,32,434,52,435,251,266,420,0,375,133,495,510,567,266,180,266,30,504,586,133,30,266,360,0,345,0,360,133,135,133,105,266,210,437,217,330,182,0,135,825,193,133,150,266,480,133,435,464,316,266,240,133,360,133,75,1472204813
133,405,911,407,133,375,266,75,0,510,0,465,133,15,893,129,0,15,133,285,904,426,582,585,133,450,789,563,775,40,427,564,892,33,785,583,839,45,266,375,266,450,753,170,133,330,0,120,266,435,0,330,909,57,906,90,636,564,133,45,0,75,133,165,819,108,879,394,0,210,423,541,266,120,266,465,903,448,133,195,0,480,647,243,0,225,133,255,0,150,521,539,133,480,879,271,133,60,266,495,448,428,133,300,133,225,914,154,753,76,840,82,453,585,266,225,0,270,0,45,892,174,818,138,429,96,568,30,425,76,578,409,496,31,424,118,749,120,517,89,520,110,133,345,431,32,434,52,435,251,266,420,0,375,133,495,510,567,266,180,266,30,504,586,133,30,266,360,0,345,0,360,133,135,133,105,266,210,437,217,330,182,0,135,825,193,133,150,266,480,133,435,464,316,266,240,133,360,133,75,1472204828
835,539,911,407,133,375,266,75,0,510,0,465,133,15,893,129,0,15,133,285,904,426,582,585,133,450,789,563,775,40,427,564,892,33,785,583,839,45,266,375,266,450,753,170,133,330,0,120,266,435,0,330,909,57,906,90,636,564,133,45,0,75,133,165,819,108,879,394,0,210,423,541,266,120,266,465,903,448,133,195,0,480,647,243,0,225,133,255,0,150,521,539,133,480,879,271,133,60,266,495,448,428,133,300,133,225,914,154,753,76,840,82,453,585,266,225,0,270,751,539,892,174,818,138,429,96,568,30,425,76,578,409,496,31,424,118,749,120,517,89,520,110,133,345,431,32,434,52,435,251,266,420,0,375,133,495,510,567,266,180,266,30,504,586,133,30,266,360,0,345,0,360,133,135,133,105,266,210,437,217,330,182,0,135,825,193,133,150,266,480,133,435,464,316,266,240,133,360,133,75,1472204843
835,539,911,407,133,375,266,75,0,510,0,465,133,15,893,129,0,15,133,285,904,426,582,585,133,450,789,563,775,40,427,564,892,33,785,583,839,45,266,375,266,450,753,170,133,330,0,120,662,342,0,330,909,57,906,90,636,564,133,45,0,75,133,165,819,108,879,394,0,210,423,541,266,120,433,514,903,448,133,195,0,480,647,243,0,225,133,255,0,150,521,539,133,480,879,271,133,60,266,495,448,428,133,300,133,225,914,154,753,76,840,82,453,585,266,225,0,270,751,539,892,174,818,138,429,96,568,30,425,76,578,409,496,31,424,118,749,120,517,89,520,110,133,345,431,32,434,52,435,251,436,136,0,375,133,495,510,567,266,180,266,30,504,586,133,30,266,360,0,345,0,360,133,135,133,105,266,210,437,217,330,182,0,135,825,193,133,150,494,380,133,435,464,316,266,240,133,360,133,75,1472204858
835,539,911,407,133,375,266,75,0,510,0,465,133,15,893,129,0,15,133,285,904,426,582,585,133,450,789,563,775,40,427,564,892,33,785,583,839,45,266,375,266,450,753,170,133,330,0,120,675,319,0,330,909,57,906,90,636,564,133,45,0,75,133,165,819,108,879,394,0,210,423,541,266,120,433,514,903,448,133,195,0,480,647,243,0,225,133,255,0,150,521,539,133,480,879,271,133,60,266,495,448,428,133,300,133,225,914,154,753,76,840,82,453,585,266,225,0,270,751,539,892,174,818,138,429,96,568,30,425,76,578,409,496,31,424,118,749,120,517,89,520,110,416,167,431,32,434,52,435,251,436,136,0,375,133,495,510,567,266,180,266,30,504,586,133,30,266,360,0,345,0,360,133,135,133,105,266,210,437,217,330,182,0,135,825,193,133,150,494,380,133,435,464,316,637,514,133,360,133,75,1472204873
835,539,911,407,133,375,266,75,0,510,0,465,133,15,893,129,0,15,133,285,904,426,582,585,133,450,789,563,775,40,427,564,892,33,785,583,839,45,266,375,266,450,753,170,133,330,0,120,675,319,0,330,909,57,906,90,636,564,133,45,0,75,133,165,819,108,879,394,0,210,423,541,266,120,433,514,903,448,133,195,0,480,647,243,0,225,133,255,0,150,521,539,133,480,879,271,133,60,266,495,448,428,133,300,133,225,914,154,753,76,840,82,453,585,266,225,0,270,751,539,892,174,818,138,429,96,568,30,425,76,578,409,496,31,424,118,749,120,517,89,520,110,416,167,431,32,434,52,435,251,436,136,0,375,637,471,510,567,266,180,266,30,504,586,133,30,266,360,0,345,0,360,133,135,133,105,266,210,437,217,330,182,0,135,825,193,133,150,494,380,415,406,464,316,631,489,133,360,133,75,1472204888
835,539,911,407,133,375,266,75,0,510,0,465,133,15,893,129,0,15,133,285,904,426,582,585,133,450,789,563,775,40,427,564,892,33,785,583,839,45,266,375,266,450,753,170,133,330,0,120,675,319,0,330,909,57,906,90,636,564,133,45,0,75,133,165,819,108,879,394,0,210,423,541,266,120,433,514,903,448,133,195,0,480,647,243,0,225,133,255,0,150,521,539,133,480,879,271,133,60,831,25,448,428,133,300,133,225,914,154,753,76,840,82,453,585,266,225,420,368,751,539,892,174,818,138,429,96,568,30,425,76,578,409,496,31,424,118,749,120,517,89,520,110,416,167,431,32,434,52,435,251,436,136,0,375,637,471,510,567,266,180,266,30,504,586,133,30,266,360,0,345,0,360,133,135,133,105,266,210,437,217,330,182,0,135,825,193,133,150,494,380,422,409,920,512,631,489,133,360,133,75,1472204903
