133,(63-34)*15+15,133,(36-34)*15+15,266,(74-67)*15+15,0,15*15+15,266,(86-67)*15+15,266,(81-67)*15+15,133,(34-34)*15+15,133,(39-34)*15+15,133,(53-34)*15+15,0,10*15+15,0,27*15+15,133,(35-34)*15+15,266,(96-67)*15+15,266,(83-67)*15+15,266,(89-67)*15+15,266,(85-67)*15+15,133,(38-34)*15+15,0,13*15+15,0,28*15+15,266,(67-67)*15+15,133,(42-34)*15+15,0,2*15+15,0,21*15+15,266,(77-67)*15+15,133,(57-34)*15+15,0,6*15+15,133,(62-34)*15+15,133,(45-34)*15+15,266,(80-67)*15+15,0,29*15+15,133,(65-34)*15+15,266,(98-67)*15+15,133,(55-34)*15+15,0,9*15+15,0,12*15+15,133,(54-34)*15+15,266,(72-67)*15+15,133,(52-34)*15+15,266,(92-67)*15+15,133,(41-34)*15+15,266,(84-67)*15+15,0,16*15+15,0,30*15+15,0,14*15+15,0,5*15+15,0,25*15+15,133,(58-34)*15+15,266,(79-67)*15+15,266,(71-67)*15+15,0,22*15+15,0,23*15+15,0,24*15+15,133,(59-34)*15+15,133,(37-34)*15+15,133,(61-34)*15+15,0,8*15+15,133,(47-34)*15+15,0,1*15+15,0,20*15+15,0,3*15+15,133,(44-34)*15+15,0,18*15+15,0,0*15+15,133,(46-34)*15+15,133,(48-34)*15+15,266,(93-67)*15+15,266,(95-67)*15+15,0,7*15+15,133,(56-34)*15+15,266,(94-67)*15+15,133,(50-34)*15+15,133,(66-34)*15+15,0,19*15+15,266,(82-67)*15+15,266,(87-67)*15+15,0,32*15+15,133,(49-34)*15+15,266,(75-67)*15+15,0,17*15+15,0,33*15+15,0,31*15+15,266,(97-67)*15+15,0,11*15+15,266,(76-67)*15+15,266,(73-67)*15+15,266,(99-67)*15+15,266,(70-67)*15+15,266,(68-67)*15+15,0,26*15+15,266,(90-67)*15+15,0,4*15+15,266,(91-67)*15+15,133,(51-34)*15+15,266,(69-67)*15+15,266,(78-67)*15+15,133,(60-34)*15+15,133,(43-34)*15+15,133,(64-34)*15+15,133,(40-34)*15+15,266,(88-67)*15+15,1477389442
546,21,484,45,266,120,536,10,266,300,487,53,552,198,133,90,623,23,0,165,478,60,516,42,496,34,508,50,266,345,266,285,133,75,0,210,0,435,522,45,133,135,0,45,0,330,675,136,483,14,0,105,133,435,133,180,555,12,0,450,526,17,559,35,133,330,482,38,609,220,504,11,564,15,525,69,527,21,133,120,750,259,843,489,0,465,0,225,0,90,0,390,150,379,266,195,420,67,0,345,409,33,0,375,133,390,134,236,133,420,0,135,133,210,409,14,0,315,566,10,133,165,0,285,652,303,133,195,133,225,553,101,266,435,0,120,133,345,266,420,133,255,463,298,0,300,451,285,266,315,0,495,410,52,407,57,413,24,413,47,433,12,403,32,429,10,407,76,405,108,432,21,266,60,671,310,0,405,266,360,0,75,652,307,133,270,446,113,457,14,133,405,133,150,407,72,133,105,266,330,1477389903
546,21,484,45,266,120,536,10,266,300,487,53,656,124,133,90,623,23,0,165,478,60,516,42,496,34,508,50,266,345,266,285,573,570,0,210,0,435,522,45,133,135,0,45,0,330,675,136,483,14,0,105,133,435,133,180,555,12,0,450,526,17,559,35,133,330,482,38,609,220,504,11,564,15,525,69,527,21,133,120,750,259,843,489,0,465,0,225,0,90,0,390,150,379,459,269,420,67,0,345,409,33,0,375,133,390,134,236,133,420,0,135,133,210,409,14,0,315,566,10,133,165,0,285,652,303,133,195,133,225,553,101,266,435,0,120,133,345,266,420,133,255,463,298,0,300,451,285,266,315,0,495,410,52,407,57,413,24,413,47,433,12,403,32,429,10,407,76,405,108,432,21,266,60,671,310,0,405,266,360,0,75,652,307,133,270,446,113,457,14,133,405,133,150,407,72,133,105,266,330,1477389918
546,21,484,45,266,120,536,10,266,300,487,53,656,124,133,90,623,23,0,165,478,60,516,42,496,34,508,50,266,345,266,285,573,570,0,210,0,435,522,45,133,135,0,45,0,330,675,136,483,14,0,105,133,435,133,180,555,12,0,450,526,17,559,35,133,330,482,38,609,220,504,11,564,15,525,69,527,21,133,120,750,259,843,489,0,465,0,225,0,90,0,390,150,379,560,425,420,67,0,345,409,33,0,375,133,390,134,236,133,420,0,135,133,210,409,14,0,315,566,10,133,165,0,285,652,303,133,195,133,225,553,101,266,435,0,120,133,345,266,420,133,255,463,298,0,300,451,285,266,315,0,495,410,52,407,57,413,24,413,47,433,12,403,32,429,10,407,76,405,108,432,21,266,60,671,310,0,405,266,360,0,75,652,307,133,270,446,113,457,14,133,405,133,150,407,72,133,105,266,330,1477389933
546,21,484,45,266,120,536,10,266,300,487,53,656,124,133,90,623,23,0,165,478,60,516,42,496,34,508,50,266,345,266,285,573,570,0,210,0,435,522,45,133,135,0,45,0,330,675,136,483,14,0,105,133,435,133,180,555,12,0,450,526,17,559,35,133,330,482,38,609,220,504,11,564,15,525,69,527,21,133,120,750,259,843,489,0,465,0,225,540,169,0,390,150,379,784,26,420,67,0,345,409,33,0,375,133,390,134,236,133,420,0,135,133,210,409,14,0,315,566,10,133,165,0,285,652,303,133,195,133,225,553,101,266,435,0,120,133,345,266,420,133,255,463,298,0,300,451,285,266,315,0,495,410,52,407,57,413,24,413,47,433,12,403,32,429,10,407,76,405,108,432,21,266,60,671,310,0,405,266,360,655,313,652,307,133,270,446,113,457,14,133,405,133,150,407,72,133,105,266,330,1477389948
546,21,484,45,266,120,536,10,266,300,487,53,656,124,133,90,623,23,479,51,478,60,516,42,496,34,508,50,266,345,266,285,573,570,0,210,0,435,522,45,133,135,0,45,0,330,675,136,483,14,0,105,133,435,133,180,555,12,0,450,526,17,559,35,133,330,482,38,609,220,504,11,564,15,525,69,527,21,133,120,750,259,843,489,0,465,0,225,487,76,0,390,150,379,784,26,420,67,0,345,409,33,0,375,133,390,134,236,133,420,0,135,133,210,409,14,0,315,566,10,133,165,0,285,652,303,133,195,133,225,553,101,266,435,661,302,133,345,266,420,133,255,463,298,0,300,451,285,266,315,0,495,410,52,407,57,413,24,413,47,433,12,403,32,429,10,407,76,405,108,432,21,266,60,671,310,0,405,266,360,655,313,652,307,133,270,446,113,457,14,133,405,133,150,407,72,133,105,266,330,1477389963
546,21,484,45,266,120,536,10,266,300,487,53,656,124,133,90,623,23,479,51,478,60,516,42,496,34,508,50,266,345,266,285,573,570,417,499,669,567,522,45,133,135,0,45,0,330,675,136,483,14,0,105,133,435,133,180,555,12,166,484,526,17,559,35,133,330,482,38,609,220,504,11,564,15,525,69,527,21,133,120,750,259,843,489,0,465,0,225,487,76,0,390,150,379,784,26,420,67,0,345,409,33,0,375,133,390,134,236,133,420,0,135,133,210,409,14,0,315,566,10,133,165,0,285,652,303,133,195,133,225,553,101,266,435,661,302,133,345,266,420,133,255,463,298,0,300,451,285,266,315,0,495,410,52,407,57,413,24,413,47,433,12,403,32,429,10,407,76,405,108,432,21,266,60,671,310,0,405,266,360,655,313,652,307,133,270,446,113,457,14,133,405,133,150,407,72,133,105,266,330,1477389978
546,21,484,45,266,120,536,10,266,300,487,53,656,124,133,90,623,23,479,51,478,60,516,42,496,34,508,50,952,587,266,285,573,570,417,499,669,567,522,45,133,135,0,45,0,330,675,136,483,14,0,105,791,584,133,180,555,12,908,596,526,17,559,35,133,330,482,38,609,220,504,11,564,15,525,69,527,21,133,120,750,259,843,489,0,465,0,225,487,76,0,390,150,379,784,26,420,67,0,345,409,33,0,375,133,390,134,236,133,420,0,135,133,210,409,14,0,315,566,10,133,165,0,285,652,303,133,195,133,225,553,101,266,435,661,302,133,345,266,420,133,255,463,298,0,300,451,285,266,315,0,495,410,52,407,57,413,24,413,47,433,12,403,32,429,10,407,76,405,108,432,21,266,60,671,310,0,405,266,360,655,313,652,307,133,270,446,113,457,14,133,405,133,150,407,72,133,105,266,330,1477389993
546,21,484,45,266,120,536,10,266,300,487,53,656,124,133,90,623,23,479,51,478,60,516,42,496,34,508,50,952,587,266,285,573,570,417,499,669,567,522,45,133,135,0,45,0,330,675,136,483,14,0,105,890,588,133,180,555,12,908,596,526,17,559,35,133,330,482,38,609,220,504,11,564,15,525,69,527,21,133,120,750,259,843,489,0,465,0,225,487,76,0,390,801,37,784,26,420,67,0,345,409,33,0,375,690,474,134,236,133,420,0,135,133,210,409,14,0,315,566,10,133,165,0,285,652,303,133,195,133,225,553,101,266,435,661,302,133,345,266,420,133,255,463,298,0,300,451,285,266,315,0,495,410,52,407,57,413,24,413,47,433,12,403,32,429,10,407,76,405,108,432,21,266,60,671,310,0,405,266,360,655,313,652,307,133,270,446,113,457,14,133,405,133,150,407,72,133,105,266,330,1477390008
546,21,484,45,266,120,536,10,266,300,487,53,656,124,133,90,623,23,479,51,478,60,516,42,496,34,508,50,952,587,266,285,573,570,417,499,669,567,522,45,133,135,0,45,0,330,675,136,483,14,0,105,890,588,133,180,555,12,908,596,526,17,559,35,859,577,482,38,609,220,504,11,564,15,525,69,527,21,133,120,750,259,843,489,0,465,0,225,487,76,0,390,801,37,784,26,420,67,0,345,409,33,0,375,722,419,134,236,133,420,0,135,133,210,409,14,0,315,566,10,133,165,0,285,652,303,133,195,133,225,553,101,266,435,661,302,133,345,266,420,133,255,463,298,0,300,451,285,266,315,0,495,410,52,407,57,413,24,413,47,433,12,403,32,429,10,407,76,405,108,432,21,266,60,671,310,0,405,679,551,655,313,652,307,133,270,446,113,457,14,133,405,133,150,407,72,133,105,580,18,1477390023
546,21,484,45,266,120,536,10,266,300,487,53,656,124,133,90,623,23,479,51,478,60,516,42,496,34,508,50,952,587,266,285,573,570,417,499,669,567,522,45,133,135,0,45,0,330,675,136,483,14,0,105,890,588,133,180,555,12,908,596,526,17,559,35,859,577,482,38,609,220,504,11,564,15,525,69,527,21,133,120,750,259,843,489,0,465,0,225,487,76,0,390,801,37,784,26,420,67,0,345,409,33,0,375,722,419,134,236,133,420,0,135,133,210,409,14,0,315,566,10,133,165,0,285,652,303,133,195,133,225,553,101,266,435,661,302,133,345,787,546,133,255,463,298,0,300,451,285,299,342,0,495,410,52,407,57,413,24,413,47,433,12,403,32,429,10,407,76,405,108,432,21,266,60,671,310,0,405,824,585,655,313,652,307,133,270,446,113,457,14,133,405,133,150,407,72,133,105,580,18,1477390038
546,21,484,45,983,567,536,10,266,300,487,53,656,124,133,90,623,23,479,51,478,60,516,42,496,34,508,50,952,587,266,285,573,570,417,499,669,567,522,45,133,135,0,45,0,330,675,136,483,14,0,105,890,588,133,180,555,12,908,596,526,17,559,35,859,577,482,38,609,220,504,11,564,15,525,69,527,21,133,120,750,259,843,489,0,465,0,225,487,76,0,390,801,37,784,26,420,67,0,345,409,33,0,375,722,419,134,236,133,420,0,135,133,210,409,14,0,315,566,10,133,165,0,285,652,303,133,195,133,225,553,101,266,435,661,302,837,479,787,546,133,255,463,298,0,300,451,285,542,400,0,495,410,52,407,57,413,24,413,47,433,12,403,32,429,10,407,76,405,108,432,21,266,60,671,310,0,405,824,585,655,313,652,307,133,270,446,113,457,14,133,405,133,150,407,72,133,105,580,18,1477390053
546,21,484,45,983,567,536,10,266,300,487,53,656,124,133,90,623,23,479,51,478,60,516,42,496,34,508,50,952,587,266,285,573,570,417,499,669,567,522,45,133,135,0,45,0,330,675,136,483,14,0,105,890,588,133,180,555,12,908,596,526,17,559,35,859,577,482,38,609,220,504,11,564,15,525,69,527,21,133,120,750,259,843,489,0,465,0,225,487,76,0,390,801,37,784,26,420,67,0,345,409,33,0,375,722,419,134,236,133,420,0,135,133,210,409,14,0,315,566,10,133,165,0,285,652,303,133,195,133,225,553,101,266,435,661,302,837,479,787,546,133,255,463,298,0,300,451,285,542,400,0,495,410,52,407,57,413,24,413,47,433,12,403,32,429,10,407,76,405,108,432,21,266,60,671,310,0,405,824,585,655,313,652,307,133,270,446,113,457,14,441,9,133,150,407,72,700,406,580,18,1477390068
546,21,484,45,983,567,536,10,266,300,487,53,656,124,934,578,623,23,479,51,478,60,516,42,496,34,508,50,952,587,266,285,573,570,417,499,669,567,522,45,133,135,0,45,0,330,675,136,483,14,0,105,890,588,952,593,555,12,908,596,526,17,559,35,859,577,482,38,609,220,504,11,564,15,525,69,527,21,133,120,750,259,843,489,0,465,0,225,487,76,0,390,801,37,784,26,420,67,0,345,409,33,0,375,722,419,134,236,133,420,0,135,133,210,409,14,0,315,566,10,133,165,0,285,652,303,133,195,133,225,553,101,266,435,661,302,837,479,787,546,133,255,463,298,0,300,451,285,542,400,0,495,410,52,407,57,413,24,413,47,433,12,403,32,429,10,407,76,405,108,432,21,266,60,671,310,0,405,824,585,655,313,652,307,133,270,446,113,457,14,441,9,133,150,407,72,700,406,580,18,1477390083
546,21,484,45,983,567,536,10,266,300,487,53,656,124,934,578,623,23,479,51,478,60,516,42,496,34,508,50,952,587,266,285,573,570,417,499,669,567,522,45,133,135,0,45,0,330,675,136,483,14,0,105,890,588,952,593,555,12,908,596,526,17,559,35,859,577,482,38,609,220,504,11,564,15,525,69,527,21,133,120,750,259,843,489,0,465,0,225,487,76,0,390,801,37,784,26,420,67,0,345,409,33,0,375,722,419,134,236,133,420,0,135,133,210,409,14,0,315,566,10,133,165,0,285,652,303,133,195,133,225,553,101,266,435,661,302,837,479,787,546,133,255,463,298,0,300,451,285,542,400,0,495,410,52,407,57,413,24,413,47,433,12,403,32,429,10,407,76,405,108,432,21,266,60,671,310,0,405,824,585,655,313,652,307,417,114,446,113,457,14,441,9,133,150,407,72,700,406,580,18,1477390098
546,21,484,45,983,567,536,10,266,300,487,53,656,124,934,578,623,23,479,51,478,60,516,42,496,34,508,50,952,587,266,285,573,570,417,499,669,567,522,45,133,135,0,45,0,330,675,136,483,14,0,105,890,588,952,593,555,12,908,596,526,17,559,35,859,577,482,38,609,220,504,11,564,15,525,69,527,21,133,120,750,259,843,489,0,465,0,225,487,76,0,390,801,37,784,26,420,67,0,345,409,33,0,375,722,419,134,236,133,420,0,135,133,210,409,14,0,315,566,10,133,165,0,285,652,303,133,195,133,225,553,101,266,435,661,302,837,479,787,546,133,255,463,298,0,300,451,285,542,400,0,495,410,52,407,57,413,24,413,47,433,12,403,32,429,10,407,76,405,108,432,21,266,60,671,310,0,405,824,585,655,313,652,307,417,114,446,113,457,14,441,9,133,150,407,72,700,406,580,18,1477390113
546,21,484,45,983,567,536,10,541,77,487,53,656,124,934,578,623,23,479,51,478,60,516,42,496,34,508,50,952,587,266,285,573,570,417,499,669,567,522,45,133,135,0,45,0,330,675,136,483,14,0,105,890,588,952,593,555,12,908,596,526,17,559,35,859,577,482,38,609,220,504,11,564,15,525,69,527,21,133,120,750,259,843,489,0,465,0,225,487,76,0,390,801,37,784,26,420,67,0,345,409,33,0,375,722,419,134,236,133,420,0,135,133,210,409,14,0,315,566,10,133,165,0,285,652,303,133,195,133,225,553,101,266,435,661,302,837,479,787,546,133,255,463,298,0,300,451,285,542,400,0,495,410,52,407,57,413,24,413,47,433,12,403,32,429,10,407,76,405,108,432,21,266,60,671,310,0,405,824,585,655,313,652,307,417,114,446,113,457,14,441,9,133,150,407,72,700,406,580,18,1477390128
546,21,484,45,983,567,536,10,577,230,487,53,656,124,934,578,623,23,479,51,478,60,516,42,496,34,508,50,952,587,541,77,573,570,417,499,669,567,522,45,133,135,0,45,0,330,675,136,483,14,0,105,890,588,952,593,555,12,908,596,526,17,559,35,859,577,482,38,609,220,504,11,564,15,525,69,527,21,133,120,750,259,843,489,0,465,0,225,487,76,0,390,801,37,784,26,420,67,0,345,409,33,0,375,722,419,134,236,133,420,0,135,133,210,409,14,0,315,566,10,133,165,0,285,652,303,133,195,133,225,553,101,266,435,661,302,837,479,787,546,133,255,463,298,0,300,451,285,542,400,0,495,410,52,407,57,413,24,413,47,433,12,403,32,429,10,407,76,405,108,432,21,504,353,671,310,0,405,824,585,655,313,652,307,417,114,446,113,457,14,441,9,133,150,407,72,700,406,580,18,1477390143
546,21,484,45,983,567,536,10,577,230,487,53,656,124,934,578,623,23,479,51,478,60,516,42,496,34,508,50,952,587,541,77,573,570,417,499,669,567,522,45,133,135,425,206,0,330,675,136,483,14,0,105,890,588,952,593,555,12,908,596,526,17,559,35,859,577,482,38,609,220,504,11,564,15,525,69,527,21,133,120,750,259,843,489,0,465,0,225,487,76,0,390,801,37,784,26,420,67,0,345,409,33,0,375,722,419,134,236,133,420,0,135,133,210,409,14,0,315,566,10,133,165,0,285,652,303,133,195,133,225,553,101,266,435,661,302,837,479,787,546,133,255,463,298,0,300,451,285,542,400,0,495,410,52,407,57,413,24,413,47,433,12,403,32,429,10,407,76,405,108,432,21,435,12,671,310,0,405,824,585,655,313,652,307,417,114,446,113,457,14,441,9,133,150,407,72,700,406,580,18,1477390158
546,21,484,45,983,567,536,10,577,230,487,53,656,124,934,578,623,23,479,51,478,60,516,42,496,34,508,50,952,587,541,77,573,570,417,499,669,567,522,45,133,135,659,144,0,330,675,136,483,14,675,311,890,588,952,593,555,12,908,596,526,17,559,35,859,577,482,38,609,220,504,11,564,15,525,69,527,21,133,120,750,259,843,489,0,465,0,225,487,76,0,390,801,37,784,26,420,67,0,345,409,33,0,375,722,419,134,236,133,420,801,455,133,210,409,14,0,315,566,10,133,165,0,285,652,303,133,195,133,225,553,101,266,435,661,302,837,479,787,546,133,255,463,298,0,300,451,285,542,400,0,495,410,52,407,57,413,24,413,47,433,12,403,32,429,10,407,76,405,108,432,21,435,12,671,310,0,405,824,585,655,313,652,307,417,114,446,113,457,14,441,9,133,150,407,72,700,406,580,18,1477390173
546,21,484,45,983,567,536,10,577,230,487,53,656,124,934,578,623,23,479,51,478,60,516,42,496,34,508,50,952,587,541,77,573,570,417,499,669,567,522,45,133,135,659,144,0,330,675,136,483,14,675,311,890,588,952,593,555,12,908,596,526,17,559,35,859,577,482,38,609,220,504,11,564,15,525,69,527,21,133,120,750,259,843,489,0,465,771,275,487,76,0,390,801,37,784,26,420,67,0,345,409,33,0,375,722,419,134,236,133,420,783,434,133,210,409,14,0,315,566,10,133,165,848,471,652,303,133,195,133,225,553,101,266,435,661,302,837,479,787,546,133,255,463,298,0,300,451,285,542,400,0,495,410,52,407,57,413,24,413,47,433,12,403,32,429,10,407,76,405,108,432,21,435,12,671,310,0,405,824,585,655,313,652,307,417,114,446,113,457,14,441,9,133,150,407,72,700,406,580,18,1477390188
546,21,484,45,983,567,536,10,577,230,487,53,656,124,934,578,623,23,479,51,478,60,516,42,496,34,508,50,952,587,541,77,573,570,417,499,669,567,522,45,133,135,659,144,0,330,675,136,483,14,675,311,890,588,952,593,555,12,908,596,526,17,559,35,859,577,482,38,609,220,504,11,564,15,525,69,527,21,133,120,750,259,843,489,0,465,771,275,487,76,0,390,801,37,784,26,420,67,0,345,409,33,0,375,722,419,134,236,133,420,783,434,133,210,409,14,412,20,566,10,133,165,844,478,652,303,133,195,133,225,553,101,266,435,661,302,837,479,787,546,133,255,463,298,14,308,451,285,542,400,0,495,410,52,407,57,413,24,413,47,433,12,403,32,429,10,407,76,405,108,432,21,435,12,671,310,0,405,824,585,655,313,652,307,417,114,446,113,457,14,441,9,133,150,407,72,700,406,580,18,1477390203
546,21,484,45,983,567,536,10,577,230,487,53,656,124,934,578,623,23,479,51,478,60,516,42,496,34,508,50,952,587,541,77,573,570,417,499,669,567,522,45,133,135,659,144,545,68,675,136,483,14,675,311,890,588,952,593,555,12,908,596,526,17,559,35,859,577,482,38,609,220,504,11,564,15,525,69,527,21,133,120,750,259,843,489,0,465,771,275,487,76,0,390,801,37,784,26,420,67,631,533,409,33,679,299,722,419,134,236,133,420,783,434,133,210,409,14,412,20,566,10,133,165,844,478,652,303,133,195,133,225,553,101,266,435,661,302,837,479,787,546,133,255,463,298,667,309,451,285,542,400,0,495,410,52,407,57,413,24,413,47,433,12,403,32,429,10,407,76,405,108,432,21,435,12,671,310,0,405,824,585,655,313,652,307,417,114,446,113,457,14,441,9,133,150,407,72,700,406,580,18,1477390218
546,21,484,45,983,567,536,10,577,230,487,53,656,124,934,578,623,23,479,51,478,60,516,42,496,34,508,50,952,587,541,77,573,570,417,499,669,567,522,45,133,135,659,144,545,68,675,136,483,14,675,311,890,588,952,593,555,12,908,596,526,17,559,35,859,577,482,38,609,220,504,11,564,15,525,69,527,21,133,120,750,259,843,489,546,363,771,275,487,76,689,358,801,37,784,26,420,67,631,533,409,33,666,303,722,419,134,236,133,420,783,434,133,210,409,14,412,20,566,10,133,165,844,478,652,303,133,195,133,225,553,101,266,435,661,302,837,479,787,546,133,255,463,298,667,309,451,285,542,400,0,495,410,52,407,57,413,24,413,47,433,12,403,32,429,10,407,76,405,108,432,21,435,12,671,310,665,309,824,585,655,313,652,307,417,114,446,113,457,14,441,9,133,150,407,72,700,406,580,18,1477390233
546,21,484,45,983,567,536,10,577,230,487,53,656,124,934,578,623,23,479,51,478,60,516,42,496,34,508,50,952,587,541,77,573,570,417,499,669,567,522,45,133,135,659,144,545,68,675,136,483,14,675,311,890,588,952,593,555,12,908,596,526,17,559,35,859,577,482,38,609,220,504,11,564,15,525,69,527,21,133,120,750,259,843,489,425,18,771,275,487,76,689,358,801,37,784,26,420,67,631,533,409,33,666,303,722,419,134,236,776,436,783,434,133,210,409,14,412,20,566,10,133,165,844,478,652,303,133,195,133,225,553,101,266,435,661,302,837,479,787,546,133,255,463,298,667,309,451,285,542,400,441,279,410,52,407,57,413,24,413,47,433,12,403,32,429,10,407,76,405,108,432,21,435,12,671,310,665,309,824,585,655,313,652,307,417,114,446,113,457,14,441,9,133,150,407,72,700,406,580,18,1477390248
546,21,484,45,983,567,536,10,577,230,487,53,656,124,934,578,623,23,479,51,478,60,516,42,496,34,508,50,952,587,541,77,573,570,417,499,669,567,522,45,133,135,659,144,545,68,675,136,483,14,675,311,890,588,952,593,555,12,908,596,526,17,559,35,859,577,482,38,609,220,504,11,564,15,525,69,527,21,631,599,750,259,843,489,425,18,771,275,487,76,689,358,801,37,784,26,420,67,631,533,409,33,666,303,722,419,134,236,776,436,783,434,133,210,409,14,412,20,566,10,133,165,844,478,652,303,133,195,133,225,553,101,266,435,661,302,837,479,787,546,133,255,463,298,667,309,451,285,542,400,441,279,410,52,407,57,413,24,413,47,433,12,403,32,429,10,407,76,405,108,432,21,435,12,671,310,665,309,824,585,655,313,652,307,417,114,446,113,457,14,441,9,133,150,407,72,700,406,580,18,1477390263
546,21,484,45,983,567,536,10,577,230,487,53,656,124,934,578,623,23,479,51,478,60,516,42,496,34,508,50,952,587,541,77,573,570,417,499,669,567,522,45,643,458,659,144,545,68,675,136,483,14,675,311,890,588,952,593,555,12,908,596,526,17,559,35,859,577,482,38,609,220,504,11,564,15,525,69,527,21,631,599,750,259,843,489,425,18,771,275,487,76,689,358,801,37,784,26,420,67,631,533,409,33,666,303,722,419,134,236,776,436,783,434,133,210,409,14,412,20,566,10,133,165,844,478,652,303,133,195,133,225,553,101,861,296,661,302,837,479,787,546,133,255,463,298,667,309,451,285,542,400,441,279,410,52,407,57,413,24,413,47,433,12,403,32,429,10,407,76,405,108,432,21,435,12,671,310,665,309,824,585,655,313,652,307,417,114,446,113,457,14,441,9,133,150,407,72,700,406,580,18,1477390278
546,21,484,45,983,567,536,10,577,230,487,53,656,124,934,578,623,23,479,51,478,60,516,42,496,34,508,50,952,587,541,77,573,570,417,499,669,567,522,45,730,508,659,144,545,68,675,136,483,14,675,311,890,588,952,593,555,12,908,596,526,17,559,35,859,577,482,38,609,220,504,11,564,15,525,69,527,21,631,599,750,259,843,489,425,18,771,275,487,76,689,358,801,37,784,26,420,67,631,533,409,33,666,303,722,419,134,236,776,436,783,434,133,210,409,14,412,20,566,10,164,168,844,478,652,303,133,195,133,225,553,101,861,296,661,302,837,479,787,546,133,255,463,298,667,309,451,285,542,400,441,279,410,52,407,57,413,24,413,47,433,12,403,32,429,10,407,76,405,108,432,21,435,12,671,310,665,309,824,585,655,313,652,307,417,114,446,113,457,14,441,9,891,463,407,72,700,406,580,18,1477390293
546,21,484,45,983,567,536,10,577,230,487,53,656,124,934,578,623,23,479,51,478,60,516,42,496,34,508,50,952,587,541,77,573,570,417,499,669,567,522,45,730,508,659,144,545,68,675,136,483,14,675,311,890,588,952,593,555,12,908,596,526,17,559,35,859,577,482,38,609,220,504,11,564,15,525,69,527,21,631,599,750,259,843,489,425,18,771,275,487,76,689,358,801,37,784,26,420,67,631,533,409,33,666,303,722,419,134,236,776,436,783,434,543,12,409,14,412,20,566,10,783,467,844,478,652,303,471,281,133,225,553,101,861,296,661,302,837,479,787,546,133,255,463,298,667,309,451,285,542,400,441,279,410,52,407,57,413,24,413,47,433,12,403,32,429,10,407,76,405,108,432,21,435,12,671,310,665,309,824,585,655,313,652,307,417,114,446,113,457,14,441,9,891,463,407,72,700,406,580,18,1477390308
546,21,484,45,983,567,536,10,577,230,487,53,656,124,934,578,623,23,479,51,478,60,516,42,496,34,508,50,952,587,541,77,573,570,417,499,669,567,522,45,730,508,659,144,545,68,675,136,483,14,675,311,890,588,952,593,555,12,908,596,526,17,559,35,859,577,482,38,609,220,504,11,564,15,525,69,527,21,631,599,750,259,843,489,425,18,771,275,487,76,689,358,801,37,784,26,420,67,631,533,409,33,666,303,722,419,498,111,776,436,783,434,543,12,409,14,412,20,566,10,783,467,844,478,652,303,471,281,605,437,553,101,861,296,661,302,837,479,787,546,133,255,463,298,667,309,451,285,542,400,441,279,410,52,407,57,413,24,413,47,433,12,403,32,429,10,407,76,405,108,432,21,435,12,671,310,665,309,824,585,655,313,652,307,417,114,446,113,457,14,441,9,891,463,407,72,700,406,580,18,1477390323
546,21,484,45,983,567,536,10,577,230,487,53,656,124,934,578,623,23,479,51,478,60,516,42,496,34,508,50,952,587,541,77,573,570,417,499,669,567,522,45,730,508,659,144,545,68,675,136,483,14,675,311,890,588,952,593,555,12,908,596,526,17,559,35,859,577,482,38,609,220,504,11,564,15,525,69,527,21,631,599,750,259,843,489,425,18,771,275,487,76,689,358,801,37,784,26,420,67,631,533,409,33,666,303,722,419,425,11,776,436,783,434,543,12,409,14,412,20,566,10,783,467,844,478,652,303,471,281,605,437,553,101,861,296,661,302,837,479,787,546,721,554,463,298,667,309,451,285,542,400,441,279,410,52,407,57,413,24,413,47,433,12,403,32,429,10,407,76,405,108,432,21,435,12,671,310,665,309,824,585,655,313,652,307,417,114,446,113,457,14,441,9,891,463,407,72,700,406,580,18,1477390334
