133,(51-34)*15+15,266,(90-67)*15+15,133,(62-34)*15+15,0,17*15+15,0,33*15+15,133,(65-34)*15+15,133,(37-34)*15+15,266,(98-67)*15+15,266,(91-67)*15+15,133,(48-34)*15+15,0,28*15+15,0,16*15+15,266,(97-67)*15+15,266,(77-67)*15+15,266,(82-67)*15+15,133,(41-34)*15+15,133,(44-34)*15+15,133,(42-34)*15+15,0,26*15+15,133,(60-34)*15+15,0,15*15+15,0,31*15+15,266,(72-67)*15+15,0,24*15+15,266,(96-67)*15+15,0,13*15+15,133,(55-34)*15+15,266,(68-67)*15+15,0,29*15+15,133,(57-34)*15+15,133,(54-34)*15+15,266,(75-67)*15+15,266,(89-67)*15+15,266,(73-67)*15+15,266,(87-67)*15+15,266,(76-67)*15+15,133,(38-34)*15+15,266,(78-67)*15+15,0,14*15+15,133,(66-34)*15+15,0,6*15+15,0,25*15+15,0,12*15+15,133,(59-34)*15+15,266,(74-67)*15+15,266,(86-67)*15+15,266,(79-67)*15+15,133,(34-34)*15+15,133,(47-34)*15+15,0,22*15+15,266,(95-67)*15+15,0,18*15+15,266,(92-67)*15+15,133,(50-34)*15+15,266,(81-67)*15+15,266,(80-67)*15+15,133,(63-34)*15+15,133,(35-34)*15+15,266,(70-67)*15+15,0,2*15+15,0,23*15+15,0,4*15+15,266,(83-67)*15+15,133,(64-34)*15+15,133,(46-34)*15+15,0,27*15+15,0,11*15+15,266,(71-67)*15+15,0,30*15+15,133,(53-34)*15+15,0,0*15+15,0,7*15+15,133,(45-34)*15+15,0,3*15+15,133,(43-34)*15+15,0,20*15+15,266,(88-67)*15+15,0,1*15+15,133,(56-34)*15+15,133,(49-34)*15+15,266,(67-67)*15+15,0,5*15+15,266,(93-67)*15+15,266,(85-67)*15+15,0,8*15+15,133,(40-34)*15+15,0,10*15+15,266,(69-67)*15+15,0,19*15+15,266,(84-67)*15+15,133,(36-34)*15+15,133,(61-34)*15+15,266,(99-67)*15+15,0,21*15+15,133,(52-34)*15+15,133,(58-34)*15+15,266,(94-67)*15+15,133,(39-34)*15+15,0,9*15+15,0,32*15+15,1465219377
133,270,266,360,133,435,810,433,0,510,133,480,133,60,266,480,266,375,133,225,0,435,779,340,266,465,266,165,266,240,133,120,133,165,133,135,0,405,133,405,574,246,0,480,266,90,0,375,266,450,792,107,133,330,266,30,0,450,133,360,133,315,266,135,266,345,266,105,266,315,266,150,133,75,266,180,509,436,133,495,656,92,0,390,842,363,133,390,266,120,266,300,266,195,133,15,133,210,0,345,266,435,871,152,266,390,133,255,266,225,266,210,133,450,133,30,266,60,661,448,0,360,653,32,266,255,133,465,133,195,0,420,846,126,266,75,0,465,133,300,652,60,790,289,133,180,816,263,133,150,585,172,266,330,674,384,133,345,133,240,266,15,665,476,266,405,266,285,654,327,133,105,488,200,266,45,480,120,266,270,133,45,133,420,266,495,0,330,133,285,133,375,266,420,133,90,510,284,0,495,1465219542
133,270,266,360,133,435,810,433,0,510,133,480,133,60,266,480,266,375,133,225,0,435,779,340,266,465,266,165,266,240,133,120,133,165,133,135,0,405,133,405,574,246,0,480,266,90,0,375,266,450,792,107,133,330,266,30,0,450,133,360,133,315,266,135,266,345,266,105,266,315,266,150,133,75,266,180,522,450,133,495,656,92,0,390,842,363,133,390,266,120,266,300,266,195,133,15,133,210,0,345,266,435,871,152,266,390,133,255,266,225,266,210,133,450,133,30,266,60,508,495,0,360,928,19,266,255,133,465,133,195,0,420,846,126,266,75,0,465,133,300,652,60,790,289,133,180,816,263,133,150,585,172,266,330,674,384,133,345,133,240,266,15,476,526,266,405,266,285,654,327,133,105,488,200,266,45,480,120,266,270,133,45,133,420,266,495,0,330,133,285,133,375,266,420,133,90,510,284,0,495,1465219557
133,270,266,360,133,435,793,453,0,510,133,480,133,60,266,480,266,375,133,225,0,435,779,340,266,465,266,165,266,240,133,120,133,165,133,135,0,405,133,405,574,246,0,480,266,90,0,375,266,450,792,107,133,330,266,30,0,450,133,360,133,315,266,135,266,345,266,105,266,315,266,150,133,75,266,180,647,476,133,495,656,92,0,390,842,363,133,390,266,120,266,300,266,195,133,15,133,210,0,345,266,435,871,152,266,390,133,255,266,225,266,210,133,450,133,30,266,60,619,510,0,360,928,19,266,255,133,465,133,195,0,420,846,126,266,75,0,465,133,300,652,60,790,289,133,180,816,263,133,150,585,172,266,330,674,384,133,345,133,240,266,15,515,539,266,405,266,285,654,327,133,105,488,200,266,45,480,120,266,270,133,45,133,420,266,495,0,330,133,285,133,375,266,420,133,90,510,284,0,495,1465219572
133,270,266,360,133,435,793,453,0,510,133,480,133,60,266,480,266,375,133,225,0,435,779,340,266,465,266,165,266,240,133,120,133,165,133,135,0,405,133,405,574,246,0,480,266,90,0,375,266,450,792,107,133,330,266,30,0,450,133,360,133,315,266,135,266,345,266,105,266,315,266,150,133,75,266,180,647,476,133,495,656,92,0,390,842,363,133,390,266,120,266,300,266,195,133,15,133,210,0,345,266,435,871,152,266,390,133,255,266,225,266,210,133,450,133,30,266,60,715,515,0,360,928,19,266,255,133,465,133,195,0,420,846,126,266,75,0,465,133,300,652,60,790,289,133,180,816,263,133,150,585,172,266,330,725,398,133,345,133,240,266,15,679,576,266,405,266,285,587,354,133,105,488,200,266,45,480,120,266,270,133,45,133,420,266,495,0,330,133,285,133,375,266,420,133,90,510,284,0,495,1465219587
133,270,266,360,133,435,793,453,0,510,133,480,133,60,266,480,266,375,133,225,0,435,779,340,266,465,266,165,266,240,133,120,133,165,133,135,0,405,133,405,849,408,0,480,266,90,0,375,266,450,792,107,133,330,266,30,0,450,133,360,133,315,266,135,266,345,266,105,266,315,266,150,133,75,266,180,647,476,133,495,656,92,0,390,886,323,133,390,266,120,266,300,266,195,133,15,133,210,0,345,266,435,871,152,266,390,133,255,266,225,266,210,133,450,133,30,266,60,715,515,0,360,928,19,266,255,133,465,133,195,0,420,846,126,266,75,0,465,133,300,652,60,790,289,133,180,816,263,133,150,585,172,266,330,725,398,133,345,133,240,266,15,679,576,266,405,266,285,587,354,133,105,488,200,266,45,480,120,266,270,133,45,133,420,266,495,0,330,133,285,133,375,266,420,133,90,502,338,0,495,1465219602
133,270,266,360,133,435,793,453,0,510,133,480,133,60,266,480,266,375,133,225,0,435,779,340,266,465,266,165,266,240,133,120,133,165,133,135,0,405,133,405,849,408,0,480,266,90,0,375,266,450,792,107,133,330,266,30,0,450,133,360,133,315,266,135,266,345,266,105,266,315,266,150,133,75,266,180,647,476,133,495,656,92,0,390,850,327,133,390,266,120,266,300,266,195,133,15,133,210,0,345,266,435,871,152,266,390,133,255,266,225,266,210,133,450,133,30,266,60,715,515,0,360,928,19,266,255,133,465,133,195,0,420,846,126,266,75,0,465,133,300,652,60,488,155,133,180,470,256,133,150,448,188,266,330,725,398,133,345,133,240,266,15,679,576,266,405,266,285,587,354,133,105,488,200,266,45,787,145,266,270,133,45,133,420,266,495,0,330,133,285,133,375,266,420,133,90,502,338,0,495,1465219617
133,270,266,360,133,435,793,453,0,510,133,480,133,60,266,480,266,375,133,225,0,435,779,340,266,465,266,165,266,240,133,120,133,165,133,135,0,405,133,405,849,408,0,480,266,90,0,375,266,450,792,107,133,330,266,30,0,450,133,360,133,315,266,135,266,345,266,105,266,315,266,150,133,75,266,180,647,476,133,495,614,151,0,390,850,327,133,390,266,120,266,300,266,195,133,15,133,210,0,345,266,435,871,152,266,390,133,255,266,225,266,210,133,450,133,30,266,60,715,515,0,360,928,19,266,255,133,465,133,195,0,420,846,126,266,75,0,465,133,300,606,22,488,155,133,180,470,256,133,150,453,179,266,330,725,398,133,345,133,240,266,15,679,576,266,405,266,285,587,354,133,105,872,361,266,45,787,145,266,270,133,45,133,420,266,495,0,330,133,285,133,375,266,420,133,90,502,338,0,495,1465219632
133,270,266,360,133,435,793,453,0,510,133,480,133,60,266,480,266,375,133,225,0,435,779,340,266,465,266,165,266,240,133,120,133,165,133,135,0,405,133,405,849,408,0,480,266,90,0,375,266,450,792,107,133,330,266,30,0,450,133,360,133,315,266,135,266,345,266,105,266,315,266,150,133,75,266,180,647,476,133,495,614,151,0,390,850,327,133,390,266,120,266,300,266,195,133,15,133,210,523,51,266,435,871,152,266,390,133,255,266,225,266,210,133,450,133,30,266,60,715,515,0,360,928,19,266,255,133,465,133,195,0,420,846,126,266,75,0,465,133,300,714,19,488,155,133,180,470,256,133,150,453,179,266,330,725,398,133,345,133,240,266,15,679,576,266,405,266,285,587,354,133,105,872,361,266,45,787,145,266,270,133,45,133,420,266,495,504,93,133,285,133,375,266,420,133,90,502,338,0,495,1465219647
133,270,266,360,133,435,793,453,0,510,133,480,133,60,266,480,266,375,133,225,0,435,779,340,266,465,266,165,266,240,133,120,133,165,133,135,0,405,133,405,849,408,0,480,266,90,527,34,266,450,792,107,133,330,266,30,0,450,133,360,133,315,266,135,266,345,266,105,266,315,266,150,133,75,266,180,647,476,133,495,614,151,0,390,850,327,133,390,266,120,266,300,266,195,133,15,133,210,437,49,266,435,871,152,266,390,133,255,266,225,266,210,133,450,133,30,266,60,715,515,791,20,928,19,266,255,133,465,133,195,0,420,846,126,266,75,0,465,133,300,714,19,488,155,133,180,470,256,133,150,453,179,266,330,725,398,133,345,133,240,266,15,679,576,266,405,266,285,587,354,133,105,872,361,266,45,787,145,266,270,133,45,133,420,266,495,504,93,133,285,133,375,266,420,133,90,502,338,0,495,1465219662
133,270,266,360,133,435,793,453,0,510,133,480,133,60,266,480,266,375,133,225,0,435,779,340,266,465,266,165,266,240,133,120,133,165,133,135,0,405,133,405,849,408,0,480,266,90,501,316,266,450,792,107,133,330,266,30,0,450,133,360,133,315,266,135,266,345,266,105,266,315,266,150,133,75,266,180,647,476,133,495,614,151,566,149,850,327,133,390,266,120,266,300,266,195,133,15,133,210,437,49,266,435,871,152,266,390,133,255,266,225,266,210,133,450,133,30,266,60,715,515,791,20,928,19,266,255,133,465,133,195,0,420,846,126,266,75,0,465,133,300,714,19,488,155,133,180,470,256,133,150,453,179,266,330,725,398,133,345,133,240,266,15,679,576,266,405,266,285,587,354,133,105,872,361,266,45,787,145,266,270,133,45,133,420,266,495,504,93,133,285,133,375,266,420,133,90,502,338,0,495,1465219677
133,270,266,360,133,435,793,453,0,510,133,480,133,60,266,480,266,375,133,225,0,435,779,340,266,465,266,165,266,240,133,120,133,165,133,135,603,28,133,405,849,408,0,480,266,90,501,316,266,450,792,107,133,330,266,30,0,450,133,360,133,315,266,135,266,345,266,105,266,315,266,150,133,75,266,180,647,476,133,495,614,151,566,149,850,327,133,390,266,120,266,300,266,195,133,15,133,210,437,49,266,435,871,152,266,390,133,255,266,225,266,210,133,450,133,30,266,60,715,515,791,20,928,19,266,255,133,465,133,195,913,519,846,126,266,75,0,465,133,300,714,19,488,155,133,180,470,256,133,150,453,179,266,330,725,398,133,345,133,240,266,15,679,576,266,405,266,285,587,354,133,105,872,361,266,45,787,145,266,270,133,45,133,420,266,495,504,93,133,285,133,375,266,420,133,90,502,338,0,495,1465219692
133,270,266,360,133,435,793,453,0,510,133,480,133,60,266,480,266,375,133,225,447,158,779,340,266,465,266,165,266,240,133,120,133,165,133,135,603,28,133,405,849,408,0,480,266,90,501,316,266,450,792,107,133,330,266,30,0,450,133,360,133,315,266,135,266,345,266,105,266,315,266,150,133,75,266,180,647,476,133,495,614,151,566,149,850,327,133,390,266,120,266,300,266,195,133,15,133,210,437,49,266,435,871,152,266,390,133,255,266,225,266,210,133,450,133,30,266,60,715,515,791,20,928,19,266,255,133,465,133,195,913,519,846,126,266,75,0,465,133,300,714,19,488,155,133,180,470,256,133,150,453,179,266,330,725,398,133,345,133,240,266,15,679,576,266,405,266,285,587,354,133,105,872,361,266,45,787,145,266,270,133,45,133,420,266,495,504,93,133,285,133,375,266,420,133,90,502,338,0,495,1465219707
133,270,266,360,133,435,793,453,0,510,133,480,133,60,266,480,266,375,133,225,646,452,779,340,266,465,266,165,266,240,133,120,133,165,133,135,603,28,133,405,849,408,0,480,266,90,501,316,266,450,792,107,133,330,266,30,411,443,133,360,133,315,266,135,266,345,266,105,266,315,266,150,133,75,266,180,645,468,133,495,614,151,566,149,850,327,133,390,266,120,266,300,266,195,133,15,133,210,437,49,266,435,871,152,266,390,133,255,266,225,266,210,133,450,133,30,266,60,715,515,791,20,928,19,266,255,133,465,133,195,913,519,846,126,266,75,0,465,133,300,714,19,488,155,133,180,470,256,133,150,453,179,266,330,725,398,133,345,133,240,266,15,679,576,266,405,266,285,587,354,133,105,872,361,266,45,787,145,266,270,133,45,133,420,266,495,504,93,133,285,133,375,266,420,133,90,502,338,0,495,1465219722
