266,(69-67)*15+15,133,(63-34)*15+15,133,(50-34)*15+15,0,19*15+15,266,(85-67)*15+15,0,6*15+15,0,1*15+15,133,(52-34)*15+15,0,14*15+15,133,(35-34)*15+15,133,(58-34)*15+15,266,(76-67)*15+15,0,22*15+15,133,(37-34)*15+15,133,(39-34)*15+15,133,(34-34)*15+15,266,(79-67)*15+15,266,(83-67)*15+15,133,(64-34)*15+15,0,25*15+15,133,(44-34)*15+15,133,(42-34)*15+15,0,15*15+15,0,21*15+15,133,(62-34)*15+15,266,(94-67)*15+15,0,7*15+15,0,23*15+15,266,(91-67)*15+15,266,(78-67)*15+15,0,20*15+15,133,(54-34)*15+15,0,3*15+15,0,2*15+15,266,(68-67)*15+15,133,(46-34)*15+15,0,12*15+15,266,(71-67)*15+15,266,(92-67)*15+15,266,(72-67)*15+15,133,(65-34)*15+15,133,(49-34)*15+15,266,(89-67)*15+15,266,(73-67)*15+15,266,(95-67)*15+15,266,(77-67)*15+15,266,(82-67)*15+15,133,(57-34)*15+15,266,(98-67)*15+15,133,(45-34)*15+15,0,29*15+15,266,(86-67)*15+15,133,(61-34)*15+15,266,(99-67)*15+15,0,33*15+15,0,27*15+15,0,24*15+15,133,(59-34)*15+15,0,10*15+15,133,(38-34)*15+15,133,(66-34)*15+15,266,(93-67)*15+15,133,(51-34)*15+15,0,11*15+15,133,(47-34)*15+15,266,(97-67)*15+15,0,31*15+15,133,(43-34)*15+15,0,9*15+15,133,(48-34)*15+15,0,4*15+15,133,(41-34)*15+15,133,(40-34)*15+15,266,(87-67)*15+15,0,32*15+15,266,(96-67)*15+15,266,(88-67)*15+15,133,(60-34)*15+15,0,18*15+15,0,0*15+15,0,17*15+15,266,(84-67)*15+15,266,(90-67)*15+15,0,16*15+15,0,5*15+15,266,(81-67)*15+15,0,26*15+15,266,(70-67)*15+15,0,13*15+15,133,(53-34)*15+15,266,(74-67)*15+15,0,30*15+15,266,(80-67)*15+15,133,(36-34)*15+15,266,(67-67)*15+15,0,8*15+15,0,28*15+15,266,(75-67)*15+15,133,(56-34)*15+15,133,(55-34)*15+15,1465385310
470,266,434,276,760,38,482,248,266,285,0,105,0,30,133,285,796,251,133,30,133,375,612,39,0,345,133,60,817,200,420,239,815,184,266,255,876,184,0,390,133,165,816,170,676,278,0,330,133,435,266,420,735,46,823,50,266,375,815,192,671,251,133,315,797,38,0,45,282,35,435,256,442,247,433,265,266,390,824,60,762,90,674,346,266,345,813,90,266,435,408,163,291,243,554,32,481,32,133,180,484,171,473,161,566,431,677,357,522,417,522,427,730,368,682,368,563,22,133,75,757,99,266,405,133,270,756,266,137,214,576,264,0,480,133,150,744,276,133,225,607,275,133,120,133,105,266,315,0,495,644,264,449,39,475,22,511,22,401,14,679,382,585,7,266,360,431,14,404,29,458,51,0,405,266,60,0,210,133,300,699,90,693,99,557,42,734,251,509,13,536,12,494,55,488,45,133,345,133,330,1465385786
470,266,434,276,760,38,482,248,266,285,0,105,0,30,133,285,796,251,133,30,133,375,612,39,0,345,133,60,817,200,420,239,815,184,266,255,876,184,0,390,133,165,816,170,676,278,0,330,133,435,266,420,735,46,823,50,266,375,815,192,671,251,133,315,797,38,0,45,282,35,435,256,442,247,433,265,266,390,824,60,762,90,674,346,266,345,813,90,266,435,408,163,291,243,554,32,481,32,346,343,484,171,473,161,566,431,677,357,522,417,522,427,730,368,682,368,563,22,133,75,757,99,266,405,133,270,756,266,137,214,576,264,0,480,133,150,744,276,133,225,607,275,133,120,133,105,904,195,0,495,644,264,449,39,475,22,511,22,401,14,679,382,586,10,266,360,431,14,404,29,458,51,0,405,266,60,0,210,133,300,699,90,693,99,557,42,734,251,509,13,536,12,494,55,488,45,133,345,133,330,1465385801
470,266,434,276,760,38,482,248,266,285,0,105,0,30,133,285,796,251,133,30,481,245,612,39,0,345,133,60,817,200,420,239,815,184,266,255,876,184,0,390,458,404,816,170,676,278,0,330,133,435,266,420,735,46,823,50,266,375,815,192,671,251,133,315,797,38,0,45,282,35,435,256,442,247,433,265,266,390,824,60,762,90,674,346,266,345,813,90,266,435,408,163,291,243,554,32,481,32,290,167,484,171,473,161,566,431,677,357,522,417,522,427,730,368,682,368,563,22,133,75,757,99,266,405,133,270,756,266,137,214,576,264,0,480,520,407,744,276,133,225,607,275,133,120,133,105,904,195,0,495,644,264,449,39,475,22,511,22,401,14,679,382,586,10,266,360,431,14,404,29,458,51,0,405,266,60,0,210,133,300,699,90,693,99,557,42,734,251,509,13,536,12,494,55,488,45,133,345,133,330,1465385816
470,266,434,276,760,38,482,248,266,285,0,105,0,30,133,285,796,251,133,30,429,230,612,39,0,345,133,60,817,200,420,239,815,184,266,255,876,184,481,229,458,404,816,170,676,278,0,330,133,435,266,420,735,46,823,50,266,375,815,192,671,251,558,395,797,38,0,45,282,35,435,256,442,247,433,265,266,390,824,60,762,90,674,346,266,345,813,90,266,435,408,163,291,243,554,32,481,32,290,167,484,171,473,161,566,431,677,357,522,417,522,427,730,368,682,368,563,22,133,75,757,99,266,405,133,270,756,266,137,214,576,264,0,480,520,407,744,276,133,225,607,275,133,120,133,105,904,195,0,495,644,264,449,39,475,22,511,22,401,14,679,382,586,10,266,360,431,14,404,29,458,51,0,405,266,60,0,210,133,300,699,90,693,99,557,42,734,251,509,13,536,12,494,55,488,45,133,345,133,330,1465385831
470,266,434,276,760,38,482,248,266,285,0,105,0,30,133,285,796,251,133,30,429,230,612,39,0,345,133,60,817,200,420,239,815,184,866,217,876,184,481,229,458,404,816,170,676,278,0,330,133,435,266,420,735,46,823,50,266,375,815,192,671,251,558,395,797,38,0,45,282,35,435,256,442,247,433,265,266,390,824,60,762,90,674,346,266,345,813,90,266,435,408,163,291,243,554,32,481,32,290,167,484,171,473,161,566,431,677,357,522,417,522,427,730,368,682,368,563,22,133,75,757,99,266,405,133,270,756,266,137,214,576,264,0,480,520,407,744,276,133,225,607,275,133,120,133,105,904,195,0,495,644,264,449,39,475,22,511,22,401,14,679,382,586,10,266,360,431,14,404,29,458,51,0,405,266,60,0,210,399,415,699,90,693,99,557,42,734,251,509,13,536,12,494,55,488,45,133,345,133,330,1465385846
470,266,434,276,760,38,482,248,266,285,0,105,0,30,133,285,796,251,133,30,429,230,612,39,0,345,133,60,817,200,420,239,815,184,866,217,876,184,481,229,458,404,816,170,676,278,0,330,133,435,266,420,735,46,823,50,266,375,815,192,671,251,558,395,797,38,0,45,282,35,435,256,442,247,433,265,266,390,824,60,762,90,674,346,266,345,813,90,266,435,408,163,291,243,554,32,481,32,290,167,484,171,473,161,566,431,677,357,522,417,522,427,730,368,682,368,563,22,133,75,757,99,266,405,133,270,756,266,137,214,576,264,0,480,520,407,744,276,133,225,607,275,133,120,133,105,904,195,0,495,644,264,449,39,475,22,511,22,401,14,679,382,586,10,266,360,431,14,404,29,458,51,0,405,266,60,0,210,399,415,699,90,693,99,557,42,734,251,509,13,536,12,494,55,488,45,133,345,133,330,1465385861
470,266,434,276,760,38,482,248,266,285,0,105,0,30,133,285,796,251,133,30,429,230,612,39,0,345,133,60,817,200,420,239,815,184,866,217,876,184,481,229,458,404,816,170,676,278,0,330,133,435,266,420,735,46,823,50,266,375,815,192,671,251,558,395,797,38,0,45,282,35,435,256,442,247,433,265,266,390,824,60,762,90,412,102,266,345,813,90,266,435,881,263,291,243,554,32,481,32,290,167,872,286,870,272,566,431,417,113,522,417,522,427,730,368,682,368,563,22,133,75,757,99,266,405,133,270,756,266,137,214,576,264,0,480,520,407,744,276,133,225,607,275,133,120,133,105,904,195,0,495,644,264,449,39,475,22,511,22,401,14,679,382,586,10,266,360,431,14,404,29,458,51,0,405,266,60,0,210,399,415,699,90,693,99,557,42,734,251,509,13,536,12,494,55,488,45,133,345,133,330,1465385876
470,266,434,276,760,38,482,248,266,285,0,105,0,30,133,285,796,251,133,30,429,230,612,39,0,345,133,60,817,200,420,239,815,184,866,217,876,184,481,229,458,404,816,170,676,278,0,330,133,435,266,420,735,46,823,50,266,375,815,192,671,251,558,395,797,38,0,45,282,35,435,256,442,247,433,265,266,390,824,60,847,93,412,102,266,345,902,93,266,435,881,263,291,243,554,32,481,32,290,167,872,286,870,272,566,431,417,113,522,417,522,427,467,113,421,138,563,22,133,75,885,103,266,405,133,270,756,266,137,214,576,264,0,480,520,407,744,276,133,225,607,275,133,120,133,105,904,195,0,495,644,264,449,39,475,22,511,22,401,14,412,127,586,10,266,360,431,14,404,29,458,51,0,405,266,60,0,210,399,415,699,90,693,99,557,42,734,251,509,13,536,12,494,55,488,45,133,345,133,330,1465385891
470,266,434,276,760,38,482,248,266,285,0,105,0,30,133,285,796,251,133,30,429,230,612,39,0,345,133,60,817,200,420,239,815,184,866,217,876,184,481,229,458,404,802,170,676,278,0,330,133,435,266,420,735,46,823,50,266,375,815,192,671,251,558,395,797,38,0,45,282,35,435,256,442,247,433,265,266,390,824,60,847,93,412,102,266,345,902,93,266,435,881,263,291,243,554,32,481,32,290,167,872,286,870,272,566,431,417,113,522,417,522,427,467,113,421,138,563,22,133,75,885,103,266,405,133,270,756,266,137,214,576,264,0,480,520,407,744,276,133,225,607,275,133,120,133,105,904,195,0,495,644,264,449,39,475,22,511,22,401,14,412,127,586,10,266,360,431,14,404,29,458,51,742,191,266,60,0,210,399,415,780,93,816,107,557,42,734,251,509,13,536,12,494,55,488,45,133,345,133,330,1465385906
470,266,434,276,760,38,482,248,266,285,0,105,0,30,133,285,796,251,133,30,429,230,612,39,0,345,133,60,817,200,420,239,815,184,866,217,876,184,415,231,458,404,802,170,676,278,0,330,576,252,266,420,735,46,823,50,266,375,815,192,671,251,558,395,797,38,0,45,282,35,435,256,442,247,433,265,266,390,824,60,847,93,412,102,266,345,902,93,266,435,881,263,291,243,554,32,481,32,290,167,872,286,870,272,566,431,417,113,522,417,522,427,467,113,421,138,563,22,133,75,885,103,266,405,133,270,756,266,137,214,576,264,0,480,520,407,744,276,133,225,607,275,133,120,133,105,904,195,0,495,644,264,449,39,475,22,511,22,401,14,412,127,586,10,266,360,431,14,404,29,458,51,742,191,266,60,0,210,399,415,780,93,816,107,557,42,734,251,509,13,536,12,494,55,488,45,133,345,133,330,1465385921
470,266,434,276,760,38,482,248,266,285,0,105,0,30,133,285,796,251,133,30,429,230,612,39,0,345,133,60,817,200,420,239,815,184,866,217,876,184,409,221,458,404,802,170,676,278,0,330,576,252,266,420,735,46,823,50,492,313,815,192,671,251,558,395,797,38,0,45,282,35,435,256,442,247,433,265,266,390,824,60,847,93,412,102,740,95,902,93,266,435,881,263,291,243,554,32,481,32,290,167,872,286,870,272,566,431,417,113,522,417,522,427,467,113,421,138,563,22,133,75,885,103,266,405,133,270,756,266,137,214,576,264,0,480,520,407,744,276,133,225,607,275,133,120,133,105,904,195,0,495,644,264,449,39,475,22,511,22,401,14,412,127,586,10,406,54,431,14,404,29,458,51,742,191,266,60,0,210,399,415,780,93,816,107,557,42,734,251,509,13,536,12,494,55,488,45,133,345,133,330,1465385936
470,266,434,276,760,38,482,248,266,285,0,105,0,30,133,285,796,251,306,168,429,230,612,39,0,345,133,60,817,200,420,239,815,184,866,217,876,184,409,221,458,404,802,170,676,278,0,330,576,252,266,420,735,46,823,50,421,212,815,192,671,251,558,395,797,38,0,45,282,35,435,256,442,247,433,265,266,390,824,60,847,93,412,102,740,95,902,93,266,435,881,263,291,243,554,32,481,32,290,167,872,286,870,272,566,431,417,113,522,417,522,427,467,113,421,138,563,22,133,75,885,103,266,405,133,270,756,266,137,214,576,264,0,480,520,407,744,276,126,220,607,275,133,120,133,105,904,195,0,495,644,264,449,39,475,22,511,22,401,14,412,127,586,10,406,54,431,14,404,29,458,51,742,191,266,60,0,210,399,415,780,93,816,107,557,42,734,251,509,13,536,12,494,55,488,45,133,345,133,330,1465385951
470,266,434,276,760,38,482,248,266,285,411,268,0,30,133,285,796,251,473,231,429,230,612,39,0,345,133,60,817,200,420,239,815,184,866,217,876,184,409,221,458,404,802,170,676,278,0,330,576,252,266,420,735,46,823,50,421,212,815,192,671,251,558,395,797,38,459,276,282,35,435,256,442,247,433,265,266,390,824,60,847,93,412,102,740,95,902,93,266,435,881,263,291,243,554,32,481,32,290,167,872,286,870,272,566,431,417,113,522,417,522,427,467,113,421,138,563,22,133,75,885,103,266,405,133,270,756,266,137,214,576,264,0,480,520,407,744,276,126,220,607,275,133,120,133,105,904,195,0,495,644,264,449,39,475,22,511,22,401,14,412,127,586,10,406,54,431,14,404,29,458,51,742,191,266,60,0,210,399,415,780,93,816,107,557,42,734,251,509,13,536,12,494,55,488,45,133,345,133,330,1465385966
470,266,434,276,760,38,482,248,266,285,411,268,0,30,133,285,796,251,473,231,429,230,612,39,439,288,133,60,817,200,420,239,815,184,866,217,876,184,409,221,458,404,802,170,676,278,0,330,576,252,266,420,735,46,823,50,421,212,815,192,671,251,558,395,797,38,459,276,282,35,435,256,442,247,433,265,499,266,824,60,847,93,412,102,740,95,902,93,266,435,881,263,291,243,554,32,481,32,290,167,872,286,870,272,566,431,417,113,522,417,522,427,467,113,421,138,563,22,133,75,885,103,266,405,133,270,756,266,137,214,576,264,0,480,520,407,744,276,126,220,607,275,133,120,133,105,904,195,0,495,644,264,449,39,475,22,511,22,401,14,412,127,586,10,406,54,431,14,404,29,458,51,742,191,266,60,0,210,399,415,780,93,816,107,557,42,734,251,509,13,536,12,494,55,488,45,133,345,133,330,1465385981
470,266,434,276,760,38,482,248,266,285,411,268,0,30,133,285,796,251,473,231,429,230,612,39,439,288,133,60,817,200,420,239,815,184,866,217,876,184,409,221,458,404,802,170,676,278,0,330,576,252,266,420,735,46,823,50,421,212,815,192,671,251,558,395,797,38,459,276,282,35,435,256,442,247,433,265,499,266,824,60,847,93,412,102,740,95,902,93,266,435,881,263,291,243,554,32,481,32,290,167,872,286,870,272,566,431,417,113,522,417,522,427,467,113,421,138,563,22,133,75,885,103,266,405,133,270,756,266,495,174,576,264,0,480,520,407,744,276,126,220,607,275,133,120,133,105,904,195,0,495,644,264,449,39,475,22,511,22,401,14,412,127,586,10,406,54,431,14,404,29,458,51,742,191,266,60,0,210,399,415,780,93,816,107,557,42,734,251,509,13,536,12,494,55,488,45,889,256,517,384,1465385996
470,266,434,276,760,38,482,248,266,285,411,268,0,30,133,285,796,251,473,231,429,230,612,39,439,288,489,212,817,200,420,239,815,184,866,217,876,184,409,221,458,404,802,170,676,278,0,330,576,252,266,420,735,46,823,50,421,212,815,192,671,251,558,395,797,38,459,276,282,35,435,256,442,247,433,265,499,266,824,60,847,93,412,102,740,95,902,93,266,435,881,263,291,243,554,32,481,32,290,167,872,286,870,272,566,431,417,113,522,417,522,427,467,113,421,138,563,22,133,75,885,103,266,405,133,270,756,266,841,159,576,264,0,480,520,407,744,276,126,220,607,275,133,120,133,105,904,195,0,495,644,264,449,39,475,22,511,22,401,14,412,127,586,10,406,54,431,14,404,29,458,51,742,191,266,60,0,210,399,415,780,93,816,107,557,42,734,251,509,13,536,12,494,55,488,45,889,256,517,384,1465386011
470,266,434,276,760,38,482,248,266,285,411,268,0,30,133,285,796,251,473,231,429,230,612,39,439,288,489,212,817,200,420,239,815,184,866,217,876,184,409,221,458,404,802,170,676,278,0,330,576,252,266,420,735,46,823,50,421,212,815,192,671,251,558,395,797,38,459,276,282,35,435,256,442,247,433,265,499,266,824,60,847,93,412,102,740,95,902,93,266,435,881,263,481,121,554,32,481,32,290,167,872,286,870,272,566,431,417,113,522,417,522,427,467,113,421,138,563,22,412,300,885,103,266,405,133,270,756,266,841,159,576,264,0,480,520,407,744,276,126,220,607,275,133,120,133,105,904,195,0,495,644,264,449,39,475,22,511,22,401,14,412,127,586,10,406,54,431,14,404,29,458,51,742,191,266,60,0,210,399,415,780,93,816,107,557,42,734,251,509,13,536,12,494,55,488,45,889,256,517,384,1465386026
470,266,434,276,760,38,482,248,266,285,411,268,0,30,133,285,796,251,473,231,429,230,612,39,439,288,489,212,817,200,420,239,815,184,866,217,876,184,409,221,458,404,802,170,676,278,0,330,576,252,819,31,735,46,823,50,421,212,815,192,671,251,558,395,797,38,459,276,282,35,435,256,442,247,433,265,499,266,824,60,847,93,412,102,740,95,902,93,403,142,881,263,462,142,554,32,481,32,290,167,872,286,870,272,566,431,417,113,522,417,522,427,467,113,421,138,563,22,412,300,885,103,466,127,133,270,756,266,841,159,576,264,0,480,520,407,744,276,126,220,607,275,133,120,133,105,904,195,0,495,644,264,449,39,475,22,511,22,401,14,412,127,586,10,406,54,431,14,404,29,458,51,742,191,266,60,0,210,399,415,780,93,816,107,557,42,734,251,509,13,536,12,494,55,488,45,889,256,517,384,1465386041
470,266,434,276,760,38,482,248,266,285,411,268,0,30,133,285,796,251,473,231,429,230,612,39,439,288,489,212,817,200,420,239,815,184,866,217,876,184,409,221,458,404,802,170,676,278,0,330,576,252,817,30,735,46,823,50,421,212,815,192,671,251,558,395,797,38,459,276,282,35,435,256,442,247,433,265,499,266,824,60,847,93,412,102,740,95,902,93,403,142,881,263,462,142,554,32,481,32,808,160,872,286,870,272,566,431,417,113,522,417,522,427,467,113,421,138,563,22,412,300,885,103,466,127,133,270,756,266,841,159,576,264,0,480,520,407,744,276,602,282,607,275,133,120,133,105,904,195,0,495,644,264,449,39,475,22,511,22,401,14,412,127,586,10,406,54,431,14,404,29,458,51,742,191,722,29,0,210,399,415,780,93,816,107,557,42,734,251,509,13,536,12,494,55,488,45,889,256,517,384,1465386056
470,266,434,276,760,38,482,248,266,285,411,268,0,30,865,51,796,251,473,231,429,230,612,39,439,288,489,212,817,200,420,239,815,184,866,217,876,184,409,221,458,404,802,170,676,278,656,394,576,252,817,30,735,46,823,50,421,212,815,192,671,251,558,395,797,38,459,276,282,35,435,256,442,247,433,265,499,266,824,60,847,93,412,102,740,95,902,93,403,142,881,263,462,142,554,32,481,32,808,160,872,286,870,272,566,431,417,113,522,417,522,427,467,113,421,138,563,22,412,300,885,103,466,127,133,270,756,266,841,159,576,264,714,279,520,407,744,276,602,282,607,275,133,120,133,105,904,195,485,394,644,264,449,39,475,22,511,22,401,14,412,127,586,10,406,54,431,14,404,29,458,51,742,191,722,29,0,210,399,415,780,93,816,107,557,42,734,251,509,13,536,12,494,55,488,45,889,256,517,384,1465386071
470,266,434,276,760,38,482,248,266,285,411,268,0,30,865,51,796,251,473,231,429,230,612,39,439,288,489,212,817,200,420,239,815,184,866,217,876,184,409,221,458,404,802,170,676,278,656,394,576,252,817,30,735,46,823,50,421,212,815,192,671,251,558,395,797,38,459,276,459,309,435,256,442,247,433,265,499,266,824,60,847,93,412,102,740,95,902,93,403,142,881,263,462,142,554,32,481,32,808,160,872,286,870,272,566,431,417,113,522,417,522,427,467,113,421,138,563,22,412,300,885,103,466,127,133,270,756,266,841,159,576,264,808,486,520,407,744,276,602,282,607,275,133,120,821,477,904,195,485,394,644,264,449,39,475,22,511,22,401,14,412,127,586,10,406,54,431,14,404,29,458,51,742,191,722,29,765,55,399,415,780,93,816,107,557,42,734,251,509,13,536,12,494,55,488,45,889,256,517,384,1465386086
470,266,434,276,760,38,482,248,867,489,411,268,502,244,865,51,796,251,473,231,429,230,612,39,439,288,489,212,817,200,420,239,815,184,866,217,876,184,409,221,458,404,802,170,676,278,656,394,576,252,817,30,735,46,823,50,421,212,815,192,671,251,558,395,797,38,459,276,459,309,435,256,442,247,433,265,499,266,824,60,847,93,412,102,740,95,902,93,403,142,881,263,462,142,554,32,481,32,808,160,872,286,870,272,566,431,417,113,522,417,522,427,467,113,421,138,563,22,412,300,885,103,466,127,776,468,756,266,841,159,576,264,808,486,520,407,744,276,602,282,607,275,764,395,821,477,904,195,485,394,644,264,449,39,475,22,511,22,401,14,412,127,586,10,406,54,431,14,404,29,458,51,742,191,722,29,765,55,399,415,780,93,816,107,557,42,734,251,509,13,536,12,494,55,488,45,889,256,517,384,1465386101
470,266,434,276,760,38,482,248,867,489,411,268,502,244,865,51,796,251,473,231,429,230,612,39,439,288,489,212,817,200,420,239,815,184,866,217,876,184,409,221,458,404,802,170,676,278,656,394,576,252,817,30,735,46,823,50,421,212,815,192,671,251,558,395,797,38,459,276,459,309,435,256,442,247,433,265,499,266,824,60,847,93,412,102,740,95,902,93,403,142,881,263,462,142,554,32,481,32,808,160,872,286,870,272,566,431,417,113,522,417,522,427,467,113,421,138,563,22,412,300,885,103,466,127,776,468,756,266,841,159,576,264,808,486,520,407,744,276,602,282,607,275,764,395,821,477,904,195,485,394,644,264,449,39,475,22,511,22,401,14,412,127,586,10,406,54,431,14,404,29,458,51,742,191,722,29,765,55,399,415,780,93,816,107,557,42,734,251,509,13,536,12,494,55,488,45,889,256,517,384,1465386129
470,266,434,276,760,38,482,248,867,489,411,268,502,244,865,51,796,251,473,231,429,230,612,39,439,288,489,212,817,200,420,239,815,184,866,217,876,184,409,221,458,404,802,170,676,278,656,394,576,252,817,30,735,46,823,50,421,212,815,192,671,251,558,395,797,38,459,276,459,309,435,256,442,247,433,265,499,266,824,60,847,93,412,102,740,95,902,93,403,142,881,263,462,142,554,32,481,32,808,160,872,286,870,272,566,431,417,113,522,417,522,427,467,113,421,138,563,22,412,300,885,103,466,127,776,468,756,266,841,159,576,264,808,486,520,407,744,276,602,282,607,275,764,395,821,477,904,195,485,394,644,264,449,39,475,22,511,22,401,14,412,127,586,10,406,54,431,14,404,29,458,51,742,191,722,29,765,55,399,415,780,93,816,107,557,42,734,251,509,13,536,12,494,55,488,45,889,256,517,384,1465386145
