266,(81-67)*15+15,133,(58-34)*15+15,0,3*15+15,266,(94-67)*15+15,0,8*15+15,133,(49-34)*15+15,133,(64-34)*15+15,266,(75-67)*15+15,133,(48-34)*15+15,0,16*15+15,133,(56-34)*15+15,0,1*15+15,0,28*15+15,266,(93-67)*15+15,133,(40-34)*15+15,133,(35-34)*15+15,266,(88-67)*15+15,266,(98-67)*15+15,266,(83-67)*15+15,0,19*15+15,133,(34-34)*15+15,0,21*15+15,0,9*15+15,133,(62-34)*15+15,0,22*15+15,133,(61-34)*15+15,133,(47-34)*15+15,266,(87-67)*15+15,133,(54-34)*15+15,0,10*15+15,266,(77-67)*15+15,266,(99-67)*15+15,0,27*15+15,0,5*15+15,266,(89-67)*15+15,266,(96-67)*15+15,133,(50-34)*15+15,0,26*15+15,0,32*15+15,133,(39-34)*15+15,133,(65-34)*15+15,266,(71-67)*15+15,266,(74-67)*15+15,266,(97-67)*15+15,266,(67-67)*15+15,133,(41-34)*15+15,0,7*15+15,266,(69-67)*15+15,266,(90-67)*15+15,133,(36-34)*15+15,0,29*15+15,0,25*15+15,133,(66-34)*15+15,133,(57-34)*15+15,133,(46-34)*15+15,266,(76-67)*15+15,266,(85-67)*15+15,266,(78-67)*15+15,133,(45-34)*15+15,0,20*15+15,0,31*15+15,0,0*15+15,266,(86-67)*15+15,133,(59-34)*15+15,0,23*15+15,0,2*15+15,0,4*15+15,133,(55-34)*15+15,133,(44-34)*15+15,0,18*15+15,266,(70-67)*15+15,0,24*15+15,266,(72-67)*15+15,0,6*15+15,133,(42-34)*15+15,0,14*15+15,133,(51-34)*15+15,0,33*15+15,133,(63-34)*15+15,266,(92-67)*15+15,266,(84-67)*15+15,0,17*15+15,266,(91-67)*15+15,0,13*15+15,133,(52-34)*15+15,133,(43-34)*15+15,0,12*15+15,133,(37-34)*15+15,266,(73-67)*15+15,266,(68-67)*15+15,0,11*15+15,266,(95-67)*15+15,133,(60-34)*15+15,0,15*15+15,266,(82-67)*15+15,133,(53-34)*15+15,133,(38-34)*15+15,266,(79-67)*15+15,266,(80-67)*15+15,0,30*15+15,1466073530
785,368,917,41,434,306,445,552,634,41,916,96,133,465,417,272,781,440,633,76,133,345,648,24,0,435,435,504,417,384,889,199,601,468,266,480,406,289,884,178,599,370,592,351,0,150,133,435,751,351,133,420,423,422,435,537,133,315,405,322,765,385,752,423,0,420,894,59,433,519,762,329,904,220,0,405,0,495,895,238,612,219,266,75,671,149,266,465,672,133,653,296,654,180,651,282,266,360,427,362,38,450,0,390,133,495,610,449,596,389,606,412,666,251,665,214,663,197,886,141,410,343,411,15,413,59,899,25,495,124,410,29,428,177,133,330,421,195,0,285,502,94,0,375,504,109,410,45,417,162,611,59,133,270,0,510,710,214,266,390,658,268,894,160,651,164,0,210,133,285,905,257,417,226,133,60,426,212,403,404,0,180,266,435,621,203,893,273,784,403,133,300,906,77,661,233,599,431,51,464,1466073988
785,368,917,41,434,306,445,552,634,41,916,96,133,465,417,272,781,440,633,76,777,480,648,24,0,435,435,504,417,384,889,199,601,468,266,480,406,289,884,178,599,370,592,351,0,150,133,435,751,351,133,420,423,422,435,537,133,315,405,322,765,385,752,423,0,420,894,59,433,519,762,329,904,220,0,405,0,495,895,238,612,219,775,459,671,149,266,465,672,133,653,296,654,180,651,282,266,360,427,362,38,450,0,390,133,495,610,449,596,389,606,412,666,251,665,214,663,197,886,141,410,343,411,15,413,59,899,25,495,124,410,29,428,177,409,72,421,195,0,285,502,94,0,375,504,109,410,45,417,162,611,59,133,270,0,510,710,214,266,390,658,268,894,160,651,164,0,210,133,285,905,257,417,226,133,60,426,212,403,404,0,180,266,435,621,203,893,273,784,403,133,300,906,77,661,233,599,431,51,464,1466074003
785,368,917,41,434,306,445,552,634,41,916,96,866,41,417,272,781,440,633,76,777,480,648,24,0,435,435,504,417,384,889,199,601,468,266,480,406,289,884,178,599,370,592,351,0,150,133,435,751,351,133,420,423,422,435,537,133,315,405,322,765,385,752,423,401,442,894,59,433,519,762,329,904,220,0,405,0,495,895,238,612,219,775,459,671,149,266,465,672,133,653,296,654,180,651,282,266,360,427,362,38,450,0,390,133,495,610,449,596,389,606,412,666,251,665,214,663,197,886,141,410,343,411,15,413,59,899,25,495,124,410,29,428,177,409,72,421,195,0,285,502,94,0,375,504,109,410,45,417,162,611,59,578,168,0,510,710,214,266,390,658,268,894,160,651,164,0,210,709,193,905,257,417,226,133,60,426,212,403,404,0,180,266,435,621,203,893,273,784,403,133,300,906,77,661,233,599,431,51,464,1466074018
785,368,917,41,434,306,445,552,634,41,916,96,866,41,417,272,781,440,633,76,777,480,648,24,0,435,435,504,417,384,889,199,601,468,266,480,406,289,884,178,599,370,592,351,766,515,876,292,751,351,507,137,423,422,435,537,761,497,405,322,765,385,752,423,401,442,894,59,433,519,762,329,904,220,0,405,0,495,895,238,612,219,775,459,671,149,419,458,672,133,653,296,654,180,651,282,266,360,427,362,38,450,0,390,133,495,610,449,596,389,606,412,666,251,665,214,663,197,886,141,410,343,411,15,413,59,899,25,495,124,410,29,428,177,409,72,421,195,0,285,502,94,0,375,504,109,410,45,417,162,611,59,605,183,0,510,710,214,266,390,658,268,894,160,651,164,0,210,709,193,905,257,417,226,133,60,426,212,403,404,0,180,504,82,621,203,893,273,784,403,603,333,906,77,661,233,599,431,51,464,1466074047
785,368,917,41,434,306,445,552,634,41,916,96,866,41,417,272,781,440,633,76,777,480,648,24,0,435,435,504,417,384,889,199,601,468,266,480,406,289,884,178,599,370,592,351,766,515,876,292,751,351,507,137,423,422,435,537,761,497,405,322,765,385,752,423,401,442,894,59,433,519,762,329,904,220,0,405,0,495,895,238,612,219,775,459,671,149,419,458,672,133,653,296,654,180,651,282,266,360,427,362,38,450,0,390,133,495,610,449,596,389,606,412,666,251,665,214,663,197,886,141,410,343,411,15,413,59,899,25,495,124,410,29,428,177,409,72,421,195,0,285,502,94,0,375,504,109,410,45,417,162,611,59,605,183,0,510,710,214,266,390,658,268,894,160,651,164,0,210,709,193,905,257,417,226,133,60,426,212,403,404,0,180,504,82,621,203,893,273,784,403,603,333,906,77,661,233,599,431,51,464,1466074048
785,368,917,41,434,306,445,552,634,41,916,96,866,41,417,272,781,440,633,76,777,480,648,24,0,435,435,504,417,384,889,199,601,468,771,534,406,289,884,178,599,370,592,351,766,515,876,292,751,351,507,137,423,422,435,537,761,497,405,322,765,385,752,423,401,442,894,59,433,519,762,329,904,220,0,405,0,495,895,238,612,219,775,459,671,149,419,458,672,133,653,296,654,180,651,282,905,310,427,362,38,450,0,390,133,495,610,449,596,389,606,412,666,251,665,214,663,197,886,141,410,343,411,15,413,59,899,25,495,124,410,29,428,177,409,72,421,195,0,285,502,94,0,375,504,109,410,45,417,162,611,59,605,183,0,510,710,214,266,390,658,268,894,160,651,164,0,210,709,193,905,257,417,226,133,60,426,212,403,404,720,174,504,82,621,203,893,273,784,403,603,333,906,77,661,233,599,431,51,464,1466074063
785,368,917,41,434,306,445,552,634,41,916,96,866,41,417,272,781,440,633,76,777,480,648,24,0,435,435,504,417,384,889,199,601,468,771,534,406,289,884,178,599,370,592,351,766,515,876,292,751,351,507,137,423,422,435,537,761,497,405,322,765,385,752,423,401,442,894,59,433,519,762,329,904,220,0,405,0,495,895,238,612,219,775,459,671,149,419,458,672,133,653,296,654,180,651,282,905,310,427,362,38,450,0,390,133,495,610,449,596,389,606,412,666,251,665,214,663,197,886,141,410,343,411,15,413,59,899,25,495,124,410,29,428,177,409,72,421,195,560,106,502,94,0,375,504,109,410,45,417,162,611,59,605,183,0,510,710,214,266,390,658,268,894,160,651,164,606,241,709,193,905,257,417,226,602,488,426,212,403,404,711,240,504,82,621,203,893,273,784,403,603,333,906,77,661,233,599,431,51,464,1466074078
785,368,917,41,434,306,445,552,634,41,916,96,866,41,417,272,781,440,633,76,777,480,648,24,904,344,435,504,417,384,889,199,601,468,771,534,406,289,884,178,599,370,592,351,766,515,876,292,751,351,507,137,423,422,435,537,761,497,405,322,765,385,752,423,401,442,894,59,433,519,762,329,904,220,907,329,0,495,895,238,612,219,775,459,671,149,419,458,672,133,653,296,654,180,651,282,905,310,427,362,909,361,402,89,133,495,610,449,596,389,606,412,666,251,665,214,663,197,886,141,410,343,411,15,413,59,899,25,495,124,410,29,428,177,409,72,421,195,560,106,502,94,576,121,504,109,410,45,417,162,611,59,605,183,0,510,710,214,266,390,658,268,894,160,651,164,606,241,709,193,905,257,417,226,602,488,426,212,403,404,711,240,504,82,621,203,893,273,784,403,603,333,906,77,661,233,599,431,51,464,1466074093
785,368,917,41,434,306,445,552,634,41,916,96,866,41,417,272,781,440,633,76,777,480,648,24,904,344,435,504,417,384,889,199,601,468,771,534,406,289,884,178,599,370,592,351,766,515,876,292,751,351,507,137,423,422,435,537,761,497,405,322,765,385,752,423,401,442,894,59,433,519,762,329,904,220,907,329,907,376,895,238,612,219,775,459,671,149,419,458,672,133,653,296,654,180,651,282,905,310,427,362,909,361,402,89,133,495,610,449,596,389,606,412,666,251,665,214,663,197,886,141,410,343,411,15,413,59,899,25,495,124,410,29,428,177,409,72,421,195,560,106,502,94,576,121,504,109,410,45,417,162,611,59,605,183,614,263,710,214,726,262,658,268,894,160,651,164,606,241,709,193,905,257,417,226,602,488,426,212,403,404,711,240,504,82,621,203,893,273,784,403,603,333,906,77,661,233,599,431,854,77,1466074108
785,368,917,41,434,306,445,552,634,41,916,96,866,41,417,272,781,440,633,76,777,480,648,24,904,344,435,504,417,384,889,199,601,468,771,534,406,289,884,178,599,370,592,351,766,515,876,292,751,351,507,137,423,422,435,537,761,497,405,322,765,385,752,423,401,442,894,59,433,519,762,329,904,220,907,329,907,376,895,238,612,219,775,459,671,149,419,458,672,133,653,296,654,180,651,282,905,310,427,362,909,361,402,89,416,565,610,449,596,389,606,412,666,251,665,214,663,197,886,141,410,343,411,15,413,59,899,25,495,124,410,29,428,177,409,72,421,195,560,106,502,94,576,121,504,109,410,45,417,162,611,59,605,183,614,263,710,214,726,262,658,268,894,160,651,164,606,241,709,193,905,257,417,226,602,488,426,212,403,404,711,240,504,82,621,203,893,273,784,403,603,333,906,77,661,233,599,431,854,77,1466074116
