266,(81-67)*15+15,133,(58-34)*15+15,0,3*15+15,266,(94-67)*15+15,0,8*15+15,133,(49-34)*15+15,133,(64-34)*15+15,266,(75-67)*15+15,133,(48-34)*15+15,0,16*15+15,133,(56-34)*15+15,0,1*15+15,0,28*15+15,266,(93-67)*15+15,133,(40-34)*15+15,133,(35-34)*15+15,266,(88-67)*15+15,266,(98-67)*15+15,266,(83-67)*15+15,0,19*15+15,133,(34-34)*15+15,0,21*15+15,0,9*15+15,133,(62-34)*15+15,0,22*15+15,133,(61-34)*15+15,133,(47-34)*15+15,266,(87-67)*15+15,133,(54-34)*15+15,0,10*15+15,266,(77-67)*15+15,266,(99-67)*15+15,0,27*15+15,0,5*15+15,266,(89-67)*15+15,266,(96-67)*15+15,133,(50-34)*15+15,0,26*15+15,0,32*15+15,133,(39-34)*15+15,133,(65-34)*15+15,266,(71-67)*15+15,266,(74-67)*15+15,266,(97-67)*15+15,266,(67-67)*15+15,133,(41-34)*15+15,0,7*15+15,266,(69-67)*15+15,266,(90-67)*15+15,133,(36-34)*15+15,0,29*15+15,0,25*15+15,133,(66-34)*15+15,133,(57-34)*15+15,133,(46-34)*15+15,266,(76-67)*15+15,266,(85-67)*15+15,266,(78-67)*15+15,133,(45-34)*15+15,0,20*15+15,0,31*15+15,0,0*15+15,266,(86-67)*15+15,133,(59-34)*15+15,0,23*15+15,0,2*15+15,0,4*15+15,133,(55-34)*15+15,133,(44-34)*15+15,0,18*15+15,266,(70-67)*15+15,0,24*15+15,266,(72-67)*15+15,0,6*15+15,133,(42-34)*15+15,0,14*15+15,133,(51-34)*15+15,0,33*15+15,133,(63-34)*15+15,266,(92-67)*15+15,266,(84-67)*15+15,0,17*15+15,266,(91-67)*15+15,0,13*15+15,133,(52-34)*15+15,133,(43-34)*15+15,0,12*15+15,133,(37-34)*15+15,266,(73-67)*15+15,266,(68-67)*15+15,0,11*15+15,266,(95-67)*15+15,133,(60-34)*15+15,0,15*15+15,266,(82-67)*15+15,133,(53-34)*15+15,133,(38-34)*15+15,266,(79-67)*15+15,266,(80-67)*15+15,0,30*15+15,1466073530
266,225,133,375,434,306,266,420,634,41,133,240,133,465,266,135,133,225,633,76,133,345,648,24,0,435,266,405,417,384,133,30,266,330,266,480,266,255,0,300,724,268,0,330,0,150,133,435,0,345,133,420,133,210,440,461,133,315,405,322,266,165,266,495,0,420,0,90,266,344,266,450,133,255,0,405,0,495,133,90,133,480,266,75,266,120,266,465,266,15,133,120,0,120,266,45,266,360,427,362,0,450,0,390,133,495,133,360,723,227,729,246,266,285,266,180,133,180,0,315,410,343,411,15,266,300,133,390,0,360,410,29,0,75,133,330,133,165,0,285,266,60,0,375,266,90,410,45,133,135,611,59,133,270,0,510,133,450,266,390,266,270,0,270,266,375,0,210,133,285,133,150,0,195,133,60,266,105,266,30,0,180,266,435,133,405,0,240,266,240,133,300,133,75,266,195,266,210,0,465,1466073703
266,225,133,375,434,306,447,500,634,41,133,240,133,465,266,135,133,225,633,76,133,345,648,24,0,435,266,405,417,384,133,30,266,330,266,480,266,255,0,300,599,370,0,330,0,150,133,435,0,345,133,420,133,210,440,461,133,315,405,322,266,165,266,495,0,420,0,90,437,480,266,450,133,255,0,405,0,495,133,90,133,480,266,75,266,120,266,465,266,15,133,120,0,120,266,45,266,360,427,362,0,450,0,390,133,495,133,360,592,397,729,246,266,285,266,180,133,180,0,315,410,343,411,15,266,300,133,390,0,360,410,29,0,75,133,330,133,165,0,285,266,60,0,375,266,90,410,45,133,135,611,59,133,270,0,510,133,450,266,390,266,270,0,270,266,375,0,210,133,285,133,150,0,195,133,60,266,105,266,30,0,180,266,435,133,405,0,240,266,240,133,300,133,75,266,195,266,210,0,465,1466073718
266,225,133,375,434,306,447,500,634,41,133,240,133,465,266,135,133,225,633,76,133,345,648,24,0,435,266,405,417,384,133,30,266,330,266,480,266,255,0,300,599,370,0,330,0,150,133,435,0,345,133,420,133,210,440,461,133,315,405,322,266,165,266,495,0,420,0,90,437,480,266,450,133,255,0,405,0,495,133,90,133,480,266,75,266,120,266,465,266,15,133,120,0,120,266,45,266,360,427,362,0,450,0,390,133,495,133,360,596,389,606,412,266,285,266,180,133,180,0,315,410,343,411,15,266,300,133,390,0,360,410,29,0,75,133,330,133,165,0,285,266,60,0,375,266,90,410,45,133,135,611,59,133,270,0,510,133,450,266,390,266,270,0,270,266,375,0,210,133,285,133,150,0,195,133,60,266,105,266,30,0,180,266,435,133,405,0,240,266,240,133,300,133,75,266,195,266,210,0,465,1466073733
266,225,917,41,434,306,447,500,634,41,133,240,133,465,266,135,133,225,633,76,133,345,648,24,0,435,266,405,417,384,133,30,266,330,266,480,266,255,0,300,599,370,0,330,0,150,133,435,0,345,133,420,133,210,440,461,133,315,405,322,266,165,266,495,0,420,0,90,437,480,266,450,133,255,0,405,0,495,133,90,133,480,266,75,266,120,266,465,266,15,133,120,0,120,266,45,266,360,427,362,0,450,0,390,133,495,133,360,596,389,606,412,266,285,266,180,133,180,0,315,410,343,411,15,266,300,899,25,0,360,410,29,0,75,133,330,133,165,0,285,266,60,0,375,266,90,410,45,133,135,611,59,133,270,0,510,133,450,266,390,266,270,0,270,266,375,0,210,133,285,133,150,0,195,133,60,266,105,266,30,0,180,266,435,133,405,0,240,266,240,133,300,133,75,266,195,266,210,0,465,1466073748
266,225,917,41,434,306,447,500,634,41,133,240,133,465,266,135,133,225,633,76,133,345,648,24,0,435,266,405,417,384,133,30,266,330,266,480,266,255,882,180,599,370,0,330,0,150,133,435,0,345,133,420,133,210,440,461,133,315,405,322,266,165,266,495,0,420,894,59,437,480,266,450,133,255,0,405,0,495,133,90,133,480,266,75,266,120,266,465,266,15,133,120,0,120,266,45,266,360,427,362,0,450,0,390,133,495,133,360,596,389,606,412,266,285,266,180,133,180,886,141,410,343,411,15,266,300,899,25,0,360,410,29,0,75,133,330,133,165,0,285,266,60,0,375,266,90,410,45,133,135,611,59,133,270,0,510,133,450,266,390,266,270,894,160,266,375,0,210,133,285,133,150,0,195,133,60,266,105,266,30,0,180,266,435,133,405,0,240,266,240,133,300,133,75,266,195,266,210,0,465,1466073763
266,225,917,41,434,306,447,500,634,41,133,240,133,465,266,135,133,225,633,76,133,345,648,24,0,435,266,405,417,384,889,199,266,330,266,480,266,255,884,178,599,370,592,351,0,150,133,435,751,351,133,420,133,210,440,461,133,315,405,322,266,165,266,495,0,420,894,59,437,480,266,450,133,255,0,405,0,495,133,90,133,480,266,75,266,120,266,465,266,15,133,120,0,120,266,45,266,360,427,362,0,450,0,390,133,495,133,360,596,389,606,412,266,285,266,180,133,180,886,141,410,343,411,15,266,300,899,25,0,360,410,29,0,75,133,330,133,165,0,285,266,60,0,375,266,90,410,45,133,135,611,59,133,270,0,510,133,450,266,390,266,270,894,160,266,375,0,210,133,285,133,150,0,195,133,60,266,105,266,30,0,180,266,435,133,405,0,240,266,240,133,300,133,75,266,195,266,210,0,465,1466073778
785,368,917,41,434,306,447,500,634,41,133,240,133,465,266,135,133,225,633,76,133,345,648,24,0,435,266,405,417,384,889,199,266,330,266,480,266,255,884,178,599,370,592,351,0,150,133,435,751,351,133,420,133,210,440,461,133,315,405,322,266,165,266,495,0,420,894,59,437,480,266,450,133,255,0,405,0,495,133,90,133,480,266,75,266,120,266,465,266,15,133,120,0,120,266,45,266,360,427,362,0,450,0,390,133,495,133,360,596,389,606,412,266,285,266,180,133,180,886,141,410,343,411,15,266,300,899,25,0,360,410,29,428,177,133,330,133,165,0,285,266,60,0,375,266,90,410,45,133,135,611,59,133,270,0,510,133,450,266,390,266,270,894,160,266,375,0,210,133,285,133,150,0,195,133,60,266,105,266,30,0,180,266,435,133,405,0,240,266,240,133,300,133,75,266,195,266,210,0,465,1466073793
785,368,917,41,434,306,447,500,634,41,133,240,133,465,266,135,133,225,633,76,133,345,648,24,0,435,266,405,417,384,889,199,266,330,266,480,266,255,884,178,599,370,592,351,0,150,133,435,751,351,133,420,133,210,440,461,133,315,405,322,765,385,266,495,0,420,894,59,437,480,266,450,133,255,0,405,0,495,133,90,133,480,266,75,266,120,266,465,266,15,133,120,0,120,266,45,266,360,427,362,0,450,0,390,133,495,133,360,596,389,606,412,266,285,266,180,133,180,886,141,410,343,411,15,266,300,899,25,0,360,410,29,428,177,133,330,421,195,0,285,266,60,0,375,266,90,410,45,133,135,611,59,133,270,0,510,133,450,266,390,266,270,894,160,266,375,0,210,133,285,133,150,0,195,133,60,266,105,266,30,0,180,266,435,133,405,0,240,784,403,133,300,133,75,266,195,266,210,0,465,1466073808
785,368,917,41,434,306,447,500,634,41,133,240,133,465,266,135,133,225,633,76,133,345,648,24,0,435,266,405,417,384,889,199,266,330,266,480,266,255,884,178,599,370,592,351,0,150,133,435,751,351,133,420,133,210,440,461,133,315,405,322,765,385,266,495,0,420,894,59,437,480,266,450,133,255,0,405,0,495,133,90,133,480,266,75,266,120,266,465,266,15,133,120,654,180,266,45,266,360,427,362,0,450,0,390,133,495,133,360,596,389,606,412,266,285,665,214,663,197,886,141,410,343,411,15,266,300,899,25,0,360,410,29,428,177,133,330,421,195,0,285,266,60,0,375,266,90,410,45,133,135,611,59,133,270,0,510,133,450,266,390,266,270,894,160,266,375,0,210,133,285,133,150,0,195,133,60,266,105,266,30,0,180,266,435,133,405,0,240,784,403,133,300,133,75,661,233,266,210,0,465,1466073823
785,368,917,41,434,306,447,500,634,41,133,240,133,465,266,135,133,225,633,76,133,345,648,24,0,435,266,405,417,384,889,199,266,330,266,480,266,255,884,178,599,370,592,351,0,150,133,435,751,351,133,420,133,210,440,461,133,315,405,322,765,385,266,495,0,420,894,59,437,480,266,450,133,255,0,405,0,495,133,90,133,480,266,75,671,149,266,465,266,15,133,120,654,180,266,45,266,360,427,362,0,450,0,390,133,495,133,360,596,389,606,412,666,251,665,214,663,197,886,141,410,343,411,15,266,300,899,25,0,360,410,29,428,177,133,330,421,195,0,285,266,60,0,375,266,90,410,45,133,135,611,59,133,270,0,510,133,450,266,390,266,270,894,160,651,164,0,210,133,285,133,150,0,195,133,60,266,105,590,337,0,180,266,435,133,405,0,240,784,403,133,300,133,75,661,233,266,210,0,465,1466073838
785,368,917,41,434,306,447,500,634,41,133,240,133,465,417,272,133,225,633,76,133,345,648,24,0,435,266,405,417,384,889,199,266,330,266,480,406,289,884,178,599,370,592,351,0,150,133,435,751,351,133,420,133,210,440,461,133,315,405,322,765,385,266,495,0,420,894,59,437,480,266,450,133,255,0,405,0,495,133,90,133,480,266,75,671,149,266,465,266,15,133,120,654,180,266,45,266,360,427,362,0,450,0,390,133,495,133,360,596,389,606,412,666,251,665,214,663,197,886,141,410,343,411,15,266,300,899,25,0,360,410,29,428,177,133,330,421,195,0,285,266,60,0,375,266,90,410,45,133,135,611,59,133,270,0,510,133,450,266,390,658,268,894,160,651,164,0,210,133,285,133,150,0,195,133,60,266,105,403,404,0,180,266,435,133,405,0,240,784,403,133,300,133,75,661,233,266,210,0,465,1466073853
785,368,917,41,434,306,445,552,634,41,133,240,133,465,417,272,133,225,633,76,133,345,648,24,0,435,435,504,417,384,889,199,266,330,266,480,406,289,884,178,599,370,592,351,0,150,133,435,751,351,133,420,423,422,435,537,133,315,405,322,765,385,266,495,0,420,894,59,433,519,266,450,133,255,0,405,0,495,133,90,133,480,266,75,671,149,266,465,266,15,133,120,654,180,266,45,266,360,427,362,0,450,0,390,133,495,133,360,596,389,606,412,666,251,665,214,663,197,886,141,410,343,411,15,266,300,899,25,0,360,410,29,428,177,133,330,421,195,0,285,266,60,0,375,266,90,410,45,133,135,611,59,133,270,0,510,133,450,266,390,658,268,894,160,651,164,0,210,133,285,133,150,0,195,133,60,266,105,403,404,0,180,266,435,133,405,0,240,784,403,133,300,133,75,661,233,599,431,0,465,1466073868
785,368,917,41,434,306,445,552,634,41,133,240,133,465,417,272,781,440,633,76,133,345,648,24,0,435,435,504,417,384,889,199,266,330,266,480,406,289,884,178,599,370,592,351,0,150,133,435,751,351,133,420,423,422,435,537,133,315,405,322,765,385,752,423,0,420,894,59,433,519,762,329,765,316,0,405,0,495,133,90,133,480,266,75,671,149,266,465,266,15,133,120,654,180,266,45,266,360,427,362,0,450,0,390,133,495,133,360,596,389,606,412,666,251,665,214,663,197,886,141,410,343,411,15,266,300,899,25,0,360,410,29,428,177,133,330,421,195,0,285,266,60,0,375,266,90,410,45,133,135,611,59,133,270,0,510,133,450,266,390,658,268,894,160,651,164,0,210,133,285,133,150,0,195,133,60,266,105,403,404,0,180,266,435,133,405,0,240,784,403,133,300,133,75,661,233,599,431,0,465,1466073883
785,368,917,41,434,306,445,552,634,41,133,240,133,465,417,272,781,440,633,76,133,345,648,24,0,435,435,504,417,384,889,199,266,330,266,480,406,289,884,178,599,370,592,351,0,150,133,435,751,351,133,420,423,422,435,537,133,315,405,322,765,385,752,423,0,420,894,59,433,519,762,329,904,220,0,405,0,495,895,238,133,480,266,75,671,149,266,465,672,133,133,120,654,180,266,45,266,360,427,362,0,450,0,390,133,495,133,360,596,389,606,412,666,251,665,214,663,197,886,141,410,343,411,15,266,300,899,25,0,360,410,29,428,177,133,330,421,195,0,285,266,60,0,375,266,90,410,45,133,135,611,59,133,270,0,510,133,450,266,390,658,268,894,160,651,164,0,210,133,285,133,150,0,195,133,60,266,105,403,404,0,180,266,435,133,405,0,240,784,403,133,300,906,77,661,233,599,431,0,465,1466073898
785,368,917,41,434,306,445,552,634,41,133,240,133,465,417,272,781,440,633,76,133,345,648,24,0,435,435,504,417,384,889,199,266,330,266,480,406,289,884,178,599,370,592,351,0,150,133,435,751,351,133,420,423,422,435,537,133,315,405,322,765,385,752,423,0,420,894,59,433,519,762,329,904,220,0,405,0,495,895,238,133,480,266,75,671,149,266,465,672,133,653,296,654,180,651,282,266,360,427,362,0,450,0,390,133,495,133,360,596,389,606,412,666,251,665,214,663,197,886,141,410,343,411,15,266,300,899,25,0,360,410,29,428,177,133,330,421,195,0,285,502,94,0,375,504,109,410,45,133,135,611,59,133,270,0,510,133,450,266,390,658,268,894,160,651,164,0,210,133,285,133,150,0,195,133,60,266,105,403,404,0,180,266,435,133,405,0,240,784,403,133,300,906,77,661,233,599,431,0,465,1466073913
785,368,917,41,434,306,445,552,634,41,916,96,133,465,417,272,781,440,633,76,133,345,648,24,0,435,435,504,417,384,889,199,266,330,266,480,406,289,884,178,599,370,592,351,0,150,133,435,751,351,133,420,423,422,435,537,133,315,405,322,765,385,752,423,0,420,894,59,433,519,762,329,904,220,0,405,0,495,895,238,133,480,266,75,671,149,266,465,672,133,653,296,654,180,651,282,266,360,427,362,0,450,0,390,133,495,133,360,596,389,606,412,666,251,665,214,663,197,886,141,410,343,411,15,266,300,899,25,0,360,410,29,428,177,133,330,421,195,0,285,502,94,0,375,504,109,410,45,133,135,611,59,133,270,0,510,133,450,266,390,658,268,894,160,651,164,0,210,133,285,905,257,0,195,133,60,266,105,403,404,0,180,266,435,133,405,0,240,784,403,133,300,906,77,661,233,599,431,0,465,1466073928
785,368,917,41,434,306,445,552,634,41,916,96,133,465,417,272,781,440,633,76,133,345,648,24,0,435,435,504,417,384,889,199,266,330,266,480,406,289,884,178,599,370,592,351,0,150,133,435,751,351,133,420,423,422,435,537,133,315,405,322,765,385,752,423,0,420,894,59,433,519,762,329,904,220,0,405,0,495,895,238,612,219,266,75,671,149,266,465,672,133,653,296,654,180,651,282,266,360,427,362,38,450,0,390,133,495,133,360,596,389,606,412,666,251,665,214,663,197,886,141,410,343,411,15,266,300,899,25,495,124,410,29,428,177,133,330,421,195,0,285,502,94,0,375,504,109,410,45,133,135,611,59,133,270,0,510,133,450,266,390,658,268,894,160,651,164,0,210,133,285,905,257,0,195,133,60,266,105,403,404,0,180,266,435,908,268,0,240,784,403,133,300,906,77,661,233,599,431,51,464,1466073943
785,368,917,41,434,306,445,552,634,41,916,96,133,465,417,272,781,440,633,76,133,345,648,24,0,435,435,504,417,384,889,199,266,330,266,480,406,289,884,178,599,370,592,351,0,150,133,435,751,351,133,420,423,422,435,537,133,315,405,322,765,385,752,423,0,420,894,59,433,519,762,329,904,220,0,405,0,495,895,238,612,219,266,75,671,149,266,465,672,133,653,296,654,180,651,282,266,360,427,362,38,450,0,390,133,495,133,360,596,389,606,412,666,251,665,214,663,197,886,141,410,343,411,15,413,59,899,25,495,124,410,29,428,177,133,330,421,195,0,285,502,94,0,375,504,109,410,45,420,161,611,59,133,270,0,510,133,450,266,390,658,268,894,160,651,164,0,210,133,285,905,257,0,195,133,60,426,212,403,404,0,180,266,435,621,203,0,240,784,403,133,300,906,77,661,233,599,431,51,464,1466073958
785,368,917,41,434,306,445,552,634,41,916,96,133,465,417,272,781,440,633,76,133,345,648,24,0,435,435,504,417,384,889,199,266,330,266,480,406,289,884,178,599,370,592,351,0,150,133,435,751,351,133,420,423,422,435,537,133,315,405,322,765,385,752,423,0,420,894,59,433,519,762,329,904,220,0,405,0,495,895,238,612,219,266,75,671,149,266,465,672,133,653,296,654,180,651,282,266,360,427,362,38,450,0,390,133,495,610,449,596,389,606,412,666,251,665,214,663,197,886,141,410,343,411,15,413,59,899,25,495,124,410,29,428,177,133,330,421,195,0,285,502,94,0,375,504,109,410,45,417,162,611,59,133,270,0,510,133,450,266,390,658,268,894,160,651,164,0,210,133,285,905,257,417,226,133,60,426,212,403,404,0,180,266,435,621,203,893,273,784,403,133,300,906,77,661,233,599,431,51,464,1466073973
