1476954494045,380,215
1476954494046,380,215
1476954494062,300,205
1476954494062,300,205
1476954494079,233,199
1476954494079,233,199
1476954494096,166,202
1476954494097,166,202
1476954494113,134,208
1476954494113,134,208
1476954494130,120,213
1476954494130,120,213
1476954494146,118,218
1476954494147,118,218
1476954494164,118,219
1476954494165,118,219
1476954494181,119,223
1476954494182,119,223
1476954494199,120,226
1476954494199,120,226
1476954494216,122,229
1476954494216,122,229
1476954494233,123,231
1476954494233,123,231
1476954494250,123,231
1476954494250,123,231
1476954494898,123,232
1476954494899,123,232
1476954494916,123,233
1476954494917,123,233
1476954494933,122,235
1476954494934,122,235
1476954494950,121,236
1476954494951,121,236
1476954494978,121,237
1476954494979,121,237
1476954501840,125,218
1476954501840,125,218
1476954501857,135,178
1476954501857,135,178
1476954501874,143,138
1476954501874,143,138
1476954501891,143,97
1476954501892,143,97
1476954501908,136,74
1476954501908,136,74
1476954501926,127,62
1476954501926,127,62
1476954501942,121,60
1476954501943,121,60
1476954501960,118,60
1476954501960,118,60
1476954501977,114,61
1476954501977,114,61
1476954501994,109,67
1476954501994,109,67
1476954502011,107,75
1476954502011,107,75
1476954502029,106,89
1476954502029,106,89
1476954502046,106,104
1476954502046,106,104
1476954502064,109,120
1476954502064,109,120
1476954502081,112,129
1476954502081,112,129
1476954502098,113,137
1476954502098,113,137
1476954502116,115,140
1476954502116,115,140
1476954502166,115,139
1476954502166,115,139
1476954502183,117,137
1476954502183,117,137
1476954502200,121,128
1476954502200,121,128
1476954502217,125,113
1476954502218,125,113
1476954502234,128,102
1476954502235,128,102
1476954502252,129,94
1476954502252,129,94
1476954502269,130,91
1476954502269,130,91
1476954502286,130,89
1476954502287,130,89
1476954502303,130,87
1476954502303,130,87
1476954502324,130,86
1476954502325,130,86
1476954502342,130,85
1476954502342,130,85
1476954502358,130,81
1476954502359,130,81
1476954502376,129,77
1476954502376,129,77
1476954502392,126,71
1476954502393,126,71
1476954502410,121,66
1476954502410,121,66
1476954502429,116,63
1476954502429,116,63
1476954502444,113,61
1476954502445,113,61
1476954502461,110,60
1476954502462,110,60
1476954502478,109,60
1476954502478,109,60
1476954502495,106,60
1476954502496,106,60
1476954502513,100,60
1476954502513,100,60
1476954502530,98,62
1476954502530,98,62
1476954502548,96,62
1476954502548,96,62
1476954502565,95,63
1476954502565,95,63
1476954502661,94,63
1476954502661,94,63
1476954502678,93,62
1476954502678,93,62
1476954502695,92,60
1476954502695,92,60
1476954502712,92,59
1476954502712,92,59
1476954502730,92,55
1476954502730,92,55
1476954502747,92,54
1476954502747,92,54
1476954502765,93,52
1476954502765,93,52
1476954502782,93,51
1476954502783,93,51
1476954502908,93,52
1476954502925,93,55
1476954502943,93,57
1476954502960,93,60
1476954502977,94,62
1476954502995,94,65
1476954503012,94,66
1476954503030,94,67
1476954503046,94,69
1476954503067,94,69
1476954503089,94,70
1476954503108,94,72
1476954503125,94,72
1476954503141,94,74
1476954503157,95,75
1476954503179,96,76
1476954503197,96,78
1476954503213,96,78
1476954503325,96,77
1476954503342,96,74
1476954503359,96,71
1476954503377,96,68
1476954503394,95,65
1476954503411,95,62
1476954503428,94,59
1476954503445,94,57
1476954503462,94,54
1476954503480,94,53
1476954503497,93,50
1476954503515,93,47
1476954503533,93,46
1476954503549,93,45
1476954503628,93,46
1476954503646,93,49
1476954503662,93,52
1476954503680,94,58
1476954503697,96,62
1476954503714,97,66
1476954503731,97,68
1476954503749,99,68
1476954503766,99,69
1476954503798,99,70
1476954503815,99,72
1476954503832,100,73
1476954503850,101,75
1476954503867,102,78
1476954503867,102,78
1476954503899,105,78
1476954503899,105,78
1476954503916,111,76
1476954503917,111,76
1476954503933,117,74
1476954503933,117,74
1476954503951,120,71
1476954503951,120,71
1476954503967,126,67
1476954503968,126,67
1476954503985,130,65
1476954503985,130,65
1476954504002,134,63
1476954504002,134,63
1476954504019,139,62
1476954504020,139,62
1476954504036,140,61
1476954504036,140,61
1476954504054,143,61
1476954504054,143,61
1476954504089,143,60
1476954504090,143,60
1476954504247,143,61
1476954504264,143,62
1476954504281,142,64
1476954504298,142,67
1476954504316,140,70
1476954504333,139,71
1476954504350,137,73
1476954504367,136,75
1476954504539,136,74
1476954504558,137,69
1476954504575,139,64
1476954504592,141,58
1476954504608,143,55
1476954504625,143,54
1476954504642,143,52
1476954504810,142,53
1476954504826,141,55
1476954504843,139,58
1476954504860,138,61
1476954504878,136,64
1476954504896,136,67
1476954504912,136,68
1476954504930,136,70
1476954504947,136,70
1476954504964,134,70
1476954505080,136,68
1476954505097,138,64
1476954505114,141,57
1476954505131,144,51
1476954505148,145,46
1476954505166,147,45
1476954505372,147,46
1476954505372,147,46
1476954505389,148,49
1476954505390,148,49
1476954505407,154,58
1476954505407,154,58
1476954505424,161,66
1476954505425,161,66
1476954505441,184,89
1476954505441,184,89
1476954505458,223,117
1476954505459,223,117
1476954505475,305,163
1476954505475,305,163
1476954505528,677,411
1476954505528,677,411
1476954505544,725,459
1476954505545,725,459
1476954505561,741,491
1476954505561,741,491
1476954505578,748,528
1476954505578,748,528
1476954505596,748,565
1476954505596,748,565
1476954505613,749,590
1476954505613,749,590
-1,-1,-1
1476954502863,93,51
1476954502908,93,52
1476954502925,93,55
1476954502943,93,57
1476954502960,93,60
1476954502977,94,62
1476954502995,94,65
1476954503012,94,66
1476954503030,94,67
1476954503046,94,69
1476954503067,94,69
1476954503089,94,70
1476954503108,94,72
1476954503125,94,72
1476954503141,94,74
1476954503157,95,75
1476954503179,96,76
1476954503197,96,78
1476954503213,96,78
1476954503325,96,77
1476954503342,96,74
1476954503359,96,71
1476954503377,96,68
1476954503394,95,65
1476954503411,95,62
1476954503428,94,59
1476954503445,94,57
1476954503462,94,54
1476954503480,94,53
1476954503497,93,50
1476954503515,93,47
1476954503533,93,46
1476954503549,93,45
1476954503628,93,46
1476954503646,93,49
1476954503662,93,52
1476954503680,94,58
1476954503697,96,62
1476954503714,97,66
1476954503731,97,68
1476954503749,99,68
1476954503766,99,69
1476954503798,99,70
1476954503815,99,72
1476954503832,100,73
1476954503850,101,75
1476954504225,143,60
1476954504247,143,61
1476954504264,143,62
1476954504281,142,64
1476954504298,142,67
1476954504316,140,70
1476954504333,139,71
1476954504350,137,73
1476954504367,136,75
1476954504539,136,74
1476954504558,137,69
1476954504575,139,64
1476954504592,141,58
1476954504608,143,55
1476954504625,143,54
1476954504642,143,52
1476954504810,142,53
1476954504826,141,55
1476954504843,139,58
1476954504860,138,61
1476954504878,136,64
1476954504896,136,67
1476954504912,136,68
1476954504930,136,70
1476954504947,136,70
1476954504964,134,70
1476954505080,136,68
1476954505097,138,64
1476954505114,141,57
1476954505131,144,51
1476954505148,145,46
1476954505166,147,45
-1,-1,-1
1476954502863,,
1476954504225,,
-1,-1,-1
1476954503854,,
1476954505327,,
