266,(98-67)*15+15,266,(93-67)*15+15,266,(80-67)*15+15,266,(88-67)*15+15,266,(96-67)*15+15,266,(99-67)*15+15,133,(47-34)*15+15,133,(63-34)*15+15,0,2*15+15,0,4*15+15,133,(41-34)*15+15,266,(81-67)*15+15,266,(86-67)*15+15,0,8*15+15,0,22*15+15,266,(73-67)*15+15,133,(46-34)*15+15,133,(39-34)*15+15,0,17*15+15,266,(71-67)*15+15,0,30*15+15,133,(42-34)*15+15,266,(67-67)*15+15,133,(34-34)*15+15,0,12*15+15,133,(59-34)*15+15,266,(75-67)*15+15,0,7*15+15,133,(44-34)*15+15,266,(72-67)*15+15,266,(90-67)*15+15,0,27*15+15,0,28*15+15,0,10*15+15,266,(68-67)*15+15,0,3*15+15,266,(94-67)*15+15,0,29*15+15,0,13*15+15,266,(84-67)*15+15,266,(89-67)*15+15,266,(76-67)*15+15,133,(64-34)*15+15,266,(97-67)*15+15,266,(74-67)*15+15,266,(78-67)*15+15,133,(53-34)*15+15,133,(43-34)*15+15,266,(70-67)*15+15,133,(49-34)*15+15,0,24*15+15,266,(92-67)*15+15,0,23*15+15,133,(56-34)*15+15,266,(79-67)*15+15,0,11*15+15,133,(57-34)*15+15,133,(62-34)*15+15,0,26*15+15,0,5*15+15,0,6*15+15,266,(85-67)*15+15,266,(87-67)*15+15,133,(48-34)*15+15,0,20*15+15,133,(55-34)*15+15,133,(50-34)*15+15,133,(65-34)*15+15,0,21*15+15,0,9*15+15,133,(40-34)*15+15,133,(51-34)*15+15,133,(37-34)*15+15,133,(54-34)*15+15,266,(91-67)*15+15,266,(82-67)*15+15,266,(69-67)*15+15,0,25*15+15,0,33*15+15,133,(35-34)*15+15,133,(45-34)*15+15,0,16*15+15,133,(60-34)*15+15,0,18*15+15,0,1*15+15,266,(95-67)*15+15,133,(66-34)*15+15,0,15*15+15,0,14*15+15,266,(83-67)*15+15,266,(77-67)*15+15,0,31*15+15,0,19*15+15,133,(36-34)*15+15,0,0*15+15,0,32*15+15,133,(52-34)*15+15,133,(61-34)*15+15,133,(38-34)*15+15,133,(58-34)*15+15,1464599216
266,480,266,405,266,210,266,330,266,450,266,495,133,210,133,450,729,171,524,178,133,120,266,225,266,300,0,135,0,345,266,105,133,195,133,90,0,270,266,75,0,465,133,135,266,15,133,15,0,195,133,390,266,135,914,421,133,165,266,90,266,360,490,58,850,435,0,165,266,30,698,104,266,420,0,450,545,229,266,270,266,345,266,150,133,465,266,465,266,120,266,180,133,300,133,150,266,60,133,240,0,375,266,390,869,375,516,305,266,195,844,401,133,360,133,435,0,405,583,131,903,556,266,285,266,315,133,225,0,315,133,330,133,255,133,480,0,330,0,150,133,105,133,270,133,60,133,315,266,375,266,240,266,45,506,445,473,495,527,476,133,180,449,309,133,405,437,439,467,462,266,435,133,495,0,240,0,225,266,255,266,165,0,480,0,300,133,45,431,37,652,334,133,285,133,420,133,75,133,375,1464599347
266,480,266,405,266,210,266,330,266,450,266,495,133,210,133,450,729,171,524,178,133,120,266,225,266,300,0,135,0,345,266,105,133,195,133,90,0,270,266,75,0,465,133,135,266,15,133,15,0,195,133,390,266,135,914,421,133,165,266,90,266,360,490,58,850,435,0,165,266,30,698,104,266,420,0,450,545,229,266,270,266,345,266,150,133,465,266,465,266,120,266,180,133,300,133,150,266,60,133,240,0,375,266,390,869,375,516,305,266,195,822,390,133,360,133,435,0,405,583,131,903,556,266,285,266,315,133,225,0,315,133,330,133,255,133,480,0,330,0,150,133,105,133,270,133,60,133,315,266,375,266,240,266,45,506,445,473,495,527,476,133,180,449,309,133,405,437,439,467,462,266,435,133,495,0,240,879,231,266,255,266,165,0,480,0,300,133,45,431,37,652,334,133,285,133,420,133,75,133,375,1464599362
266,480,266,405,266,210,266,330,266,450,266,495,133,210,133,450,729,171,524,178,133,120,266,225,266,300,537,71,0,345,266,105,133,195,133,90,0,270,266,75,0,465,133,135,266,15,133,15,0,195,133,390,266,135,914,421,133,165,266,90,266,360,490,58,850,435,0,165,266,30,698,104,266,420,0,450,545,229,266,270,266,345,266,150,133,465,266,465,266,120,266,180,133,300,133,150,266,60,133,240,0,375,266,390,869,375,516,305,266,195,822,390,133,360,133,435,0,405,583,131,903,556,266,285,266,315,133,225,0,315,133,330,133,255,133,480,0,330,-10,114,133,105,133,270,133,60,133,315,266,375,266,240,266,45,506,445,473,495,527,476,133,180,449,309,133,405,437,439,467,462,266,435,133,495,900,245,879,231,266,255,266,165,0,480,0,300,133,45,431,37,652,334,133,285,133,420,133,75,133,375,1464599377
266,480,266,405,266,210,266,330,266,450,266,495,133,210,133,450,729,171,524,178,133,120,266,225,266,300,537,71,0,345,266,105,133,195,133,90,0,270,266,75,0,465,133,135,266,15,133,15,0,195,133,390,266,135,914,421,133,165,266,90,266,360,490,58,850,435,0,165,266,30,698,104,266,420,0,450,545,229,266,270,266,345,266,150,133,465,266,465,266,120,266,180,133,300,857,251,266,60,133,240,0,375,266,390,869,375,516,305,266,195,822,390,133,360,133,435,0,405,583,131,903,556,266,285,266,315,133,225,0,315,133,330,133,255,133,480,0,330,-10,114,133,105,133,270,911,212,133,315,266,375,266,240,266,45,506,445,473,495,527,476,133,180,449,309,133,405,437,439,467,462,266,435,133,495,900,245,879,231,266,255,266,165,0,480,0,300,133,45,431,37,652,334,133,285,133,420,899,221,133,375,1464599392
266,480,266,405,266,210,266,330,266,450,266,495,133,210,133,450,729,171,524,178,133,120,266,225,266,300,537,71,0,345,266,105,133,195,133,90,0,270,266,75,0,465,133,135,266,15,133,15,0,195,133,390,266,135,914,421,133,165,266,90,266,360,490,58,850,435,0,165,266,30,698,104,266,420,0,450,545,229,266,270,266,345,266,150,133,465,266,465,266,120,266,180,133,300,857,251,266,60,133,240,0,375,266,390,869,375,516,305,266,195,822,390,133,360,133,435,0,405,583,131,903,556,266,285,266,315,133,225,0,315,133,330,915,199,133,480,0,330,-10,114,133,105,133,270,911,212,133,315,266,375,266,240,266,45,506,445,473,495,527,476,133,180,449,309,133,405,437,439,467,462,266,435,133,495,900,245,879,231,266,255,266,165,0,480,0,300,133,45,431,37,652,334,681,326,133,420,899,221,133,375,1464599407
266,480,266,405,922,502,266,330,266,450,266,495,133,210,133,450,729,171,524,178,133,120,578,186,266,300,537,71,0,345,266,105,133,195,133,90,0,270,266,75,0,465,133,135,266,15,133,15,0,195,133,390,266,135,914,421,133,165,266,90,266,360,490,58,850,435,0,165,266,30,698,104,266,420,0,450,545,229,266,270,266,345,266,150,133,465,266,465,266,120,266,180,133,300,857,251,266,60,133,240,0,375,266,390,869,375,516,305,910,470,822,390,133,360,133,435,0,405,583,131,903,556,266,285,266,315,133,225,0,315,133,330,915,199,133,480,0,330,-10,114,133,105,133,270,911,212,133,315,266,375,266,240,266,45,506,445,473,495,527,476,133,180,449,309,133,405,437,439,467,462,266,435,133,495,900,245,879,231,266,255,266,165,0,480,0,300,133,45,431,37,652,334,681,326,133,420,899,221,133,375,1464599422
266,480,266,405,942,498,266,330,266,450,266,495,133,210,133,450,729,171,524,178,133,120,578,186,266,300,537,71,0,345,266,105,133,195,133,90,0,270,266,75,0,465,133,135,266,15,133,15,0,195,133,390,266,135,914,421,133,165,266,90,266,360,490,58,850,435,0,165,266,30,698,104,266,420,0,450,545,229,266,270,266,345,266,150,133,465,266,465,733,440,893,264,133,300,857,251,266,60,133,240,0,375,266,390,869,375,516,305,910,470,822,390,133,360,133,435,0,405,583,131,903,556,266,285,266,315,133,225,0,315,133,330,915,199,133,480,0,330,-10,114,133,105,133,270,911,212,133,315,266,375,266,240,266,45,506,445,473,495,527,476,133,180,449,309,133,405,437,439,467,462,266,435,133,495,900,245,879,231,266,255,706,455,0,480,0,300,133,45,431,37,652,334,681,326,133,420,899,221,133,375,1464599437
266,480,266,405,942,498,266,330,266,450,266,495,133,210,133,450,729,171,524,178,133,120,578,186,266,300,537,71,0,345,266,105,133,195,133,90,0,270,266,75,0,465,133,135,266,15,133,15,0,195,133,390,266,135,914,421,133,165,266,90,266,360,490,58,850,435,0,165,927,354,698,104,266,420,0,450,545,229,266,270,266,345,266,150,133,465,266,465,733,440,893,264,133,300,857,251,266,60,133,240,0,375,266,390,869,375,516,305,910,470,822,390,133,360,133,435,0,405,583,131,903,556,266,285,266,315,133,225,0,315,133,330,915,199,133,480,0,330,-10,114,133,105,133,270,911,212,133,315,266,375,266,240,528,486,506,445,473,495,527,476,133,180,449,309,133,405,437,439,467,462,266,435,133,495,900,245,879,231,266,255,706,455,0,480,0,300,133,45,431,37,652,334,681,326,133,420,899,221,133,375,1464599452
266,480,266,405,942,498,266,330,266,450,266,495,133,210,133,450,729,171,524,178,133,120,578,186,266,300,537,71,0,345,266,105,133,195,133,90,0,270,266,75,0,465,133,135,266,15,133,15,0,195,133,390,266,135,914,421,133,165,266,90,266,360,490,58,850,435,0,165,927,354,698,104,266,420,0,450,545,229,266,270,726,429,729,475,133,465,266,465,733,440,893,264,842,262,857,251,266,60,133,240,0,375,266,390,869,375,516,305,910,470,822,390,133,360,133,435,0,405,583,131,903,556,266,285,266,315,133,225,0,315,133,330,915,199,133,480,0,330,-10,114,133,105,133,270,911,212,133,315,266,375,266,240,528,486,506,445,473,495,527,476,133,180,449,309,133,405,437,439,467,462,266,435,133,495,900,245,879,231,266,255,706,455,0,480,0,300,133,45,431,37,652,334,681,326,133,420,899,221,133,375,1464599467
266,480,266,405,942,498,266,330,266,450,266,495,133,210,133,450,729,171,524,178,133,120,578,186,266,300,537,71,0,345,266,105,133,195,133,90,0,270,266,75,0,465,133,135,266,15,133,15,0,195,133,390,266,135,914,421,133,165,266,90,561,50,490,58,850,435,0,165,927,354,698,104,266,420,0,450,545,229,266,270,726,429,729,475,133,465,266,465,733,440,893,264,842,262,857,251,266,60,133,240,0,375,266,390,869,375,516,305,910,470,822,390,133,360,133,435,0,405,583,131,903,556,266,285,266,315,133,225,0,315,133,330,915,199,133,480,0,330,-10,114,133,105,133,270,911,212,133,315,904,186,266,240,528,486,506,445,473,495,527,476,133,180,449,309,133,405,437,439,467,462,266,435,133,495,900,245,879,231,266,255,706,455,0,480,0,300,133,45,431,37,652,334,681,326,133,420,899,221,133,375,1464599482
266,480,266,405,942,498,266,330,266,450,266,495,133,210,133,450,729,171,524,178,133,120,578,186,266,300,537,71,0,345,266,105,133,195,133,90,0,270,266,75,0,465,133,135,266,15,133,15,0,195,133,390,266,135,914,421,133,165,266,90,561,50,490,58,850,435,0,165,927,354,698,104,266,420,0,450,545,229,266,270,726,429,729,475,133,465,719,422,733,440,893,264,842,262,857,251,266,60,133,240,0,375,266,390,869,375,516,305,910,470,822,390,133,360,133,435,0,405,583,131,903,556,266,285,266,315,133,225,0,315,133,330,915,199,133,480,0,330,-10,114,133,105,133,270,911,212,133,315,904,186,266,240,528,486,506,445,473,495,527,476,133,180,449,309,698,433,437,439,467,462,266,435,133,495,900,245,879,231,266,255,706,455,0,480,0,300,133,45,431,37,652,334,681,326,133,420,899,221,133,375,1464599497
266,480,266,405,942,498,266,330,266,450,266,495,133,210,133,450,729,171,524,178,133,120,578,186,266,300,537,71,0,345,266,105,133,195,814,34,0,270,266,75,0,465,133,135,266,15,133,15,0,195,133,390,266,135,914,421,133,165,266,90,561,50,490,58,850,435,0,165,927,354,698,104,266,420,0,450,545,229,266,270,726,429,729,475,133,465,719,422,733,440,893,264,842,262,857,251,266,60,133,240,0,375,266,390,869,375,516,305,910,470,822,390,133,360,489,298,0,405,583,131,903,556,266,285,266,315,133,225,0,315,812,44,915,199,133,480,0,330,-10,114,133,105,133,270,911,212,133,315,904,186,266,240,528,486,506,445,473,495,527,476,133,180,449,309,698,433,437,439,467,462,266,435,133,495,900,245,879,231,266,255,706,455,0,480,0,300,133,45,431,37,652,334,681,326,133,420,899,221,133,375,1464599512
266,480,266,405,942,498,266,330,266,450,266,495,133,210,133,450,729,171,524,178,133,120,578,186,266,300,537,71,0,345,266,105,133,195,814,34,0,270,289,74,0,465,133,135,266,15,133,15,0,195,133,390,266,135,914,421,133,165,266,90,561,50,490,58,850,435,0,165,927,354,698,104,266,420,0,450,545,229,266,270,726,429,729,475,133,465,719,422,733,440,893,264,842,262,857,251,266,60,133,240,0,375,266,390,869,375,516,305,910,470,822,390,133,360,489,298,0,405,583,131,903,556,266,285,266,315,133,225,0,315,812,44,915,199,133,480,0,330,-10,114,133,105,133,270,911,212,816,83,904,186,266,240,528,486,506,445,473,495,527,476,133,180,449,309,698,433,437,439,467,462,266,435,133,495,900,245,879,231,266,255,706,455,0,480,0,300,133,45,431,37,652,334,681,326,133,420,899,221,133,375,1464599527
266,480,421,363,942,498,266,330,266,450,266,495,133,210,133,450,729,171,524,178,133,120,578,186,266,300,537,71,0,345,266,105,133,195,814,34,0,270,669,261,0,465,133,135,266,15,133,15,0,195,133,390,266,135,914,421,133,165,266,90,561,50,490,58,850,435,0,165,927,354,698,104,486,231,0,450,545,229,266,270,726,429,729,475,133,465,719,422,733,440,893,264,842,262,857,251,266,60,133,240,0,375,908,274,869,375,516,305,910,470,822,390,133,360,489,298,0,405,583,131,903,556,266,285,266,315,133,225,0,315,812,44,915,199,133,480,0,330,-10,114,133,105,133,270,911,212,816,83,904,186,266,240,528,486,506,445,473,495,527,476,133,180,449,309,698,433,437,439,467,462,266,435,133,495,900,245,879,231,266,255,706,455,0,480,0,300,133,45,431,37,652,334,681,326,133,420,899,221,133,375,1464599542
559,208,502,216,942,498,620,177,266,450,507,265,133,210,133,450,729,171,524,178,133,120,578,186,266,300,537,71,0,345,266,105,133,195,814,34,0,270,669,261,0,465,133,135,266,15,133,15,0,195,133,390,266,135,914,421,133,165,266,90,561,50,490,58,850,435,0,165,927,354,698,104,486,231,0,450,545,229,266,270,726,429,729,475,133,465,719,422,733,440,893,264,842,262,857,251,266,60,133,240,0,375,908,274,869,375,516,305,910,470,822,390,133,360,489,298,0,405,583,131,903,556,266,285,266,315,133,225,0,315,812,44,915,199,133,480,0,330,-10,114,133,105,133,270,911,212,816,83,904,186,266,240,528,486,506,445,473,495,527,476,133,180,449,309,698,433,437,439,467,462,266,435,133,495,900,245,879,231,266,255,706,455,0,480,0,300,133,45,431,37,652,334,681,326,133,420,899,221,133,375,1464599557
559,208,502,216,942,498,599,172,266,450,507,265,133,210,133,450,729,171,524,178,133,120,578,186,526,161,537,71,0,345,266,105,133,195,814,34,0,270,669,261,0,465,133,135,266,15,133,15,0,195,133,390,901,295,914,421,133,165,266,90,561,50,490,58,850,435,0,165,927,354,698,104,486,231,0,450,545,229,266,270,726,429,729,475,133,465,719,422,733,440,893,264,842,262,857,251,266,60,133,240,0,375,908,274,869,375,516,305,910,470,822,390,133,360,489,298,0,405,583,131,903,556,907,283,908,174,133,225,0,315,812,44,915,199,133,480,0,330,-10,114,133,105,133,270,911,212,816,83,904,186,266,240,528,486,506,445,473,495,527,476,133,180,449,309,698,433,437,439,467,462,266,435,133,495,900,245,879,231,266,255,706,455,0,480,0,300,133,45,431,37,652,334,681,326,133,420,899,221,133,375,1464599572
559,208,502,216,942,498,599,172,266,450,507,265,133,210,133,450,729,171,524,178,551,148,578,186,526,161,537,71,0,345,266,105,133,195,814,34,0,270,669,261,0,465,133,135,266,15,133,15,0,195,133,390,901,295,914,421,133,165,266,90,561,50,490,58,850,435,0,165,927,354,698,104,486,231,0,450,545,229,266,270,726,429,729,475,133,465,719,422,733,440,893,264,842,262,857,251,266,60,133,240,0,375,908,274,869,375,516,305,910,470,822,390,133,360,489,298,0,405,583,131,903,556,907,283,908,174,133,225,0,315,812,44,915,199,133,480,0,330,-10,114,920,162,133,270,911,212,816,83,904,186,266,240,528,486,506,445,473,495,527,476,133,180,449,309,698,433,437,439,467,462,266,435,133,495,900,245,879,231,266,255,706,455,0,480,0,300,133,45,431,37,652,334,681,326,133,420,899,221,133,375,1464599587
559,208,502,216,942,498,599,172,266,450,507,265,133,210,133,450,729,171,524,178,551,148,578,186,526,161,537,71,0,345,266,105,133,195,814,34,0,270,669,261,0,465,133,135,266,15,133,15,0,195,133,390,901,295,914,421,133,165,266,90,561,50,490,58,850,435,0,165,927,354,698,104,486,231,600,266,545,229,266,270,726,429,729,475,133,465,719,422,733,440,893,264,842,262,857,251,266,60,133,240,0,375,908,274,869,375,516,305,910,470,822,390,133,360,489,298,465,354,583,131,903,556,907,283,908,174,133,225,0,315,812,44,915,199,133,480,0,330,-10,114,920,162,133,270,911,212,816,83,904,186,266,240,528,486,506,445,473,495,527,476,133,180,449,309,698,433,437,439,467,462,266,435,133,495,900,245,879,231,266,255,706,455,702,416,0,300,133,45,431,37,652,334,681,326,133,420,899,221,133,375,1464599602
559,208,502,216,942,498,599,172,266,450,507,265,133,210,133,450,729,171,524,178,551,148,578,186,526,161,537,71,894,511,266,105,133,195,814,34,0,270,669,261,0,465,133,135,266,15,133,15,0,195,133,390,901,295,914,421,133,165,266,90,561,50,490,58,850,435,0,165,927,354,698,104,486,231,600,266,545,229,266,270,726,429,729,475,133,465,719,422,733,440,893,264,842,262,857,251,266,60,133,240,0,375,908,274,869,375,516,305,910,470,822,390,133,360,489,298,465,354,583,131,903,556,907,283,908,174,133,225,0,315,812,44,915,199,133,480,0,330,-10,114,920,162,133,270,911,212,816,83,904,186,266,240,528,486,506,445,473,495,527,476,133,180,449,309,698,433,437,439,467,462,266,435,133,495,900,245,879,231,266,255,706,455,702,416,0,300,133,45,431,37,652,334,681,326,133,420,899,221,133,375,1464599617
