266,(98-67)*15+15,266,(93-67)*15+15,266,(80-67)*15+15,266,(88-67)*15+15,266,(96-67)*15+15,266,(99-67)*15+15,133,(47-34)*15+15,133,(63-34)*15+15,0,2*15+15,0,4*15+15,133,(41-34)*15+15,266,(81-67)*15+15,266,(86-67)*15+15,0,8*15+15,0,22*15+15,266,(73-67)*15+15,133,(46-34)*15+15,133,(39-34)*15+15,0,17*15+15,266,(71-67)*15+15,0,30*15+15,133,(42-34)*15+15,266,(67-67)*15+15,133,(34-34)*15+15,0,12*15+15,133,(59-34)*15+15,266,(75-67)*15+15,0,7*15+15,133,(44-34)*15+15,266,(72-67)*15+15,266,(90-67)*15+15,0,27*15+15,0,28*15+15,0,10*15+15,266,(68-67)*15+15,0,3*15+15,266,(94-67)*15+15,0,29*15+15,0,13*15+15,266,(84-67)*15+15,266,(89-67)*15+15,266,(76-67)*15+15,133,(64-34)*15+15,266,(97-67)*15+15,266,(74-67)*15+15,266,(78-67)*15+15,133,(53-34)*15+15,133,(43-34)*15+15,266,(70-67)*15+15,133,(49-34)*15+15,0,24*15+15,266,(92-67)*15+15,0,23*15+15,133,(56-34)*15+15,266,(79-67)*15+15,0,11*15+15,133,(57-34)*15+15,133,(62-34)*15+15,0,26*15+15,0,5*15+15,0,6*15+15,266,(85-67)*15+15,266,(87-67)*15+15,133,(48-34)*15+15,0,20*15+15,133,(55-34)*15+15,133,(50-34)*15+15,133,(65-34)*15+15,0,21*15+15,0,9*15+15,133,(40-34)*15+15,133,(51-34)*15+15,133,(37-34)*15+15,133,(54-34)*15+15,266,(91-67)*15+15,266,(82-67)*15+15,266,(69-67)*15+15,0,25*15+15,0,33*15+15,133,(35-34)*15+15,133,(45-34)*15+15,0,16*15+15,133,(60-34)*15+15,0,18*15+15,0,1*15+15,266,(95-67)*15+15,133,(66-34)*15+15,0,15*15+15,0,14*15+15,266,(83-67)*15+15,266,(77-67)*15+15,0,31*15+15,0,19*15+15,133,(36-34)*15+15,0,0*15+15,0,32*15+15,133,(52-34)*15+15,133,(61-34)*15+15,133,(38-34)*15+15,133,(58-34)*15+15,1464599216
559,208,502,216,942,498,599,172,266,450,507,265,133,210,133,450,729,171,524,178,551,148,578,186,526,161,537,71,894,511,266,105,133,195,814,34,0,270,669,261,0,465,133,135,266,15,133,15,0,195,133,390,901,295,914,421,133,165,266,90,561,50,490,58,850,435,0,165,927,354,698,104,486,231,600,266,545,229,266,270,726,429,729,475,133,465,719,422,733,440,893,264,842,262,857,251,488,396,133,240,0,375,908,274,869,375,516,305,910,470,822,390,133,360,489,298,465,354,583,131,903,556,907,283,908,174,133,225,0,315,812,44,915,199,133,480,0,330,-10,114,920,162,133,270,911,212,816,83,904,186,266,240,528,486,506,445,473,495,527,476,133,180,449,309,698,433,437,439,467,462,266,435,133,495,900,245,879,231,266,255,706,455,702,416,0,300,133,45,431,37,652,334,681,326,133,420,899,221,133,375,1464599632
559,208,502,216,942,498,599,172,266,450,507,265,133,210,133,450,729,171,524,178,551,148,578,186,526,161,537,71,894,511,266,105,133,195,814,34,0,270,669,261,0,465,133,135,266,15,133,15,0,195,133,390,901,295,914,421,133,165,266,90,561,50,490,58,850,435,0,165,927,354,698,104,486,231,600,266,545,229,266,270,726,429,729,475,133,465,719,422,733,440,893,264,842,262,857,251,488,396,133,240,511,389,908,274,869,375,516,305,910,470,822,390,133,360,489,298,465,354,583,131,903,556,907,283,908,174,133,225,0,315,812,44,915,199,133,480,933,288,-10,114,920,162,133,270,911,212,816,83,904,186,266,240,528,486,506,445,473,495,527,476,133,180,449,309,698,433,437,439,467,462,266,435,133,495,900,245,879,231,266,255,706,455,702,416,467,509,133,45,431,37,652,334,681,326,133,420,899,221,133,375,1464599647
559,208,502,216,942,498,599,172,266,450,507,265,133,210,133,450,729,171,524,178,551,148,578,186,526,161,537,71,894,511,266,105,133,195,814,34,689,274,669,261,0,465,133,135,266,15,133,15,870,446,133,390,901,295,914,421,133,165,266,90,561,50,490,58,850,435,460,207,927,354,698,104,486,231,600,266,545,229,266,270,726,429,729,475,133,465,719,422,733,440,893,264,842,262,857,251,488,396,133,240,511,389,908,274,869,375,516,305,910,470,822,390,133,360,489,298,465,354,583,131,903,556,907,283,908,174,133,225,0,315,812,44,915,199,133,480,933,288,921,148,920,162,133,270,911,212,816,83,904,186,266,240,528,486,506,445,473,495,527,476,133,180,449,309,698,433,437,439,467,462,266,435,133,495,900,245,879,231,266,255,706,455,702,416,467,509,133,45,431,37,652,334,681,326,133,420,899,221,133,375,1464599662
559,208,502,216,942,498,599,172,266,450,507,265,133,210,133,450,729,171,524,178,551,148,578,186,526,161,537,71,894,511,266,105,133,195,814,34,689,274,669,261,0,465,827,398,266,15,822,406,870,446,133,390,901,295,914,421,133,165,266,90,561,50,490,58,850,435,460,207,927,354,698,104,486,231,600,266,545,229,266,270,726,429,729,475,133,465,719,422,733,440,893,264,842,262,857,251,488,396,133,240,511,389,908,274,869,375,516,305,910,470,822,390,133,360,489,298,465,354,583,131,903,556,907,283,908,174,133,225,0,315,812,44,915,199,133,480,933,288,921,148,920,162,133,270,911,212,816,83,904,186,266,240,528,486,506,445,473,495,527,476,133,180,449,309,698,433,437,439,467,462,266,435,133,495,900,245,879,231,266,255,706,455,702,416,467,509,133,45,431,37,652,334,681,326,133,420,899,221,133,375,1464599677
559,208,502,216,942,498,599,172,266,450,507,265,133,210,133,450,729,171,524,178,551,148,578,186,526,161,537,71,894,511,266,105,133,195,814,34,689,274,669,261,0,465,827,398,266,15,822,406,870,446,133,390,901,295,914,421,133,165,266,90,561,50,490,58,850,435,460,207,927,354,698,104,486,231,600,266,545,229,593,212,726,429,729,475,133,465,719,422,733,440,893,264,842,262,857,251,488,396,133,240,511,389,908,274,869,375,516,305,910,470,822,390,133,360,489,298,465,354,583,131,903,556,907,283,908,174,133,225,0,315,812,44,915,199,133,480,933,288,921,148,920,162,133,270,911,212,816,83,904,186,842,25,528,486,506,445,473,495,527,476,133,180,449,309,698,433,437,439,467,462,519,507,133,495,900,245,879,231,266,255,706,455,702,416,467,509,133,45,431,37,652,334,681,326,133,420,899,221,133,375,1464599692
559,208,502,216,942,498,599,172,785,269,507,265,133,210,751,539,729,171,524,178,551,148,578,186,526,161,537,71,894,511,266,105,133,195,814,34,689,274,669,261,0,465,827,398,266,15,822,406,870,446,133,390,901,295,914,421,133,165,266,90,561,50,490,58,850,435,460,207,927,354,698,104,486,231,600,266,545,229,593,212,726,429,729,475,133,465,719,422,733,440,893,264,842,262,857,251,488,396,133,240,511,389,908,274,869,375,516,305,910,470,822,390,133,360,489,298,465,354,583,131,903,556,907,283,908,174,133,225,0,315,812,44,915,199,133,480,933,288,921,148,920,162,133,270,911,212,818,74,904,186,805,63,528,486,506,445,473,495,527,476,133,180,449,309,698,433,437,439,467,462,519,507,133,495,900,245,879,231,266,255,706,455,702,416,467,509,133,45,431,37,652,334,681,326,133,420,899,221,133,375,1464599707
559,208,502,216,942,498,599,172,795,302,507,265,133,210,751,539,729,171,524,178,551,148,578,186,526,161,537,71,894,511,743,383,133,195,814,34,689,274,669,261,0,465,827,398,859,138,822,406,870,446,133,390,901,295,914,421,133,165,728,158,561,50,490,58,850,435,460,207,927,354,698,104,486,231,600,266,545,229,593,212,726,429,729,475,133,465,719,422,733,440,893,264,842,262,857,251,488,396,133,240,511,389,908,274,869,375,516,305,910,470,822,390,133,360,489,298,465,354,583,131,903,556,907,283,908,174,133,225,0,315,812,44,915,199,133,480,933,288,921,148,920,162,133,270,911,212,818,74,904,186,805,63,528,486,506,445,473,495,527,476,133,180,449,309,698,433,437,439,467,462,519,507,133,495,900,245,879,231,772,352,706,455,702,416,467,509,537,446,431,37,652,334,681,326,133,420,899,221,133,375,1464599722
559,208,502,216,942,498,599,172,795,302,507,265,133,210,751,539,729,171,524,178,551,148,578,186,526,161,537,71,894,511,743,383,133,195,814,34,689,274,669,261,0,465,827,398,859,138,822,406,870,446,133,390,901,295,914,421,133,165,728,158,561,50,490,58,850,435,460,207,927,354,698,104,486,231,600,266,545,229,593,212,726,429,729,475,734,452,719,422,733,440,893,264,842,262,857,251,488,396,133,240,511,389,908,274,869,375,516,305,910,470,822,390,448,527,489,298,465,354,583,131,903,556,907,283,908,174,133,225,0,315,812,44,915,199,133,480,933,288,921,148,920,162,133,270,911,212,818,74,904,186,805,63,528,486,506,445,473,495,527,476,133,180,449,309,698,433,437,439,467,462,519,507,133,495,900,245,879,231,772,352,706,455,702,416,467,509,585,425,431,37,652,334,681,326,543,454,899,221,133,375,1464599737
559,208,502,216,942,498,599,172,795,302,507,265,133,210,751,539,729,171,524,178,551,148,578,186,526,161,537,71,894,511,743,383,678,279,683,283,689,274,669,261,0,465,827,398,859,138,822,406,870,446,133,390,901,295,914,421,133,165,728,158,561,50,490,58,850,435,460,207,927,354,698,104,486,231,600,266,545,229,593,212,726,429,729,475,734,452,719,422,733,440,893,264,842,262,857,251,488,396,133,240,511,389,908,274,869,375,516,305,910,470,822,390,448,527,489,298,465,354,583,131,903,556,907,283,908,174,846,68,0,315,816,51,915,199,133,480,933,288,921,148,920,162,133,270,911,212,818,74,904,186,805,63,528,486,506,445,473,495,527,476,133,180,449,309,698,433,437,439,467,462,519,507,133,495,900,245,879,231,772,352,706,455,702,416,467,509,585,425,431,37,652,334,681,326,543,454,899,221,133,375,1464599752
559,208,502,216,942,498,599,172,795,302,507,265,288,358,751,539,729,171,524,178,551,148,578,186,526,161,537,71,894,511,743,383,678,279,683,283,689,274,669,261,0,465,827,398,859,138,822,406,870,446,133,390,901,295,914,421,604,233,728,158,561,50,490,58,850,435,460,207,927,354,698,104,486,231,600,266,545,229,593,212,726,429,729,475,734,452,719,422,733,440,893,264,842,262,857,251,488,396,133,240,511,389,908,274,869,375,516,305,910,470,822,390,448,527,489,298,465,354,583,131,903,556,907,283,908,174,866,49,0,315,816,51,915,199,133,480,933,288,921,148,920,162,133,270,911,212,818,74,904,186,805,63,528,486,506,445,473,495,527,476,449,483,449,309,698,433,437,439,467,462,519,507,133,495,900,245,879,231,772,352,706,455,702,416,467,509,585,425,431,37,652,334,681,326,543,454,899,221,133,375,1464599767
559,208,502,216,942,498,599,172,795,302,507,265,699,293,751,539,729,171,524,178,551,148,578,186,526,161,537,71,894,511,743,383,678,279,683,283,689,274,669,261,892,302,827,398,859,138,822,406,870,446,905,238,901,295,914,421,604,233,728,158,561,50,490,58,850,435,460,207,927,354,698,104,486,231,600,266,545,229,593,212,726,429,729,475,734,452,719,422,733,440,893,264,842,262,857,251,488,396,133,240,511,389,908,274,869,375,516,305,910,470,822,390,448,527,489,298,465,354,583,131,903,556,907,283,908,174,866,49,921,137,816,51,915,199,133,480,933,288,921,148,920,162,133,270,911,212,818,74,904,186,805,63,528,486,506,445,473,495,527,476,449,483,449,309,698,433,437,439,467,462,519,507,133,495,900,245,879,231,772,352,706,455,702,416,467,509,585,425,431,37,652,334,681,326,543,454,899,221,133,375,1464599782
559,208,502,216,942,498,599,172,795,302,507,265,699,293,751,539,729,171,524,178,551,148,578,186,526,161,537,71,894,511,743,383,678,279,683,283,689,274,669,261,892,302,827,398,859,138,822,406,870,446,905,238,901,295,914,421,604,233,728,158,561,50,490,58,850,435,460,207,927,354,698,104,486,231,600,266,545,229,593,212,726,429,729,475,734,452,719,422,733,440,893,264,842,262,857,251,488,396,133,240,511,389,908,274,869,375,516,305,910,470,822,390,448,527,489,298,465,354,583,131,903,556,907,283,908,174,866,49,921,137,816,51,915,199,926,166,933,288,921,148,920,162,960,172,911,212,818,74,904,186,805,63,528,486,506,445,473,495,527,476,449,483,449,309,698,433,437,439,467,462,519,507,789,312,900,245,879,231,772,352,706,455,702,416,467,509,585,425,431,37,652,334,681,326,543,454,899,221,133,375,1464599797
559,208,502,216,942,498,599,172,795,302,507,265,699,293,751,539,729,171,524,178,551,148,578,186,526,161,537,71,894,511,743,383,678,279,683,283,689,274,669,261,892,302,827,398,859,138,822,406,870,446,905,238,901,295,914,421,604,233,728,158,561,50,490,58,850,435,460,207,927,354,698,104,486,231,600,266,545,229,593,212,726,429,729,475,734,452,719,422,733,440,893,264,842,262,857,251,488,396,915,314,511,389,908,274,869,375,516,305,910,470,822,390,448,527,489,298,465,354,583,131,903,556,907,283,908,174,866,49,921,137,816,51,915,199,926,166,933,288,921,148,920,162,960,172,911,212,818,74,904,186,805,63,528,486,506,445,473,495,527,476,449,483,449,309,698,433,437,439,467,462,519,507,789,312,900,245,879,231,772,352,706,455,702,416,467,509,585,425,431,37,652,334,681,326,543,454,899,221,847,241,1464599810
