133,(47-34)*15+15,266,(81-67)*15+15,0,31*15+15,133,(39-34)*15+15,133,(34-34)*15+15,266,(67-67)*15+15,266,(71-67)*15+15,0,25*15+15,0,9*15+15,0,1*15+15,266,(82-67)*15+15,0,15*15+15,133,(55-34)*15+15,266,(87-67)*15+15,133,(63-34)*15+15,266,(78-67)*15+15,133,(45-34)*15+15,0,19*15+15,0,30*15+15,133,(49-34)*15+15,133,(59-34)*15+15,0,7*15+15,0,10*15+15,266,(99-67)*15+15,133,(62-34)*15+15,266,(97-67)*15+15,266,(69-67)*15+15,0,5*15+15,133,(35-34)*15+15,266,(84-67)*15+15,266,(80-67)*15+15,0,22*15+15,133,(42-34)*15+15,133,(43-34)*15+15,266,(94-67)*15+15,133,(41-34)*15+15,133,(46-34)*15+15,133,(65-34)*15+15,0,17*15+15,266,(92-67)*15+15,266,(88-67)*15+15,266,(74-67)*15+15,266,(89-67)*15+15,0,24*15+15,266,(73-67)*15+15,0,11*15+15,133,(57-34)*15+15,266,(95-67)*15+15,133,(60-34)*15+15,133,(52-34)*15+15,0,8*15+15,0,27*15+15,133,(40-34)*15+15,133,(66-34)*15+15,0,4*15+15,0,20*15+15,0,0*15+15,133,(50-34)*15+15,266,(91-67)*15+15,266,(98-67)*15+15,133,(44-34)*15+15,266,(70-67)*15+15,0,13*15+15,133,(48-34)*15+15,266,(83-67)*15+15,133,(61-34)*15+15,266,(86-67)*15+15,0,32*15+15,266,(75-67)*15+15,133,(54-34)*15+15,0,21*15+15,133,(53-34)*15+15,266,(76-67)*15+15,0,14*15+15,0,28*15+15,266,(85-67)*15+15,266,(93-67)*15+15,266,(79-67)*15+15,266,(72-67)*15+15,0,29*15+15,0,2*15+15,133,(58-34)*15+15,133,(37-34)*15+15,0,33*15+15,133,(36-34)*15+15,0,18*15+15,0,23*15+15,266,(96-67)*15+15,0,12*15+15,266,(68-67)*15+15,0,6*15+15,266,(90-67)*15+15,266,(77-67)*15+15,0,26*15+15,133,(38-34)*15+15,0,3*15+15,133,(64-34)*15+15,133,(56-34)*15+15,0,16*15+15,133,(51-34)*15+15,1477525476
133,210,612,217,0,480,133,90,133,15,613,201,558,215,0,390,0,150,0,30,454,154,0,240,583,187,581,231,460,335,454,214,133,180,0,300,487,312,133,240,535,377,0,120,0,165,453,138,523,357,495,71,577,72,0,90,459,250,716,472,718,491,0,345,133,135,133,150,523,335,133,120,133,195,582,246,0,270,563,395,496,51,496,31,446,72,0,375,570,32,0,180,450,372,444,357,496,174,823,34,0,135,0,420,133,105,673,32,0,75,0,315,440,32,133,255,560,199,575,58,133,165,909,193,0,210,133,225,759,59,717,405,714,457,0,495,712,437,760,106,0,330,825,91,758,33,0,225,0,435,759,76,456,231,457,194,434,50,0,450,0,45,455,265,133,60,0,510,576,86,0,285,0,360,758,91,0,195,712,420,0,105,571,45,457,175,0,405,133,75,0,60,620,326,672,43,0,255,503,369,1477525938
133,210,612,217,0,480,133,90,133,15,613,201,558,215,0,390,0,150,0,30,454,154,0,240,583,187,581,231,460,335,454,214,133,180,0,300,487,312,625,243,535,377,0,120,0,165,453,138,523,357,495,71,577,72,0,90,459,250,716,472,718,491,0,345,133,135,133,150,523,335,133,120,133,195,582,246,0,270,563,395,496,51,496,31,446,72,0,375,570,32,0,180,450,372,444,357,496,174,823,34,0,135,0,420,133,105,673,32,0,75,0,315,440,32,439,60,560,199,575,58,133,165,909,193,0,210,133,225,759,59,717,405,714,457,0,495,712,437,760,106,0,330,825,91,758,33,0,225,0,435,759,76,456,231,457,194,434,50,0,450,0,45,455,265,133,60,0,510,576,86,0,285,0,360,758,91,0,195,712,420,0,105,571,45,457,175,0,405,133,75,0,60,620,326,672,43,0,255,432,85,1477525953
522,87,612,217,0,480,133,90,133,15,613,201,558,215,0,390,0,150,0,30,454,154,0,240,583,187,581,231,460,335,454,214,133,180,0,300,487,312,623,246,535,377,0,120,0,165,453,138,523,357,495,71,577,72,0,90,459,250,716,472,718,491,0,345,133,135,133,150,523,335,133,120,133,195,582,246,0,270,563,395,496,51,496,31,446,72,0,375,570,32,0,180,450,372,444,357,496,174,823,34,0,135,0,420,133,105,673,32,0,75,0,315,440,32,439,60,560,199,575,58,133,165,909,193,0,210,758,120,759,59,717,405,714,457,0,495,712,437,760,106,0,330,825,91,758,33,0,225,0,435,759,76,456,231,457,194,434,50,0,450,0,45,455,265,133,60,0,510,576,86,0,285,0,360,758,91,0,195,712,420,0,105,571,45,457,175,0,405,133,75,0,60,620,326,672,43,0,255,432,85,1477525968
522,87,612,217,0,480,133,90,133,15,613,201,558,215,0,390,0,150,0,30,454,154,0,240,583,187,581,231,460,335,454,214,386,261,0,300,487,312,623,246,535,377,0,120,0,165,453,138,523,357,495,71,577,72,0,90,459,250,716,472,718,491,0,345,133,135,133,150,523,335,133,120,494,194,582,246,0,270,563,395,496,51,496,31,446,72,0,375,570,32,0,180,450,372,444,357,496,174,823,34,0,135,0,420,133,105,673,32,0,75,0,315,440,32,439,60,560,199,575,58,133,165,909,193,0,210,758,120,759,59,717,405,714,457,0,495,712,437,760,106,0,330,825,91,758,33,0,225,0,435,759,76,456,231,457,194,434,50,0,450,0,45,455,265,133,60,0,510,576,86,0,285,0,360,758,91,0,195,712,420,0,105,571,45,457,175,0,405,133,75,0,60,620,326,672,43,0,255,432,85,1477525983
522,87,612,217,0,480,133,90,133,15,613,201,558,215,0,390,0,150,0,30,454,154,0,240,583,187,581,231,460,335,454,214,639,232,0,300,487,312,623,246,535,377,0,120,0,165,453,138,523,357,495,71,577,72,0,90,459,250,716,472,718,491,0,345,133,135,638,217,523,335,133,120,494,194,582,246,0,270,563,395,496,51,496,31,446,72,0,375,570,32,0,180,450,372,444,357,496,174,823,34,0,135,0,420,133,105,673,32,0,75,0,315,440,32,439,60,560,199,575,58,583,342,909,193,0,210,758,120,759,59,717,405,714,457,0,495,712,437,760,106,0,330,825,91,758,33,0,225,0,435,759,76,456,231,457,194,434,50,0,450,0,45,455,265,133,60,0,510,576,86,0,285,0,360,758,91,0,195,712,420,0,105,571,45,457,175,0,405,133,75,0,60,620,326,672,43,0,255,432,85,1477525998
522,87,612,217,0,480,245,90,133,15,613,201,558,215,0,390,0,150,0,30,454,154,0,240,583,187,581,231,460,335,454,214,639,232,0,300,487,312,623,246,535,377,0,120,0,165,453,138,523,357,495,71,577,72,0,90,459,250,716,472,718,491,0,345,426,397,638,217,523,335,499,154,494,194,582,246,0,270,563,395,496,51,496,31,446,72,0,375,570,32,0,180,450,372,444,357,496,174,823,34,0,135,0,420,440,278,673,32,0,75,0,315,440,32,439,60,560,199,575,58,583,342,909,193,0,210,758,120,759,59,717,405,714,457,0,495,712,437,760,106,0,330,825,91,758,33,0,225,0,435,759,76,456,231,457,194,434,50,0,450,0,45,455,265,133,60,0,510,576,86,0,285,0,360,758,91,0,195,712,420,0,105,571,45,457,175,0,405,133,75,0,60,620,326,672,43,0,255,432,85,1477526013
522,87,612,217,0,480,589,259,133,15,613,201,558,215,0,390,0,150,0,30,454,154,0,240,583,187,581,231,460,335,454,214,639,232,0,300,487,312,623,246,535,377,0,120,0,165,453,138,523,357,495,71,577,72,0,90,459,250,716,472,718,491,0,345,426,397,638,217,523,335,499,154,494,194,582,246,0,270,563,395,496,51,496,31,446,72,0,375,570,32,0,180,450,372,444,357,496,174,823,34,0,135,0,420,440,278,673,32,0,75,0,315,440,32,439,60,560,199,575,58,583,342,909,193,0,210,758,120,759,59,717,405,714,457,0,495,712,437,760,106,0,330,825,91,758,33,0,225,0,435,759,76,456,231,457,194,434,50,0,450,0,45,455,265,133,60,0,510,576,86,0,285,0,360,758,91,0,195,712,420,0,105,571,45,457,175,0,405,543,255,0,60,620,326,672,43,0,255,432,85,1477526028
522,87,612,217,0,480,589,259,571,137,613,201,558,215,0,390,0,150,15,30,454,154,0,240,583,187,581,231,460,335,454,214,639,232,0,300,487,312,623,246,535,377,0,120,0,165,453,138,523,357,495,71,577,72,0,90,459,250,716,472,718,491,0,345,426,397,638,217,523,335,499,154,494,194,582,246,0,270,563,395,496,51,496,31,446,72,0,375,570,32,0,180,450,372,444,357,496,174,823,34,0,135,0,420,440,278,673,32,0,75,0,315,440,32,439,60,560,199,575,58,583,342,909,193,0,210,758,120,759,59,717,405,714,457,0,495,712,437,760,106,0,330,825,91,758,33,0,225,0,435,759,76,456,231,457,194,434,50,0,450,0,45,455,265,486,96,0,510,576,86,0,285,0,360,758,91,0,195,712,420,0,105,571,45,457,175,0,405,541,249,0,60,620,326,672,43,0,255,432,85,1477526043
522,87,612,217,0,480,589,259,571,137,613,201,558,215,0,390,0,150,662,262,454,154,0,240,583,187,581,231,460,335,454,214,639,232,0,300,487,312,623,246,535,377,0,120,0,165,453,138,523,357,495,71,577,72,0,90,459,250,716,472,718,491,0,345,426,397,638,217,523,335,499,154,494,194,582,246,0,270,563,395,496,51,496,31,446,72,0,375,570,32,0,180,450,372,444,357,496,174,823,34,0,135,0,420,440,278,673,32,0,75,0,315,440,32,439,60,560,199,575,58,583,342,909,193,0,210,758,120,759,59,717,405,714,457,0,495,712,437,760,106,0,330,825,91,758,33,0,225,0,435,759,76,456,231,457,194,434,50,0,450,677,62,455,265,486,96,0,510,576,86,0,285,0,360,758,91,0,195,712,420,0,105,571,45,457,175,0,405,541,249,0,60,620,326,672,43,0,255,432,85,1477526058
522,87,612,217,0,480,589,259,571,137,613,201,558,215,0,390,0,150,662,262,454,154,0,240,583,187,581,231,460,335,454,214,639,232,0,300,487,312,623,246,535,377,0,120,0,165,453,138,523,357,495,71,577,72,0,90,459,250,716,472,718,491,0,345,426,397,638,217,523,335,499,154,494,194,582,246,0,270,563,395,496,51,496,31,446,72,0,375,570,32,0,180,450,372,444,357,496,174,823,34,0,135,0,420,440,278,673,32,0,75,0,315,440,32,439,60,560,199,575,58,583,342,909,193,0,210,758,120,759,59,717,405,714,457,0,495,712,437,760,106,0,330,825,91,758,33,0,225,0,435,759,76,456,231,457,194,434,50,0,450,694,56,455,265,486,96,0,510,576,86,0,285,0,360,758,91,0,195,712,420,0,105,571,45,457,175,0,405,541,249,497,295,620,326,672,43,0,255,432,85,1477526073
522,87,612,217,0,480,589,259,571,137,613,201,558,215,0,390,0,150,662,262,454,154,0,240,583,187,581,231,460,335,454,214,639,232,0,300,487,312,623,246,535,377,0,120,0,165,453,138,523,357,495,71,577,72,0,90,459,250,716,472,718,491,0,345,426,397,638,217,523,335,499,154,494,194,582,246,0,270,563,395,496,51,496,31,446,72,0,375,570,32,0,180,450,372,444,357,496,174,823,34,0,135,0,420,440,278,673,32,516,414,0,315,440,32,439,60,560,199,575,58,583,342,909,193,0,210,758,120,759,59,717,405,714,457,0,495,712,437,760,106,0,330,825,91,758,33,0,225,0,435,759,76,456,231,457,194,434,50,0,450,694,56,455,265,486,96,0,510,576,86,0,285,0,360,758,91,0,195,712,420,576,99,571,45,457,175,0,405,541,249,497,295,620,326,672,43,0,255,432,85,1477526088
522,87,612,217,0,480,589,259,571,137,613,201,558,215,0,390,0,150,662,262,454,154,0,240,583,187,581,231,460,335,454,214,639,232,0,300,487,312,623,246,535,377,482,101,0,165,453,138,523,357,495,71,577,72,643,202,459,250,716,472,718,491,0,345,426,397,638,217,523,335,499,154,494,194,582,246,0,270,563,395,496,51,496,31,446,72,0,375,570,32,0,180,450,372,444,357,496,174,823,34,129,167,0,420,440,278,673,32,516,414,0,315,440,32,439,60,560,199,575,58,583,342,909,193,0,210,758,120,759,59,717,405,714,457,0,495,712,437,760,106,0,330,825,91,758,33,0,225,0,435,759,76,456,231,457,194,434,50,0,450,694,56,455,265,486,96,0,510,576,86,0,285,0,360,758,91,0,195,712,420,576,99,571,45,457,175,0,405,541,249,497,295,620,326,672,43,0,255,432,85,1477526103
522,87,612,217,0,480,589,259,571,137,613,201,558,215,0,390,635,189,662,262,454,154,0,240,583,187,581,231,460,335,454,214,639,232,0,300,487,312,623,246,535,377,421,106,114,179,453,138,523,357,495,71,577,72,643,202,459,250,716,472,718,491,0,345,426,397,638,217,523,335,499,154,494,194,582,246,0,270,563,395,496,51,496,31,446,72,0,375,570,32,0,180,450,372,444,357,496,174,823,34,674,68,0,420,440,278,673,32,516,414,0,315,440,32,439,60,560,199,575,58,583,342,909,193,0,210,758,120,759,59,717,405,714,457,0,495,712,437,760,106,0,330,825,91,758,33,0,225,0,435,759,76,456,231,457,194,434,50,0,450,694,56,455,265,486,96,0,510,576,86,0,285,0,360,758,91,0,195,712,420,576,99,571,45,457,175,0,405,541,249,497,295,620,326,672,43,0,255,432,85,1477526118
522,87,612,217,0,480,589,259,571,137,613,201,558,215,0,390,635,189,662,262,454,154,0,240,583,187,581,231,460,335,454,214,639,232,0,300,487,312,623,246,535,377,421,106,182,238,453,138,523,357,495,71,577,72,643,202,459,250,716,472,718,491,0,345,426,397,638,217,523,335,499,154,494,194,582,246,0,270,563,395,496,51,496,31,446,72,0,375,570,32,0,180,450,372,444,357,496,174,823,34,674,68,0,420,440,278,673,32,516,414,0,315,440,32,439,60,560,199,575,58,583,342,909,193,0,210,758,120,759,59,834,402,840,456,0,495,844,434,760,106,0,330,825,91,758,33,0,225,0,435,759,76,456,231,457,194,434,50,0,450,694,56,455,265,486,96,0,510,576,86,0,285,0,360,758,91,0,195,786,418,576,99,571,45,457,175,0,405,541,249,497,295,620,326,672,43,0,255,432,85,1477526133
522,87,612,217,0,480,589,259,571,137,613,201,558,215,0,390,635,189,662,262,454,154,0,240,583,187,581,231,460,335,454,214,639,232,0,300,487,312,623,246,535,377,421,106,182,238,453,138,523,357,495,71,577,72,643,202,459,250,816,457,840,469,0,345,426,397,638,217,523,335,499,154,494,194,582,246,0,270,536,412,496,51,496,31,446,72,0,375,570,32,0,180,450,372,444,357,496,174,823,34,674,68,0,420,440,278,673,32,515,485,0,315,440,32,439,60,560,199,575,58,583,342,920,287,0,210,758,120,759,59,834,402,849,447,0,495,844,434,760,106,0,330,825,91,758,33,0,225,0,435,759,76,456,231,457,194,434,50,0,450,694,56,455,265,486,96,0,510,576,86,0,285,0,360,758,91,0,195,786,418,576,99,571,45,457,175,0,405,541,249,497,295,620,326,672,43,0,255,432,85,1477526148
522,87,612,217,0,480,589,259,571,137,613,201,558,215,0,390,635,189,662,262,454,154,0,240,583,187,581,231,460,335,454,214,639,232,0,300,487,312,623,246,565,469,421,106,182,238,453,138,523,357,495,71,577,72,643,202,459,250,816,457,840,469,0,345,426,468,638,217,523,335,499,154,494,194,582,246,0,270,457,484,496,51,496,31,446,72,0,375,570,32,0,180,426,452,428,435,496,174,823,34,674,68,0,420,440,278,673,32,515,485,0,315,440,32,439,60,560,199,575,58,583,342,920,287,0,210,758,120,759,59,834,402,849,447,0,495,844,434,760,106,0,330,825,91,758,33,0,225,0,435,759,76,456,231,457,194,434,50,0,450,694,56,455,265,486,96,0,510,576,86,0,285,0,360,758,91,0,195,786,418,576,99,571,45,457,175,0,405,541,249,497,295,620,326,672,43,0,255,432,85,1477526163
522,87,612,217,0,480,589,259,571,137,613,201,558,215,0,390,635,189,662,262,454,154,0,240,583,187,581,231,447,422,454,214,639,232,0,300,487,312,623,246,565,469,421,106,182,238,453,138,495,453,495,71,577,72,643,202,459,250,816,457,840,469,0,345,426,468,638,217,494,435,499,154,494,194,582,246,0,270,457,484,496,51,496,31,446,72,0,375,570,32,0,180,426,452,428,435,496,174,823,34,674,68,0,420,440,278,673,32,515,485,0,315,440,32,439,60,560,199,575,58,552,435,920,287,0,210,758,120,759,59,834,402,849,447,0,495,844,434,760,106,0,330,825,91,758,33,0,225,0,435,759,76,456,231,457,194,434,50,0,450,694,56,455,265,486,96,0,510,576,86,0,285,0,360,758,91,0,195,786,418,576,99,571,45,457,175,0,405,541,249,497,295,497,423,672,43,0,255,432,85,1477526178
522,87,612,217,0,480,589,259,571,137,613,201,558,215,0,390,635,189,669,280,454,154,0,240,583,187,581,231,447,422,454,214,663,252,0,300,487,312,664,266,565,469,421,106,182,238,453,138,495,453,495,71,577,72,662,223,459,250,816,457,840,469,0,345,426,468,662,239,494,435,499,154,494,194,582,246,0,270,457,484,496,51,496,31,446,72,0,375,570,32,0,180,426,452,428,435,496,174,823,34,674,68,0,420,440,278,673,32,515,485,0,315,440,32,439,60,560,199,575,58,552,435,920,287,0,210,758,120,759,59,834,402,849,447,0,495,844,434,760,106,0,330,825,91,758,33,0,225,0,435,759,76,456,231,457,194,434,50,0,450,694,56,455,265,486,96,0,510,576,86,0,285,0,360,758,91,0,195,786,418,576,99,571,45,457,175,0,405,541,249,497,295,497,422,672,43,0,255,432,85,1477526193
522,87,612,217,0,480,636,279,571,137,613,201,558,215,0,390,661,215,669,280,454,154,0,240,646,203,581,231,447,422,454,214,663,252,0,300,487,312,664,266,565,469,421,106,182,238,453,138,495,453,495,71,577,72,661,227,459,250,816,457,840,469,0,345,426,468,662,239,494,435,499,154,494,194,625,265,0,270,457,484,496,51,496,31,446,72,0,375,570,32,0,180,426,452,428,435,496,174,823,34,674,68,0,420,440,278,673,32,515,485,0,315,440,32,439,60,560,199,575,58,552,435,920,287,0,210,758,120,759,59,834,402,849,447,0,495,844,434,760,106,0,330,825,91,758,33,0,225,0,435,759,76,456,231,457,194,434,50,0,450,694,56,455,265,486,96,0,510,576,86,0,285,0,360,758,91,0,195,786,418,576,99,571,45,457,175,0,405,541,249,497,295,497,422,672,43,0,255,432,85,1477526208
522,87,631,233,0,480,636,279,571,137,631,217,590,233,0,390,661,215,669,280,454,154,0,240,646,203,612,247,447,422,454,214,663,252,0,300,487,312,664,266,565,469,421,106,182,238,453,138,495,453,495,71,577,72,661,227,459,250,816,457,840,469,0,345,426,468,662,239,494,435,499,154,494,194,625,265,0,270,457,484,496,51,496,31,446,72,0,375,570,32,0,180,426,452,428,435,496,174,823,34,674,68,0,420,440,278,673,32,515,485,0,315,440,32,439,60,600,201,575,58,552,435,920,287,0,210,758,120,759,59,834,402,849,447,0,495,844,434,760,106,0,330,825,91,758,33,0,225,0,435,759,76,456,231,457,194,434,50,0,450,694,56,455,265,486,96,0,510,576,86,0,285,0,360,758,91,0,195,786,418,576,99,571,45,457,175,0,405,595,217,497,295,497,422,672,43,0,255,432,85,1477526223
522,87,631,233,0,480,636,279,455,166,631,217,590,233,0,390,661,215,669,280,454,154,0,240,646,203,612,247,447,422,454,214,663,252,0,300,456,306,664,266,565,469,421,106,182,238,453,138,495,453,495,71,577,72,661,227,459,250,816,457,840,469,0,345,426,468,662,239,494,435,499,154,494,194,625,265,0,270,457,484,496,51,496,31,446,72,0,375,570,32,0,180,426,452,428,435,496,174,823,34,674,68,0,420,456,279,673,32,515,485,0,315,440,32,439,60,600,201,575,58,552,435,920,287,0,210,758,120,759,59,834,402,849,447,0,495,844,434,760,106,0,330,825,91,758,33,0,225,0,435,759,76,456,231,457,194,434,50,0,450,694,56,455,265,486,96,0,510,576,86,0,285,0,360,758,91,0,195,786,418,576,99,571,45,456,179,0,405,595,217,456,293,497,422,672,43,0,255,432,85,1477526238
522,87,631,233,0,480,636,279,455,166,631,217,590,233,0,390,661,215,669,280,454,154,0,240,646,203,612,247,447,422,457,225,663,252,0,300,456,306,664,266,565,469,421,106,182,238,453,138,495,453,495,71,577,72,661,227,459,250,816,457,840,469,0,345,426,468,662,239,494,435,499,154,494,194,625,265,0,270,457,484,496,51,496,31,446,72,0,375,570,32,0,180,426,452,428,435,491,178,823,34,674,68,0,420,456,279,673,32,515,485,0,315,440,32,439,60,600,201,575,58,552,435,920,287,0,210,758,120,759,59,834,402,849,447,0,495,844,434,760,106,0,330,825,91,758,33,0,225,0,435,759,76,459,239,457,194,434,50,0,450,694,56,455,265,486,96,0,510,576,86,0,285,0,360,758,91,0,195,786,418,576,99,571,45,456,179,0,405,595,217,456,293,497,422,672,43,0,255,432,85,1477526253
522,87,631,233,0,480,636,279,455,166,631,217,590,233,0,390,661,215,669,280,454,154,0,240,646,203,612,247,447,422,457,225,663,252,0,300,456,306,664,266,565,469,421,106,671,80,453,138,495,453,495,71,577,72,661,227,459,250,816,457,840,469,0,345,426,468,662,239,494,435,499,154,494,194,625,265,0,270,457,484,496,51,496,31,446,72,0,375,570,32,570,352,426,452,428,435,491,178,823,34,674,68,0,420,456,279,673,32,515,485,0,315,431,30,439,60,600,201,575,58,552,435,920,287,0,210,758,120,759,59,834,402,849,447,0,495,844,434,760,106,0,330,825,91,758,33,0,225,0,435,759,76,459,239,457,194,434,50,0,450,673,56,455,265,486,96,0,510,576,86,0,285,0,360,758,91,0,195,786,418,576,99,571,45,456,179,0,405,595,217,456,293,497,422,672,43,0,255,432,85,1477526268
522,87,631,233,0,480,636,279,455,166,631,217,590,233,0,390,661,215,669,280,454,154,0,240,646,203,612,247,447,422,457,225,663,252,0,300,456,306,664,266,565,469,406,84,671,80,453,138,495,453,495,71,577,72,661,227,459,250,816,457,840,469,0,345,426,468,662,239,494,435,499,154,494,194,625,265,0,270,457,484,497,37,497,23,426,72,0,375,570,32,570,352,426,452,428,435,491,178,823,34,674,68,0,420,456,279,673,32,515,485,0,315,423,25,420,48,600,201,575,58,552,435,920,287,0,210,758,120,759,59,834,402,849,447,0,495,844,434,760,106,0,330,825,91,758,33,0,225,0,435,759,76,459,239,457,194,416,36,0,450,673,56,455,265,486,96,0,510,576,86,0,285,0,360,758,91,0,195,786,418,576,99,571,45,456,179,0,405,595,217,456,293,497,422,672,43,0,255,416,59,1477526283
495,62,631,233,0,480,636,279,455,166,631,217,590,233,0,390,661,215,669,280,454,154,0,240,646,203,612,247,447,422,457,225,663,252,0,300,456,306,664,266,565,469,406,84,671,80,453,138,495,453,494,51,577,72,661,227,459,250,816,457,840,469,0,345,426,468,662,239,494,435,499,154,494,194,625,265,0,270,457,484,497,37,497,23,426,72,0,375,570,32,570,352,426,452,428,435,491,178,823,34,674,68,0,420,456,279,673,32,515,485,0,315,423,25,420,48,600,201,575,58,552,435,920,287,0,210,758,120,759,59,834,402,849,447,0,495,844,434,760,106,0,330,825,91,758,33,0,225,0,435,759,76,459,239,457,194,416,36,0,450,673,56,455,265,566,111,0,510,576,86,0,285,0,360,758,91,0,195,786,418,576,99,571,45,456,179,0,405,595,217,456,293,497,422,672,43,0,255,416,59,1477526298
495,62,631,233,0,480,636,279,455,166,631,217,590,233,0,390,661,215,669,280,454,154,0,240,646,203,612,247,447,422,457,225,663,252,0,300,456,306,664,266,565,469,406,84,671,80,453,138,495,453,494,51,577,72,661,227,459,250,816,457,840,469,0,345,426,468,662,239,494,435,499,154,494,194,625,265,0,270,457,484,497,37,497,23,426,72,0,375,570,32,570,352,426,452,428,435,491,178,823,34,674,68,0,420,456,279,673,32,515,485,0,315,423,25,420,48,600,201,575,58,552,435,920,287,0,210,758,120,759,59,834,402,849,447,0,495,844,434,760,106,0,330,825,91,758,33,0,225,0,435,759,76,459,239,457,194,416,36,0,450,673,56,455,265,493,74,0,510,576,86,0,285,0,360,758,91,670,92,786,418,576,99,571,45,456,179,0,405,595,217,456,293,497,422,672,43,0,255,416,59,1477526313
495,62,631,233,0,480,636,279,455,166,631,217,590,233,0,390,661,215,669,280,454,154,0,240,646,203,612,247,447,422,457,225,663,252,0,300,456,306,664,266,565,469,406,84,671,80,453,138,495,453,494,51,577,72,661,227,459,250,816,457,840,469,0,345,426,468,662,239,494,435,499,154,494,194,625,265,0,270,457,484,497,37,497,23,426,72,0,375,570,32,570,352,426,452,428,435,491,178,823,34,674,68,0,420,456,279,673,32,515,485,0,315,423,25,420,48,600,201,575,58,552,435,920,287,762,132,758,120,759,59,834,402,849,447,0,495,844,434,760,106,0,330,825,91,758,33,824,120,0,435,759,76,459,239,457,194,416,36,0,450,673,56,455,265,493,74,0,510,576,86,0,285,0,360,758,91,670,92,786,418,576,99,571,45,456,179,0,405,595,217,456,293,497,422,672,43,0,255,416,59,1477526328
495,62,631,233,0,480,636,279,455,166,631,217,590,233,0,390,661,215,669,280,454,154,523,295,646,203,612,247,447,422,457,225,663,252,0,300,456,306,664,266,565,469,406,84,671,80,453,138,495,453,494,51,577,72,661,227,459,250,816,457,840,469,0,345,426,468,662,239,494,435,499,154,494,194,625,265,0,270,457,484,497,37,497,23,426,72,0,375,570,32,458,360,426,452,428,435,491,178,823,34,674,68,0,420,456,279,673,32,515,485,0,315,423,25,420,48,600,201,575,58,552,435,920,287,762,132,758,120,759,59,834,402,849,447,0,495,844,434,760,106,0,330,825,91,758,33,824,120,0,435,759,76,459,239,457,194,416,36,0,450,673,56,455,265,493,74,0,510,576,86,0,285,0,360,758,91,670,92,786,418,576,99,571,45,456,179,0,405,595,217,456,293,497,422,672,43,0,255,416,59,1477526343
495,62,631,233,0,480,636,279,455,166,631,217,590,233,0,390,661,215,669,280,454,154,628,294,646,203,612,247,447,422,457,225,663,252,0,300,456,306,664,266,565,469,406,84,671,80,453,138,495,453,494,51,577,72,661,227,459,250,816,457,840,469,0,345,426,468,662,239,494,435,499,154,494,194,625,265,457,207,457,484,497,37,497,23,426,72,0,375,570,32,458,360,426,452,428,435,491,178,823,34,674,68,0,420,456,279,673,32,515,485,0,315,423,25,420,48,600,201,575,58,552,435,920,287,762,132,758,120,759,59,834,402,849,447,0,495,844,434,760,106,0,330,825,91,758,33,824,120,0,435,759,76,459,239,457,194,416,36,0,450,673,56,455,265,493,74,0,510,576,86,0,285,0,360,758,91,670,92,786,418,576,99,571,45,456,179,0,405,595,217,456,293,497,422,672,43,527,360,416,59,1477526358
495,62,631,233,0,480,636,279,455,166,631,217,590,233,0,390,661,215,669,280,454,154,628,294,646,203,612,247,447,422,457,225,663,252,669,293,456,306,664,266,565,469,406,84,671,80,453,138,495,453,494,51,577,72,661,227,459,250,816,457,840,469,0,345,426,468,662,239,494,435,499,154,494,194,625,265,457,207,457,484,497,37,497,23,426,72,0,375,570,32,458,360,426,452,428,435,491,178,823,34,674,68,0,420,456,279,673,32,515,485,586,485,423,25,420,48,600,201,575,58,552,435,920,287,762,132,758,120,759,59,834,402,849,447,0,495,844,434,760,106,0,330,825,91,758,33,824,120,0,435,759,76,459,239,457,194,416,36,0,450,673,56,455,265,493,74,0,510,576,86,559,217,0,360,758,91,670,92,786,418,576,99,571,45,456,179,0,405,595,217,456,293,497,422,672,43,527,360,416,59,1477526373
495,62,631,233,0,480,636,279,455,166,631,217,590,233,0,390,661,215,669,280,454,154,628,294,646,203,612,247,447,422,457,225,663,252,669,293,456,306,664,266,565,469,406,84,671,80,453,138,495,453,494,51,577,72,661,227,459,250,816,457,840,469,486,347,426,468,662,239,494,435,499,154,494,194,625,265,457,207,457,484,497,37,497,23,426,72,0,375,570,32,458,360,426,452,428,435,491,178,823,34,674,68,0,420,456,279,673,32,515,485,586,485,423,25,420,48,600,201,575,58,552,435,920,287,762,132,758,120,759,59,834,402,849,447,0,495,844,434,760,106,0,330,825,91,758,33,824,120,0,435,759,76,459,239,457,194,416,36,0,450,673,56,455,265,493,74,0,510,576,86,559,217,0,360,758,91,670,92,786,418,576,99,571,45,456,179,0,405,595,217,456,293,497,422,672,43,527,360,416,59,1477526388
