266,(80-67)*15+15,266,(73-67)*15+15,133,(51-34)*15+15,0,28*15+15,0,31*15+15,133,(46-34)*15+15,0,8*15+15,266,(67-67)*15+15,0,29*15+15,133,(58-34)*15+15,266,(78-67)*15+15,133,(50-34)*15+15,0,33*15+15,133,(55-34)*15+15,133,(40-34)*15+15,266,(71-67)*15+15,133,(35-34)*15+15,133,(63-34)*15+15,0,13*15+15,0,21*15+15,133,(62-34)*15+15,0,22*15+15,266,(97-67)*15+15,266,(77-67)*15+15,266,(75-67)*15+15,266,(87-67)*15+15,0,3*15+15,0,30*15+15,133,(43-34)*15+15,0,20*15+15,133,(48-34)*15+15,266,(69-67)*15+15,266,(95-67)*15+15,0,16*15+15,133,(37-34)*15+15,266,(79-67)*15+15,266,(99-67)*15+15,133,(56-34)*15+15,266,(82-67)*15+15,266,(83-67)*15+15,0,24*15+15,0,4*15+15,133,(64-34)*15+15,0,25*15+15,266,(84-67)*15+15,0,11*15+15,266,(81-67)*15+15,0,27*15+15,0,10*15+15,0,23*15+15,0,1*15+15,266,(94-67)*15+15,133,(38-34)*15+15,133,(45-34)*15+15,133,(47-34)*15+15,266,(68-67)*15+15,133,(57-34)*15+15,266,(72-67)*15+15,266,(92-67)*15+15,133,(65-34)*15+15,266,(74-67)*15+15,133,(52-34)*15+15,0,6*15+15,133,(54-34)*15+15,0,14*15+15,266,(76-67)*15+15,133,(61-34)*15+15,133,(44-34)*15+15,266,(90-67)*15+15,266,(85-67)*15+15,0,18*15+15,0,0*15+15,0,26*15+15,266,(93-67)*15+15,0,19*15+15,266,(88-67)*15+15,0,2*15+15,133,(66-34)*15+15,266,(96-67)*15+15,266,(70-67)*15+15,133,(60-34)*15+15,0,15*15+15,266,(98-67)*15+15,133,(49-34)*15+15,0,32*15+15,133,(34-34)*15+15,0,7*15+15,133,(36-34)*15+15,0,12*15+15,0,17*15+15,266,(86-67)*15+15,133,(42-34)*15+15,133,(59-34)*15+15,0,5*15+15,266,(89-67)*15+15,133,(53-34)*15+15,266,(91-67)*15+15,133,(41-34)*15+15,133,(39-34)*15+15,0,9*15+15,1464950959
266,210,266,105,728,53,0,435,0,480,133,195,0,135,266,15,0,450,592,556,266,180,622,545,0,510,700,206,752,54,266,75,133,30,597,499,0,210,0,330,133,435,0,345,266,465,266,165,661,350,266,315,0,60,0,465,585,581,0,315,595,568,710,533,266,435,0,255,133,60,266,195,266,495,619,533,266,240,266,255,0,375,0,75,133,465,0,390,266,270,0,180,266,225,0,420,0,165,793,99,658,570,266,420,696,474,133,180,873,56,814,53,691,423,266,90,266,390,133,480,266,120,741,137,0,105,733,151,0,225,266,150,133,420,133,165,823,137,266,285,0,285,530,309,0,405,266,405,0,300,266,330,697,557,133,495,266,450,266,60,133,405,714,569,266,480,738,557,0,495,133,15,0,120,133,45,0,195,0,270,869,78,804,79,133,390,0,90,604,344,660,323,266,375,658,582,741,79,0,150,1464951147
266,210,266,105,728,53,0,435,0,480,133,195,0,135,266,15,0,450,592,556,266,180,622,545,0,510,700,206,752,54,266,75,133,30,597,499,0,210,0,330,133,435,0,345,266,465,266,165,661,350,810,152,0,60,0,465,585,581,0,315,595,568,710,533,266,435,0,255,133,60,266,195,266,495,619,533,266,240,266,255,0,375,0,75,133,465,0,390,266,270,0,180,266,225,0,420,0,165,793,99,658,570,266,420,696,474,133,180,873,56,814,53,691,423,266,90,266,390,133,480,266,120,741,137,0,105,733,151,0,225,266,150,133,420,133,165,823,137,266,285,0,285,530,309,0,405,266,405,0,300,610,126,697,557,133,495,266,450,266,60,133,405,714,569,266,480,738,557,0,495,133,15,0,120,133,45,0,195,0,270,869,78,804,79,133,390,0,90,601,361,660,323,266,375,658,582,741,79,0,150,1464951162
665,543,266,105,728,53,0,435,0,480,133,195,0,135,266,15,0,450,592,556,266,180,622,545,0,510,643,299,752,54,266,75,133,30,597,499,0,210,0,330,133,435,0,345,266,465,266,165,661,350,731,191,0,60,0,465,585,581,0,315,595,568,710,533,266,435,0,255,133,60,266,195,266,495,619,533,588,565,690,521,0,375,0,75,133,465,0,390,266,270,0,180,266,225,0,420,0,165,793,99,658,570,266,420,696,474,133,180,873,56,814,53,691,423,266,90,266,390,133,480,266,120,741,137,0,105,733,151,0,225,266,150,133,420,133,165,823,137,266,285,0,285,530,309,0,405,266,405,0,300,610,126,697,557,133,495,266,450,266,60,133,405,714,569,266,480,738,557,0,495,133,15,0,120,133,45,0,195,0,270,869,78,804,79,133,390,0,90,601,361,660,323,266,375,658,582,741,79,0,150,1464951177
665,543,266,105,728,53,0,435,0,480,133,195,0,135,266,15,0,450,592,556,266,180,622,545,0,510,643,299,752,54,266,75,133,30,597,499,0,210,0,330,133,435,0,345,266,465,266,165,661,350,731,191,0,60,0,465,585,581,0,315,595,568,710,533,266,435,0,255,133,60,266,195,266,495,619,533,585,592,690,521,0,375,0,75,133,465,0,390,780,317,0,180,743,296,0,420,0,165,793,99,658,570,266,420,696,474,133,180,873,56,814,53,691,423,266,90,266,390,133,480,266,120,741,137,0,105,733,151,0,225,266,150,133,420,133,165,823,137,724,202,0,285,530,309,0,405,266,405,0,300,610,126,697,557,133,495,266,450,266,60,133,405,714,569,266,480,738,557,0,495,133,15,0,120,133,45,0,195,0,270,869,78,804,79,133,390,0,90,601,361,660,323,786,322,658,582,741,79,0,150,1464951192
665,543,266,105,728,53,0,435,0,480,133,195,0,135,266,15,0,450,592,556,266,180,622,545,0,510,643,299,752,54,266,75,133,30,597,499,0,210,0,330,133,435,0,345,266,465,266,165,661,350,731,191,0,60,0,465,585,581,0,315,595,568,710,533,266,435,0,255,133,60,266,195,266,495,619,533,585,592,690,521,0,375,0,75,133,465,0,390,780,317,0,180,743,296,0,420,0,165,793,99,658,570,702,57,696,474,133,180,873,56,814,53,691,423,266,90,794,352,133,480,266,120,741,137,0,105,733,151,0,225,266,150,133,420,133,165,823,137,724,202,0,285,530,309,0,405,751,276,0,300,610,126,697,557,133,495,266,450,266,60,133,405,714,569,266,480,738,557,0,495,133,15,0,120,133,45,0,195,0,270,869,78,804,79,748,266,0,90,601,361,660,323,815,318,658,582,741,79,0,150,1464951207
665,543,266,105,728,53,0,435,0,480,133,195,0,135,266,15,0,450,592,556,266,180,622,545,0,510,643,299,752,54,266,75,133,30,597,499,0,210,0,330,714,179,0,345,266,465,266,165,661,350,731,191,0,60,0,465,585,581,0,315,595,568,710,533,266,435,0,255,133,60,266,195,266,495,619,533,585,592,690,521,0,375,0,75,133,465,0,390,780,317,0,180,743,296,0,420,0,165,793,99,658,570,687,107,696,474,133,180,873,56,814,53,691,423,266,90,794,352,133,480,266,120,741,137,0,105,733,151,0,225,266,150,133,420,133,165,823,137,724,202,0,285,530,309,0,405,751,276,0,300,610,126,697,557,669,589,266,450,266,60,699,582,714,569,266,480,738,557,0,495,133,15,0,120,133,45,0,195,0,270,869,78,804,79,748,266,0,90,601,361,660,323,815,318,658,582,741,79,0,150,1464951222
665,543,266,105,728,53,0,435,0,480,133,195,0,135,266,15,0,450,592,556,266,180,622,545,671,571,643,299,752,54,266,75,133,30,597,499,0,210,0,330,714,179,0,345,266,465,266,165,661,350,731,191,0,60,0,465,585,581,0,315,595,568,710,533,266,435,0,255,133,60,266,195,266,495,619,533,585,592,690,521,0,375,0,75,750,315,0,390,780,317,0,180,743,296,0,420,0,165,793,99,658,570,687,107,696,474,133,180,873,56,814,53,691,423,266,90,794,352,657,598,266,120,741,137,0,105,733,151,0,225,266,150,133,420,133,165,823,137,724,202,0,285,530,309,0,405,751,276,0,300,610,126,697,557,669,589,266,450,266,60,699,582,714,569,266,480,738,557,0,495,133,15,0,120,133,45,0,195,0,270,869,78,804,79,748,266,0,90,601,361,660,323,815,318,658,582,741,79,0,150,1464951237
665,543,266,105,728,53,0,435,0,480,133,195,0,135,266,15,0,450,592,556,266,180,622,545,671,571,643,299,752,54,266,75,133,30,597,499,0,210,0,330,714,179,0,345,554,325,266,165,661,350,731,191,0,60,0,465,585,581,0,315,595,568,710,533,590,138,0,255,133,60,266,195,266,495,619,533,585,592,690,521,0,375,0,75,750,315,0,390,780,317,0,180,743,296,0,420,0,165,793,99,658,570,687,107,696,474,133,180,873,56,814,53,691,423,266,90,794,352,657,598,266,120,741,137,0,105,733,151,0,225,266,150,133,420,133,165,823,137,724,202,0,285,530,309,0,405,751,276,0,300,610,126,697,557,669,589,609,444,266,60,699,582,714,569,593,419,738,557,0,495,133,15,0,120,133,45,0,195,0,270,869,78,804,79,748,266,0,90,601,361,660,323,815,318,658,582,741,79,0,150,1464951252
665,543,266,105,728,53,0,435,0,480,133,195,0,135,266,15,0,450,592,556,647,509,622,545,671,571,643,299,752,54,266,75,133,30,597,499,0,210,0,330,714,179,0,345,554,325,528,342,661,350,731,191,0,60,0,465,585,581,0,315,595,568,710,533,618,77,0,255,133,60,688,591,266,495,619,533,585,592,690,521,0,375,0,75,750,315,0,390,780,317,0,180,743,296,0,420,0,165,793,99,658,570,687,107,696,474,133,180,873,56,814,53,691,423,266,90,794,352,657,598,266,120,741,137,0,105,733,151,0,225,266,150,133,420,133,165,823,137,724,202,0,285,530,309,0,405,751,276,0,300,610,126,697,557,669,589,609,444,266,60,699,582,714,569,593,419,738,557,0,495,133,15,0,120,133,45,0,195,0,270,869,78,804,79,748,266,0,90,601,361,660,323,815,318,658,582,741,79,0,150,1464951267
665,543,266,105,728,53,0,435,0,480,677,394,0,135,266,15,0,450,592,556,622,472,622,545,671,571,643,299,752,54,266,75,133,30,597,499,0,210,0,330,714,179,0,345,554,325,528,342,661,350,731,191,0,60,0,465,585,581,0,315,595,568,710,533,618,77,0,255,133,60,688,591,266,495,619,533,585,592,690,521,781,95,0,75,750,315,0,390,780,317,0,180,743,296,0,420,0,165,793,99,658,570,687,107,696,474,635,253,873,56,814,53,691,423,266,90,794,352,657,598,266,120,741,137,0,105,733,151,0,225,508,240,748,115,133,165,823,137,724,202,0,285,530,309,0,405,751,276,0,300,610,126,697,557,669,589,609,444,266,60,699,582,714,569,593,419,738,557,0,495,133,15,0,120,133,45,0,195,0,270,869,78,804,79,748,266,0,90,601,361,660,323,815,318,658,582,741,79,0,150,1464951282
665,543,266,105,728,53,0,435,0,480,677,394,0,135,266,15,0,450,592,556,622,472,622,545,671,571,643,299,752,54,266,75,133,30,597,499,0,210,0,330,714,179,601,191,554,325,528,342,661,350,731,191,0,60,0,465,585,581,0,315,595,568,710,533,618,77,725,599,133,60,688,591,266,495,619,533,585,592,690,521,781,95,0,75,750,315,619,172,780,317,0,180,743,296,0,420,0,165,793,99,658,570,687,107,696,474,635,253,873,56,814,53,691,423,266,90,794,352,657,598,266,120,741,137,0,105,733,151,0,225,737,495,748,115,133,165,823,137,724,202,0,285,530,309,0,405,751,276,0,300,610,126,697,557,669,589,609,444,266,60,699,582,714,569,593,419,738,557,0,495,133,15,0,120,133,45,0,195,0,270,869,78,804,79,748,266,0,90,601,361,660,323,815,318,658,582,741,79,0,150,1464951297
665,543,266,105,728,53,764,592,0,480,677,394,0,135,266,15,0,450,592,556,622,472,622,545,671,571,643,299,752,54,266,75,133,30,597,499,0,210,0,330,714,179,601,191,554,325,528,342,661,350,731,191,0,60,0,465,585,581,0,315,595,568,710,533,618,77,725,599,133,60,688,591,266,495,619,533,585,592,690,521,781,95,0,75,750,315,620,231,780,317,0,180,743,296,817,297,0,165,793,99,658,570,687,107,696,474,635,253,873,56,814,53,691,423,266,90,794,352,657,598,266,120,741,137,0,105,733,151,0,225,737,495,748,115,133,165,823,137,724,202,0,285,530,309,639,59,751,276,0,300,610,126,697,557,669,589,609,444,266,60,699,582,714,569,593,419,738,557,0,495,133,15,0,120,133,45,0,195,0,270,869,78,804,79,748,266,0,90,601,361,660,323,815,318,658,582,741,79,0,150,1464951312
665,543,266,105,728,53,764,592,695,238,677,394,0,135,266,15,629,156,592,556,622,472,622,545,671,571,643,299,752,54,266,75,133,30,597,499,0,210,660,323,714,179,601,191,554,325,528,342,661,350,731,191,0,60,687,52,585,581,0,315,595,568,710,533,618,77,725,599,133,60,688,591,266,495,619,533,585,592,690,521,781,95,0,75,750,315,620,231,780,317,0,180,743,296,817,297,0,165,793,99,658,570,687,107,696,474,635,253,873,56,814,53,691,423,266,90,794,352,657,598,266,120,741,137,0,105,733,151,0,225,737,495,748,115,133,165,823,137,724,202,0,285,530,309,639,59,751,276,0,300,610,126,697,557,669,589,609,444,266,60,699,582,714,569,593,419,738,557,697,229,133,15,0,120,133,45,0,195,0,270,869,78,804,79,748,266,0,90,601,361,660,323,815,318,658,582,741,79,0,150,1464951327
665,543,266,105,728,53,764,592,695,238,677,394,0,135,266,15,629,156,592,556,622,472,622,545,671,571,643,299,752,54,266,75,133,30,597,499,0,210,598,291,714,179,601,191,554,325,528,342,661,350,731,191,0,60,687,52,585,581,0,315,595,568,710,533,618,77,725,599,133,60,688,591,266,495,619,533,585,592,690,521,781,95,0,75,750,315,620,231,780,317,0,180,743,296,817,297,0,165,793,99,658,570,687,107,696,474,635,253,873,56,814,53,691,423,266,90,794,352,657,598,266,120,741,137,0,105,733,151,706,108,737,495,748,115,133,165,823,137,724,202,0,285,530,309,639,59,751,276,0,300,610,126,697,557,669,589,609,444,266,60,699,582,714,569,593,419,738,557,697,229,133,15,0,120,133,45,666,94,597,130,869,78,804,79,748,266,0,90,601,361,660,323,815,318,658,582,741,79,0,150,1464951342
665,543,266,105,728,53,764,592,695,238,677,394,0,135,266,15,629,156,592,556,622,472,622,545,671,571,643,299,752,54,266,75,133,30,597,499,682,109,598,291,714,179,601,191,554,325,528,342,661,350,731,191,0,60,687,52,585,581,0,315,595,568,710,533,618,77,725,599,133,60,688,591,266,495,619,533,585,592,690,521,781,95,0,75,750,315,620,231,780,317,613,214,743,296,817,297,601,394,793,99,658,570,687,107,696,474,635,253,873,56,814,53,691,423,266,90,794,352,657,598,266,120,741,137,0,105,733,151,706,108,737,495,748,115,133,165,823,137,724,202,620,199,530,309,639,59,751,276,640,200,610,126,697,557,669,589,609,444,266,60,699,582,714,569,593,419,738,557,697,229,133,15,0,120,133,45,618,101,597,130,869,78,804,79,748,266,0,90,601,361,660,323,815,318,658,582,741,79,0,150,1464951357
665,543,266,105,728,53,764,592,695,238,677,394,0,135,266,15,629,156,592,556,622,472,622,545,671,571,643,299,752,54,649,375,133,30,597,499,682,109,598,291,714,179,601,191,554,325,528,342,661,350,731,191,0,60,687,52,585,581,791,234,595,568,710,533,618,77,725,599,133,60,688,591,266,495,619,533,585,592,690,521,781,95,0,75,750,315,620,231,780,317,613,214,743,296,817,297,601,394,793,99,658,570,687,107,696,474,635,253,873,56,814,53,691,423,640,335,794,352,657,598,638,62,741,137,0,105,733,151,706,108,737,495,748,115,712,60,823,137,724,202,620,199,530,309,639,59,751,276,640,200,610,126,697,557,669,589,609,444,701,553,699,582,714,569,593,419,738,557,697,229,133,15,0,120,133,45,618,101,597,130,869,78,804,79,748,266,0,90,601,361,660,323,815,318,658,582,741,79,0,150,1464951372
665,543,723,597,728,53,764,592,695,238,677,394,0,135,622,114,629,156,592,556,622,472,622,545,671,571,643,299,752,54,649,375,133,30,597,499,682,109,598,291,714,179,601,191,554,325,528,342,661,350,731,191,598,77,687,52,585,581,791,234,595,568,710,533,618,77,725,599,623,113,688,591,266,495,619,533,585,592,690,521,781,95,0,75,750,315,620,231,780,317,613,214,743,296,817,297,601,394,793,99,658,570,687,107,696,474,635,253,873,56,814,53,691,423,688,266,794,352,657,598,638,62,741,137,0,105,733,151,706,108,737,495,748,115,712,60,823,137,724,202,620,199,530,309,639,59,751,276,640,200,610,126,697,557,669,589,609,444,701,553,699,582,714,569,593,419,738,557,697,229,670,502,0,120,133,45,618,101,597,130,869,78,804,79,748,266,0,90,601,361,660,323,815,318,658,582,741,79,0,150,1464951387
665,543,723,597,728,53,764,592,695,238,677,394,0,135,622,114,629,156,592,556,622,472,622,545,671,571,643,299,752,54,649,375,656,222,597,499,682,109,598,291,714,179,601,191,554,325,528,342,661,350,731,191,598,77,687,52,585,581,791,234,595,568,710,533,618,77,725,599,623,113,688,591,266,495,619,533,585,592,690,521,781,95,0,75,750,315,620,231,780,317,613,214,743,296,817,297,601,394,793,99,658,570,687,107,696,474,635,253,873,56,814,53,691,423,688,266,794,352,657,598,638,62,741,137,0,105,733,151,706,108,737,495,748,115,712,60,823,137,724,202,620,199,530,309,639,59,751,276,640,200,610,126,697,557,669,589,609,444,701,553,699,582,714,569,593,419,738,557,697,229,670,502,647,370,670,86,618,101,597,130,869,78,804,79,748,266,0,90,601,361,660,323,815,318,658,582,741,79,615,379,1464951402
665,543,723,597,728,53,764,592,695,238,677,394,593,152,622,114,629,156,592,556,622,472,622,545,671,571,643,299,752,54,649,375,656,222,597,499,682,109,598,291,714,179,601,191,554,325,528,342,661,350,731,191,598,77,687,52,585,581,791,234,595,568,710,533,618,77,725,599,623,113,688,591,329,506,619,533,585,592,690,521,781,95,676,230,750,315,620,231,780,317,613,214,743,296,817,297,601,394,793,99,658,570,687,107,696,474,635,253,873,56,814,53,691,423,688,266,794,352,657,598,638,62,741,137,642,148,733,151,706,108,737,495,748,115,712,60,823,137,724,202,620,199,530,309,639,59,751,276,640,200,610,126,697,557,669,589,609,444,701,553,699,582,714,569,593,419,738,557,697,229,670,502,647,370,670,86,618,101,597,130,869,78,804,79,748,266,611,431,601,361,660,323,815,318,658,582,741,79,615,379,1464951417
