1473243300572,795,588
1473243300578,771,576
1473243300587,742,562
1473243300595,708,546
1473243300603,672,528
1473243300610,630,513
1473243300619,591,496
1473243300627,554,476
1473243300634,517,453
1473243300643,485,436
1473243300650,457,415
1473243300675,392,363
1473243300682,380,348
1473243300691,372,337
1473243300699,364,326
1473243300707,361,319
1473243300714,358,310
1473243300723,357,305
1473243300730,356,300
1473243300738,356,295
1473243300747,356,289
1473243300754,356,287
1473243300762,356,283
1473243300770,355,279
1473243300778,354,276
1473243300786,352,272
1473243300794,348,266
1473243300803,345,263
1473243300810,341,258
1473243300819,338,256
1473243300826,336,252
1473243300834,333,249
1473243300842,328,244
1473243300851,322,238
1473243300858,315,232
1473243300867,306,226
1473243300874,296,218
1473243300883,285,211
1473243300890,276,206
1473243300898,266,200
1473243300906,255,194
1473243300914,249,190
1473243300923,240,185
1473243300931,235,183
1473243300939,230,179
1473243300947,225,174
1473243300955,220,170
1473243300963,219,169
1473243300971,216,165
1473243300979,212,159
1473243300987,208,154
1473243300995,207,152
1473243301003,205,149
1473243301011,203,144
1473243301019,202,143
1473243301027,201,142
1473243301035,200,140
1473243301051,199,139
1473243301059,198,137
1473243301067,197,136
1473243301075,194,134
1473243301083,192,133
1473243301091,189,131
1473243301099,187,129
1473243301107,183,127
1473243301115,181,125
1473243301123,176,121
1473243301131,171,116
1473243301139,165,112
1473243301147,159,108
1473243301155,153,102
1473243301164,149,97
1473243301171,144,92
1473243301179,138,84
1473243301187,132,78
1473243301195,123,71
1473243301204,117,64
1473243301212,109,58
1473243301220,104,54
1473243301227,98,49
1473243301235,97,48
1473243301243,95,45
1473243301259,95,44
1473243301307,95,43
1473243301331,96,43
1473243301339,97,43
1473243301355,98,43
1473243301371,100,43
1473243301383,101,43
1473243301395,103,43
1473243301403,105,43
1473243301411,107,43
1473243301420,108,43
1473243301427,109,43
1473243301443,110,43
1473243301515,111,43
1473243301523,113,43
1473243301636,114,44
1473243301651,114,45
1473243301659,113,46
1473243301668,111,47
1473243301675,110,48
1473243301683,110,49
1473243301691,109,51
1473243301700,109,52
1473243301707,109,53
1473243301715,108,55
1473243301731,108,56
1473243301754,108,57
1473243301787,108,59
1473243301803,110,59
1473243301811,111,59
1473243301820,113,59
1473243301843,114,59
1473243301852,117,59
1473243301859,118,57
1473243301868,119,57
1473243301875,122,54
1473243301884,123,53
1473243301891,125,52
1473243301899,125,51
1473243301907,125,50
1473243301915,125,48
1473243301923,125,47
1473243301931,125,46
1473243301938,125,45
1473243301947,125,44
1473243301954,125,42
1473243301971,125,41
1473243301979,125,40
1473243301995,125,38
1473243302003,123,37
1473243302011,119,37
1473243302019,116,37
1473243302027,111,37
1473243302036,108,37
1473243302043,106,37
1473243302052,105,37
1473243302059,104,37
1473243302068,102,38
1473243302074,101,39
1473243302083,101,41
1473243302090,100,44
1473243302099,100,46
1473243302107,100,50
1473243302115,100,53
1473243302122,100,57
1473243302131,100,60
1473243302138,100,62
1473243302147,101,64
1473243302155,102,66
1473243302164,103,68
1473243302171,104,70
1473243302180,107,71
1473243302186,108,72
1473243302196,109,73
1473243302203,112,73
1473243302212,115,73
1473243302219,116,73
1473243302228,119,73
1473243302236,123,73
1473243302244,126,73
1473243302252,128,73
1473243302258,132,72
1473243302268,135,71
1473243302274,140,70
1473243302284,142,70
1473243302290,144,68
1473243302300,145,67
1473243302307,146,67
1473243302316,147,66
1473243302338,147,65
1473243302379,147,64
1473243302387,147,63
1473243302396,147,61
1473243302403,147,60
1473243302412,144,58
1473243302420,139,57
1473243302428,133,54
1473243302436,129,53
1473243302444,125,53
1473243302452,124,53
1473243302458,121,53
1473243302468,119,53
1473243302475,118,53
1473243302484,117,53
1473243302491,116,53
1473243302500,115,54
1473243302507,113,56
