133,(45-34)*15+15,133,(60-34)*15+15,133,(42-34)*15+15,0,17*15+15,0,18*15+15,0,10*15+15,266,(83-67)*15+15,0,24*15+15,0,25*15+15,266,(82-67)*15+15,0,9*15+15,266,(79-67)*15+15,133,(41-34)*15+15,266,(72-67)*15+15,133,(46-34)*15+15,266,(92-67)*15+15,133,(65-34)*15+15,266,(93-67)*15+15,133,(44-34)*15+15,133,(40-34)*15+15,0,30*15+15,0,12*15+15,266,(96-67)*15+15,133,(56-34)*15+15,266,(70-67)*15+15,0,29*15+15,133,(61-34)*15+15,266,(81-67)*15+15,266,(98-67)*15+15,0,6*15+15,266,(97-67)*15+15,133,(55-34)*15+15,0,2*15+15,266,(86-67)*15+15,0,11*15+15,0,33*15+15,0,27*15+15,133,(47-34)*15+15,266,(75-67)*15+15,266,(76-67)*15+15,0,16*15+15,133,(34-34)*15+15,133,(59-34)*15+15,0,21*15+15,266,(85-67)*15+15,266,(67-67)*15+15,133,(50-34)*15+15,0,19*15+15,0,4*15+15,266,(87-67)*15+15,0,23*15+15,133,(58-34)*15+15,133,(51-34)*15+15,133,(54-34)*15+15,0,3*15+15,0,28*15+15,266,(88-67)*15+15,133,(62-34)*15+15,133,(39-34)*15+15,133,(35-34)*15+15,133,(63-34)*15+15,0,22*15+15,133,(36-34)*15+15,133,(66-34)*15+15,266,(99-67)*15+15,133,(53-34)*15+15,0,8*15+15,133,(48-34)*15+15,0,7*15+15,266,(68-67)*15+15,266,(77-67)*15+15,133,(64-34)*15+15,266,(78-67)*15+15,133,(52-34)*15+15,266,(94-67)*15+15,0,31*15+15,266,(90-67)*15+15,0,15*15+15,266,(74-67)*15+15,266,(80-67)*15+15,266,(84-67)*15+15,0,32*15+15,266,(95-67)*15+15,133,(38-34)*15+15,266,(89-67)*15+15,133,(37-34)*15+15,266,(73-67)*15+15,0,14*15+15,133,(43-34)*15+15,0,26*15+15,266,(91-67)*15+15,0,1*15+15,0,5*15+15,266,(71-67)*15+15,0,0*15+15,133,(57-34)*15+15,266,(69-67)*15+15,0,13*15+15,133,(49-34)*15+15,0,20*15+15,1469795497
133,180,649,188,133,135,3,276,0,285,0,165,266,255,0,375,0,390,266,240,667,147,266,195,136,112,762,167,133,195,266,390,153,385,686,169,133,165,705,182,0,465,0,195,266,450,574,54,266,60,0,450,133,420,266,225,266,480,0,105,266,465,133,330,0,45,256,299,0,180,760,71,760,56,133,210,259,125,266,150,828,242,767,254,734,241,0,330,737,265,266,15,829,266,878,242,761,218,266,315,0,360,133,375,234,90,133,315,0,60,0,435,266,330,133,435,680,251,133,30,133,450,0,345,133,45,133,495,266,495,133,300,0,135,133,225,0,120,266,30,263,166,133,465,266,180,133,285,266,420,0,480,266,360,0,240,819,254,266,210,266,270,0,495,262,431,133,75,266,345,133,60,266,105,0,225,133,150,44,398,266,375,764,241,0,90,266,75,0,15,133,360,266,45,0,210,133,240,0,315,1469795967
133,180,649,188,133,135,3,276,0,285,0,165,266,255,0,375,0,390,266,240,667,147,266,195,136,112,762,167,133,195,266,390,153,385,686,169,133,165,705,182,0,465,0,195,266,450,574,54,266,60,0,450,133,420,266,225,266,480,0,105,804,53,133,330,0,45,865,53,0,180,760,71,760,56,133,210,259,125,266,150,828,242,767,254,734,241,0,330,737,265,266,15,829,266,878,242,761,218,266,315,0,360,133,375,234,90,133,315,0,60,0,435,266,330,133,435,680,251,133,30,133,450,0,345,133,45,133,495,266,495,133,300,0,135,133,225,0,120,266,30,263,166,133,465,266,180,133,285,266,420,0,480,266,360,0,240,819,254,266,210,266,270,0,495,262,431,133,75,266,345,133,60,266,105,0,225,133,150,44,398,266,375,764,241,0,90,266,75,0,15,133,360,266,45,0,210,133,240,0,315,1469795982
133,180,649,188,133,135,3,276,0,285,0,165,266,255,0,375,0,390,266,240,667,147,266,195,136,112,762,167,133,195,266,390,153,385,686,169,133,165,705,182,0,465,0,195,266,450,574,54,266,60,0,450,133,420,266,225,678,81,0,105,754,36,133,330,0,45,804,26,0,180,760,71,760,56,133,210,259,125,266,150,828,242,767,254,734,241,0,330,737,265,266,15,829,266,878,242,761,218,266,315,0,360,133,375,234,90,133,315,0,60,0,435,266,330,133,435,680,251,133,30,133,450,0,345,133,45,133,495,252,467,133,300,0,135,133,225,0,120,266,30,263,166,133,465,266,180,133,285,266,420,0,480,266,360,0,240,819,254,266,210,266,270,0,495,262,431,133,75,266,345,133,60,266,105,0,225,133,150,44,398,266,375,764,241,0,90,266,75,0,15,133,360,266,45,0,210,133,240,0,315,1469795997
133,180,649,188,133,135,3,276,0,285,0,165,266,255,0,375,0,390,266,240,667,147,266,195,136,112,762,167,133,195,266,390,153,385,686,169,133,165,705,182,0,465,0,195,266,450,574,54,266,60,0,450,133,420,266,225,850,70,0,105,754,36,133,330,0,45,804,26,0,180,760,71,760,56,133,210,259,125,266,150,828,242,767,254,734,241,0,330,737,265,266,15,829,266,878,242,761,218,266,315,0,360,133,375,234,90,133,315,0,60,0,435,266,330,133,435,680,251,133,30,133,450,0,345,133,45,133,495,252,467,133,300,0,135,133,225,0,120,266,30,263,166,133,465,266,180,133,285,266,420,0,480,266,360,0,240,819,254,782,374,266,270,0,495,262,431,133,75,266,345,133,60,266,105,0,225,133,150,44,398,266,375,764,241,0,90,266,75,0,15,133,360,266,45,0,210,133,240,0,315,1469796012
133,180,649,188,133,135,3,276,0,285,0,165,266,255,0,375,0,390,266,240,667,147,266,195,136,112,762,167,133,195,266,390,153,385,686,169,133,165,705,182,0,465,0,195,266,450,574,54,266,60,0,450,133,420,266,225,850,70,0,105,754,36,133,330,0,45,804,26,0,180,760,71,760,56,133,210,259,125,266,150,828,242,767,254,734,241,0,330,737,265,266,15,829,266,878,242,761,218,266,315,0,360,133,375,234,90,133,315,0,60,0,435,266,330,133,435,680,251,133,30,133,450,0,345,133,45,133,495,252,467,133,300,0,135,133,225,0,120,266,30,263,166,133,465,266,180,133,285,266,420,0,480,266,360,0,240,819,254,486,134,266,270,0,495,262,431,133,75,459,120,133,60,266,105,0,225,133,150,44,398,458,151,764,241,0,90,266,75,0,15,133,360,266,45,0,210,133,240,0,315,1469796027
133,180,649,188,133,135,3,276,0,285,0,165,266,255,0,375,0,390,266,240,667,147,266,195,136,112,762,167,133,195,266,390,153,385,686,169,133,165,705,182,0,465,0,195,266,450,574,54,266,60,0,450,133,420,266,225,850,70,0,105,754,36,133,330,0,45,804,26,0,180,760,71,760,56,133,210,259,125,266,150,828,242,767,254,734,241,0,330,737,265,266,15,829,266,878,242,761,218,266,315,0,360,133,375,234,90,133,315,0,60,0,435,266,330,133,435,680,251,133,30,133,450,0,345,133,45,133,495,252,467,133,300,0,135,133,225,0,120,266,30,263,166,133,465,266,180,133,285,266,420,0,480,452,148,0,240,819,254,486,134,266,270,0,495,262,431,133,75,459,120,133,60,266,105,0,225,133,150,44,398,553,227,764,241,0,90,266,75,0,15,133,360,266,45,0,210,133,240,0,315,1469796042
133,180,649,188,133,135,3,276,0,285,0,165,266,255,0,375,0,390,266,240,667,147,266,195,136,112,762,167,133,195,266,390,153,385,686,169,133,165,705,182,0,465,0,195,266,450,574,54,266,60,0,450,133,420,266,225,850,70,0,105,754,36,133,330,0,45,804,26,0,180,760,71,760,56,133,210,259,125,266,150,828,242,767,254,734,241,0,330,737,265,266,15,829,266,878,242,761,218,266,315,0,360,133,375,234,90,133,315,0,60,0,435,266,330,133,435,680,251,133,30,133,450,0,345,133,45,133,495,252,467,133,300,0,135,133,225,0,120,266,30,263,166,133,465,266,180,133,285,266,420,0,480,452,148,443,133,819,254,486,134,266,270,0,495,262,431,133,75,459,120,524,133,266,105,0,225,133,150,44,398,553,227,764,241,0,90,266,75,0,15,133,360,266,45,410,118,133,240,0,315,1469796057
133,180,649,188,133,135,3,276,0,285,0,165,266,262,0,375,0,390,266,240,667,147,266,195,136,112,762,167,133,195,266,390,153,385,686,169,133,165,705,182,0,465,0,195,266,450,574,54,266,60,0,450,133,420,266,225,850,70,0,105,754,36,133,330,0,45,804,26,0,180,760,71,760,56,133,210,259,125,266,150,828,242,767,254,734,241,0,330,737,265,495,148,829,266,878,242,761,218,266,315,0,360,133,375,234,90,133,315,0,60,0,435,266,330,133,435,680,251,133,30,133,450,0,345,133,45,133,495,252,467,133,300,0,135,133,225,0,120,257,33,263,166,133,465,266,180,133,285,266,420,0,480,452,148,443,133,819,254,486,134,265,260,0,495,262,431,405,164,459,120,524,133,266,105,0,225,133,150,44,398,553,227,764,241,0,90,266,75,0,15,133,360,463,162,410,118,133,240,0,315,1469796072
133,180,649,188,133,135,3,276,0,285,0,165,266,262,0,375,0,390,266,240,667,147,266,195,136,112,762,167,133,195,266,390,153,385,686,169,133,165,705,182,0,465,0,195,266,450,574,54,266,60,0,450,133,420,266,225,850,70,0,105,754,36,133,330,0,45,804,26,0,180,760,71,760,56,133,210,807,107,266,150,828,242,767,254,734,241,0,330,737,265,495,148,829,266,878,242,761,218,266,315,0,360,133,375,234,90,133,315,0,60,0,435,266,330,133,435,680,251,133,30,133,450,0,345,133,45,133,495,252,467,133,300,0,135,133,225,0,120,257,33,263,166,133,465,266,180,133,285,266,420,0,480,452,148,443,133,819,254,486,134,643,104,0,495,262,431,405,164,459,120,524,133,266,105,0,225,133,150,7,408,553,227,764,241,0,90,266,75,0,15,133,360,463,162,410,118,133,240,0,315,1469796087
133,180,649,188,133,135,3,276,0,285,0,165,266,262,0,375,0,390,266,240,667,147,266,195,136,112,762,167,133,195,266,390,153,385,686,169,133,165,705,182,0,465,0,195,266,450,574,54,266,60,0,450,133,420,266,225,850,70,0,105,837,54,133,330,0,45,871,41,0,180,760,71,760,56,133,210,784,21,266,150,828,242,767,254,734,241,0,330,737,265,495,148,829,266,878,242,761,218,266,315,0,360,133,375,234,90,133,315,0,60,0,435,266,330,133,435,680,251,133,30,133,450,0,345,133,45,133,495,252,467,133,300,0,135,133,225,0,120,257,33,263,166,133,465,266,180,133,285,266,420,0,480,452,148,443,133,819,254,486,134,643,104,0,495,262,431,405,164,459,120,524,133,266,105,0,225,133,150,7,408,553,227,764,241,0,90,266,75,0,15,133,360,463,162,410,118,133,240,0,315,1469796102
133,180,649,188,489,542,3,276,0,285,0,165,266,262,0,375,0,390,266,240,667,147,266,195,136,112,762,167,133,195,266,390,153,385,686,169,133,165,705,182,0,465,0,195,266,450,574,54,266,60,0,450,133,420,266,225,850,70,0,105,837,54,133,330,0,45,871,41,0,180,760,71,760,56,133,210,784,21,266,150,828,242,767,254,734,241,0,330,737,265,495,148,829,266,878,242,761,218,266,315,0,360,133,375,234,90,133,315,0,60,0,435,266,330,133,435,680,251,133,30,133,450,0,345,133,45,133,495,252,467,133,300,0,135,133,225,0,120,257,33,263,166,133,465,266,180,133,285,266,420,0,480,452,148,443,133,819,254,486,134,643,104,0,495,262,431,405,164,459,120,524,133,266,105,0,225,133,150,7,408,553,227,764,241,0,90,266,75,0,15,133,360,463,162,410,118,133,240,0,315,1469796117
133,180,649,188,490,541,3,276,0,285,0,165,478,493,0,375,0,390,266,240,667,147,266,195,136,112,762,167,514,542,266,390,153,385,686,169,133,165,705,182,0,465,0,195,266,450,574,54,266,60,0,450,133,420,266,225,850,70,0,105,837,54,133,330,603,542,871,41,0,180,760,71,760,56,133,210,784,21,266,150,828,242,767,254,734,241,0,330,737,265,495,148,829,266,878,242,761,218,266,315,0,360,133,375,234,90,133,315,0,60,0,435,266,330,133,435,680,251,133,30,133,450,0,345,133,45,133,495,252,467,133,300,0,135,133,225,0,120,257,33,263,166,133,465,266,180,133,285,266,420,0,480,452,148,443,133,819,254,486,134,643,104,0,495,262,431,405,164,459,120,524,133,266,105,0,225,133,150,7,408,553,227,764,241,0,90,266,75,0,15,133,360,463,162,410,118,133,240,0,315,1469796132
133,180,649,188,490,541,3,276,0,285,0,165,478,493,0,375,0,390,266,240,667,147,266,195,136,112,762,167,514,542,266,390,153,385,686,169,133,165,705,182,0,465,0,195,266,450,574,54,266,60,0,450,133,420,489,536,850,70,0,105,837,54,133,330,599,542,871,41,0,180,760,71,760,56,133,210,784,21,266,150,828,242,767,254,734,241,0,330,737,265,495,148,829,266,878,242,761,218,266,315,0,360,133,375,234,90,133,315,0,60,517,581,266,330,133,435,680,251,133,30,133,450,0,345,133,45,133,495,252,467,133,300,0,135,133,225,0,120,257,33,263,166,133,465,266,180,133,285,266,420,0,480,452,148,443,133,819,254,486,134,643,104,0,495,262,431,405,164,459,120,524,133,266,105,0,225,133,150,7,408,553,227,764,241,0,90,266,75,0,15,133,360,463,162,410,118,133,240,0,315,1469796147
133,180,649,188,467,509,3,276,0,285,0,165,482,499,0,375,0,390,266,240,667,147,266,195,136,112,762,167,448,525,266,390,153,385,686,169,133,165,705,182,0,465,0,195,266,450,574,54,266,60,0,450,133,420,484,514,850,70,0,105,837,54,133,330,599,542,871,41,0,180,760,71,760,56,133,210,784,21,266,150,828,242,767,254,734,241,0,330,737,265,495,148,829,266,878,242,761,218,266,315,0,360,133,375,234,90,133,315,0,60,415,537,266,330,133,435,680,251,133,30,133,450,0,345,133,45,133,495,252,467,133,300,0,135,133,225,0,120,257,33,263,166,133,465,266,180,133,285,266,420,0,480,452,148,443,133,819,254,486,134,643,104,0,495,262,431,405,164,459,120,524,133,266,105,0,225,133,150,7,408,553,227,764,241,0,90,266,75,0,15,133,360,463,162,410,118,133,240,0,315,1469796162
133,180,649,188,467,509,3,276,0,285,0,165,482,499,0,375,531,500,266,240,667,147,266,195,136,112,762,167,448,525,266,390,153,385,686,169,133,165,705,182,0,465,0,195,266,450,574,54,266,60,0,450,133,420,484,514,850,70,0,105,837,54,133,330,599,542,871,41,403,606,760,71,760,56,133,210,784,21,266,150,828,242,767,254,734,241,0,330,737,265,495,148,829,266,878,242,761,218,266,315,0,360,133,375,234,90,133,315,0,60,415,537,266,330,133,435,680,251,133,30,133,450,0,345,133,45,133,495,252,467,133,300,0,135,133,225,0,120,257,33,263,166,133,465,266,180,133,285,266,420,0,480,452,148,443,133,819,254,486,134,643,104,0,495,262,431,405,164,459,120,524,133,266,105,0,225,133,150,7,408,553,227,764,241,0,90,266,75,0,15,133,360,463,162,410,118,133,240,0,315,1469796177
133,180,649,188,467,509,3,276,0,285,0,165,482,499,0,375,531,500,266,240,667,147,266,195,136,112,762,167,448,525,266,390,153,385,686,169,133,165,705,182,0,465,0,195,266,450,574,54,525,530,0,450,133,420,484,514,850,70,0,105,837,54,133,330,633,532,871,41,403,606,760,71,760,56,133,210,784,21,266,150,828,242,767,254,734,241,0,330,737,265,495,148,829,266,878,242,761,218,266,315,0,360,133,375,234,90,133,315,0,60,415,537,266,330,133,435,680,251,133,30,133,450,0,345,133,45,133,495,252,467,133,300,0,135,133,225,0,120,257,33,263,166,133,465,266,180,133,285,266,420,0,480,452,148,443,133,819,254,486,134,643,104,0,495,262,431,405,164,459,120,524,133,266,105,0,225,133,150,7,408,553,227,764,241,0,90,266,75,0,15,133,360,463,162,410,118,133,240,0,315,1469796192
133,180,649,188,467,509,3,276,0,285,0,165,482,499,0,375,531,500,266,240,667,147,266,195,136,112,762,167,448,525,266,390,153,385,686,169,133,165,705,182,0,465,635,383,266,450,574,54,525,530,0,450,133,420,484,514,850,70,0,105,837,54,133,330,633,532,871,41,488,583,760,71,760,56,133,210,784,21,266,150,828,242,767,254,734,241,0,330,737,265,495,148,829,266,878,242,761,218,266,315,0,360,133,375,234,90,133,315,0,60,424,540,266,330,133,435,680,251,133,30,133,450,0,345,133,45,133,495,252,467,133,300,0,135,133,225,0,120,257,33,263,166,133,465,266,180,133,285,266,420,0,480,452,148,443,133,819,254,486,134,643,104,0,495,262,431,405,164,459,120,524,133,266,105,0,225,133,150,7,408,553,227,764,241,0,90,266,75,0,15,133,360,463,162,410,118,133,240,0,315,1469796207
133,180,649,188,467,509,3,276,0,285,0,165,482,499,0,375,446,527,266,240,667,147,266,195,136,112,762,167,526,497,266,390,153,385,686,169,133,165,705,182,0,465,635,383,266,450,574,54,525,530,0,450,133,420,484,514,850,70,0,105,837,54,133,330,633,532,871,41,599,550,760,71,760,56,133,210,784,21,266,150,828,242,767,254,734,241,0,330,737,265,495,148,829,266,878,242,761,218,266,315,0,360,133,375,234,90,133,315,0,60,528,482,266,330,133,435,680,251,133,30,133,450,0,345,133,45,133,495,252,467,133,300,0,135,133,225,0,120,257,33,263,166,133,465,266,180,133,285,266,420,0,480,452,148,443,133,819,254,486,134,643,104,0,495,262,431,405,164,459,120,524,133,266,105,0,225,133,150,7,408,553,227,764,241,0,90,266,75,0,15,133,360,463,162,410,118,133,240,0,315,1469796222
133,180,649,188,467,509,3,276,0,285,0,165,482,499,0,375,446,527,266,240,667,147,266,195,136,112,762,167,526,497,266,390,153,385,686,169,133,165,705,182,0,465,635,383,266,450,574,54,525,530,0,450,133,420,484,514,850,70,0,105,837,54,133,330,633,532,871,41,599,550,760,71,760,56,133,210,784,21,266,150,828,242,767,254,734,241,0,330,737,265,495,148,829,266,878,242,761,218,266,315,0,360,133,375,234,90,133,315,0,60,528,482,266,330,133,435,680,251,133,30,133,450,0,345,133,45,133,495,252,467,133,300,0,135,133,225,0,120,257,33,263,166,133,465,266,180,133,285,266,420,0,480,452,148,443,133,819,254,486,134,643,104,0,495,262,431,405,164,459,120,524,133,266,105,0,225,133,150,7,408,553,227,764,241,0,90,266,75,0,15,133,360,463,162,410,118,133,240,0,315,1469796237
133,180,649,188,467,509,3,276,0,285,0,165,482,499,0,375,446,527,266,240,667,147,266,195,136,112,762,167,526,497,266,390,153,385,686,169,133,165,705,182,0,465,635,383,266,450,574,54,525,530,0,450,133,420,484,514,850,70,0,105,837,54,133,330,633,532,871,41,599,550,760,71,760,56,133,210,784,21,266,150,828,242,767,254,734,241,0,330,737,265,495,148,829,266,878,242,761,218,266,315,0,360,133,375,234,90,133,315,0,60,528,482,779,85,133,435,680,251,763,302,133,450,0,345,133,45,133,495,252,467,133,300,0,135,133,225,0,120,257,33,263,166,133,465,266,180,133,285,266,420,0,480,452,148,443,133,819,254,486,134,643,104,0,495,262,431,405,164,459,120,524,133,266,105,0,225,133,150,7,408,553,227,764,241,0,90,266,75,0,15,133,360,463,162,410,118,133,240,0,315,1469796252
133,180,649,188,467,509,3,276,0,285,0,165,482,499,0,375,446,527,266,240,667,147,266,195,136,112,762,167,526,497,266,390,153,385,686,169,133,165,705,182,0,465,635,383,266,450,574,54,525,530,0,450,133,420,484,514,850,70,0,105,837,54,133,330,633,532,871,41,599,550,760,71,760,56,133,210,784,21,266,150,828,242,767,254,734,241,0,330,737,265,495,148,829,266,878,242,761,218,266,315,0,360,133,375,234,90,133,315,0,60,528,482,764,87,133,435,680,251,763,302,133,450,0,345,133,45,133,495,252,467,133,300,0,135,133,225,0,120,257,33,263,166,133,465,266,180,133,285,266,420,0,480,452,148,443,133,819,254,486,134,643,104,0,495,853,207,405,164,459,120,524,133,266,105,0,225,133,150,662,510,553,227,764,241,0,90,266,75,0,15,133,360,463,162,410,118,133,240,0,315,1469796267
133,180,649,188,467,509,3,276,0,285,0,165,482,499,0,375,446,527,266,240,667,147,266,195,136,112,762,167,526,497,266,390,153,385,686,169,133,165,705,182,0,465,635,383,266,450,574,54,525,530,0,450,133,420,484,514,850,70,0,105,837,54,133,330,633,532,871,41,599,550,760,71,760,56,133,210,784,21,266,150,828,242,767,254,734,241,0,330,737,265,495,148,829,266,878,242,761,218,266,315,0,360,133,375,234,90,133,315,0,60,528,482,764,87,133,435,680,251,763,302,133,450,0,345,133,45,133,495,252,467,133,300,0,135,133,225,0,120,257,33,263,166,133,465,266,180,133,285,266,420,0,480,452,148,443,133,819,254,486,134,643,104,0,495,853,207,405,164,459,120,524,133,266,105,0,225,133,150,668,498,553,227,764,241,0,90,266,75,0,15,133,360,463,162,410,118,883,434,0,315,1469796282
133,180,649,188,467,509,3,276,0,285,0,165,482,499,0,375,446,527,266,240,667,147,266,195,136,112,762,167,526,497,266,390,153,385,686,169,133,165,705,182,0,465,635,383,266,450,574,54,525,530,0,450,133,420,484,514,850,70,587,517,837,54,133,330,633,532,871,41,599,550,760,71,760,56,133,210,784,21,266,150,828,242,767,254,734,241,0,330,737,265,495,148,829,266,878,242,761,218,266,315,0,360,133,375,234,90,133,315,0,60,528,482,764,87,133,435,680,251,763,302,798,434,0,345,133,45,133,495,252,467,133,300,0,135,133,225,0,120,257,33,263,166,133,465,266,180,133,285,266,420,0,480,452,148,443,133,819,254,486,134,643,104,0,495,853,207,405,164,459,120,524,133,266,105,0,225,133,150,668,498,553,227,764,241,0,90,266,75,0,15,133,360,463,162,410,118,883,434,0,315,1469796297
133,180,649,188,467,509,3,276,0,285,0,165,482,499,0,375,446,527,266,240,667,147,266,195,136,112,762,167,526,497,266,390,153,385,686,169,133,165,705,182,0,465,635,383,266,450,574,54,525,530,0,450,133,420,484,514,850,70,587,517,837,54,133,330,633,532,871,41,599,550,760,71,760,56,133,210,784,21,266,150,828,242,767,254,734,241,919,260,737,265,495,148,829,266,878,242,761,218,266,315,0,360,133,375,234,90,133,315,0,60,528,482,764,87,133,435,680,251,763,302,798,434,796,421,133,45,133,495,252,467,133,300,0,135,133,225,0,120,257,33,263,166,133,465,266,180,133,285,266,420,0,480,452,148,443,133,819,254,486,134,643,104,0,495,853,207,405,164,459,120,524,133,266,105,0,225,133,150,668,498,553,227,764,241,0,90,266,75,0,15,133,360,463,162,410,118,883,434,0,315,1469796312
133,180,649,188,467,509,3,276,0,285,0,165,482,499,0,375,446,527,266,240,667,147,266,195,136,112,762,167,526,497,266,390,153,385,686,169,133,165,705,182,0,465,635,383,266,450,574,54,525,530,0,450,133,420,484,514,850,70,587,517,837,54,133,330,633,532,871,41,599,550,760,71,760,56,133,210,784,21,266,150,828,242,767,254,734,241,919,260,737,265,495,148,829,266,878,242,761,218,266,315,0,360,133,375,234,90,133,315,517,485,541,473,764,87,133,435,680,251,763,302,798,434,796,421,133,45,133,495,252,467,133,300,0,135,133,225,0,120,257,33,263,166,133,465,266,180,133,285,266,420,0,480,452,148,443,133,819,254,486,134,643,104,0,495,853,207,405,164,459,120,524,133,266,105,0,225,133,150,668,498,553,227,764,241,0,90,266,75,0,15,133,360,463,162,410,118,883,434,0,315,1469796327
133,180,649,188,467,509,3,276,0,285,0,165,482,499,0,375,446,527,266,240,667,147,266,195,136,112,762,167,526,497,266,390,153,385,686,169,133,165,705,182,0,465,635,383,266,450,574,54,525,530,0,450,133,420,484,514,850,70,587,517,837,54,133,330,633,532,871,41,599,550,760,71,760,56,133,210,784,21,266,150,828,242,767,254,734,241,919,260,737,265,495,148,829,266,878,242,761,218,917,424,0,360,133,375,234,90,133,315,517,485,541,473,764,87,133,435,680,251,763,302,798,434,796,421,133,45,133,495,252,467,133,300,0,135,133,225,0,120,257,33,263,166,133,465,266,180,133,285,266,420,0,480,452,148,443,133,819,254,486,134,643,104,0,495,853,207,405,164,459,120,524,133,266,105,0,225,133,150,668,498,553,227,764,241,0,90,266,75,592,25,133,360,463,162,410,118,883,434,0,315,1469796342
133,180,649,188,467,509,3,276,0,285,0,165,482,499,0,375,446,527,266,240,667,147,266,195,136,112,762,167,526,497,266,390,153,385,686,169,133,165,705,182,0,465,635,383,266,450,574,54,525,530,0,450,133,420,484,514,850,70,587,517,837,54,133,330,633,532,871,41,599,550,760,71,760,56,133,210,784,21,266,150,828,242,767,254,734,241,919,260,737,265,495,148,829,266,878,242,761,218,917,424,0,360,133,375,234,90,133,315,517,485,541,473,764,87,133,435,680,251,763,302,798,434,796,421,133,45,133,495,252,467,133,300,0,135,133,225,0,120,257,33,263,166,133,465,273,180,133,285,266,420,0,480,452,148,443,133,819,254,486,134,447,178,0,495,853,207,405,164,459,120,524,133,266,105,0,225,133,150,668,498,553,227,764,241,0,90,266,75,632,93,133,360,463,162,410,118,883,434,0,315,1469796357
133,180,649,188,467,509,3,276,0,285,0,165,482,499,0,375,446,527,266,240,667,147,266,195,136,112,762,167,526,497,266,390,153,385,686,169,133,165,705,182,0,465,635,383,266,450,574,54,525,530,0,450,133,420,484,514,850,70,587,517,837,54,133,330,633,532,871,41,599,550,760,71,760,56,133,210,784,21,266,150,828,242,767,254,734,241,919,260,737,265,495,148,829,266,878,242,761,218,917,424,0,360,133,375,234,90,133,315,517,485,541,473,764,87,133,435,680,251,763,302,798,434,796,421,133,45,133,495,252,467,133,300,0,135,133,225,0,120,257,33,263,166,133,465,273,180,133,285,266,420,0,480,452,148,443,133,819,254,486,134,447,178,0,495,853,207,405,164,459,120,524,133,266,105,0,225,133,150,668,498,553,227,764,241,0,90,266,75,632,93,133,360,463,162,410,118,883,434,0,315,1469796372
133,180,649,188,467,509,3,276,0,285,0,165,482,499,0,375,446,527,266,240,667,147,266,195,136,112,762,167,526,497,266,390,153,385,686,169,133,165,705,182,0,465,635,383,266,450,574,54,525,530,0,450,663,433,484,514,850,70,587,517,837,54,133,330,633,532,871,41,599,550,760,71,760,56,133,210,784,21,266,150,828,242,767,254,734,241,919,260,737,265,495,148,829,266,878,242,761,218,917,424,0,360,133,375,234,90,133,315,517,485,541,473,764,87,133,435,680,251,763,302,798,434,796,421,133,45,790,394,252,467,133,300,0,135,133,225,0,120,257,33,263,166,133,465,273,180,133,285,266,420,0,480,452,148,443,133,819,254,486,134,447,178,0,495,853,207,405,164,459,120,524,133,266,105,0,225,133,150,668,498,553,227,764,241,0,90,266,75,632,93,133,360,463,162,410,118,883,434,0,315,1469796387
133,180,649,188,467,509,3,276,0,285,0,165,482,499,0,375,446,527,266,240,667,147,266,195,136,112,762,167,526,497,266,390,153,385,686,169,133,165,705,182,0,465,635,383,266,450,574,54,525,530,0,450,663,433,484,514,850,70,587,517,837,54,133,330,633,532,871,41,599,550,760,71,760,56,133,210,784,21,266,150,828,242,767,254,734,241,919,260,737,265,495,148,829,266,878,242,761,218,917,424,0,360,133,375,234,90,513,306,517,485,541,473,764,87,545,334,680,251,763,302,798,434,796,421,133,45,790,394,252,467,133,300,0,135,133,225,0,120,257,33,263,166,133,465,273,180,133,285,266,420,0,480,452,148,443,133,819,254,486,134,447,178,0,495,853,207,405,164,459,120,524,133,266,105,0,225,133,150,668,498,553,227,764,241,0,90,266,75,632,93,133,360,463,162,410,118,883,434,0,315,1469796402
133,180,649,188,467,509,3,276,0,285,0,165,482,499,0,375,446,527,266,240,667,147,266,195,136,112,762,167,526,497,266,390,153,385,686,169,133,165,705,182,0,465,635,383,266,450,574,54,525,530,0,450,663,433,484,514,850,70,587,517,837,54,133,330,633,532,871,41,599,550,760,71,760,56,133,210,784,21,266,150,828,242,767,254,734,241,919,260,737,265,495,148,829,266,878,242,761,218,917,424,0,360,133,375,234,90,874,300,517,485,541,473,764,87,918,302,680,251,650,286,798,434,796,421,133,45,790,394,252,467,133,300,0,135,133,225,0,120,257,33,263,166,133,465,273,180,133,285,266,420,0,480,452,148,443,133,819,254,486,134,447,178,0,495,853,207,405,164,459,120,524,133,266,105,0,225,133,150,668,498,553,227,764,241,0,90,266,75,632,93,133,360,463,162,410,118,883,434,0,315,1469796417
