0,32*15+15,266,(76-67)*15+15,266,(90-67)*15+15,266,(82-67)*15+15,266,(73-67)*15+15,266,(95-67)*15+15,133,(34-34)*15+15,266,(72-67)*15+15,133,(48-34)*15+15,133,(56-34)*15+15,133,(37-34)*15+15,266,(81-67)*15+15,133,(58-34)*15+15,266,(87-67)*15+15,0,12*15+15,266,(83-67)*15+15,266,(68-67)*15+15,0,13*15+15,0,10*15+15,133,(61-34)*15+15,266,(96-67)*15+15,266,(98-67)*15+15,133,(55-34)*15+15,266,(69-67)*15+15,266,(91-67)*15+15,0,16*15+15,133,(43-34)*15+15,133,(44-34)*15+15,0,22*15+15,133,(65-34)*15+15,0,28*15+15,133,(41-34)*15+15,0,15*15+15,0,7*15+15,0,30*15+15,266,(77-67)*15+15,0,33*15+15,0,2*15+15,133,(60-34)*15+15,133,(64-34)*15+15,0,14*15+15,0,24*15+15,266,(74-67)*15+15,133,(35-34)*15+15,0,3*15+15,266,(80-67)*15+15,266,(85-67)*15+15,266,(97-67)*15+15,133,(66-34)*15+15,266,(78-67)*15+15,0,23*15+15,133,(47-34)*15+15,133,(38-34)*15+15,133,(62-34)*15+15,0,21*15+15,133,(51-34)*15+15,133,(49-34)*15+15,0,5*15+15,266,(93-67)*15+15,0,0*15+15,266,(86-67)*15+15,133,(45-34)*15+15,266,(88-67)*15+15,0,27*15+15,266,(99-67)*15+15,133,(52-34)*15+15,266,(84-67)*15+15,0,31*15+15,133,(50-34)*15+15,0,9*15+15,266,(70-67)*15+15,133,(39-34)*15+15,133,(36-34)*15+15,0,26*15+15,0,19*15+15,133,(54-34)*15+15,133,(53-34)*15+15,133,(59-34)*15+15,266,(71-67)*15+15,266,(92-67)*15+15,0,4*15+15,0,29*15+15,266,(89-67)*15+15,266,(67-67)*15+15,0,20*15+15,0,25*15+15,133,(63-34)*15+15,266,(75-67)*15+15,133,(57-34)*15+15,133,(42-34)*15+15,0,8*15+15,0,1*15+15,133,(40-34)*15+15,266,(94-67)*15+15,0,11*15+15,266,(79-67)*15+15,0,6*15+15,0,17*15+15,133,(46-34)*15+15,0,18*15+15,1477325971
739,431,266,150,266,360,266,240,266,105,266,435,133,15,266,90,133,225,133,345,133,60,266,225,133,375,266,315,0,195,266,255,266,30,0,210,0,165,133,420,574,553,266,480,133,330,266,45,266,375,0,255,133,150,133,165,0,345,133,480,0,435,133,120,0,240,0,120,4,463,897,506,0,510,0,45,133,405,133,465,0,225,0,375,813,43,133,30,0,60,266,210,856,531,837,543,133,495,266,180,0,360,133,210,133,75,923,477,0,330,133,270,915,439,0,90,266,405,918,587,266,300,133,180,266,330,0,420,266,495,133,285,266,270,0,480,133,255,0,150,266,60,133,90,133,45,0,405,0,300,133,315,133,300,858,430,858,475,803,396,0,75,778,478,266,345,858,395,0,315,0,390,133,450,266,135,133,360,133,135,0,135,0,30,133,105,266,420,0,180,266,195,0,105,0,270,133,195,0,285,1477326167
739,431,266,150,266,360,266,240,266,105,859,585,133,15,266,90,133,225,133,345,133,60,266,225,133,375,266,315,0,195,266,255,266,30,0,210,0,165,133,420,281,393,266,480,133,330,266,45,266,375,0,255,133,150,133,165,0,345,133,480,0,435,133,120,0,240,0,120,4,463,897,506,0,510,0,45,133,405,133,465,0,225,0,375,813,43,133,30,0,60,266,210,856,531,837,543,133,495,266,180,0,360,133,210,133,75,923,477,0,330,133,270,915,439,0,90,266,405,918,587,266,300,133,180,266,330,0,420,266,495,133,285,266,270,0,480,133,255,0,150,266,60,133,90,133,45,0,405,0,300,133,315,133,300,858,430,858,475,803,396,0,75,778,478,266,345,858,395,0,315,0,390,133,450,266,135,133,360,133,135,0,135,0,30,133,105,266,420,0,180,266,195,0,105,0,270,133,195,0,285,1477326182
739,431,266,150,266,360,266,240,266,105,859,585,133,15,266,90,133,225,133,345,133,60,266,225,133,375,266,315,0,195,266,255,266,30,0,210,0,165,133,420,281,393,266,480,133,330,266,45,266,375,0,255,133,150,133,165,0,345,133,480,0,435,133,120,0,240,756,579,4,463,897,506,0,510,0,45,133,405,133,465,0,225,0,375,813,43,133,30,0,60,266,210,856,531,837,543,133,495,266,180,0,360,133,210,133,75,923,477,0,330,133,270,915,439,0,90,266,405,918,587,266,300,133,180,266,330,0,420,266,495,133,285,266,270,0,480,133,255,0,150,266,60,133,90,133,45,0,405,0,300,133,315,133,300,858,430,858,475,803,396,0,75,778,478,266,345,858,395,0,315,0,390,133,450,266,135,133,360,133,135,0,135,0,30,133,105,266,420,0,180,266,195,0,105,0,270,133,195,0,285,1477326197
739,431,266,150,266,360,266,240,266,105,859,585,133,15,266,90,133,225,133,345,133,60,266,225,133,375,266,315,0,195,266,255,266,30,0,210,0,165,133,420,281,393,266,480,133,330,266,45,266,375,0,255,133,150,133,165,0,345,133,480,0,435,133,120,0,240,756,579,4,463,897,506,0,510,676,428,133,405,133,465,0,225,0,375,813,43,133,30,0,60,266,210,856,531,837,543,133,495,266,180,0,360,133,210,133,75,923,477,0,330,507,241,915,439,0,90,266,405,918,587,266,300,133,180,266,330,0,420,266,495,133,285,266,270,0,480,133,255,0,150,266,60,133,90,133,45,0,405,0,300,133,315,133,300,858,430,858,475,803,396,0,75,778,478,266,345,858,395,0,315,0,390,133,450,266,135,133,360,133,135,0,135,0,30,133,105,266,420,0,180,266,195,0,105,0,270,133,195,0,285,1477326212
739,431,266,150,266,360,266,240,266,105,859,585,133,15,266,90,133,225,133,345,133,60,266,225,133,375,266,315,0,195,266,255,266,30,0,210,0,165,133,420,281,393,266,480,133,330,266,45,266,375,0,255,133,150,133,165,0,345,133,480,0,435,133,120,0,240,756,579,4,463,897,506,0,510,676,428,133,405,133,465,0,225,0,375,813,43,133,30,0,60,266,210,856,531,837,543,133,495,266,180,0,360,133,210,133,75,923,477,0,330,507,241,915,439,0,90,266,405,918,587,266,300,133,180,266,330,0,420,266,495,133,285,266,270,0,480,133,255,0,150,266,60,133,90,133,45,0,405,0,300,133,315,133,300,858,430,858,475,803,396,0,75,778,478,266,345,858,395,0,315,732,477,133,450,266,135,133,360,133,135,0,135,0,30,133,105,266,420,941,543,266,195,0,105,0,270,133,195,0,285,1477326227
739,431,266,150,266,360,266,240,266,105,859,585,133,15,266,90,133,225,133,345,729,461,266,225,133,375,266,315,0,195,266,255,266,30,0,210,0,165,133,420,281,393,266,480,133,330,266,45,266,375,0,255,133,150,133,165,0,345,133,480,0,435,133,120,0,240,756,579,4,463,897,506,0,510,676,428,133,405,133,465,0,225,0,375,813,43,133,30,0,60,266,210,856,531,837,543,133,495,266,180,787,438,133,210,133,75,923,477,0,330,507,241,915,439,0,90,266,405,918,587,266,300,133,180,266,330,0,420,266,495,133,285,266,270,0,480,133,255,0,150,266,60,133,90,133,45,0,405,0,300,133,315,133,300,858,430,858,475,803,396,0,75,778,478,266,345,858,395,0,315,732,477,133,450,266,135,133,360,133,135,0,135,0,30,133,105,266,420,941,543,266,195,0,105,0,270,133,195,0,285,1477326242
739,431,266,150,266,360,266,240,266,105,859,585,133,15,266,90,133,225,133,345,679,474,266,225,133,375,266,315,507,264,266,255,266,30,0,210,0,165,133,420,281,393,266,480,133,330,266,45,266,375,0,255,133,150,133,165,0,345,133,480,0,435,133,120,0,240,756,579,4,463,897,506,0,510,676,428,133,405,133,465,0,225,0,375,813,43,133,30,0,60,266,210,856,531,837,543,133,495,266,180,787,438,133,210,133,75,923,477,0,330,507,241,915,439,923,414,266,405,918,587,266,300,133,180,266,330,0,420,266,495,133,285,266,270,0,480,133,255,0,150,266,60,133,90,133,45,0,405,0,300,133,315,133,300,858,430,858,475,803,396,0,75,778,478,266,345,858,395,0,315,732,477,133,450,266,135,133,360,133,135,0,135,0,30,133,105,266,420,941,543,266,195,0,105,0,270,133,195,0,285,1477326257
739,431,266,150,266,360,266,240,266,105,859,585,133,15,266,90,133,225,133,345,679,474,266,225,133,375,266,315,507,264,266,255,266,30,0,210,0,165,133,420,281,393,266,480,133,330,266,45,266,375,0,255,133,150,133,165,0,345,133,480,0,435,133,120,0,240,756,579,4,463,897,506,0,510,676,428,133,405,133,465,0,225,0,375,813,43,133,30,0,60,266,210,856,531,837,543,133,495,266,180,787,438,133,210,133,75,923,477,0,330,507,241,929,422,927,451,266,405,918,587,266,300,133,180,266,330,0,420,266,495,133,285,266,270,0,480,133,255,0,150,266,60,133,90,133,45,0,405,0,300,133,315,133,300,858,430,858,475,803,396,0,75,778,478,266,345,858,395,0,315,732,477,133,450,266,135,133,360,133,135,0,135,0,30,133,105,266,420,941,543,266,195,674,399,805,370,133,195,0,285,1477326272
739,431,266,150,266,360,266,240,266,105,859,585,133,15,673,241,133,225,133,345,679,474,266,225,133,375,266,315,507,264,266,255,266,30,0,210,0,165,133,420,281,393,266,480,133,330,266,45,266,375,0,255,133,150,672,270,0,345,133,480,0,435,133,120,0,240,756,579,4,463,897,506,0,510,676,428,133,405,133,465,0,225,0,375,813,43,133,30,0,60,266,210,856,531,837,543,133,495,266,180,787,438,133,210,133,75,923,477,0,330,507,241,929,422,927,451,266,405,918,587,266,300,133,180,266,330,0,420,266,495,133,285,266,270,0,480,133,255,0,150,266,60,133,90,133,45,0,405,0,300,133,315,133,300,858,430,858,475,803,396,0,75,778,478,266,345,858,395,0,315,732,477,133,450,266,135,133,360,133,135,0,135,0,30,133,105,266,420,941,543,266,195,674,399,805,370,133,195,0,285,1477326287
739,431,266,150,266,360,266,240,266,105,859,585,133,15,670,240,133,225,133,345,679,474,266,225,133,375,266,315,507,264,266,255,266,30,0,210,0,165,133,420,281,393,266,480,133,330,266,45,266,375,0,255,133,150,672,270,0,345,133,480,0,435,133,120,0,240,756,579,4,463,897,506,0,510,676,428,133,405,133,465,0,225,0,375,813,43,133,30,0,60,266,210,856,531,837,543,133,495,266,180,787,438,133,210,133,75,923,477,0,330,507,241,929,422,927,451,266,405,918,587,501,293,133,180,266,330,0,420,266,495,133,285,266,270,0,480,133,255,0,150,266,60,133,90,133,45,0,405,0,300,133,315,734,398,858,430,858,475,803,396,0,75,778,478,266,345,858,395,0,315,732,477,133,450,266,135,133,360,133,135,0,135,0,30,133,105,266,420,941,543,266,195,674,399,805,370,133,195,0,285,1477326302
739,431,266,150,266,360,266,240,266,105,859,585,133,15,670,240,133,225,133,345,679,474,266,225,133,375,266,315,507,264,266,255,266,30,0,210,0,165,133,420,281,393,266,480,133,330,266,45,266,375,0,255,133,150,672,270,0,345,133,480,0,435,133,120,0,240,756,579,4,463,897,506,0,510,676,428,133,405,133,465,0,225,0,375,813,43,133,30,0,60,266,210,856,531,837,543,133,495,266,180,787,438,133,210,133,75,923,477,0,330,507,241,929,422,927,451,266,405,918,587,501,293,133,180,266,330,0,420,266,495,133,285,266,270,0,480,133,255,0,150,266,60,133,90,133,45,0,405,0,300,133,315,734,398,858,430,858,475,803,396,0,75,778,478,266,345,858,395,722,373,734,461,133,450,266,135,133,360,133,135,0,135,0,30,133,105,266,420,941,543,266,195,674,399,805,370,133,195,0,285,1477326317
739,431,266,150,266,360,266,240,266,105,859,585,133,15,664,203,133,225,133,345,679,474,266,225,133,375,266,315,507,264,266,255,266,30,0,210,0,165,133,420,281,393,266,480,133,330,266,45,266,375,0,255,133,150,671,238,0,345,133,480,0,435,133,120,0,240,756,579,4,463,897,506,0,510,676,428,133,405,133,465,812,78,0,375,813,43,133,30,0,60,266,210,856,531,837,543,133,495,266,180,787,438,133,210,133,75,923,477,414,239,507,241,929,422,927,451,266,405,918,587,501,293,133,180,266,330,0,420,266,495,133,285,266,270,0,480,133,255,0,150,266,60,133,90,133,45,0,405,0,300,133,315,734,398,858,430,858,475,803,396,0,75,778,478,266,345,858,395,722,373,734,461,133,450,266,135,133,360,133,135,0,135,0,30,133,105,266,420,941,543,266,195,674,399,805,370,133,195,0,285,1477326332
739,431,266,150,266,360,266,240,266,105,859,585,133,15,664,203,133,225,133,345,679,474,266,225,133,375,266,315,507,264,266,255,266,30,0,210,0,165,133,420,281,393,266,480,133,330,266,45,266,375,0,255,133,150,671,238,0,345,133,480,0,435,133,120,0,240,756,579,4,463,897,506,0,510,676,428,133,405,133,465,812,78,0,375,813,43,133,30,765,40,266,210,856,531,837,543,133,495,266,180,787,438,133,210,133,75,923,477,414,239,507,241,929,422,927,451,266,405,918,587,501,293,133,180,266,330,0,420,266,495,133,285,266,270,0,480,674,267,0,150,266,60,133,90,133,45,0,405,0,300,133,315,734,398,858,430,858,475,803,396,885,369,778,478,266,345,858,395,722,373,734,461,133,450,266,135,133,360,133,135,0,135,0,30,133,105,266,420,941,543,266,195,674,399,805,370,133,195,0,285,1477326347
739,431,266,150,266,360,266,240,266,105,859,585,133,15,664,203,133,225,133,345,679,474,266,225,133,375,266,315,507,264,266,255,266,30,0,210,635,195,133,420,281,393,266,480,133,330,266,45,266,375,581,239,133,150,671,238,0,345,133,480,0,435,133,120,0,240,756,579,4,463,897,506,0,510,676,428,133,405,133,465,812,78,745,78,813,43,133,30,765,40,266,210,856,531,837,543,133,495,266,180,787,438,133,210,133,75,923,477,414,239,507,241,929,422,927,451,266,405,918,587,501,293,133,180,266,330,0,420,266,495,133,285,266,270,0,480,674,267,0,150,266,60,133,90,133,45,0,405,0,300,133,315,734,398,858,430,858,475,803,396,885,369,778,478,266,345,858,395,722,373,734,461,133,450,266,135,133,360,133,135,0,135,0,30,133,105,266,420,941,543,266,195,674,399,805,370,133,195,0,285,1477326362
739,431,266,150,266,360,266,240,266,105,859,585,577,206,664,203,133,225,133,345,679,474,266,225,133,375,266,315,507,264,266,255,266,30,0,210,667,167,133,420,281,393,266,480,133,330,266,45,266,375,581,239,133,150,671,238,0,345,133,480,0,435,133,120,0,240,756,579,4,463,897,506,0,510,676,428,133,405,133,465,812,78,745,78,813,43,133,30,765,40,266,210,856,531,837,543,133,495,266,180,787,438,133,210,133,75,923,477,414,239,507,241,929,422,927,451,266,405,918,587,501,293,769,169,266,330,0,420,266,495,133,285,266,270,0,480,674,267,0,150,266,60,133,90,133,45,0,405,0,300,133,315,734,398,858,430,858,475,803,396,885,369,778,478,266,345,858,395,722,373,734,461,133,450,266,135,133,360,133,135,0,135,0,30,133,105,266,420,941,543,266,195,674,399,805,370,133,195,0,285,1477326377
739,431,266,150,266,360,266,240,266,105,859,585,577,206,664,203,133,225,133,345,679,474,266,225,133,375,266,315,507,264,266,255,266,30,0,210,667,167,133,420,281,393,266,480,133,330,266,45,266,375,581,239,133,150,671,238,0,345,133,480,0,435,133,120,0,240,756,579,4,463,897,506,0,510,676,428,133,405,133,465,812,78,745,78,813,43,891,79,765,40,266,210,856,531,837,543,133,495,266,180,787,438,133,210,133,75,923,477,414,239,507,241,929,422,927,451,266,405,918,587,501,293,769,169,266,330,0,420,266,495,133,285,266,270,0,480,674,267,0,150,266,60,133,90,573,179,0,405,0,300,133,315,734,398,858,430,858,475,803,396,885,369,778,478,266,345,858,395,722,373,734,461,133,450,266,135,133,360,133,135,0,135,0,30,133,105,266,420,941,543,266,195,674,399,805,370,133,195,0,285,1477326392
739,431,266,150,266,360,266,240,266,105,859,585,577,206,664,203,133,225,133,345,679,474,266,225,133,375,266,315,507,264,266,255,266,30,0,210,667,167,133,420,281,393,266,480,133,330,266,45,266,375,581,239,133,150,671,238,0,345,133,480,0,435,133,120,0,240,756,579,4,463,897,506,0,510,676,428,133,405,133,465,812,78,745,78,813,43,891,79,765,40,266,210,856,531,837,543,133,495,266,180,787,438,133,210,133,75,923,477,414,239,507,241,929,422,927,451,266,405,918,587,502,297,769,169,266,330,0,420,266,495,133,285,266,270,0,480,740,205,0,150,266,60,133,90,573,179,0,405,0,300,133,315,734,398,858,430,858,475,803,396,885,369,778,478,266,345,858,395,722,373,734,461,133,450,266,135,133,360,549,279,0,135,0,30,133,105,266,420,941,543,266,195,674,399,805,370,133,195,0,285,1477326407
739,431,266,150,266,360,266,240,266,105,859,585,577,206,664,203,133,225,133,345,679,474,266,225,133,375,266,315,507,264,266,255,266,30,672,576,667,167,133,420,281,393,266,480,133,330,266,45,266,375,581,239,133,150,671,238,0,345,133,480,0,435,133,120,0,240,756,579,4,463,897,506,0,510,676,428,133,405,133,465,812,78,745,78,813,43,891,79,765,40,266,210,856,531,837,543,133,495,266,180,787,438,133,210,133,75,923,477,414,239,507,241,929,422,927,451,266,405,918,587,502,297,769,169,266,330,0,420,266,495,133,285,266,270,0,480,740,205,0,150,266,60,133,90,573,179,0,405,0,300,133,315,734,398,858,430,858,475,803,396,885,369,778,478,266,345,858,395,722,373,734,461,133,450,266,135,133,360,565,265,0,135,0,30,745,351,266,420,941,543,266,195,674,399,805,370,133,195,0,285,1477326422
739,431,266,150,266,360,266,240,266,105,859,585,577,206,664,203,133,225,133,345,679,474,266,225,133,375,266,315,507,264,266,255,266,30,672,576,667,167,133,420,281,393,266,480,133,330,266,45,266,375,581,239,133,150,671,238,572,571,133,480,0,435,133,120,0,240,756,579,741,234,897,506,413,580,676,428,133,405,133,465,812,78,745,78,813,43,891,79,765,40,266,210,856,531,837,543,133,495,266,180,787,438,133,210,133,75,923,477,414,239,507,241,929,422,927,451,266,405,918,587,502,297,769,169,266,330,0,420,266,495,133,285,266,270,0,480,740,205,0,150,266,60,133,90,573,179,0,405,0,300,133,315,734,398,858,430,858,475,803,396,885,369,778,478,266,345,858,395,722,373,734,461,133,450,266,135,133,360,565,265,0,135,0,30,745,351,266,420,941,543,266,195,674,399,805,370,133,195,0,285,1477326437
