266,(75-67)*15+15,0,32*15+15,133,(59-34)*15+15,266,(94-67)*15+15,0,7*15+15,266,(67-67)*15+15,133,(45-34)*15+15,266,(85-67)*15+15,266,(88-67)*15+15,0,13*15+15,266,(71-67)*15+15,133,(49-34)*15+15,0,25*15+15,0,26*15+15,133,(62-34)*15+15,266,(72-67)*15+15,0,27*15+15,133,(39-34)*15+15,133,(38-34)*15+15,133,(63-34)*15+15,266,(69-67)*15+15,0,19*15+15,266,(70-67)*15+15,0,16*15+15,0,20*15+15,0,14*15+15,0,15*15+15,266,(90-67)*15+15,133,(35-34)*15+15,133,(40-34)*15+15,133,(42-34)*15+15,266,(79-67)*15+15,133,(55-34)*15+15,266,(98-67)*15+15,133,(41-34)*15+15,266,(78-67)*15+15,133,(60-34)*15+15,133,(50-34)*15+15,133,(54-34)*15+15,0,11*15+15,133,(46-34)*15+15,266,(95-67)*15+15,266,(97-67)*15+15,266,(82-67)*15+15,266,(77-67)*15+15,0,24*15+15,133,(53-34)*15+15,266,(76-67)*15+15,133,(37-34)*15+15,0,21*15+15,0,33*15+15,0,9*15+15,133,(65-34)*15+15,133,(34-34)*15+15,0,6*15+15,0,29*15+15,266,(74-67)*15+15,0,23*15+15,0,31*15+15,266,(68-67)*15+15,0,17*15+15,266,(93-67)*15+15,266,(73-67)*15+15,133,(66-34)*15+15,266,(87-67)*15+15,0,4*15+15,133,(56-34)*15+15,0,12*15+15,266,(81-67)*15+15,0,18*15+15,133,(52-34)*15+15,133,(51-34)*15+15,266,(80-67)*15+15,0,2*15+15,266,(99-67)*15+15,133,(64-34)*15+15,133,(58-34)*15+15,0,22*15+15,0,0*15+15,266,(92-67)*15+15,0,28*15+15,0,1*15+15,0,5*15+15,133,(47-34)*15+15,0,8*15+15,133,(61-34)*15+15,266,(86-67)*15+15,133,(44-34)*15+15,0,10*15+15,266,(84-67)*15+15,266,(89-67)*15+15,133,(36-34)*15+15,266,(83-67)*15+15,266,(91-67)*15+15,266,(96-67)*15+15,133,(48-34)*15+15,0,3*15+15,133,(57-34)*15+15,133,(43-34)*15+15,0,30*15+15,1477390036
865,222,790,112,504,524,867,92,259,339,436,41,133,180,532,501,466,440,0,210,737,164,697,210,727,76,695,173,525,523,470,283,0,420,633,209,133,75,645,192,447,141,0,300,447,127,751,405,467,450,0,225,514,565,528,469,717,153,47,92,133,135,741,100,456,489,405,72,133,120,788,90,500,295,840,101,842,78,787,76,823,427,819,415,790,416,266,240,266,165,462,309,880,372,881,386,133,60,521,543,739,110,421,530,417,470,429,55,479,480,542,479,463,293,424,63,775,427,749,472,448,497,410,181,266,105,133,495,243,290,519,412,424,168,138,201,266,225,0,285,133,285,133,270,266,210,0,45,266,495,133,465,599,54,616,41,475,25,660,27,554,33,437,32,580,25,545,42,790,514,538,53,249,309,133,165,442,156,418,510,874,479,852,445,266,255,266,375,879,233,133,225,563,62,630,14,615,316,5,461,1477390490
865,222,790,112,504,524,867,92,259,339,436,41,612,354,532,501,466,440,0,210,737,164,697,210,727,76,695,173,525,523,470,283,0,420,633,209,650,354,645,192,447,141,0,300,447,127,751,405,467,450,0,225,514,565,528,469,717,153,47,92,133,135,741,100,456,489,405,72,133,120,788,90,500,295,840,101,842,78,787,76,823,427,819,415,790,416,266,240,750,417,621,342,880,372,881,386,133,60,521,543,739,110,421,530,417,470,429,55,479,480,542,479,463,293,424,63,775,427,749,472,448,497,410,181,266,105,133,495,243,290,519,412,424,168,138,201,266,225,0,285,133,285,133,270,266,210,0,45,266,495,133,465,599,54,616,41,475,25,660,27,554,33,437,32,580,25,545,42,790,514,538,53,249,309,133,165,442,156,418,510,874,479,852,445,266,255,266,375,879,233,133,225,563,62,630,14,626,330,5,461,1477390505
865,222,790,112,504,524,867,92,259,339,436,41,612,354,532,501,466,440,0,210,737,164,697,210,727,76,695,173,525,523,470,283,0,420,633,209,650,354,645,192,447,141,0,300,447,127,125,335,467,450,0,225,514,565,528,469,717,153,47,92,133,135,741,100,456,489,405,72,133,120,788,90,500,295,840,101,842,78,787,76,823,427,819,415,790,416,266,240,783,440,621,342,880,372,881,386,725,24,521,543,739,110,421,530,417,470,429,55,479,480,542,479,463,293,424,63,775,427,749,472,448,497,410,181,266,105,133,495,243,290,519,412,424,168,138,201,266,225,0,285,133,285,133,270,266,210,0,45,266,495,133,465,599,54,616,41,475,25,660,27,554,33,437,32,580,25,545,42,790,514,538,53,249,309,133,165,442,156,418,510,874,479,852,445,266,255,266,375,879,233,133,225,563,62,630,14,626,330,5,461,1477390520
865,222,790,112,504,524,867,92,259,339,436,41,612,354,532,501,466,440,0,210,737,164,697,210,727,76,695,173,525,523,470,283,567,329,633,209,650,354,645,192,447,141,784,402,447,127,125,335,467,450,0,225,514,565,528,469,717,153,47,92,133,135,741,100,456,489,405,72,133,120,788,90,500,295,840,101,842,78,787,76,823,427,819,415,790,416,266,240,783,440,621,342,880,372,881,386,725,24,521,543,739,110,421,530,417,470,429,55,479,480,542,479,463,293,424,63,775,427,749,472,448,497,410,181,266,105,133,495,243,290,519,412,424,168,138,201,266,225,0,285,133,285,133,270,266,210,0,45,266,495,133,465,599,54,616,41,475,25,660,27,554,33,437,32,580,25,545,42,790,514,538,53,249,309,133,165,442,156,418,510,874,479,852,445,266,255,266,375,879,233,133,225,563,62,630,14,626,330,5,461,1477390535
865,222,837,123,504,524,867,92,259,339,436,41,612,354,532,501,466,440,829,135,737,164,697,210,727,76,695,173,525,523,470,283,567,329,633,209,650,354,645,192,447,141,784,402,447,127,125,335,467,450,0,225,514,565,528,469,717,153,423,554,133,135,741,100,456,489,405,72,133,120,788,90,500,295,840,101,842,78,787,76,823,427,819,415,790,416,266,240,783,440,621,342,880,372,881,386,725,24,521,543,739,110,421,530,417,470,429,55,479,480,542,479,463,293,424,63,775,427,749,472,448,497,410,181,266,105,133,495,243,290,519,412,424,168,138,201,266,225,0,285,133,285,133,270,266,210,419,543,266,495,133,465,599,54,616,41,475,25,660,27,554,33,437,32,580,25,545,42,790,514,538,53,249,309,133,165,442,156,418,510,874,479,852,445,266,255,266,375,879,233,133,225,563,62,630,14,626,330,5,461,1477390550
865,222,837,123,504,524,867,92,259,339,436,41,612,354,532,501,466,440,829,135,737,164,697,210,727,76,695,173,525,523,470,283,567,329,633,209,650,354,645,192,447,141,784,402,447,127,125,335,467,450,0,225,514,565,528,469,717,153,423,554,895,216,741,100,456,489,405,72,550,536,788,90,500,295,840,101,842,78,787,76,823,427,819,415,790,416,266,240,783,440,621,342,880,372,881,386,725,24,521,543,739,110,421,530,417,470,429,55,479,480,542,479,463,293,424,63,775,427,749,472,448,497,410,181,266,105,133,495,243,290,519,412,424,168,138,201,266,225,0,285,133,285,133,270,266,210,419,543,266,495,133,465,599,54,616,41,475,25,660,27,554,33,437,32,580,25,545,42,790,514,538,53,249,309,133,165,442,156,418,510,874,479,852,445,266,255,266,375,879,233,133,225,563,62,630,14,626,330,5,461,1477390565
865,222,837,123,504,524,867,92,259,339,436,41,612,354,532,501,466,440,829,135,737,164,697,210,727,76,695,173,525,523,470,283,567,329,633,209,650,354,645,192,447,141,784,402,447,127,828,154,467,450,0,225,514,565,528,469,717,153,423,554,895,216,741,100,456,489,405,72,550,536,788,90,500,295,840,101,842,78,787,76,823,427,819,415,790,416,266,240,783,440,621,342,880,372,881,386,725,24,521,543,739,110,421,530,417,470,429,55,479,480,542,479,463,293,424,63,775,427,749,472,448,497,410,181,266,105,133,495,243,290,519,412,424,168,138,201,417,520,0,285,133,285,133,270,266,210,419,543,266,495,133,465,599,54,616,41,475,25,660,27,554,33,437,32,580,25,545,42,790,514,538,53,249,309,133,165,442,156,418,510,874,479,852,445,266,255,266,375,879,233,133,225,563,62,630,14,626,330,871,145,1477390580
865,222,837,123,504,524,867,92,259,339,436,41,612,354,532,501,466,440,829,135,737,164,697,210,727,76,695,173,525,523,470,283,567,329,633,209,650,354,645,192,447,141,784,402,447,127,828,154,467,450,0,225,514,565,528,469,717,153,423,554,895,216,741,100,456,489,405,72,550,536,788,90,500,295,840,101,842,78,787,76,823,427,819,415,790,416,806,456,783,440,621,342,880,372,881,386,725,24,521,543,739,110,421,530,417,470,429,55,479,480,542,479,463,293,424,63,775,427,749,472,448,497,410,181,266,105,133,495,243,290,519,412,424,168,138,201,417,520,0,285,133,285,133,270,266,210,419,543,266,495,133,465,599,54,616,41,475,25,660,27,554,33,437,32,580,25,545,42,790,514,538,53,249,309,133,165,442,156,418,510,874,479,852,445,569,512,266,375,879,233,133,225,563,62,630,14,626,330,871,145,1477390595
865,222,837,123,504,524,867,92,259,339,436,41,612,354,532,501,466,440,829,135,737,164,697,210,727,76,695,173,525,523,470,283,567,329,633,209,650,354,645,192,447,141,784,402,447,127,828,154,467,450,0,225,514,565,528,469,717,153,423,554,895,216,741,100,456,489,405,72,550,536,788,90,500,295,840,101,842,78,787,76,823,427,819,415,790,416,806,456,783,440,621,342,880,372,881,386,725,24,521,543,739,110,421,530,417,470,429,55,479,480,542,479,463,293,424,63,775,427,749,472,448,497,410,181,266,105,133,495,243,290,519,412,424,168,138,201,417,520,0,285,133,285,133,270,266,210,419,543,266,495,133,465,599,54,616,41,475,25,660,27,554,33,437,32,580,25,545,42,790,514,538,53,249,309,513,554,442,156,418,510,874,479,852,445,569,512,266,375,879,233,154,232,563,62,630,14,626,330,871,145,1477390610
865,222,837,123,504,524,867,92,259,339,436,41,612,354,532,501,466,440,829,135,737,164,697,210,727,76,695,173,525,523,470,283,567,329,633,209,650,354,645,192,447,141,784,402,447,127,828,154,467,450,0,225,514,565,528,469,717,153,423,554,895,216,741,100,456,489,405,72,550,536,788,90,500,295,840,101,842,78,787,76,823,427,819,415,790,416,806,456,783,440,621,342,880,372,881,386,725,24,521,543,739,110,421,530,417,470,429,55,479,480,542,479,463,293,424,63,775,427,749,472,448,497,410,181,266,105,133,495,243,290,519,412,424,168,138,201,417,520,0,285,133,285,133,270,266,210,419,543,266,495,133,465,599,54,616,41,475,25,660,27,554,33,437,32,580,25,545,42,790,514,538,53,249,309,513,554,442,156,418,510,874,479,852,445,569,512,266,375,879,233,154,232,563,62,630,14,626,330,871,145,1477390625
865,222,837,123,504,524,867,92,259,339,436,41,612,354,532,501,466,440,829,135,737,164,697,210,727,76,695,173,525,523,470,283,567,329,633,209,650,354,645,192,447,141,784,402,447,127,828,154,467,450,0,225,514,565,528,469,717,153,423,554,895,216,741,100,456,489,405,72,550,536,788,90,500,295,840,101,842,78,787,76,823,427,819,415,790,416,806,456,783,440,621,342,880,372,881,386,725,24,521,543,739,110,421,530,417,470,429,55,479,480,542,479,463,293,424,63,775,427,749,472,448,497,410,181,266,105,133,495,243,290,519,412,424,168,138,201,417,520,0,285,133,285,133,270,266,210,419,543,266,495,133,465,599,54,616,41,475,25,660,27,554,33,437,32,580,25,545,42,790,514,538,53,249,309,513,554,442,156,418,510,874,479,852,445,569,512,266,375,879,233,154,232,563,62,630,14,626,330,871,145,1477390640
865,222,837,123,504,524,867,92,259,339,436,41,612,354,532,501,466,440,829,135,737,164,697,210,727,76,695,173,525,523,470,283,567,329,633,209,650,354,645,192,447,141,784,402,447,127,828,154,467,450,0,225,514,565,528,469,717,153,423,554,895,216,741,100,456,489,405,72,550,536,788,90,500,295,840,101,842,78,787,76,823,427,819,415,790,416,806,456,783,440,621,342,880,372,881,386,725,24,521,543,739,110,421,530,417,470,429,55,479,480,542,479,463,293,424,63,775,427,749,472,448,497,410,181,612,248,133,495,243,290,519,412,424,168,138,201,417,520,0,285,133,285,133,270,266,210,419,543,266,495,133,465,599,54,616,41,475,25,660,27,554,33,437,32,580,25,545,42,790,514,538,53,249,309,513,554,442,156,418,510,874,479,852,445,569,512,266,375,879,233,154,232,563,62,630,14,626,330,871,145,1477390655
865,222,837,123,504,524,867,92,259,339,436,41,612,354,532,501,466,440,829,135,737,164,697,210,727,76,695,173,525,523,470,283,567,329,633,209,650,354,645,192,447,141,784,402,447,127,828,154,467,450,0,225,514,565,528,469,717,153,423,554,895,216,741,100,456,489,405,72,550,536,788,90,500,295,840,101,842,78,787,76,823,427,819,415,790,416,806,456,783,440,621,342,880,372,881,386,725,24,521,543,739,110,421,530,417,470,429,55,479,480,542,479,463,293,424,63,775,427,749,472,448,497,410,181,612,248,133,495,243,290,519,412,424,168,138,201,417,520,0,285,133,285,133,270,266,210,419,543,266,495,133,465,599,54,616,41,475,25,660,27,554,33,437,32,580,25,545,42,790,514,538,53,249,309,513,554,442,156,418,510,874,479,852,445,569,512,266,375,879,233,154,232,563,62,630,14,626,330,871,145,1477390670
865,222,837,123,504,524,867,92,259,339,436,41,612,354,532,501,466,440,829,135,737,164,697,210,727,76,695,173,525,523,470,283,567,329,633,209,650,354,645,192,447,141,784,402,447,127,828,154,467,450,0,225,514,565,528,469,717,153,423,554,895,216,741,100,456,489,405,72,550,536,788,90,500,295,840,101,842,78,787,76,823,427,819,415,790,416,806,456,783,440,621,342,880,372,881,386,725,24,521,543,739,110,421,530,417,470,429,55,479,480,542,479,463,293,424,63,775,427,749,472,448,497,410,181,612,248,133,495,243,290,519,412,424,168,138,201,417,520,0,285,133,285,133,270,266,210,419,543,266,495,133,465,599,54,616,41,475,25,660,27,554,33,437,32,580,25,545,42,790,514,538,53,249,309,513,554,442,156,418,510,874,479,852,445,569,512,266,375,879,233,154,232,563,62,630,14,626,330,871,145,1477390685
865,222,837,123,504,524,867,92,259,339,436,41,612,354,532,501,466,440,829,135,737,164,697,210,727,76,695,173,525,523,470,283,567,329,633,209,650,354,645,192,447,141,784,402,447,127,828,154,467,450,0,225,514,565,528,469,717,153,423,554,895,216,741,100,456,489,405,72,550,536,788,90,500,295,840,101,842,78,787,76,823,427,819,415,790,416,806,456,783,440,621,342,880,372,881,386,725,24,521,543,739,110,421,530,417,470,429,55,479,480,542,479,463,293,424,63,775,427,749,472,448,497,410,181,612,248,133,495,243,290,519,412,424,168,138,201,417,520,0,285,133,285,133,270,266,210,419,543,266,495,133,465,599,54,616,41,475,25,660,27,554,33,437,32,580,25,545,42,790,514,538,53,249,309,513,554,442,156,418,510,874,479,852,445,569,512,266,375,879,233,154,232,563,62,630,14,626,330,871,145,1477390700
865,222,837,123,504,524,867,92,259,339,436,41,612,354,532,501,466,440,829,135,737,164,697,210,727,76,695,173,525,523,470,283,567,329,633,209,650,354,645,192,447,141,784,402,447,127,828,154,467,450,0,225,514,565,528,469,717,153,423,554,895,216,741,100,456,489,405,72,550,536,788,90,500,295,840,101,842,78,787,76,823,427,819,415,790,416,806,456,783,440,621,342,880,372,881,386,725,24,521,543,739,110,421,530,417,470,429,55,479,480,542,479,463,293,424,63,775,427,749,472,448,497,410,181,612,248,133,495,243,290,519,412,424,168,138,201,417,520,0,285,133,285,133,270,266,210,419,543,266,495,133,465,599,54,616,41,475,25,660,27,554,33,437,32,580,25,545,42,790,514,538,53,249,309,513,554,442,156,418,510,874,479,852,445,569,512,266,375,879,233,154,232,563,62,630,14,626,330,871,145,1477390715
865,222,837,123,504,524,867,92,259,339,436,41,612,354,532,501,466,440,829,135,737,164,697,210,727,76,695,173,525,523,470,283,567,329,633,209,650,354,645,192,447,141,784,402,447,127,828,154,467,450,0,225,514,565,528,469,717,153,423,554,895,216,741,100,456,489,405,72,550,536,788,90,500,295,840,101,842,78,787,76,823,427,819,415,790,416,806,456,783,440,621,342,880,372,881,386,725,24,521,543,739,110,421,530,417,470,429,55,479,480,542,479,463,293,424,63,775,427,749,472,448,497,410,181,612,248,133,495,243,290,519,412,424,168,138,201,417,520,0,285,133,285,133,270,266,210,419,543,266,495,133,465,599,54,616,41,475,25,660,27,554,33,437,32,580,25,545,42,790,514,538,53,249,309,513,554,442,156,418,510,874,479,852,445,569,512,710,39,879,233,154,232,563,62,630,14,626,330,871,145,1477390730
865,222,837,123,504,524,867,92,259,339,436,41,612,354,532,501,466,440,829,135,737,164,697,210,727,76,695,173,525,523,470,283,567,329,633,209,650,354,645,192,447,141,784,402,447,127,828,154,467,450,0,225,514,565,528,469,717,153,423,554,895,216,741,100,456,489,405,72,550,536,788,90,500,295,840,101,842,78,787,76,823,427,819,415,790,416,806,456,783,440,621,342,880,372,881,386,725,24,521,543,739,110,421,530,417,470,429,55,479,480,542,479,463,293,424,63,775,427,749,472,448,497,410,181,612,248,133,495,243,290,519,412,424,168,138,201,417,520,0,285,133,285,133,270,738,283,419,543,266,495,733,274,599,54,616,41,475,25,660,27,554,33,437,32,580,25,545,42,790,514,538,53,627,564,513,554,442,156,418,510,874,479,852,445,569,512,710,39,879,233,154,232,563,62,630,14,626,330,871,145,1477390745
865,222,837,123,504,524,867,92,259,339,436,41,612,354,532,501,466,440,829,135,737,164,697,210,727,76,695,173,525,523,470,283,567,329,633,209,650,354,645,192,447,141,784,402,447,127,828,154,467,450,418,192,514,565,528,469,717,153,423,554,895,216,741,100,456,489,405,72,550,536,788,90,500,295,840,101,842,78,787,76,823,427,819,415,790,416,806,456,783,440,621,342,880,372,881,386,725,24,521,543,739,110,421,530,417,470,429,55,479,480,542,479,463,293,424,63,775,427,749,472,448,497,410,181,774,282,133,495,243,290,519,412,424,168,138,201,417,520,0,285,133,285,133,270,724,280,419,543,266,495,738,268,599,54,616,41,475,25,660,27,554,33,437,32,580,25,545,42,790,514,538,53,627,564,513,554,442,156,418,510,874,479,852,445,569,512,710,39,879,233,154,232,563,62,630,14,626,330,871,145,1477390760
865,222,837,123,504,524,867,92,259,339,436,41,612,354,532,501,466,440,829,135,737,164,697,210,727,76,695,173,525,523,470,283,567,329,633,209,650,354,645,192,447,141,784,402,447,127,828,154,467,450,418,192,514,565,528,469,717,153,423,554,895,216,741,100,456,489,405,72,550,536,788,90,500,295,840,101,842,78,787,76,823,427,819,415,790,416,806,456,783,440,621,342,880,372,881,386,725,24,521,543,739,110,421,530,417,470,429,55,479,480,542,479,463,293,424,63,775,427,749,472,448,497,410,181,774,282,133,495,693,290,519,412,424,168,138,201,417,520,700,299,772,292,133,270,724,280,419,543,266,495,738,268,599,54,616,41,475,25,660,27,554,33,437,32,580,25,545,42,790,514,538,53,627,564,513,554,442,156,418,510,874,479,852,445,569,512,710,39,879,233,154,232,563,62,630,14,626,330,871,145,1477390775
865,222,837,123,504,524,867,92,259,339,436,41,612,354,532,501,466,440,829,135,737,164,697,210,727,76,695,173,525,523,470,283,567,329,633,209,650,354,645,192,447,141,784,402,447,127,828,154,467,450,418,192,514,565,528,469,717,153,423,554,895,216,741,100,456,489,405,72,550,536,788,90,500,295,840,101,842,78,787,76,823,427,819,415,790,416,806,456,783,440,621,342,880,372,881,386,725,24,521,543,739,110,421,530,417,470,429,55,479,480,542,479,463,293,424,63,775,427,749,472,448,497,410,181,774,282,774,300,693,290,519,412,424,168,138,201,417,520,700,299,772,292,133,270,724,280,419,543,266,495,738,268,599,54,616,41,475,25,660,27,554,33,437,32,580,25,545,42,790,514,538,53,627,564,513,554,442,156,418,510,874,479,852,445,569,512,710,39,879,233,154,232,563,62,630,14,626,330,871,145,1477390790
865,222,837,123,504,524,867,92,259,339,436,41,612,354,532,501,466,440,829,135,737,164,697,210,727,76,695,173,525,523,470,283,567,329,633,209,650,354,645,192,447,141,784,402,447,127,828,154,467,450,418,192,514,565,528,469,717,153,423,554,895,216,741,100,456,489,405,72,550,536,788,90,500,295,840,101,842,78,787,76,823,427,819,415,790,416,806,456,783,440,621,342,880,372,881,386,725,24,521,543,739,110,421,530,417,470,429,55,479,480,542,479,463,293,424,63,775,427,749,472,448,497,410,181,774,282,774,300,693,290,519,412,424,168,138,201,417,520,700,299,772,292,133,270,724,280,419,543,266,495,738,268,599,54,616,41,475,25,660,27,554,33,437,32,580,25,545,42,790,514,538,53,627,564,513,554,442,156,418,510,874,479,852,445,569,512,710,39,879,233,154,232,563,62,630,14,626,330,871,145,1477390805
865,222,837,123,504,524,867,92,259,339,436,41,612,354,532,501,466,440,829,135,737,164,697,210,727,76,695,173,525,523,470,283,567,329,633,209,650,354,645,192,447,141,784,402,447,127,828,154,467,450,418,192,514,565,528,469,717,153,423,554,895,216,741,100,456,489,405,72,550,536,788,90,500,295,840,101,842,78,787,76,823,427,819,415,790,416,806,456,783,440,621,342,880,372,881,386,725,24,521,543,739,110,421,530,417,470,429,55,479,480,542,479,463,293,424,63,775,427,749,472,448,497,410,181,774,282,774,300,693,290,519,412,424,168,568,545,417,520,700,299,772,292,720,317,724,280,419,543,266,495,738,268,599,54,616,41,475,25,660,27,554,33,437,32,580,25,545,42,790,514,538,53,627,564,513,554,442,156,418,510,874,479,852,445,569,512,710,39,879,233,567,339,563,62,630,14,626,330,871,145,1477390820
865,222,837,123,504,524,867,92,717,568,436,41,612,354,532,501,466,440,829,135,737,164,697,210,727,76,695,173,525,523,470,283,567,329,633,209,650,354,645,192,447,141,784,402,447,127,828,154,467,450,418,192,514,565,528,469,717,153,423,554,895,216,741,100,456,489,405,72,550,536,788,90,500,295,840,101,842,78,787,76,823,427,819,415,790,416,806,456,783,440,621,342,880,372,881,386,725,24,521,543,739,110,421,530,417,470,429,55,479,480,542,479,463,293,424,63,775,427,749,472,448,497,410,181,774,282,774,300,693,290,519,412,424,168,568,545,417,520,700,299,772,292,720,317,724,280,419,543,751,585,738,268,599,54,616,41,475,25,660,27,554,33,437,32,580,25,545,42,790,514,538,53,627,564,513,554,442,156,418,510,874,479,852,445,569,512,710,39,879,233,567,339,563,62,630,14,626,330,871,145,1477390835
865,222,837,123,504,524,867,92,717,568,436,41,612,354,532,501,466,440,829,135,737,164,697,210,727,76,695,173,525,523,470,283,567,329,633,209,650,354,645,192,447,141,784,402,447,127,828,154,467,450,418,192,514,565,528,469,717,153,423,554,895,216,741,100,456,489,405,72,550,536,788,90,500,295,840,101,842,78,787,76,823,427,819,415,790,416,806,456,783,440,621,342,880,372,881,386,725,24,521,543,739,110,421,530,417,470,429,55,479,480,542,479,463,293,424,63,775,427,749,472,448,497,410,181,774,282,774,300,693,290,519,412,424,168,568,545,417,520,700,299,772,292,720,317,724,280,419,543,751,585,738,268,599,54,616,41,475,25,660,27,554,33,437,32,580,25,545,42,790,514,538,53,627,564,513,554,442,156,418,510,874,479,852,445,569,512,710,39,879,233,567,339,563,62,630,14,626,330,871,145,1477390850
865,222,837,123,504,524,867,92,717,568,436,41,612,354,532,501,466,440,829,135,737,164,697,210,727,76,695,173,525,523,470,283,567,329,633,209,650,354,645,192,447,141,784,402,447,127,828,154,467,450,418,192,514,565,528,469,717,153,423,554,895,216,741,100,456,489,405,72,550,536,788,90,500,295,840,101,842,78,787,76,823,427,819,415,790,416,806,456,783,440,621,342,880,372,881,386,725,24,521,543,739,110,421,530,417,470,429,55,479,480,542,479,463,293,424,63,775,427,749,472,448,497,410,181,774,282,774,300,693,290,519,412,424,168,568,545,417,520,700,299,772,292,720,317,724,280,419,543,751,585,738,268,599,54,616,41,475,25,660,27,554,33,437,32,580,25,545,42,790,514,538,53,627,564,513,554,442,156,418,510,874,479,852,445,569,512,710,39,879,233,567,339,563,62,630,14,626,330,871,145,1477390865
865,222,837,123,504,524,867,92,717,568,436,41,612,354,532,501,466,440,829,135,737,164,697,210,727,76,695,173,525,523,470,283,567,329,633,209,650,354,645,192,447,141,784,402,447,127,828,154,467,450,418,192,514,565,528,469,717,153,423,554,895,216,741,100,456,489,405,72,550,536,788,90,500,295,840,101,842,78,787,76,823,427,819,415,790,416,806,456,783,440,621,342,880,372,881,386,725,24,521,543,739,110,421,530,417,470,429,55,479,480,542,479,463,293,424,63,775,427,749,472,448,497,410,181,774,282,774,300,693,290,519,412,424,168,568,545,417,520,700,299,772,292,720,317,724,280,419,543,751,585,738,268,599,54,616,41,475,25,660,27,554,33,437,32,580,25,545,42,790,514,538,53,627,564,513,554,442,156,418,510,874,479,852,445,569,512,710,39,879,233,567,339,563,62,630,14,626,330,871,145,1477390880
865,222,837,123,504,524,867,92,717,568,436,41,612,354,532,501,466,440,829,135,737,164,697,210,727,76,695,173,525,523,470,283,567,329,633,209,650,354,645,192,447,141,784,402,447,127,828,154,467,450,418,192,514,565,528,469,717,153,423,554,895,216,741,100,456,489,405,72,550,536,788,90,500,295,840,101,842,78,787,76,823,427,819,415,790,416,806,456,783,440,621,342,880,372,881,386,725,24,521,543,739,110,421,530,417,470,429,55,479,480,542,479,463,293,424,63,775,427,749,472,448,497,410,181,774,282,774,300,693,290,519,412,424,168,568,545,417,520,700,299,772,292,720,317,724,280,419,543,751,585,738,268,599,54,616,41,475,25,660,27,554,33,437,32,580,25,545,42,790,514,538,53,627,564,513,554,442,156,418,510,874,479,852,445,569,512,710,39,879,233,567,339,563,62,630,14,626,330,871,145,1477390885
