266,(75-67)*15+15,0,32*15+15,133,(59-34)*15+15,266,(94-67)*15+15,0,7*15+15,266,(67-67)*15+15,133,(45-34)*15+15,266,(85-67)*15+15,266,(88-67)*15+15,0,13*15+15,266,(71-67)*15+15,133,(49-34)*15+15,0,25*15+15,0,26*15+15,133,(62-34)*15+15,266,(72-67)*15+15,0,27*15+15,133,(39-34)*15+15,133,(38-34)*15+15,133,(63-34)*15+15,266,(69-67)*15+15,0,19*15+15,266,(70-67)*15+15,0,16*15+15,0,20*15+15,0,14*15+15,0,15*15+15,266,(90-67)*15+15,133,(35-34)*15+15,133,(40-34)*15+15,133,(42-34)*15+15,266,(79-67)*15+15,133,(55-34)*15+15,266,(98-67)*15+15,133,(41-34)*15+15,266,(78-67)*15+15,133,(60-34)*15+15,133,(50-34)*15+15,133,(54-34)*15+15,0,11*15+15,133,(46-34)*15+15,266,(95-67)*15+15,266,(97-67)*15+15,266,(82-67)*15+15,266,(77-67)*15+15,0,24*15+15,133,(53-34)*15+15,266,(76-67)*15+15,133,(37-34)*15+15,0,21*15+15,0,33*15+15,0,9*15+15,133,(65-34)*15+15,133,(34-34)*15+15,0,6*15+15,0,29*15+15,266,(74-67)*15+15,0,23*15+15,0,31*15+15,266,(68-67)*15+15,0,17*15+15,266,(93-67)*15+15,266,(73-67)*15+15,133,(66-34)*15+15,266,(87-67)*15+15,0,4*15+15,133,(56-34)*15+15,0,12*15+15,266,(81-67)*15+15,0,18*15+15,133,(52-34)*15+15,133,(51-34)*15+15,266,(80-67)*15+15,0,2*15+15,266,(99-67)*15+15,133,(64-34)*15+15,133,(58-34)*15+15,0,22*15+15,0,0*15+15,266,(92-67)*15+15,0,28*15+15,0,1*15+15,0,5*15+15,133,(47-34)*15+15,0,8*15+15,133,(61-34)*15+15,266,(86-67)*15+15,133,(44-34)*15+15,0,10*15+15,266,(84-67)*15+15,266,(89-67)*15+15,133,(36-34)*15+15,266,(83-67)*15+15,266,(91-67)*15+15,266,(96-67)*15+15,133,(48-34)*15+15,0,3*15+15,133,(57-34)*15+15,133,(43-34)*15+15,0,30*15+15,1477390036
266,135,790,112,133,390,867,92,259,339,436,41,133,180,266,285,466,440,0,210,737,164,181,251,0,390,0,405,133,435,266,90,0,420,133,90,133,75,133,450,447,141,0,300,447,127,0,255,467,450,0,225,0,240,528,469,717,153,133,105,133,135,741,100,456,489,266,480,133,120,788,90,133,405,840,101,133,315,0,180,823,427,819,415,790,416,266,240,266,165,0,375,133,300,266,150,133,60,0,330,739,110,0,150,417,470,461,41,479,480,542,479,266,120,0,360,775,427,266,30,448,497,266,405,266,105,133,495,266,315,0,75,133,345,0,195,266,225,0,285,133,285,133,270,266,210,0,45,266,495,133,465,133,375,0,345,441,23,266,390,0,435,437,32,0,90,133,210,0,135,133,420,266,300,133,165,0,165,266,270,505,354,133,45,266,255,266,375,266,450,133,225,0,60,133,360,133,150,5,461,1477390205
266,135,790,112,133,390,867,92,259,339,436,41,133,180,266,285,466,440,0,210,737,164,181,251,0,390,0,405,133,435,470,283,0,420,133,90,133,75,133,450,447,141,0,300,447,127,0,255,467,450,0,225,0,240,528,469,717,153,133,105,133,135,741,100,456,489,266,480,133,120,788,90,133,405,840,101,133,315,0,180,823,427,819,415,790,416,266,240,266,165,0,375,133,300,266,150,133,60,0,330,739,110,0,150,417,470,461,41,479,480,542,479,266,120,0,360,775,427,266,30,448,497,266,405,266,105,133,495,266,315,0,75,133,345,0,195,266,225,0,285,133,285,133,270,266,210,0,45,266,495,133,465,133,375,0,345,441,23,266,390,0,435,437,32,0,90,133,210,0,135,133,420,266,300,133,165,0,165,266,270,874,479,133,45,266,255,266,375,266,450,133,225,0,60,133,360,133,150,5,461,1477390220
865,222,790,112,133,390,867,92,259,339,436,41,133,180,532,501,466,440,0,210,737,164,181,251,0,390,0,405,133,435,470,283,0,420,133,90,133,75,133,450,447,141,0,300,447,127,0,255,467,450,0,225,0,240,528,469,717,153,133,105,133,135,741,100,456,489,266,480,133,120,788,90,133,405,840,101,133,315,0,180,823,427,819,415,790,416,266,240,266,165,0,375,133,300,266,150,133,60,0,330,739,110,0,150,417,470,461,41,479,480,542,479,463,293,0,360,775,427,266,30,448,497,266,405,266,105,133,495,266,315,0,75,133,345,0,195,266,225,0,285,133,285,133,270,266,210,0,45,266,495,133,465,133,375,0,345,441,23,266,390,0,435,437,32,0,90,133,210,0,135,133,420,249,309,133,165,0,165,266,270,874,479,133,45,266,255,266,375,266,450,133,225,0,60,133,360,133,150,5,461,1477390235
865,222,790,112,133,390,867,92,259,339,436,41,133,180,532,501,466,440,0,210,737,164,181,251,0,390,0,405,133,435,470,283,0,420,133,90,133,75,133,450,447,141,0,300,447,127,0,255,467,450,0,225,0,240,528,469,717,153,133,105,133,135,741,100,456,489,266,480,133,120,788,90,133,405,840,101,133,315,0,180,823,427,819,415,790,416,266,240,266,165,0,375,133,300,881,386,133,60,0,330,739,110,0,150,417,470,461,41,479,480,542,479,463,293,0,360,775,427,266,30,448,497,266,405,266,105,133,495,243,290,0,75,133,345,0,195,266,225,0,285,133,285,133,270,266,210,0,45,266,495,133,465,133,375,0,345,441,23,266,390,0,435,437,32,0,90,133,210,0,135,133,420,249,309,133,165,0,165,418,510,874,479,133,45,266,255,266,375,266,450,133,225,0,60,133,360,133,150,5,461,1477390250
865,222,790,112,133,390,867,92,259,339,436,41,133,180,532,501,466,440,0,210,737,164,181,251,0,390,0,405,133,435,470,283,0,420,133,90,133,75,133,450,447,141,0,300,447,127,0,255,467,450,0,225,0,240,528,469,717,153,133,105,133,135,741,100,456,489,266,480,133,120,788,90,133,405,840,101,133,315,0,180,823,427,819,415,790,416,266,240,266,165,0,375,133,300,881,386,133,60,0,330,739,110,0,150,417,470,461,41,479,480,542,479,463,293,0,360,775,427,266,30,448,497,266,405,266,105,133,495,243,290,0,75,133,345,0,195,266,225,0,285,133,285,133,270,266,210,0,45,266,495,133,465,133,375,0,345,441,23,266,390,0,435,437,32,0,90,133,210,0,135,133,420,249,309,133,165,442,156,418,510,874,479,133,45,266,255,266,375,266,450,133,225,0,60,133,360,133,150,5,461,1477390265
865,222,790,112,133,390,867,92,259,339,436,41,133,180,532,501,466,440,0,210,737,164,181,251,0,390,0,405,133,435,470,283,0,420,133,90,133,75,133,450,447,141,0,300,447,127,0,255,467,450,0,225,0,240,528,469,717,153,133,105,133,135,741,100,456,489,266,480,133,120,788,90,133,405,840,101,827,122,0,180,823,427,819,415,790,416,266,240,266,165,0,375,133,300,881,386,133,60,0,330,739,110,0,150,417,470,461,41,479,480,542,479,463,293,0,360,775,427,749,472,448,497,266,405,266,105,133,495,243,290,0,75,133,345,0,195,266,225,0,285,133,285,133,270,266,210,0,45,266,495,133,465,133,375,0,345,441,23,266,390,0,435,437,32,0,90,553,26,0,135,133,420,249,309,133,165,442,156,418,510,874,479,133,45,266,255,266,375,266,450,133,225,0,60,133,360,133,150,5,461,1477390280
865,222,790,112,133,390,867,92,259,339,436,41,133,180,532,501,466,440,0,210,737,164,181,251,0,390,0,405,133,435,470,283,0,420,133,90,133,75,133,450,447,141,0,300,447,127,0,255,467,450,0,225,0,240,528,469,717,153,133,105,133,135,741,100,456,489,266,480,133,120,788,90,133,405,840,101,842,78,0,180,823,427,819,415,790,416,266,240,266,165,0,375,133,300,881,386,133,60,0,330,739,110,0,150,417,470,461,41,479,480,542,479,463,293,0,360,775,427,749,472,448,497,266,405,266,105,133,495,243,290,0,75,133,345,0,195,266,225,0,285,133,285,133,270,266,210,0,45,266,495,133,465,133,375,0,345,441,23,266,390,550,0,437,32,0,90,550,63,0,135,133,420,249,309,133,165,442,156,418,510,874,479,133,45,266,255,266,375,266,450,133,225,0,60,133,360,133,150,5,461,1477390295
865,222,790,112,133,390,867,92,259,339,436,41,133,180,532,501,466,440,0,210,737,164,181,251,0,390,695,173,133,435,470,283,0,420,133,90,133,75,133,450,447,141,0,300,447,127,0,255,467,450,0,225,0,240,528,469,717,153,133,105,133,135,741,100,456,489,266,480,133,120,788,90,133,405,840,101,842,78,0,180,823,427,819,415,790,416,266,240,266,165,0,375,133,300,881,386,133,60,0,330,739,110,0,150,417,470,461,41,479,480,542,479,463,293,0,360,775,427,749,472,448,497,266,405,266,105,133,495,243,290,0,75,133,345,966,147,266,225,0,285,133,285,133,270,266,210,0,45,266,495,133,465,133,375,0,345,475,25,266,390,554,33,437,32,0,90,545,42,0,135,133,420,249,309,133,165,442,156,418,510,874,479,133,45,266,255,266,375,266,450,133,225,0,60,133,360,133,150,5,461,1477390310
865,222,790,112,133,390,867,92,259,339,436,41,133,180,532,501,466,440,0,210,737,164,181,251,0,390,695,173,133,435,470,283,0,420,133,90,133,75,133,450,447,141,0,300,447,127,0,255,467,450,0,225,0,240,528,469,717,153,133,105,133,135,741,100,456,489,266,480,133,120,788,90,133,405,840,101,842,78,787,76,823,427,819,415,790,416,266,240,266,165,0,375,133,300,881,386,133,60,0,330,739,110,421,530,417,470,461,41,479,480,542,479,463,293,0,360,775,427,749,472,448,497,266,405,266,105,133,495,243,290,0,75,133,345,113,181,266,225,0,285,133,285,133,270,266,210,0,45,266,495,133,465,133,375,0,345,475,25,266,390,554,33,437,32,0,90,545,42,790,514,133,420,249,309,133,165,442,156,418,510,874,479,133,45,266,255,266,375,266,450,133,225,0,60,133,360,133,150,5,461,1477390325
865,222,790,112,133,390,867,92,259,339,436,41,133,180,532,501,466,440,0,210,737,164,181,251,0,390,695,173,133,435,470,283,0,420,133,90,133,75,133,450,447,141,0,300,447,127,0,255,467,450,0,225,0,240,528,469,717,153,133,105,133,135,741,100,456,489,266,480,133,120,788,90,133,405,840,101,842,78,787,76,823,427,819,415,790,416,266,240,266,165,0,375,133,300,881,386,133,60,0,330,739,110,421,530,417,470,461,41,479,480,542,479,463,293,0,360,775,427,749,472,448,497,266,405,266,105,133,495,243,290,519,412,133,345,113,181,266,225,0,285,133,285,133,270,266,210,0,45,266,495,133,465,133,375,0,345,475,25,266,390,554,33,437,32,578,19,545,42,790,514,133,420,249,309,133,165,442,156,418,510,874,479,133,45,266,255,266,375,266,450,133,225,563,62,133,360,133,150,5,461,1477390340
865,222,790,112,133,390,867,92,259,339,436,41,133,180,532,501,466,440,0,210,737,164,181,251,727,76,695,173,133,435,470,283,0,420,133,90,133,75,133,450,447,141,0,300,447,127,0,255,467,450,0,225,514,565,528,469,717,153,133,105,133,135,741,100,456,489,266,480,133,120,788,90,133,405,840,101,842,78,787,76,823,427,819,415,790,416,266,240,266,165,462,309,133,300,881,386,133,60,0,330,739,110,421,530,417,470,461,41,479,480,542,479,463,293,0,360,775,427,749,472,448,497,266,405,266,105,133,495,243,290,519,412,133,345,113,181,266,225,0,285,133,285,133,270,266,210,0,45,266,495,133,465,133,375,0,345,475,25,266,390,554,33,437,32,578,19,545,42,790,514,133,420,249,309,133,165,442,156,418,510,874,479,133,45,266,255,266,375,266,450,133,225,563,62,133,360,133,150,5,461,1477390355
865,222,790,112,133,390,867,92,259,339,436,41,133,180,532,501,466,440,0,210,737,164,181,251,727,76,695,173,133,435,470,283,0,420,133,90,133,75,133,450,447,141,0,300,447,127,0,255,467,450,0,225,514,565,528,469,717,153,133,105,133,135,741,100,456,489,266,480,133,120,788,90,133,405,840,101,842,78,787,76,823,427,819,415,790,416,266,240,266,165,462,309,133,300,881,386,133,60,0,330,739,110,421,530,417,470,429,55,479,480,542,479,463,293,424,63,775,427,749,472,448,497,266,405,266,105,133,495,243,290,519,412,133,345,113,181,266,225,0,285,133,285,133,270,266,210,0,45,266,495,133,465,133,375,616,41,475,25,266,390,554,33,437,32,580,25,545,42,790,514,133,420,249,309,133,165,442,156,418,510,874,479,133,45,266,255,266,375,266,450,133,225,563,62,133,360,133,150,5,461,1477390370
865,222,790,112,133,390,867,92,259,339,436,41,133,180,532,501,466,440,0,210,737,164,181,251,727,76,695,173,133,435,470,283,0,420,133,90,133,75,133,450,447,141,0,300,447,127,0,255,467,450,0,225,514,565,528,469,717,153,133,105,133,135,741,100,456,489,266,480,133,120,788,90,133,405,840,101,842,78,787,76,823,427,819,415,790,416,266,240,266,165,462,309,880,372,881,386,133,60,0,330,739,110,421,530,417,470,429,55,479,480,542,479,463,293,424,63,775,427,749,472,448,497,266,405,266,105,133,495,243,290,519,412,133,345,113,181,266,225,0,285,133,285,133,270,266,210,0,45,266,495,133,465,611,53,616,41,475,25,266,390,554,33,437,32,580,25,545,42,790,514,133,420,249,309,133,165,442,156,418,510,874,479,852,445,266,255,266,375,266,450,133,225,563,62,133,360,133,150,5,461,1477390385
865,222,790,112,504,523,867,92,259,339,436,41,133,180,532,501,466,440,0,210,737,164,181,251,727,76,695,173,133,435,470,283,0,420,133,90,133,75,645,192,447,141,0,300,447,127,0,255,467,450,0,225,514,565,528,469,717,153,133,105,133,135,741,100,456,489,266,480,133,120,788,90,133,405,840,101,842,78,787,76,823,427,819,415,790,416,266,240,266,165,462,309,880,372,881,386,133,60,0,330,739,110,421,530,417,470,429,55,479,480,542,479,463,293,424,63,775,427,749,472,448,497,266,405,266,105,133,495,243,290,519,412,133,345,113,181,266,225,0,285,133,285,133,270,266,210,0,45,266,495,133,465,599,54,616,41,475,25,266,390,554,33,437,32,580,25,545,42,790,514,538,53,249,309,133,165,442,156,418,510,874,479,852,445,266,255,266,375,266,450,133,225,563,62,133,360,133,150,5,461,1477390400
865,222,790,112,504,524,867,92,259,339,436,41,133,180,532,501,466,440,0,210,737,164,181,251,727,76,695,173,133,435,470,283,0,420,133,90,133,75,645,192,447,141,0,300,447,127,0,255,467,450,0,225,514,565,528,469,717,153,133,105,133,135,741,100,456,489,266,480,133,120,788,90,500,295,840,101,842,78,787,76,823,427,819,415,790,416,266,240,266,165,462,309,880,372,881,386,133,60,0,330,739,110,421,530,417,470,429,55,479,480,542,479,463,293,424,63,775,427,749,472,448,497,266,405,266,105,133,495,243,290,519,412,448,276,113,181,266,225,0,285,133,285,133,270,266,210,0,45,266,495,133,465,599,54,616,41,475,25,266,390,554,33,437,32,580,25,545,42,790,514,538,53,249,309,133,165,442,156,418,510,874,479,852,445,266,255,266,375,266,450,133,225,563,62,630,14,133,150,5,461,1477390415
865,222,790,112,504,524,867,92,259,339,436,41,133,180,532,501,466,440,0,210,737,164,181,251,727,76,695,173,133,435,470,283,0,420,702,191,133,75,645,192,447,141,0,300,447,127,0,255,467,450,0,225,514,565,528,469,717,153,47,92,133,135,741,100,456,489,266,480,133,120,788,90,500,295,840,101,842,78,787,76,823,427,819,415,790,416,266,240,266,165,462,309,880,372,881,386,133,60,0,330,739,110,421,530,417,470,429,55,479,480,542,479,463,293,424,63,775,427,749,472,448,497,266,405,266,105,133,495,243,290,519,412,424,168,113,181,266,225,0,285,133,285,133,270,266,210,0,45,266,495,133,465,599,54,616,41,475,25,266,390,554,33,437,32,580,25,545,42,790,514,538,53,249,309,133,165,442,156,418,510,874,479,852,445,266,255,266,375,266,450,133,225,563,62,630,14,133,150,5,461,1477390430
865,222,790,112,504,524,867,92,259,339,436,41,133,180,532,501,466,440,0,210,737,164,697,210,727,76,695,173,133,435,470,283,0,420,633,209,133,75,645,192,447,141,0,300,447,127,0,255,467,450,0,225,514,565,528,469,717,153,47,92,133,135,741,100,456,489,266,480,133,120,788,90,500,295,840,101,842,78,787,76,823,427,819,415,790,416,266,240,266,165,462,309,880,372,881,386,133,60,521,543,739,110,421,530,417,470,429,55,479,480,542,479,463,293,424,63,775,427,749,472,448,497,266,405,266,105,133,495,243,290,519,412,424,168,113,181,266,225,0,285,133,285,133,270,266,210,0,45,266,495,133,465,599,54,616,41,475,25,266,390,554,33,437,32,580,25,545,42,790,514,538,53,249,309,133,165,442,156,418,510,874,479,852,445,266,255,266,375,266,450,133,225,563,62,630,14,133,150,5,461,1477390445
865,222,790,112,504,524,867,92,259,339,436,41,133,180,532,501,466,440,0,210,737,164,697,210,727,76,695,173,525,523,470,283,0,420,633,209,133,75,645,192,447,141,0,300,447,127,0,255,467,450,0,225,514,565,528,469,717,153,47,92,133,135,741,100,456,489,405,72,133,120,788,90,500,295,840,101,842,78,787,76,823,427,819,415,790,416,266,240,266,165,462,309,880,372,881,386,133,60,521,543,739,110,421,530,417,470,429,55,479,480,542,479,463,293,424,63,775,427,749,472,448,497,266,405,266,105,133,495,243,290,519,412,424,168,113,181,266,225,0,285,133,285,133,270,266,210,0,45,266,495,133,465,599,54,616,41,475,25,660,27,554,33,437,32,580,25,545,42,790,514,538,53,249,309,133,165,442,156,418,510,874,479,852,445,266,255,266,375,266,450,133,225,563,62,630,14,133,150,5,461,1477390460
865,222,790,112,504,524,867,92,259,339,436,41,133,180,532,501,466,440,0,210,737,164,697,210,727,76,695,173,525,523,470,283,0,420,633,209,133,75,645,192,447,141,0,300,447,127,0,255,467,450,0,225,514,565,528,469,717,153,47,92,133,135,741,100,456,489,405,72,133,120,788,90,500,295,840,101,842,78,787,76,823,427,819,415,790,416,266,240,266,165,462,309,880,372,881,386,133,60,521,543,739,110,421,530,417,470,429,55,479,480,542,479,463,293,424,63,775,427,749,472,448,497,410,181,266,105,133,495,243,290,519,412,424,168,138,201,266,225,0,285,133,285,133,270,266,210,0,45,266,495,133,465,599,54,616,41,475,25,660,27,554,33,437,32,580,25,545,42,790,514,538,53,249,309,133,165,442,156,418,510,874,479,852,445,266,255,266,375,879,233,133,225,563,62,630,14,133,150,5,461,1477390475
