0,8*15+15,266,(69-67)*15+15,0,9*15+15,266,(94-67)*15+15,0,25*15+15,266,(85-67)*15+15,266,(84-67)*15+15,133,(61-34)*15+15,133,(63-34)*15+15,0,13*15+15,133,(39-34)*15+15,266,(98-67)*15+15,133,(51-34)*15+15,266,(90-67)*15+15,266,(95-67)*15+15,266,(87-67)*15+15,0,6*15+15,0,0*15+15,0,19*15+15,133,(66-34)*15+15,133,(62-34)*15+15,266,(68-67)*15+15,266,(79-67)*15+15,133,(43-34)*15+15,0,28*15+15,133,(53-34)*15+15,266,(70-67)*15+15,0,3*15+15,0,23*15+15,133,(41-34)*15+15,0,18*15+15,0,10*15+15,133,(40-34)*15+15,266,(99-67)*15+15,0,15*15+15,266,(97-67)*15+15,0,33*15+15,133,(48-34)*15+15,133,(47-34)*15+15,266,(73-67)*15+15,0,22*15+15,133,(34-34)*15+15,133,(52-34)*15+15,0,24*15+15,266,(67-67)*15+15,133,(45-34)*15+15,266,(74-67)*15+15,0,4*15+15,0,21*15+15,133,(64-34)*15+15,0,17*15+15,266,(91-67)*15+15,266,(80-67)*15+15,133,(35-34)*15+15,266,(78-67)*15+15,133,(46-34)*15+15,266,(96-67)*15+15,133,(55-34)*15+15,133,(59-34)*15+15,0,29*15+15,133,(50-34)*15+15,0,32*15+15,266,(77-67)*15+15,0,30*15+15,266,(89-67)*15+15,266,(75-67)*15+15,0,5*15+15,133,(37-34)*15+15,266,(93-67)*15+15,0,20*15+15,0,12*15+15,266,(71-67)*15+15,266,(72-67)*15+15,0,14*15+15,133,(44-34)*15+15,133,(57-34)*15+15,133,(42-34)*15+15,266,(81-67)*15+15,133,(58-34)*15+15,133,(65-34)*15+15,266,(82-67)*15+15,133,(56-34)*15+15,0,7*15+15,0,26*15+15,0,16*15+15,133,(49-34)*15+15,0,27*15+15,266,(86-67)*15+15,0,11*15+15,266,(88-67)*15+15,133,(54-34)*15+15,266,(92-67)*15+15,0,31*15+15,0,1*15+15,133,(38-34)*15+15,133,(60-34)*15+15,266,(83-67)*15+15,266,(76-67)*15+15,133,(36-34)*15+15,0,2*15+15,1478083997
902,437,932,369,406,451,870,504,0,390,266,285,266,270,510,418,485,457,0,210,133,90,871,461,133,270,859,451,401,434,868,533,0,105,403,26,0,300,867,484,474,469,489,446,266,195,133,150,0,435,133,300,266,60,441,446,875,517,133,120,887,548,0,165,447,434,414,49,0,240,864,470,900,501,133,225,133,210,837,81,551,541,133,15,133,285,566,554,266,15,133,180,266,120,0,75,416,38,152,472,940,529,266,375,266,210,133,30,266,180,133,195,908,455,133,330,133,390,610,55,133,255,425,155,266,165,0,465,712,453,266,135,0,90,133,60,407,469,0,315,0,195,424,455,266,90,0,225,133,165,133,360,133,135,266,225,133,375,133,480,266,240,133,345,0,120,0,405,0,255,133,240,0,420,266,300,0,180,266,330,133,315,557,567,0,480,652,102,448,313,836,50,266,255,266,150,133,45,0,45,1478084164
951,512,932,369,406,451,870,504,0,390,266,285,266,270,510,418,485,457,923,444,133,90,871,461,133,270,859,451,401,434,868,533,0,105,403,26,0,300,867,484,474,469,489,446,266,195,133,150,0,435,133,300,266,60,441,446,875,517,133,120,887,548,767,363,447,434,414,49,449,420,864,470,900,501,133,225,133,210,837,81,551,541,133,15,133,285,566,554,266,15,133,180,266,120,0,75,416,38,152,472,940,529,266,375,266,210,133,30,266,180,133,195,908,455,133,330,133,390,610,55,133,255,425,155,266,165,0,465,712,453,266,135,0,90,133,60,407,469,0,315,0,195,424,455,266,90,0,225,133,165,133,360,133,135,266,225,133,375,133,480,266,240,133,345,0,120,0,405,0,255,133,240,0,420,266,300,0,180,266,330,133,315,557,567,0,480,652,102,448,313,836,50,266,255,266,150,133,45,0,45,1478084179
951,512,932,369,406,451,870,504,0,390,266,285,266,270,510,418,485,457,923,444,133,90,871,461,133,270,859,451,401,434,868,533,0,105,403,26,0,300,867,484,474,469,489,446,266,195,133,150,0,435,133,300,266,60,441,446,875,517,133,120,887,548,889,563,447,434,414,49,449,420,864,470,900,501,133,225,133,210,837,81,551,541,133,15,133,285,566,554,266,15,133,180,266,120,0,75,416,38,152,472,940,529,266,375,266,210,133,30,266,180,133,195,908,455,133,330,133,390,610,55,133,255,425,155,266,165,0,465,712,453,266,135,0,90,133,60,407,469,0,315,0,195,424,455,266,90,0,225,133,165,133,360,133,135,266,225,133,375,133,480,266,240,133,345,0,120,0,405,0,255,133,240,0,420,266,300,0,180,266,330,133,315,557,567,0,480,652,102,448,313,836,50,266,255,266,150,133,45,844,92,1478084194
951,512,932,369,406,451,870,504,0,390,266,285,266,270,510,418,485,457,923,444,133,90,871,461,133,270,859,451,401,434,868,533,0,105,403,26,0,300,867,484,474,469,489,446,266,195,133,150,0,435,133,300,266,60,441,446,875,517,133,120,887,548,889,563,447,434,414,49,449,420,864,470,900,501,133,225,133,210,837,81,551,541,133,15,133,285,566,554,266,15,133,180,266,120,0,75,416,38,152,472,940,529,266,375,266,210,133,30,266,180,133,195,908,455,133,330,133,390,610,55,133,255,425,155,266,165,0,465,712,453,266,135,0,90,133,60,407,469,31,290,0,195,424,455,266,90,0,225,133,165,133,360,133,135,266,225,133,375,133,480,266,240,133,345,0,120,0,405,0,255,133,240,0,420,266,300,0,180,266,330,133,315,557,567,0,480,652,102,448,313,836,50,266,255,266,150,133,45,844,92,1478084209
951,512,932,369,406,451,870,504,0,390,266,285,266,270,510,418,485,457,923,444,133,90,871,461,133,270,859,451,401,434,868,533,0,105,403,26,0,300,867,484,474,469,489,446,266,195,133,150,0,435,133,300,266,60,441,446,875,517,133,120,887,548,889,563,447,434,414,49,449,420,864,470,900,501,133,225,133,210,837,81,551,541,133,15,133,285,566,554,266,15,133,180,266,120,0,75,416,38,152,472,940,529,266,375,266,210,133,30,266,180,133,195,908,455,133,330,133,390,610,55,133,255,425,155,266,165,0,465,712,453,266,135,0,90,133,60,407,469,31,290,0,195,424,455,266,90,0,225,133,165,133,360,133,135,266,225,133,375,133,480,266,240,133,345,0,120,0,405,0,255,133,240,0,420,266,300,0,180,266,330,133,315,557,567,0,480,652,102,448,313,836,50,266,255,266,150,133,45,844,92,1478084224
951,512,932,369,406,451,870,504,0,390,266,285,266,270,510,418,485,457,923,444,133,90,871,461,133,270,859,451,401,434,868,533,0,105,403,26,0,300,867,484,474,469,489,446,266,195,133,150,0,435,133,300,266,60,441,446,875,517,133,120,887,548,889,563,447,434,414,49,449,420,864,470,900,501,133,225,133,210,837,81,551,541,133,15,133,285,566,554,266,15,133,180,266,120,0,75,416,38,152,472,940,529,266,375,266,210,133,30,266,180,133,195,908,455,133,330,133,390,610,55,133,255,425,155,266,165,0,465,712,453,266,135,0,90,133,60,407,469,31,290,0,195,424,455,266,90,0,225,133,165,133,360,133,135,266,225,133,375,133,480,266,240,133,345,0,120,0,405,0,255,133,240,0,420,266,300,0,180,266,330,133,315,557,567,0,480,652,102,448,313,836,50,266,255,266,150,133,45,844,92,1478084239
951,512,932,369,406,451,870,504,0,390,266,285,266,270,510,418,485,457,923,444,133,90,871,461,133,270,859,451,401,434,868,533,0,105,403,26,0,300,867,484,474,469,489,446,266,195,133,150,0,435,133,300,266,60,441,446,875,517,133,120,887,548,889,563,447,434,414,49,449,420,864,470,900,501,133,225,133,210,837,81,551,541,133,15,133,285,566,554,266,15,133,180,266,120,0,75,416,38,152,472,940,529,266,375,266,210,133,30,266,180,133,195,908,455,133,330,133,390,610,55,133,255,425,155,266,165,0,465,712,453,266,135,0,90,133,60,407,469,31,290,0,195,424,455,266,90,0,225,133,165,133,360,133,135,266,225,133,375,133,480,266,240,133,345,0,120,0,405,0,255,133,240,0,420,266,300,0,180,266,330,133,315,557,567,0,480,652,102,448,313,836,50,266,255,266,150,133,45,844,92,1478084254
951,512,932,369,406,451,870,504,0,390,266,285,266,270,510,418,485,457,923,444,133,90,871,461,133,270,859,451,401,434,868,533,0,105,403,26,0,300,867,484,474,469,489,446,266,195,133,150,0,435,133,300,266,60,441,446,875,517,133,120,887,548,889,563,447,434,414,49,449,420,864,470,900,501,133,225,133,210,837,81,551,541,133,15,133,285,566,554,266,15,133,180,266,120,0,75,416,38,152,472,940,529,266,375,266,210,133,30,266,180,133,195,908,455,133,330,133,390,610,55,133,255,425,155,266,165,0,465,712,453,266,135,0,90,133,60,407,469,31,290,0,195,424,455,266,90,0,225,133,165,133,360,133,135,266,225,133,375,133,480,266,240,133,345,0,120,0,405,0,255,133,240,0,420,266,300,0,180,266,330,133,315,557,567,0,480,652,102,448,313,836,50,266,255,266,150,133,45,844,92,1478084269
951,512,932,369,406,451,870,504,0,390,266,285,266,270,510,418,485,457,923,444,133,90,871,461,133,270,859,451,401,434,868,533,0,105,403,26,0,300,867,484,474,469,489,446,266,195,133,150,0,435,133,300,266,60,441,446,875,517,133,120,887,548,889,563,447,434,414,49,449,420,864,470,900,501,133,225,133,210,837,81,551,541,133,15,133,285,566,554,266,15,133,180,266,120,0,75,416,38,152,472,940,529,266,375,266,210,133,30,266,180,133,195,908,455,133,330,133,390,610,55,133,255,425,155,266,165,0,465,712,453,266,135,0,90,133,60,407,469,31,290,0,195,424,455,266,90,0,225,133,165,133,360,133,135,266,225,133,375,133,480,266,240,133,345,0,120,0,405,0,255,133,240,0,420,266,300,0,180,266,330,133,315,557,567,0,480,652,102,448,313,836,50,266,255,266,150,133,45,844,92,1478084284
951,512,932,369,406,451,870,504,0,390,266,285,266,270,510,418,485,457,923,444,133,90,871,461,133,270,859,451,401,434,868,533,0,105,403,26,0,300,867,484,474,469,489,446,266,195,133,150,0,435,133,300,266,60,441,446,875,517,133,120,887,548,889,563,447,434,414,49,449,420,864,470,900,501,953,498,944,466,837,81,551,541,133,15,133,285,566,554,266,15,133,180,266,120,0,75,416,38,152,472,940,529,266,375,266,210,133,30,266,180,530,459,908,455,133,330,133,390,610,55,133,255,425,155,266,165,0,465,712,453,266,135,0,90,133,60,407,469,31,290,0,195,424,455,266,90,0,225,133,165,133,360,133,135,266,225,133,375,133,480,266,240,133,345,0,120,0,405,0,255,133,240,0,420,266,300,0,180,266,330,133,315,557,567,0,480,652,102,448,313,836,50,266,255,266,150,133,45,844,92,1478084299
951,512,932,369,406,451,870,504,0,390,266,285,266,270,510,418,485,457,928,380,133,90,871,461,133,270,859,451,401,434,868,533,0,105,403,26,0,300,867,484,474,469,489,446,266,195,133,150,0,435,133,300,266,60,441,446,875,517,133,120,887,548,889,563,447,434,414,49,449,420,864,470,900,501,953,498,944,466,837,81,551,541,133,15,133,285,566,554,266,15,133,180,266,120,0,75,416,38,152,472,940,529,266,375,266,210,133,30,266,180,530,459,908,455,133,330,133,390,610,55,133,255,425,155,266,165,0,465,712,453,266,135,0,90,133,60,407,469,31,290,0,195,424,455,266,90,0,225,133,165,133,360,904,172,266,225,133,375,133,480,266,240,133,345,0,120,0,405,909,183,133,240,0,420,266,300,0,180,266,330,133,315,557,567,0,480,652,102,448,313,836,50,266,255,266,150,133,45,844,92,1478084314
951,512,932,369,406,451,870,504,0,390,266,285,266,270,510,418,485,457,928,380,133,90,871,461,133,270,951,364,401,434,868,533,0,105,403,26,0,300,867,484,474,469,489,446,538,291,133,150,0,435,133,300,266,60,441,446,875,517,133,120,887,548,889,563,447,434,414,49,449,420,864,470,900,501,953,498,944,466,837,81,551,541,133,15,133,285,566,554,266,15,133,180,266,120,0,75,416,38,152,472,940,529,266,375,266,210,133,30,266,180,530,459,908,455,133,330,133,390,610,55,133,255,425,155,266,165,0,465,712,453,266,135,0,90,133,60,407,469,31,290,0,195,424,455,266,90,0,225,133,165,133,360,904,172,912,195,133,375,133,480,933,207,133,345,0,120,0,405,909,183,133,240,0,420,266,300,0,180,266,330,133,315,557,567,0,480,652,102,448,313,836,50,266,255,266,150,133,45,844,92,1478084329
951,512,932,369,406,451,870,504,0,390,266,285,266,270,510,418,485,457,928,380,133,90,871,461,133,270,951,364,401,434,868,533,0,105,403,26,0,300,867,484,456,543,477,565,538,291,133,150,0,435,133,300,266,60,441,446,875,517,133,120,887,548,889,563,447,434,414,49,449,420,864,470,900,501,953,498,944,466,837,81,878,242,133,15,133,285,865,230,266,15,133,180,266,120,0,75,416,38,152,472,940,529,266,375,266,210,133,30,266,180,547,539,908,455,133,330,133,390,610,55,133,255,425,155,266,165,0,465,712,453,266,135,0,90,133,60,407,469,31,290,0,195,424,455,266,90,0,225,133,165,133,360,904,172,912,195,133,375,133,480,933,207,133,345,0,120,0,405,909,183,133,240,0,420,266,300,0,180,266,330,133,315,875,254,0,480,652,102,448,313,836,50,266,255,266,150,133,45,844,92,1478084344
951,512,932,369,406,451,870,504,0,390,266,285,266,270,510,418,485,457,928,380,133,90,871,461,133,270,951,364,401,434,868,533,0,105,403,26,0,300,867,484,456,543,463,555,538,291,133,150,0,435,133,300,266,60,441,446,875,517,133,120,887,548,889,563,447,434,414,49,449,420,864,470,900,501,953,498,944,466,837,81,878,242,133,15,133,285,865,230,266,15,133,180,919,30,920,41,416,38,152,472,940,529,266,375,266,210,133,30,434,564,454,529,908,455,133,330,133,390,610,55,133,255,425,155,266,165,0,465,712,453,266,135,0,90,133,60,407,469,31,290,0,195,424,455,266,90,0,225,133,165,133,360,904,172,912,195,133,375,133,480,933,207,133,345,0,120,0,405,909,183,133,240,0,420,266,300,0,180,266,330,133,315,875,254,0,480,652,102,448,313,836,50,266,255,266,150,133,45,844,92,1478084359
951,512,932,369,406,451,870,504,0,390,266,285,266,270,510,418,485,457,928,380,133,90,871,461,133,270,951,364,401,434,868,533,0,105,403,26,0,300,867,484,456,543,463,555,538,291,133,150,0,435,133,300,266,60,441,446,875,517,133,120,887,548,889,563,447,434,414,49,449,420,864,470,900,501,953,498,944,466,837,81,878,242,133,15,133,285,865,230,266,15,133,180,919,30,920,41,416,38,152,472,940,529,266,375,266,210,133,30,434,564,454,529,908,455,133,330,133,390,610,55,133,255,425,155,266,165,0,465,712,453,266,135,438,268,133,60,407,469,31,290,0,195,424,455,266,90,0,225,133,165,133,360,904,172,912,195,133,375,133,480,933,207,133,345,0,120,894,159,909,183,956,156,0,420,266,300,0,180,266,330,133,315,875,254,0,480,652,102,979,229,836,50,266,255,266,150,133,45,844,92,1478084374
951,512,932,369,406,451,870,504,0,390,926,356,266,270,510,418,485,457,928,380,133,90,871,461,133,270,951,364,401,434,868,533,0,105,403,26,0,300,867,484,456,543,463,555,538,291,133,150,0,435,133,300,266,60,441,446,875,517,133,120,887,548,889,563,447,434,414,49,449,420,864,470,900,501,953,498,944,466,837,81,878,242,133,15,133,285,865,230,266,15,133,180,919,30,920,41,416,38,152,472,940,529,266,375,266,210,133,30,434,564,454,529,908,455,133,330,133,390,610,55,133,255,425,155,266,165,0,465,712,453,266,135,438,268,133,60,407,469,31,290,0,195,424,455,266,90,0,225,133,165,133,360,904,172,912,195,133,375,133,480,933,207,133,345,0,120,894,159,909,183,956,156,0,420,266,300,0,180,452,511,133,315,875,254,0,480,652,102,950,547,836,50,911,143,266,150,133,45,844,92,1478084389
951,512,932,369,406,451,870,504,0,390,926,356,266,270,510,418,485,457,928,380,133,90,871,461,133,270,951,364,401,434,868,533,0,105,941,453,0,300,867,484,456,543,463,555,538,291,133,150,0,435,133,300,266,60,441,446,875,517,133,120,887,548,889,563,447,434,915,343,449,420,864,470,900,501,953,498,944,466,837,81,878,242,503,53,133,285,865,230,266,15,133,180,919,30,920,41,896,576,152,472,940,529,266,375,266,210,133,30,434,564,454,529,908,455,133,330,133,390,610,55,133,255,425,155,266,165,0,465,712,453,266,135,438,268,133,60,407,469,31,290,0,195,424,455,266,90,0,225,133,165,133,360,904,172,912,195,133,375,133,480,933,207,133,345,0,120,894,159,909,183,956,156,0,420,266,300,0,180,474,470,133,315,875,254,0,480,652,102,950,547,836,50,911,143,266,150,133,45,844,92,1478084404
951,512,932,369,406,451,870,504,0,390,926,356,266,270,510,418,485,457,928,380,133,90,871,461,133,270,951,364,401,434,868,533,0,105,941,453,0,300,867,484,456,543,463,555,538,291,133,150,0,435,133,300,266,60,441,446,875,517,133,120,887,548,889,563,447,434,915,343,449,420,864,470,900,501,953,498,944,466,709,338,878,242,503,53,133,285,865,230,266,15,133,180,919,30,920,41,896,576,152,472,940,529,266,375,266,210,133,30,434,564,454,529,908,455,133,330,133,390,610,55,133,255,425,155,266,165,0,465,712,453,266,135,438,268,133,60,407,469,31,290,0,195,424,455,266,90,0,225,133,165,133,360,904,172,912,195,890,129,133,480,933,207,133,345,0,120,894,159,909,183,956,156,0,420,266,300,0,180,474,470,133,315,875,254,0,480,652,102,950,547,836,50,911,143,941,130,133,45,715,351,1478084419
951,512,932,369,406,451,870,504,0,390,926,356,266,270,510,418,485,457,928,380,133,90,871,461,133,270,951,364,401,434,868,533,0,105,941,453,0,300,867,484,456,543,463,555,538,291,133,150,0,435,133,300,266,60,441,446,875,517,133,120,887,548,889,563,447,434,915,343,449,420,864,470,900,501,953,498,944,466,709,338,878,242,503,53,133,285,865,230,266,15,133,180,919,30,920,41,896,576,152,472,940,529,266,375,266,210,133,30,434,564,454,529,908,455,133,330,133,390,610,55,133,255,425,155,266,165,0,465,712,453,266,135,438,268,133,60,407,469,31,290,0,195,424,455,266,90,0,225,133,165,133,360,904,172,912,195,890,129,133,480,933,207,133,345,0,120,894,159,909,183,956,156,0,420,266,300,0,180,474,470,133,315,875,254,0,480,652,102,950,547,836,50,911,143,941,130,133,45,715,351,1478084434
