133,(57-34)*15+15,133,(42-34)*15+15,266,(93-67)*15+15,133,(60-34)*15+15,266,(81-67)*15+15,266,(69-67)*15+15,133,(41-34)*15+15,0,20*15+15,266,(97-67)*15+15,133,(61-34)*15+15,266,(70-67)*15+15,0,30*15+15,133,(48-34)*15+15,133,(38-34)*15+15,133,(37-34)*15+15,133,(66-34)*15+15,266,(89-67)*15+15,266,(85-67)*15+15,266,(88-67)*15+15,0,10*15+15,133,(45-34)*15+15,266,(73-67)*15+15,133,(47-34)*15+15,0,26*15+15,0,22*15+15,0,15*15+15,266,(77-67)*15+15,133,(43-34)*15+15,0,28*15+15,0,13*15+15,133,(46-34)*15+15,266,(67-67)*15+15,133,(54-34)*15+15,0,19*15+15,266,(78-67)*15+15,266,(91-67)*15+15,133,(63-34)*15+15,133,(52-34)*15+15,266,(72-67)*15+15,133,(59-34)*15+15,266,(99-67)*15+15,133,(35-34)*15+15,266,(90-67)*15+15,0,0*15+15,0,23*15+15,266,(98-67)*15+15,133,(39-34)*15+15,133,(50-34)*15+15,133,(64-34)*15+15,0,31*15+15,266,(84-67)*15+15,0,21*15+15,266,(87-67)*15+15,133,(58-34)*15+15,0,4*15+15,133,(65-34)*15+15,266,(80-67)*15+15,266,(95-67)*15+15,0,14*15+15,133,(44-34)*15+15,0,17*15+15,266,(68-67)*15+15,0,11*15+15,0,25*15+15,266,(96-67)*15+15,133,(49-34)*15+15,0,9*15+15,0,7*15+15,266,(74-67)*15+15,133,(53-34)*15+15,0,6*15+15,0,8*15+15,266,(94-67)*15+15,133,(34-34)*15+15,0,12*15+15,133,(62-34)*15+15,0,29*15+15,0,16*15+15,0,2*15+15,0,18*15+15,0,33*15+15,266,(92-67)*15+15,266,(83-67)*15+15,0,27*15+15,266,(86-67)*15+15,266,(79-67)*15+15,133,(56-34)*15+15,266,(75-67)*15+15,266,(76-67)*15+15,0,3*15+15,133,(51-34)*15+15,266,(82-67)*15+15,0,32*15+15,133,(40-34)*15+15,0,24*15+15,266,(71-67)*15+15,133,(55-34)*15+15,133,(36-34)*15+15,0,1*15+15,0,5*15+15,1465308906
133,360,133,135,266,405,133,405,266,225,266,45,133,120,0,315,266,465,133,420,266,60,0,465,518,377,133,75,133,60,133,495,266,345,266,285,266,330,0,165,133,180,911,41,133,210,0,405,0,345,0,240,266,165,133,150,0,435,0,210,133,195,266,15,133,315,0,300,266,180,266,375,133,450,133,285,266,90,133,390,668,396,520,552,745,359,672,408,528,544,266,480,580,571,582,579,133,465,0,480,266,270,0,330,889,89,567,543,0,75,938,27,822,107,612,533,407,466,133,165,0,270,266,30,0,180,0,390,266,450,133,240,0,150,0,120,266,120,133,300,0,105,0,135,266,420,133,15,0,195,133,435,0,450,0,255,0,45,0,285,0,510,266,390,266,255,0,420,266,300,266,195,133,345,266,135,266,150,0,60,133,270,664,382,0,495,133,105,0,375,266,75,133,330,559,507,0,30,0,90,1465309089
133,360,133,135,266,405,133,405,266,225,266,45,133,120,0,315,266,465,133,420,266,60,0,465,518,377,133,75,133,60,133,495,266,345,266,285,266,330,0,165,133,180,911,41,133,210,0,405,0,345,0,240,266,165,133,150,0,435,0,210,133,195,266,15,133,315,0,300,266,180,266,375,133,450,133,285,266,90,133,390,668,396,584,246,745,359,672,408,591,236,266,480,580,571,582,579,133,465,0,480,266,270,0,330,889,89,580,224,0,75,938,27,822,107,618,526,407,466,133,165,0,270,266,30,0,180,0,390,266,450,133,240,0,150,0,120,266,120,133,300,0,105,0,135,266,420,133,15,0,195,133,435,0,450,0,255,0,45,0,285,0,510,266,390,266,255,0,420,266,300,266,195,133,345,266,135,266,150,0,60,133,270,664,382,0,495,133,105,0,375,266,75,133,330,559,507,0,30,0,90,1465309104
133,360,133,135,266,405,133,405,266,225,266,45,133,120,0,315,266,465,133,420,266,60,0,465,518,377,133,75,133,60,133,495,266,345,266,285,266,330,0,165,133,180,911,41,133,210,0,405,0,345,0,240,266,165,133,150,0,435,0,210,133,195,266,15,133,315,0,300,266,180,266,375,133,450,133,285,266,90,133,390,668,396,584,246,745,359,672,408,591,236,266,480,645,261,764,447,133,465,0,480,266,270,0,330,889,89,580,224,0,75,938,27,822,107,585,259,606,389,133,165,0,270,266,30,0,180,0,390,266,450,133,240,0,150,0,120,266,120,133,300,0,105,0,135,266,420,133,15,0,195,133,435,0,450,0,255,0,45,0,285,0,510,266,390,266,255,0,420,266,300,266,195,133,345,266,135,266,150,0,60,133,270,664,382,0,495,133,105,0,375,266,75,133,330,559,507,0,30,0,90,1465309119
133,360,133,135,266,405,133,405,266,225,266,45,133,120,0,315,266,465,133,420,266,60,0,465,518,377,133,75,133,60,133,495,266,345,266,285,266,330,0,165,133,180,911,41,133,210,0,405,0,345,0,240,266,165,133,150,0,435,0,210,133,195,266,15,133,315,0,300,266,180,266,375,133,450,133,285,266,90,133,390,668,396,584,246,745,359,672,408,591,236,266,480,645,261,764,447,133,465,0,480,266,270,0,330,889,89,580,224,0,75,938,27,822,107,585,259,724,374,133,165,0,270,266,30,0,180,0,390,266,450,133,240,0,150,0,120,266,120,133,300,0,105,0,135,266,420,133,15,0,195,133,435,0,450,0,255,0,45,0,285,0,510,266,390,266,255,0,420,266,300,266,195,133,345,266,135,266,150,0,60,133,270,664,382,0,495,133,105,0,375,266,75,133,330,508,220,0,30,0,90,1465309134
133,360,133,135,266,405,133,405,266,225,266,45,133,120,0,315,266,465,133,420,266,60,0,465,518,377,133,75,133,60,133,495,266,345,266,285,266,330,0,165,133,180,911,41,133,210,0,405,0,345,0,240,266,165,133,150,0,435,0,210,133,195,266,15,133,315,0,300,266,180,266,375,133,450,133,285,266,90,133,390,668,396,584,246,745,359,672,408,591,236,266,480,645,261,764,447,133,465,0,480,266,270,0,330,889,89,580,224,0,75,938,27,822,107,585,259,724,374,133,165,0,270,266,30,0,180,0,390,266,450,133,240,0,150,0,120,266,120,133,300,0,105,0,135,266,420,133,15,0,195,133,435,0,450,0,255,0,45,0,285,0,510,820,379,266,255,0,420,266,300,266,195,133,345,266,135,266,150,0,60,133,270,664,382,0,495,133,105,0,375,266,75,133,330,508,220,0,30,0,90,1465309149
133,360,133,135,266,405,133,405,266,225,266,45,133,120,0,315,266,465,133,420,266,60,0,465,518,377,133,75,133,60,133,495,266,345,266,285,266,330,0,165,133,180,911,41,133,210,0,405,0,345,0,240,266,165,133,150,0,435,0,210,133,195,266,15,133,315,0,300,266,180,266,375,133,450,133,285,266,90,133,390,668,396,584,246,745,359,672,408,591,236,266,480,645,261,764,447,133,465,0,480,266,270,0,330,889,89,580,224,0,75,938,27,822,107,585,259,724,374,133,165,0,270,266,30,0,180,0,390,266,450,133,240,0,150,0,120,266,120,133,300,0,105,0,135,266,420,133,15,0,195,133,435,0,450,0,255,0,45,0,285,0,510,820,379,266,255,0,420,266,300,266,195,133,345,266,135,266,150,0,60,133,270,664,382,0,495,133,105,0,375,266,75,133,330,508,220,0,30,0,90,1465309167
133,360,133,135,266,405,133,405,266,225,266,45,133,120,0,315,266,465,133,420,266,60,0,465,518,377,133,75,133,60,133,495,266,345,266,285,266,330,0,165,133,180,911,41,133,210,0,405,0,345,0,240,266,165,133,150,0,435,0,210,133,195,266,15,133,315,0,300,266,180,266,375,133,450,133,285,266,90,133,390,668,396,584,246,745,359,672,408,591,236,266,480,645,261,764,447,133,465,0,480,266,270,0,330,889,89,580,224,0,75,938,27,822,107,585,259,724,374,133,165,0,270,266,30,0,180,0,390,266,450,133,240,0,150,0,120,266,120,133,300,0,105,0,135,266,420,133,15,0,195,133,435,0,450,0,255,0,45,0,285,0,510,820,379,266,255,0,420,266,300,266,195,133,345,266,135,266,150,0,60,133,270,664,382,0,495,133,105,0,375,266,75,133,330,508,220,0,30,0,90,1465309181
133,360,133,135,266,405,133,405,266,225,266,45,133,120,0,315,266,465,133,420,266,60,0,465,518,377,133,75,133,60,133,495,266,345,266,285,266,330,0,165,133,180,911,41,133,210,0,405,0,345,0,240,266,165,133,150,0,435,0,210,133,195,266,15,133,315,0,300,266,180,266,375,133,450,133,285,266,90,133,390,668,396,584,246,745,359,672,408,591,236,266,480,645,261,764,447,133,465,0,480,266,270,0,330,889,89,580,224,0,75,938,27,822,107,585,259,724,374,133,165,0,270,266,30,0,180,0,390,266,450,133,240,0,150,0,120,266,120,133,300,0,105,0,135,266,420,133,15,0,195,133,435,0,450,0,255,0,45,0,285,0,510,820,379,266,255,0,420,266,300,266,195,133,345,266,135,266,150,0,60,133,270,664,382,0,495,133,105,0,375,266,75,133,330,508,220,0,30,0,90,1465309198
133,360,133,135,266,405,133,405,266,225,266,45,133,120,0,315,266,465,133,420,266,60,0,465,518,377,133,75,133,60,133,495,266,345,266,285,266,330,0,165,133,180,911,41,133,210,0,405,0,345,0,240,266,165,133,150,0,435,0,210,133,195,266,15,133,315,0,300,266,180,266,375,133,450,133,285,266,90,133,390,668,396,584,246,745,359,672,408,591,236,266,480,645,261,764,447,133,465,0,480,266,270,0,330,889,89,580,224,0,75,938,27,822,107,585,259,724,374,133,165,0,270,266,30,0,180,0,390,266,450,133,240,0,150,0,120,266,120,133,300,0,105,0,135,266,420,133,15,0,195,133,435,0,450,0,255,0,45,0,285,0,510,820,379,266,255,0,420,266,300,266,195,133,345,266,135,266,150,0,60,133,270,664,382,0,495,133,105,0,375,266,75,133,330,508,220,0,30,0,90,1465309210
133,360,133,135,266,405,133,405,266,225,266,45,133,120,0,315,266,465,133,420,266,60,0,465,518,377,133,75,133,60,133,495,266,345,266,285,266,330,0,165,133,180,911,41,133,210,0,405,0,345,0,240,266,165,133,150,0,435,0,210,133,195,266,15,133,315,0,300,266,180,266,375,133,450,133,285,266,90,133,390,668,396,584,246,745,359,672,408,591,236,266,480,645,261,764,447,133,465,0,480,266,270,0,330,889,89,580,224,0,75,938,27,822,107,585,259,724,374,133,165,0,270,266,30,0,180,0,390,266,450,133,240,0,150,0,120,266,120,133,300,0,105,0,135,266,420,133,15,0,195,133,435,0,450,0,255,0,45,0,285,0,510,820,379,266,255,0,420,266,300,266,195,133,345,266,135,266,150,0,60,133,270,664,382,0,495,133,105,0,375,266,75,133,330,508,220,0,30,0,90,1465309227
133,360,133,135,266,405,133,405,266,225,266,45,133,120,0,315,266,465,133,420,266,60,0,465,518,377,133,75,133,60,133,495,266,345,266,285,266,330,0,165,133,180,911,41,133,210,0,405,0,345,0,240,266,165,133,150,0,435,0,210,133,195,266,15,133,315,0,300,266,180,266,375,133,450,133,285,266,90,133,390,668,396,584,246,745,359,672,408,591,236,266,480,645,261,764,447,133,465,0,480,266,270,0,330,889,89,580,224,0,75,938,27,822,107,585,259,724,374,133,165,0,270,266,30,0,180,0,390,266,450,133,240,0,150,0,120,266,120,133,300,0,105,0,135,266,420,133,15,0,195,133,435,0,450,0,255,0,45,0,285,0,510,820,379,266,255,0,420,266,300,266,195,133,345,266,135,266,150,0,60,133,270,664,382,0,495,133,105,0,375,266,75,133,330,508,220,0,30,0,90,1465309240
133,360,133,135,266,405,133,405,266,225,266,45,133,120,0,315,266,465,133,420,266,60,0,465,518,377,133,75,133,60,133,495,266,345,266,285,266,330,0,165,133,180,911,41,133,210,0,405,0,345,0,240,266,165,133,150,0,435,0,210,133,195,266,15,133,315,0,300,266,180,266,375,133,450,133,285,266,90,133,390,668,396,584,246,745,359,672,408,591,236,266,480,645,261,764,447,133,465,0,480,266,270,0,330,889,89,580,224,0,75,938,27,822,107,585,259,724,374,133,165,0,270,266,30,0,180,0,390,266,450,133,240,0,150,0,120,266,120,133,300,0,105,0,135,266,420,133,15,0,195,133,435,0,450,0,255,0,45,0,285,0,510,820,379,266,255,0,420,266,300,266,195,133,345,266,135,266,150,0,60,133,270,664,382,0,495,133,105,0,375,266,75,133,330,508,220,0,30,0,90,1465309257
133,360,133,135,266,405,133,405,266,225,266,45,133,120,0,315,266,465,133,420,266,60,0,465,518,377,133,75,133,60,133,495,266,345,266,285,266,330,0,165,133,180,911,41,133,210,0,405,0,345,0,240,266,165,133,150,0,435,0,210,133,195,266,15,133,315,0,300,266,180,266,375,133,450,133,285,266,90,133,390,668,396,584,246,745,359,672,408,591,236,266,480,645,261,764,447,133,465,0,480,266,270,0,330,889,89,580,224,0,75,938,27,822,107,585,259,724,374,133,165,0,270,266,30,0,180,0,390,266,450,133,240,0,150,0,120,266,120,133,300,0,105,0,135,266,420,133,15,0,195,133,435,0,450,0,255,0,45,0,285,0,510,820,379,266,255,0,420,266,300,266,195,133,345,266,135,266,150,0,60,133,270,664,382,0,495,133,105,0,375,266,75,133,330,508,220,0,30,0,90,1465309270
133,360,133,135,266,405,133,405,266,225,266,45,133,120,0,315,266,465,133,420,266,60,0,465,518,377,133,75,133,60,133,495,266,345,266,285,266,330,0,165,133,180,911,41,133,210,0,405,0,345,0,240,266,165,133,150,0,435,0,210,133,195,266,15,133,315,0,300,266,180,266,375,133,450,133,285,266,90,133,390,668,396,584,246,745,359,672,408,591,236,266,480,645,261,764,447,133,465,0,480,266,270,0,330,889,89,580,224,0,75,938,27,822,107,585,259,724,374,133,165,0,270,266,30,0,180,0,390,266,450,133,240,0,150,0,120,266,120,133,300,0,105,0,135,266,420,133,15,0,195,133,435,0,450,0,255,0,45,0,285,0,510,820,379,266,255,0,420,266,300,266,195,133,345,266,135,266,150,0,60,133,270,664,382,0,495,133,105,0,375,266,75,133,330,508,220,0,30,0,90,1465309286
133,360,133,135,266,405,133,405,266,225,266,45,133,120,0,315,266,465,133,420,266,60,0,465,518,377,133,75,133,60,133,495,266,345,266,285,266,330,0,165,133,180,911,41,133,210,0,405,0,345,0,240,266,165,133,150,0,435,0,210,133,195,266,15,133,315,0,300,266,180,266,375,133,450,133,285,266,90,133,390,668,396,584,246,745,359,672,408,591,236,266,480,645,261,764,447,133,465,0,480,266,270,0,330,889,89,580,224,0,75,938,27,822,107,585,259,724,374,133,165,0,270,266,30,0,180,0,390,266,450,133,240,0,150,0,120,266,120,133,300,0,105,0,135,266,420,133,15,0,195,133,435,0,450,0,255,0,45,0,285,0,510,820,379,266,255,0,420,266,300,266,195,133,345,266,135,266,150,0,60,133,270,664,382,0,495,133,105,0,375,266,75,133,330,508,220,0,30,0,90,1465309299
133,360,133,135,266,405,133,405,266,225,266,45,133,120,0,315,266,465,133,420,266,60,0,465,518,377,133,75,133,60,133,495,266,345,266,285,266,330,0,165,133,180,911,41,133,210,0,405,0,345,0,240,266,165,133,150,0,435,0,210,133,195,266,15,133,315,0,300,266,180,266,375,133,450,133,285,266,90,133,390,668,396,584,246,745,359,672,408,591,236,266,480,645,261,764,447,770,26,0,480,266,270,0,330,889,89,580,224,0,75,938,27,822,107,585,259,724,374,133,165,0,270,266,30,0,180,0,390,266,450,133,240,0,150,0,120,266,120,133,300,0,105,0,135,266,420,133,15,0,195,133,435,0,450,0,255,0,45,0,285,0,510,820,379,266,255,0,420,266,300,266,195,133,345,266,135,811,195,0,60,133,270,664,382,0,495,133,105,0,375,266,75,133,330,508,220,0,30,0,90,1465309314
133,360,133,135,266,405,133,405,266,225,266,45,133,120,0,315,266,465,133,420,266,60,0,465,518,377,133,75,133,60,133,495,266,345,266,285,266,330,0,165,133,180,911,41,133,210,778,294,0,345,0,240,266,165,133,150,0,435,0,210,133,195,266,15,133,315,0,300,266,180,266,375,133,450,133,285,266,90,133,390,668,396,584,246,745,359,672,408,591,236,266,480,645,261,764,447,770,26,0,480,266,270,0,330,889,89,580,224,0,75,938,27,822,107,585,259,724,374,133,165,0,270,266,30,0,180,0,390,266,450,133,240,0,150,0,120,266,120,133,300,0,105,0,135,266,420,133,15,0,195,133,435,0,450,0,255,0,45,0,285,491,204,820,379,266,255,0,420,266,300,266,195,133,345,266,135,811,195,0,60,133,270,664,382,0,495,133,105,0,375,266,75,133,330,508,220,0,30,0,90,1465309329
133,360,133,135,266,405,133,405,266,225,266,45,133,120,0,315,266,465,133,420,266,60,0,465,518,377,133,75,133,60,133,495,266,345,266,285,266,330,0,165,133,180,911,41,133,210,778,294,748,55,0,240,266,165,133,150,0,435,0,210,133,195,266,15,133,315,0,300,266,180,266,375,133,450,133,285,266,90,133,390,668,396,576,237,745,359,672,408,592,249,266,480,645,261,764,447,770,26,0,480,266,270,0,330,889,89,580,224,0,75,938,27,822,107,580,208,724,374,133,165,0,270,266,30,0,180,0,390,266,450,133,240,0,150,0,120,266,120,133,300,0,105,0,135,266,420,133,15,0,195,133,435,0,450,0,255,0,45,0,285,491,204,820,379,266,255,0,420,266,300,266,195,133,345,266,135,811,195,0,60,133,270,664,382,0,495,133,105,0,375,266,75,133,330,508,220,0,30,0,90,1465309344
