0,2*15+15,133,(51-34)*15+15,266,(89-67)*15+15,0,28*15+15,133,(64-34)*15+15,133,(38-34)*15+15,0,30*15+15,0,26*15+15,0,24*15+15,133,(50-34)*15+15,0,13*15+15,0,14*15+15,133,(34-34)*15+15,266,(88-67)*15+15,133,(40-34)*15+15,133,(41-34)*15+15,266,(99-67)*15+15,133,(62-34)*15+15,266,(90-67)*15+15,0,16*15+15,266,(68-67)*15+15,0,22*15+15,0,9*15+15,0,12*15+15,266,(84-67)*15+15,133,(36-34)*15+15,266,(92-67)*15+15,0,18*15+15,0,17*15+15,266,(80-67)*15+15,0,33*15+15,133,(58-34)*15+15,0,23*15+15,0,11*15+15,133,(47-34)*15+15,0,31*15+15,266,(87-67)*15+15,0,29*15+15,266,(67-67)*15+15,266,(83-67)*15+15,133,(54-34)*15+15,133,(61-34)*15+15,133,(46-34)*15+15,133,(48-34)*15+15,0,6*15+15,133,(52-34)*15+15,266,(97-67)*15+15,0,3*15+15,133,(57-34)*15+15,0,27*15+15,266,(96-67)*15+15,133,(37-34)*15+15,133,(59-34)*15+15,266,(69-67)*15+15,266,(82-67)*15+15,133,(56-34)*15+15,266,(79-67)*15+15,133,(63-34)*15+15,0,15*15+15,266,(74-67)*15+15,0,4*15+15,266,(71-67)*15+15,0,25*15+15,266,(78-67)*15+15,266,(94-67)*15+15,0,20*15+15,133,(49-34)*15+15,266,(75-67)*15+15,133,(39-34)*15+15,266,(93-67)*15+15,266,(85-67)*15+15,0,1*15+15,133,(65-34)*15+15,266,(70-67)*15+15,266,(95-67)*15+15,0,5*15+15,0,0*15+15,133,(43-34)*15+15,133,(53-34)*15+15,133,(35-34)*15+15,266,(86-67)*15+15,0,19*15+15,266,(77-67)*15+15,133,(42-34)*15+15,133,(45-34)*15+15,266,(73-67)*15+15,0,32*15+15,133,(44-34)*15+15,266,(76-67)*15+15,266,(91-67)*15+15,133,(66-34)*15+15,0,21*15+15,266,(81-67)*15+15,266,(98-67)*15+15,0,10*15+15,0,7*15+15,266,(72-67)*15+15,133,(60-34)*15+15,0,8*15+15,133,(55-34)*15+15,1469794567
668,26,678,87,266,345,540,11,133,465,647,47,618,361,713,544,757,43,699,70,714,22,628,14,522,21,266,330,897,544,687,48,292,518,850,14,266,360,681,9,266,30,761,508,488,175,550,209,266,270,686,308,266,390,841,560,660,36,266,210,777,14,764,28,683,574,701,88,681,533,588,28,266,315,576,16,266,15,266,255,738,452,617,444,456,163,715,464,451,116,474,133,266,465,438,282,536,153,656,351,266,450,744,293,593,461,266,45,266,240,883,528,266,195,463,186,529,56,266,120,899,588,266,75,775,353,266,180,266,420,577,244,779,371,266,135,642,474,266,405,266,285,709,144,133,480,266,60,266,435,819,333,417,23,409,74,455,68,491,41,266,300,425,55,266,165,486,106,502,280,266,105,613,397,790,469,266,150,266,375,133,495,670,446,266,225,266,480,531,36,474,148,266,90,564,167,711,334,670,215,1469794922
668,26,678,87,266,345,540,11,133,465,647,47,618,361,713,544,757,43,699,70,714,22,628,14,522,21,266,330,897,544,687,48,292,518,850,14,266,360,681,9,266,30,761,508,488,175,550,209,266,270,686,308,266,390,841,560,660,36,266,210,777,14,764,28,683,574,701,88,681,533,588,28,266,315,576,16,266,15,266,255,738,452,617,444,456,163,715,464,451,116,474,133,266,465,438,282,536,153,656,351,266,450,744,293,593,461,266,45,266,240,883,528,266,195,463,186,529,56,266,120,899,588,266,75,775,353,266,180,266,420,577,244,779,371,266,135,642,474,266,405,266,285,709,144,133,480,266,60,266,435,819,333,417,23,409,74,455,68,491,41,266,300,425,55,266,165,486,106,502,280,266,105,613,397,790,469,266,150,266,375,133,495,670,446,266,225,266,480,531,36,474,148,266,90,564,167,711,334,670,215,1469794937
668,26,678,87,266,345,540,11,133,465,647,47,618,361,713,544,757,43,699,70,714,22,628,14,522,21,266,330,897,544,687,48,292,518,850,14,266,360,681,9,266,30,761,508,488,175,550,209,266,270,686,308,266,390,841,560,660,36,266,210,777,14,764,28,683,574,701,88,681,533,588,28,266,315,576,16,266,15,266,255,738,452,617,444,456,163,715,464,451,116,474,133,266,465,438,282,536,153,656,351,266,450,744,293,593,461,266,45,266,240,883,528,266,195,463,186,529,56,266,120,899,588,266,75,775,353,266,180,266,420,577,244,779,371,266,135,642,474,266,405,266,285,709,144,133,480,266,60,266,435,819,333,417,23,409,74,455,68,491,41,266,300,425,55,266,165,486,106,502,280,266,105,613,397,790,469,266,150,266,375,133,495,670,446,266,225,266,480,531,36,474,148,266,90,564,167,711,334,670,215,1469794952
668,26,678,87,266,345,540,11,133,465,647,47,618,361,713,544,757,43,699,70,714,22,628,14,522,21,266,330,897,544,687,48,292,518,850,14,266,360,681,9,266,30,761,508,488,175,550,209,266,270,686,308,266,390,841,560,660,36,266,210,777,14,764,28,683,574,701,88,681,533,588,28,266,315,576,16,266,15,266,255,738,452,617,444,456,163,715,464,451,116,474,133,266,465,438,282,536,153,656,351,266,450,744,293,593,461,266,45,266,240,883,528,266,195,463,186,529,56,266,120,899,588,266,75,775,353,266,180,266,420,577,244,779,371,266,135,642,474,266,405,266,285,709,144,133,480,266,60,266,435,819,333,417,23,409,74,455,68,491,41,266,300,425,55,266,165,486,106,502,280,266,105,613,397,790,469,266,150,266,375,133,495,670,446,266,225,266,480,531,36,474,148,266,90,564,167,711,334,670,215,1469794967
668,26,678,87,266,345,540,11,133,465,647,47,618,361,713,544,757,43,699,70,714,22,628,14,522,21,266,330,897,544,687,48,292,518,850,14,266,360,681,9,266,30,761,508,488,175,550,209,266,270,686,308,266,390,841,560,660,36,266,210,777,14,764,28,683,574,701,88,681,533,588,28,266,315,576,16,266,15,266,255,738,452,617,444,456,163,715,464,451,116,474,133,266,465,438,282,536,153,656,351,266,450,744,293,593,461,266,45,266,240,883,528,266,195,463,186,529,56,266,120,899,588,266,75,775,353,266,180,266,420,577,244,779,371,266,135,642,474,266,405,266,285,709,144,133,480,266,60,266,435,819,333,417,23,409,74,455,68,491,41,266,300,425,55,266,165,486,106,502,280,266,105,613,397,790,469,266,150,266,375,133,495,670,446,266,225,266,480,531,36,474,148,266,90,564,167,711,334,670,215,1469794982
668,26,678,87,266,345,540,11,133,465,647,47,618,361,713,544,757,43,699,70,714,22,628,14,522,21,266,330,897,544,687,48,292,518,850,14,266,360,681,9,266,30,761,508,488,175,550,209,266,270,686,308,266,390,841,560,660,36,266,210,777,14,764,28,683,574,701,88,681,533,588,28,266,315,576,16,266,15,266,255,738,452,617,444,456,163,715,464,451,116,474,133,266,465,438,282,536,153,656,351,266,450,744,293,593,461,266,45,266,240,883,528,266,195,463,186,529,56,266,120,899,588,266,75,775,353,266,180,266,420,577,244,779,371,266,135,642,474,266,405,266,285,709,144,133,480,266,60,266,435,819,333,417,23,409,74,455,68,491,41,266,300,425,55,266,165,486,106,502,280,266,105,613,397,790,469,266,150,266,375,133,495,670,446,266,225,266,480,531,36,474,148,266,90,564,167,711,334,670,215,1469794997
668,26,678,87,266,345,540,11,133,465,647,47,618,361,713,544,757,43,699,70,714,22,628,14,522,21,266,330,897,544,687,48,292,518,850,14,266,360,681,9,266,30,761,508,488,175,550,209,266,270,686,308,266,390,841,560,660,36,266,210,777,14,764,28,683,574,701,88,681,533,588,28,266,315,576,16,266,15,266,255,738,452,617,444,456,163,715,464,451,116,474,133,266,465,438,282,536,153,656,351,266,450,744,293,593,461,266,45,266,240,883,528,266,195,463,186,529,56,266,120,899,588,266,75,775,353,266,180,266,420,577,244,779,371,266,135,642,474,266,405,266,285,709,144,133,480,266,60,266,435,819,333,417,23,409,74,455,68,491,41,266,300,425,55,266,165,486,106,502,280,266,105,613,397,790,469,266,150,266,375,133,495,670,446,266,225,266,480,531,36,474,148,266,90,564,167,711,334,670,215,1469795012
668,26,678,87,266,345,540,11,133,465,647,47,618,361,713,544,757,43,699,70,714,22,628,14,522,21,266,330,897,544,687,48,292,518,850,14,266,360,681,9,266,30,761,508,488,175,550,209,266,270,686,308,266,390,841,560,660,36,266,210,777,14,764,28,683,574,701,88,681,533,588,28,266,315,576,16,266,15,266,255,738,452,617,444,456,163,715,464,451,116,474,133,266,465,438,282,536,153,656,351,266,450,744,293,593,461,266,45,266,240,883,528,266,195,463,186,529,56,266,120,899,588,266,75,775,353,266,180,266,420,577,244,779,371,266,135,642,474,266,405,266,285,709,144,660,200,266,60,266,435,819,333,417,23,409,74,455,68,491,41,266,300,425,55,266,165,486,106,502,280,266,105,613,397,790,469,266,150,266,375,133,495,670,446,266,225,266,480,531,36,474,148,266,90,564,167,711,334,670,215,1469795027
668,26,678,87,266,345,540,11,687,233,647,47,618,361,713,544,757,43,699,70,714,22,628,14,522,21,266,330,897,544,687,48,292,518,850,14,266,360,681,9,266,30,761,508,488,175,550,209,266,270,686,308,266,390,841,560,660,36,266,210,777,14,764,28,683,574,701,88,681,533,588,28,266,315,576,16,664,18,266,255,738,452,617,444,456,163,715,464,451,116,474,133,266,465,438,282,536,153,656,351,266,450,744,293,593,461,266,45,266,240,883,528,266,195,463,186,529,56,266,120,899,588,266,75,775,353,266,180,266,420,577,244,779,371,266,135,642,474,266,405,266,285,709,144,843,366,266,60,266,435,819,333,417,23,409,74,455,68,491,41,266,300,425,55,266,165,486,106,502,280,266,105,613,397,790,469,266,150,266,375,650,432,670,446,266,225,266,480,531,36,474,148,266,90,564,167,711,334,670,215,1469795042
668,26,678,87,266,345,540,11,687,233,647,47,618,361,713,544,757,43,699,70,714,22,628,14,522,21,266,330,897,544,687,48,292,518,850,14,266,360,681,9,794,498,761,508,488,175,550,209,266,270,686,308,266,390,841,560,660,36,266,210,777,14,764,28,683,574,701,88,681,533,588,28,266,315,576,16,661,18,266,255,738,452,617,444,456,163,715,464,451,116,474,133,266,465,438,282,536,153,656,351,266,450,744,293,593,461,681,383,266,240,883,528,266,195,463,186,529,56,266,120,899,588,266,75,775,353,266,180,266,420,577,244,779,371,266,135,642,474,266,405,266,285,709,144,843,366,266,60,266,435,819,333,417,23,409,74,455,68,491,41,266,300,425,55,266,165,486,106,502,280,266,105,613,397,790,469,266,150,266,375,650,432,670,446,266,225,266,480,531,36,474,148,266,90,564,167,711,334,670,215,1469795057
668,26,678,87,266,345,540,11,687,233,647,47,618,361,713,544,757,43,699,70,714,22,628,14,522,21,266,330,897,544,687,48,292,518,850,14,266,360,681,9,794,498,761,508,488,175,550,209,266,270,686,308,266,390,841,560,660,36,266,210,777,14,764,28,683,574,701,88,681,533,588,28,266,315,576,16,661,18,266,255,738,452,617,444,456,163,715,464,451,116,474,133,266,465,438,282,536,153,656,351,266,450,744,293,593,461,633,147,266,240,883,528,266,195,463,186,529,56,266,120,899,588,722,436,775,353,266,180,266,420,577,244,779,371,266,135,642,474,266,405,266,285,709,144,843,366,845,345,266,435,819,333,417,23,409,74,455,68,491,41,266,300,425,55,266,165,486,106,502,280,266,105,613,397,790,469,266,150,266,375,650,432,670,446,266,225,266,480,531,36,474,148,436,186,564,167,711,334,670,215,1469795072
668,26,678,87,266,345,540,11,687,233,647,47,618,361,713,544,757,43,699,70,714,22,628,14,579,38,266,330,897,544,687,48,292,518,850,14,266,360,681,9,794,498,761,508,488,175,550,209,266,270,686,308,266,390,841,560,660,36,266,210,777,14,764,28,683,574,701,88,681,533,588,28,266,315,576,16,661,18,266,255,738,452,617,444,456,163,715,464,451,116,474,133,266,465,438,282,536,153,656,351,266,450,744,293,593,461,633,147,266,240,883,528,266,195,463,186,529,56,266,120,899,588,722,436,775,353,266,180,266,420,577,244,779,371,405,14,642,474,266,405,266,285,709,144,843,366,845,345,266,435,819,333,446,35,409,74,455,68,491,41,266,300,425,55,266,165,486,106,502,280,513,37,613,397,790,469,266,150,266,375,650,432,670,446,266,225,266,480,497,22,474,148,411,172,564,167,711,334,670,215,1469795087
668,26,678,87,266,345,540,11,687,233,647,47,618,361,713,544,757,43,699,70,714,22,628,14,579,38,266,330,897,544,687,48,292,518,850,14,266,360,681,9,794,498,761,508,488,175,550,209,266,270,686,308,266,390,841,560,660,36,266,210,777,14,764,28,683,574,701,88,681,533,588,28,266,315,576,16,661,18,266,255,738,452,617,444,456,163,715,464,451,116,474,133,266,465,438,282,536,153,656,351,266,450,744,293,593,461,633,147,266,240,883,528,266,195,463,186,529,56,523,20,899,588,722,436,775,353,266,180,266,420,577,244,779,371,769,389,642,474,266,405,266,285,709,144,843,366,845,345,266,435,819,333,446,35,409,74,455,68,491,41,266,300,425,55,266,165,486,106,502,280,465,26,613,397,790,469,266,150,266,375,650,432,670,446,266,225,266,480,533,26,474,148,411,172,564,167,711,334,670,215,1469795102
668,26,678,87,266,345,540,11,687,233,647,47,618,361,713,544,757,43,699,70,714,22,628,14,579,38,266,330,897,544,687,48,292,518,850,14,266,360,681,9,794,498,761,508,488,175,550,209,266,270,686,308,266,390,841,560,660,36,266,210,777,14,764,28,683,574,701,88,681,533,588,28,266,315,576,16,661,18,266,255,738,452,617,444,456,163,715,464,451,116,474,133,266,465,438,282,536,153,656,351,266,450,744,293,593,461,633,147,266,240,883,528,530,72,463,186,529,56,516,20,899,588,722,436,775,353,836,380,266,420,577,244,779,371,769,389,642,474,266,405,266,285,709,144,843,366,845,345,266,435,819,333,446,35,409,74,455,68,491,41,266,300,425,55,440,13,486,106,502,280,465,26,613,397,790,469,707,425,266,375,650,432,670,446,266,225,266,480,536,29,474,148,411,172,564,167,711,334,670,215,1469795117
668,26,678,87,266,345,540,11,687,233,647,47,618,361,713,544,757,43,699,70,714,22,628,14,579,38,266,330,897,544,687,48,292,518,850,14,266,360,681,9,794,498,761,508,488,175,550,209,266,270,686,308,266,390,841,560,660,36,743,532,777,14,764,28,683,574,701,88,681,533,588,28,266,315,576,16,661,18,761,117,738,452,617,444,456,163,715,464,451,116,474,133,266,465,438,282,536,153,656,351,266,450,744,293,593,461,633,147,835,516,883,528,530,72,463,186,529,56,516,20,899,588,722,436,775,353,836,380,266,420,577,244,779,371,769,389,642,474,266,405,266,285,709,144,843,366,845,345,266,435,819,333,446,35,409,74,455,68,491,41,266,300,425,55,440,13,486,106,502,280,465,26,613,397,790,469,707,425,266,375,650,432,670,446,486,197,266,480,536,29,474,148,411,172,564,167,711,334,670,215,1469795132
668,26,678,87,266,345,540,11,687,233,647,47,618,361,713,544,757,43,699,70,714,22,628,14,579,38,266,330,897,544,687,48,292,518,850,14,266,360,681,9,794,498,761,508,488,175,550,209,760,56,686,308,266,390,841,560,660,36,743,532,777,14,764,28,683,574,701,88,681,533,588,28,266,315,576,16,661,18,687,199,738,452,617,444,456,163,715,464,451,116,474,133,266,465,438,282,536,153,656,351,266,450,744,293,593,461,633,147,835,516,883,528,530,72,463,186,529,56,516,20,899,588,722,436,775,353,836,380,266,420,577,244,779,371,769,389,642,474,266,405,266,285,709,144,843,366,845,345,266,435,819,333,446,35,409,74,455,68,491,41,266,300,425,55,440,13,486,106,502,280,465,26,613,397,790,469,707,425,266,375,650,432,670,446,486,197,266,480,536,29,474,148,411,172,564,167,711,334,670,215,1469795147
668,26,678,87,266,345,540,11,687,233,647,47,618,361,713,544,757,43,699,70,714,22,628,14,579,38,266,330,897,544,687,48,292,518,850,14,266,360,681,9,794,498,761,508,488,175,550,209,760,56,686,308,266,390,841,560,660,36,743,532,777,14,764,28,683,574,701,88,681,533,588,28,586,10,576,16,661,18,687,199,738,452,617,444,456,163,715,464,451,116,474,133,266,465,438,282,536,153,656,351,266,450,744,293,593,461,633,147,835,516,883,528,530,72,463,186,529,56,516,20,899,588,722,436,775,353,836,380,266,420,577,244,779,371,769,389,642,474,266,405,697,351,709,144,843,366,845,345,266,435,819,333,446,35,409,74,455,68,491,41,435,86,425,55,440,13,486,106,502,280,465,26,613,397,790,469,707,425,266,375,650,432,670,446,486,197,266,480,536,29,474,148,411,172,564,167,711,334,670,215,1469795162
668,26,678,87,266,345,540,11,687,233,647,47,618,361,713,544,757,43,699,70,714,22,628,14,579,38,866,25,897,544,687,48,292,518,850,14,858,488,681,9,794,498,761,508,488,175,550,209,760,56,686,308,266,390,841,560,660,36,743,532,777,14,764,28,683,574,701,88,681,533,588,28,586,10,584,19,661,18,687,199,738,452,617,444,456,163,715,464,451,116,474,133,266,465,438,282,536,153,656,351,266,450,744,293,593,461,633,147,835,516,883,528,530,72,463,186,529,56,516,20,899,588,722,436,775,353,836,380,266,420,577,244,779,371,769,389,642,474,266,405,697,351,709,144,843,366,845,345,266,435,819,333,446,35,409,74,455,68,491,41,435,86,425,55,440,13,486,106,502,280,465,26,613,397,790,469,707,425,266,375,650,432,670,446,486,197,266,480,536,29,474,148,411,172,564,167,711,334,670,215,1469795177
668,26,678,87,918,559,540,11,687,233,647,47,618,361,713,544,757,43,699,70,714,22,628,14,579,38,866,25,897,544,687,48,292,518,850,14,695,515,681,9,794,498,761,508,488,175,550,209,760,56,686,308,931,531,841,560,660,36,743,532,777,14,764,28,683,574,701,88,681,533,588,28,586,10,584,19,661,18,687,199,738,452,617,444,456,163,715,464,451,116,474,133,266,465,438,282,536,153,656,351,266,450,744,293,593,461,633,147,835,516,883,528,530,72,463,186,529,56,516,20,899,588,722,436,775,353,836,380,266,420,577,244,779,371,769,389,642,474,755,405,697,351,709,144,843,366,845,345,266,435,819,333,446,35,409,74,455,68,491,41,435,86,425,55,440,13,486,106,502,280,465,26,613,397,790,469,707,425,773,425,650,432,670,446,486,197,266,480,536,29,474,148,411,172,564,167,711,334,670,215,1469795192
668,26,678,87,918,559,540,11,687,233,647,47,618,361,713,544,757,43,699,70,714,22,628,14,579,38,866,25,897,544,687,48,292,518,850,14,695,515,681,9,794,498,761,508,488,175,550,209,760,56,686,308,931,531,841,560,660,36,743,532,777,14,764,28,683,574,701,88,681,533,588,28,586,10,584,19,661,18,687,199,738,452,617,444,456,163,715,464,451,116,474,133,433,268,438,282,536,153,656,351,567,69,744,293,593,461,633,147,835,516,883,528,530,72,463,186,529,56,516,20,899,588,722,436,775,353,836,380,619,338,577,244,779,371,769,389,642,474,708,369,697,351,709,144,843,366,845,345,576,433,819,333,446,35,409,74,455,68,491,41,435,86,425,55,440,13,486,106,502,280,465,26,613,397,790,469,707,425,773,425,650,432,670,446,486,197,266,480,536,29,474,148,411,172,564,167,711,334,670,215,1469795207
668,26,678,87,918,559,540,11,687,233,647,47,618,361,713,544,757,43,699,70,714,22,628,14,579,38,866,25,897,544,687,48,694,500,850,14,695,515,681,9,794,498,761,508,488,175,550,209,760,56,686,308,931,531,841,560,660,36,743,532,777,14,764,28,683,574,701,88,681,533,588,28,586,10,584,19,661,18,687,199,738,452,617,444,456,163,715,464,451,116,474,133,431,268,438,282,536,153,656,351,567,69,744,293,593,461,633,147,835,516,883,528,530,72,463,186,529,56,516,20,899,588,722,436,775,353,836,380,619,338,577,244,779,371,769,389,642,474,708,369,697,351,709,144,843,366,845,345,576,433,819,333,446,35,409,74,455,68,491,41,435,86,425,55,440,13,486,106,502,280,465,26,613,397,790,469,707,425,773,425,650,432,670,446,486,197,455,209,536,29,474,148,411,172,564,167,711,334,670,215,1469795217
