133,(42-34)*15+15,266,(75-67)*15+15,0,2*15+15,0,32*15+15,133,(57-34)*15+15,0,16*15+15,266,(92-67)*15+15,0,7*15+15,266,(96-67)*15+15,133,(38-34)*15+15,0,3*15+15,266,(78-67)*15+15,266,(85-67)*15+15,0,4*15+15,133,(64-34)*15+15,266,(98-67)*15+15,0,29*15+15,133,(54-34)*15+15,266,(73-67)*15+15,0,14*15+15,133,(60-34)*15+15,266,(88-67)*15+15,266,(97-67)*15+15,133,(63-34)*15+15,0,18*15+15,0,11*15+15,133,(65-34)*15+15,133,(51-34)*15+15,133,(40-34)*15+15,133,(62-34)*15+15,133,(55-34)*15+15,0,22*15+15,133,(66-34)*15+15,266,(99-67)*15+15,266,(93-67)*15+15,133,(46-34)*15+15,0,15*15+15,0,26*15+15,266,(94-67)*15+15,0,8*15+15,266,(95-67)*15+15,133,(47-34)*15+15,0,10*15+15,133,(50-34)*15+15,0,24*15+15,133,(34-34)*15+15,0,30*15+15,266,(89-67)*15+15,133,(49-34)*15+15,133,(37-34)*15+15,0,25*15+15,266,(68-67)*15+15,133,(53-34)*15+15,133,(43-34)*15+15,0,12*15+15,266,(77-67)*15+15,133,(59-34)*15+15,266,(67-67)*15+15,0,0*15+15,133,(61-34)*15+15,0,19*15+15,0,21*15+15,266,(71-67)*15+15,0,28*15+15,0,6*15+15,0,31*15+15,0,9*15+15,0,13*15+15,133,(44-34)*15+15,133,(48-34)*15+15,266,(83-67)*15+15,266,(79-67)*15+15,0,33*15+15,133,(35-34)*15+15,266,(69-67)*15+15,133,(41-34)*15+15,266,(76-67)*15+15,266,(70-67)*15+15,133,(39-34)*15+15,266,(72-67)*15+15,266,(86-67)*15+15,133,(56-34)*15+15,133,(52-34)*15+15,266,(91-67)*15+15,133,(36-34)*15+15,266,(84-67)*15+15,266,(90-67)*15+15,0,1*15+15,266,(82-67)*15+15,133,(58-34)*15+15,266,(74-67)*15+15,266,(80-67)*15+15,0,23*15+15,0,5*15+15,0,27*15+15,266,(87-67)*15+15,266,(81-67)*15+15,133,(45-34)*15+15,0,20*15+15,0,17*15+15,1476884314
133,135,918,540,0,45,0,495,133,360,712,527,504,203,0,120,508,344,133,75,0,60,266,180,480,565,0,75,133,465,782,445,0,450,133,315,266,105,544,532,133,405,823,158,266,465,133,450,437,396,0,180,133,480,133,270,133,105,133,435,133,330,553,551,133,495,752,510,467,242,710,572,0,240,0,405,443,547,834,249,588,305,133,210,0,165,133,255,0,375,133,15,0,465,661,329,133,240,133,60,465,525,266,30,133,300,742,280,0,195,852,131,133,390,508,504,0,15,133,420,0,300,0,330,266,75,0,435,0,105,0,480,0,150,0,210,133,165,133,225,266,255,266,195,0,510,133,30,266,45,133,120,266,150,266,60,428,503,266,90,578,433,133,345,578,422,585,394,634,376,588,447,266,360,0,30,266,240,133,375,266,120,266,210,17,387,0,90,0,420,266,315,266,225,133,180,0,315,0,270,1476884501
133,135,918,540,0,45,0,495,133,360,712,527,504,203,0,120,508,344,133,75,0,60,266,180,480,565,0,75,133,465,782,445,0,450,133,315,266,105,544,532,133,405,878,87,266,465,133,450,437,396,0,180,133,480,813,107,133,105,133,435,133,330,553,551,133,495,752,510,467,242,710,572,0,240,0,405,443,547,834,249,588,305,133,210,0,165,133,255,0,375,133,15,0,465,661,329,133,240,133,60,465,525,266,30,608,290,742,280,0,195,870,62,133,390,508,504,0,15,133,420,0,300,0,330,266,75,0,435,0,105,0,480,0,150,0,210,133,165,133,225,266,255,266,195,0,510,133,30,266,45,133,120,266,150,266,60,428,503,266,90,578,433,133,345,580,427,585,394,634,376,589,442,266,360,0,30,266,240,133,375,266,120,266,210,17,387,0,90,0,420,266,315,266,225,133,180,0,315,0,270,1476884516
133,135,918,540,0,45,0,495,133,360,712,527,504,203,0,120,508,344,133,75,0,60,266,180,480,565,0,75,133,465,782,445,0,450,133,315,266,105,544,532,133,405,878,87,266,465,133,450,437,396,0,180,133,480,722,97,573,495,133,435,133,330,553,551,133,495,752,510,467,242,710,572,0,240,0,405,443,547,834,249,588,305,133,210,0,165,133,255,0,375,133,15,0,465,661,329,133,240,133,60,465,525,266,30,608,290,742,280,0,195,870,62,133,390,508,504,0,15,719,559,0,300,0,330,266,75,0,435,0,105,0,480,0,150,0,210,133,165,133,225,266,255,266,195,0,510,133,30,266,45,631,222,266,150,266,60,428,503,266,90,578,433,133,345,580,427,585,394,634,376,589,442,266,360,0,30,266,240,133,375,266,120,266,210,17,387,0,90,0,420,266,315,266,225,133,180,0,315,0,270,1476884531
133,135,918,540,0,45,0,495,133,360,712,527,504,203,0,120,508,344,133,75,0,60,266,180,480,565,0,75,133,465,782,445,0,450,133,315,266,105,544,532,133,405,878,87,266,465,133,450,437,396,0,180,133,480,722,97,573,495,133,435,133,330,553,551,133,495,752,510,467,242,710,572,0,240,0,405,443,547,834,249,588,305,133,210,0,165,559,258,0,375,133,15,0,465,661,329,133,240,133,60,465,525,266,30,608,290,742,280,0,195,870,62,678,503,508,504,0,15,718,559,0,300,0,330,266,75,0,435,0,105,0,480,0,150,0,210,133,165,133,225,266,255,266,195,0,510,133,30,266,45,631,222,266,150,266,60,428,503,266,90,578,433,133,345,580,427,585,394,634,376,589,442,266,360,0,30,266,240,657,181,266,120,266,210,17,387,0,90,0,420,266,315,266,225,133,180,0,315,0,270,1476884546
133,135,918,540,0,45,0,495,133,360,712,527,504,203,0,120,508,344,133,75,0,60,266,180,480,565,0,75,133,465,782,445,0,450,133,315,266,105,544,532,133,405,878,87,266,465,635,242,437,396,0,180,133,480,722,97,573,495,133,435,133,330,553,551,129,437,752,510,467,242,710,572,0,240,0,405,443,547,834,249,588,305,133,210,0,165,559,258,0,375,133,15,0,465,661,329,133,240,133,60,465,525,266,30,608,290,742,280,0,195,870,62,678,503,508,504,0,15,718,559,0,300,0,330,266,75,0,435,0,105,0,480,0,150,0,210,133,165,133,225,266,255,266,195,0,510,133,30,266,45,631,222,266,150,266,60,428,503,266,90,578,433,133,345,580,427,585,394,634,376,589,442,266,360,0,30,266,240,657,181,266,120,266,210,17,387,0,90,0,420,266,315,266,225,133,180,0,315,0,270,1476884561
133,135,918,540,0,45,0,495,133,360,712,527,504,203,0,120,508,344,133,75,0,60,266,180,480,565,0,75,831,75,782,445,0,450,133,315,266,105,544,532,850,105,878,87,266,465,635,242,437,396,0,180,813,50,722,97,573,495,133,435,133,330,553,551,696,117,752,510,467,242,710,572,0,240,0,405,443,547,834,249,588,305,133,210,0,165,559,258,0,375,133,15,0,465,661,329,133,240,133,60,465,525,266,30,608,290,742,280,0,195,870,62,678,503,508,504,0,15,718,559,0,300,0,330,266,75,0,435,0,105,0,480,0,150,0,210,133,165,133,225,266,255,266,195,0,510,133,30,266,45,631,222,266,150,266,60,428,503,266,90,578,433,133,345,580,427,585,394,634,376,589,442,266,360,0,30,266,240,657,181,266,120,266,210,17,387,0,90,0,420,266,315,266,225,133,180,0,315,0,270,1476884576
133,135,918,540,0,45,0,495,405,336,712,527,502,146,0,120,508,344,133,75,0,60,266,180,480,565,0,75,831,75,782,445,0,450,133,315,266,105,544,532,850,105,878,87,266,465,635,242,437,396,0,180,813,50,722,97,573,495,603,105,133,330,553,551,696,117,752,510,460,189,710,572,0,240,0,405,443,547,834,249,588,305,133,210,0,165,545,228,0,375,133,15,0,465,661,329,133,240,133,60,465,525,266,30,608,290,742,280,0,195,870,62,678,503,508,504,0,15,718,559,0,300,0,330,266,75,0,435,0,105,0,480,0,150,0,210,133,165,133,225,266,255,266,195,0,510,133,30,266,45,631,222,266,150,266,60,428,503,266,90,578,433,133,345,580,427,585,394,634,376,589,442,266,360,0,30,266,240,657,181,266,120,266,210,17,387,0,90,0,420,266,315,266,225,133,180,0,315,0,270,1476884591
133,135,918,540,0,45,0,495,841,312,712,527,502,146,0,120,508,344,133,75,0,60,266,180,480,565,0,75,831,75,782,445,0,450,569,515,266,105,544,532,850,105,878,87,266,465,635,242,437,396,0,180,813,50,722,97,573,495,603,105,477,533,553,551,696,117,752,510,460,189,710,572,0,240,0,405,443,547,797,227,588,305,133,210,0,165,545,228,0,375,133,15,0,465,661,329,133,240,133,60,465,525,266,30,608,290,742,280,0,195,870,62,678,503,508,504,0,15,718,559,0,300,0,330,266,75,0,435,0,105,0,480,0,150,0,210,133,165,133,225,266,255,266,195,0,510,133,30,266,45,631,222,266,150,266,60,428,503,266,90,578,433,505,436,580,427,585,394,634,376,589,442,266,360,0,30,266,240,657,181,266,120,266,210,17,387,0,90,0,420,266,315,266,225,133,180,0,315,0,270,1476884606
133,135,918,540,0,45,0,495,841,312,712,527,502,146,0,120,508,344,133,75,0,60,266,180,480,565,0,75,831,75,782,445,0,450,569,515,266,105,544,532,850,105,878,87,266,465,635,242,437,396,0,180,813,50,722,97,573,495,603,105,502,543,553,551,696,117,752,510,460,189,710,572,0,240,0,405,443,547,797,227,588,305,172,209,0,165,545,228,0,375,133,15,0,465,661,329,539,413,133,60,465,525,266,30,608,290,742,280,0,195,870,62,678,503,508,504,0,15,718,559,0,300,0,330,266,75,0,435,0,105,0,480,0,150,0,210,133,165,644,255,266,255,266,195,0,510,133,30,266,45,631,222,266,150,266,60,428,503,266,90,578,433,505,436,580,427,585,394,634,376,589,442,266,360,0,30,266,240,657,181,266,120,266,210,17,387,0,90,0,420,266,315,266,225,133,180,0,315,0,270,1476884621
464,514,918,540,0,45,0,495,841,312,712,527,502,146,0,120,508,344,133,75,0,60,266,180,480,565,0,75,831,75,782,445,0,450,569,515,266,105,544,532,850,105,878,87,266,465,635,242,437,396,0,180,813,50,722,97,573,495,603,105,502,543,553,551,696,117,752,510,460,189,710,572,0,240,0,405,443,547,797,227,588,305,586,315,0,165,545,228,0,375,133,15,0,465,661,329,539,413,133,60,465,525,266,30,608,290,742,280,0,195,870,62,678,503,508,504,0,15,718,559,0,300,0,330,266,75,0,435,0,105,0,480,0,150,0,210,654,207,644,255,266,255,266,195,0,510,133,30,266,45,631,222,266,150,266,60,428,503,266,90,578,433,505,436,580,427,585,394,634,376,589,442,266,360,0,30,266,240,657,181,266,120,266,210,17,387,0,90,0,420,266,315,266,225,491,412,0,315,0,270,1476884636
505,553,918,540,0,45,0,495,841,312,712,527,502,146,0,120,508,344,705,535,0,60,266,180,480,565,0,75,831,75,782,445,0,450,569,515,266,105,544,532,850,105,878,87,266,465,635,242,437,396,0,180,813,50,722,97,573,495,603,105,502,543,553,551,696,117,752,510,460,189,710,572,0,240,0,405,443,547,797,227,588,305,586,315,0,165,545,228,0,375,133,15,0,465,661,329,539,413,672,197,465,525,266,30,608,290,742,280,0,195,870,62,678,503,508,504,0,15,718,559,0,300,0,330,266,75,0,435,0,105,0,480,0,150,0,210,654,207,644,255,266,255,266,195,0,510,133,30,266,45,631,222,266,150,266,60,428,503,266,90,578,433,505,436,580,427,585,394,634,376,589,442,266,360,0,30,266,240,673,159,266,120,266,210,17,387,0,90,0,420,266,315,266,225,491,412,0,315,0,270,1476884651
505,553,918,540,0,45,0,495,841,312,712,527,502,146,500,92,508,344,705,535,0,60,266,180,480,565,608,524,831,75,782,445,0,450,569,515,266,105,544,532,850,105,878,87,266,465,635,242,437,396,0,180,813,50,722,97,573,495,603,105,502,543,553,551,696,117,752,510,460,189,710,572,0,240,0,405,443,547,797,227,588,305,586,315,0,165,545,228,0,375,133,15,0,465,661,329,539,413,672,197,465,525,266,30,608,290,742,280,0,195,870,62,678,503,508,504,0,15,718,559,0,300,0,330,266,75,0,435,525,181,0,480,0,150,0,210,654,207,644,255,266,255,266,195,0,510,133,30,266,45,631,222,266,150,266,60,428,503,266,90,578,433,505,436,580,427,585,394,634,376,589,442,266,360,0,30,266,240,673,159,266,120,266,210,17,387,611,360,0,420,266,315,266,225,491,412,0,315,0,270,1476884666
505,553,918,540,0,45,0,495,841,312,712,527,502,146,500,92,508,344,705,535,0,60,266,180,480,565,608,524,831,75,782,445,0,450,569,515,266,105,544,532,850,105,878,87,266,465,635,242,437,396,0,180,813,50,722,97,573,495,603,105,502,543,553,551,696,117,752,510,460,189,710,572,319,292,0,405,443,547,797,227,588,305,586,315,732,378,545,228,0,375,133,15,0,465,661,329,539,413,672,197,465,525,266,30,608,290,742,280,879,76,870,62,678,503,508,504,0,15,718,559,0,300,0,330,266,75,0,435,525,181,0,480,648,262,0,210,654,207,644,255,266,255,266,195,0,510,133,30,266,45,631,222,266,150,266,60,428,503,266,90,578,433,505,436,580,427,585,394,634,376,589,442,266,360,0,30,266,240,673,159,266,120,266,210,17,387,611,360,0,420,266,315,266,225,491,412,0,315,0,270,1476884681
505,553,918,540,0,45,0,495,841,312,712,527,502,146,500,92,508,344,705,535,0,60,266,180,480,565,608,524,831,75,782,445,0,450,569,515,266,105,544,532,850,105,878,87,266,465,635,242,437,396,0,180,813,50,722,97,573,495,603,105,502,543,553,551,696,117,752,510,460,189,710,572,927,562,71,415,443,547,797,227,588,305,586,315,732,378,545,228,742,400,133,15,0,465,661,329,539,413,672,197,465,525,266,30,608,290,742,280,879,76,870,62,678,503,508,504,0,15,718,559,0,300,0,330,266,75,0,435,525,181,0,480,648,262,0,210,654,207,644,255,266,255,266,195,0,510,133,30,266,45,631,222,266,150,266,60,428,503,266,90,578,433,505,436,580,427,585,394,634,376,589,442,266,360,0,30,266,240,673,159,266,120,266,210,757,388,611,360,766,488,266,315,266,225,491,412,0,315,0,270,1476884696
505,553,918,540,0,45,0,495,841,312,712,527,502,146,500,92,508,344,705,535,0,60,266,180,480,565,608,524,831,75,782,445,0,450,569,515,266,105,544,532,850,105,878,87,266,465,635,242,437,396,0,180,813,50,722,97,573,495,603,105,502,543,553,551,696,117,752,510,460,189,836,572,927,562,813,541,443,547,797,227,588,305,586,315,732,378,545,228,742,400,133,15,0,465,661,329,539,413,672,197,465,525,266,30,608,290,742,280,879,76,870,62,678,503,508,504,0,15,874,551,0,300,0,330,266,75,692,252,525,181,0,480,648,262,0,210,654,207,644,255,266,255,266,195,0,510,133,30,266,45,631,222,266,150,266,60,428,503,266,90,578,433,505,436,580,427,585,394,634,376,589,442,266,360,0,30,266,240,673,159,266,120,266,210,757,388,611,360,766,488,266,315,266,225,491,412,0,315,0,270,1476884711
505,553,918,540,0,45,0,495,841,312,712,527,502,146,500,92,508,344,705,535,0,60,266,180,480,565,608,524,831,75,782,445,846,93,569,515,266,105,544,532,850,105,878,87,266,465,635,242,437,396,0,180,813,50,722,97,573,495,603,105,502,543,553,551,696,117,752,510,460,189,836,572,927,562,813,541,443,547,797,227,588,305,586,315,732,378,545,228,742,400,133,15,665,324,661,329,539,413,672,197,465,525,266,30,608,290,742,280,879,76,870,62,678,503,508,504,0,15,874,551,0,300,0,330,266,75,692,252,525,181,660,312,648,262,0,210,654,207,644,255,266,255,266,195,0,510,133,30,266,45,631,222,266,150,266,60,428,503,266,90,578,433,505,436,580,427,585,394,634,376,589,442,266,360,0,30,266,240,673,159,266,120,266,210,757,388,611,360,766,488,266,315,266,225,491,412,0,315,0,270,1476884726
505,553,918,540,0,45,941,526,841,312,712,527,502,146,500,92,508,344,705,535,0,60,266,180,480,565,608,524,831,75,782,445,846,93,569,515,266,105,544,532,850,105,878,87,266,465,635,242,437,396,0,180,813,50,722,97,573,495,603,105,502,543,553,551,696,117,752,510,460,189,836,572,927,562,813,541,443,547,797,227,588,305,586,315,732,378,545,228,742,400,133,15,665,324,661,329,539,413,672,197,465,525,266,30,608,290,742,280,879,76,870,62,678,503,508,504,0,15,874,551,0,300,505,208,266,75,692,252,525,181,692,430,648,262,0,210,654,207,644,255,266,255,266,195,661,188,133,30,266,45,631,222,266,150,266,60,428,503,266,90,578,433,505,436,580,427,585,394,634,376,589,442,266,360,0,30,266,240,673,159,266,120,266,210,757,388,611,360,766,488,266,315,266,225,491,412,0,315,0,270,1476884741
505,553,918,540,0,45,941,526,841,312,712,527,502,146,500,92,508,344,705,535,0,60,266,180,480,565,608,524,831,75,782,445,846,93,569,515,266,105,544,532,850,105,878,87,266,465,635,242,437,396,0,180,813,50,722,97,573,495,603,105,502,543,553,551,696,117,752,510,460,189,836,572,927,562,813,541,443,547,797,227,588,305,586,315,732,378,524,219,742,400,133,15,665,324,661,329,539,413,672,197,465,525,266,30,608,290,742,280,879,76,870,62,678,503,508,504,0,15,874,551,492,229,505,208,266,75,692,252,525,181,692,430,648,262,581,194,654,207,644,255,266,255,266,195,661,188,133,30,266,45,631,222,266,150,266,60,428,503,266,90,578,433,505,436,580,427,585,394,634,376,589,442,266,360,0,30,266,240,673,159,266,120,266,210,757,388,611,360,766,488,266,315,266,225,491,412,822,203,684,307,1476884756
505,553,918,540,782,76,941,526,841,312,712,527,502,146,500,92,508,344,705,535,842,524,266,180,480,565,608,524,831,75,782,445,846,93,569,515,266,105,544,532,850,105,878,87,266,465,635,242,437,396,654,232,813,50,722,97,573,495,603,105,502,543,553,551,696,117,752,510,460,189,836,572,927,562,813,541,443,547,797,227,588,305,586,315,732,378,524,219,742,400,133,15,665,324,661,329,539,413,672,197,465,525,266,30,608,290,742,280,879,76,870,62,678,503,508,504,0,15,874,551,492,229,505,208,266,75,692,252,525,181,692,430,648,262,535,249,654,207,644,255,266,255,266,195,661,188,133,30,266,45,631,222,266,150,266,60,428,503,266,90,578,433,505,436,580,427,585,394,634,376,589,442,266,360,0,30,266,240,673,159,266,120,266,210,757,388,611,360,766,488,266,315,266,225,491,412,822,203,684,307,1476884771
