133,(40-34)*15+15,0,22*15+15,133,(37-34)*15+15,133,(44-34)*15+15,0,7*15+15,0,16*15+15,266,(81-67)*15+15,0,12*15+15,133,(52-34)*15+15,266,(85-67)*15+15,266,(88-67)*15+15,133,(64-34)*15+15,133,(43-34)*15+15,0,1*15+15,133,(41-34)*15+15,0,4*15+15,133,(49-34)*15+15,266,(92-67)*15+15,133,(34-34)*15+15,133,(66-34)*15+15,266,(89-67)*15+15,133,(65-34)*15+15,0,0*15+15,266,(94-67)*15+15,266,(71-67)*15+15,133,(42-34)*15+15,0,6*15+15,0,14*15+15,266,(76-67)*15+15,266,(75-67)*15+15,266,(82-67)*15+15,0,31*15+15,133,(48-34)*15+15,0,2*15+15,266,(80-67)*15+15,0,10*15+15,133,(54-34)*15+15,133,(55-34)*15+15,0,30*15+15,266,(78-67)*15+15,266,(87-67)*15+15,266,(67-67)*15+15,0,17*15+15,0,25*15+15,266,(99-67)*15+15,266,(77-67)*15+15,266,(86-67)*15+15,266,(68-67)*15+15,133,(47-34)*15+15,133,(46-34)*15+15,133,(51-34)*15+15,0,5*15+15,133,(53-34)*15+15,0,19*15+15,0,18*15+15,133,(35-34)*15+15,0,27*15+15,266,(73-67)*15+15,133,(59-34)*15+15,0,11*15+15,133,(39-34)*15+15,0,15*15+15,0,9*15+15,0,21*15+15,133,(36-34)*15+15,266,(96-67)*15+15,0,33*15+15,266,(72-67)*15+15,0,20*15+15,0,29*15+15,0,13*15+15,266,(90-67)*15+15,133,(61-34)*15+15,133,(56-34)*15+15,133,(57-34)*15+15,266,(97-67)*15+15,133,(50-34)*15+15,266,(98-67)*15+15,266,(93-67)*15+15,266,(70-67)*15+15,133,(45-34)*15+15,133,(60-34)*15+15,266,(83-67)*15+15,133,(62-34)*15+15,266,(74-67)*15+15,0,32*15+15,133,(38-34)*15+15,0,26*15+15,266,(91-67)*15+15,266,(84-67)*15+15,0,3*15+15,0,28*15+15,266,(95-67)*15+15,0,24*15+15,266,(79-67)*15+15,133,(63-34)*15+15,133,(58-34)*15+15,0,8*15+15,266,(69-67)*15+15,0,23*15+15,1473257879
732,532,888,511,502,43,695,563,476,314,513,486,469,71,418,69,742,355,865,487,642,454,133,465,847,569,686,524,419,56,857,325,654,112,266,390,423,28,133,495,435,146,133,480,735,344,266,420,417,131,843,131,437,42,518,32,738,366,650,121,670,533,0,480,475,57,857,498,742,333,661,480,665,439,688,451,0,465,554,208,909,129,832,218,453,500,877,116,266,495,679,239,681,228,684,213,505,301,761,42,719,469,885,211,860,235,559,221,567,37,542,47,0,420,473,508,133,390,652,573,475,18,773,54,776,129,809,143,891,105,266,450,0,510,418,117,834,54,0,450,876,146,416,249,133,420,133,345,133,360,266,465,501,475,266,480,266,405,509,497,414,488,133,405,424,428,133,435,512,358,0,495,509,349,810,114,266,375,416,80,881,223,0,435,472,489,435,478,458,438,133,450,133,375,854,315,798,43,666,467,1473258337
732,532,888,511,502,43,695,563,476,314,513,486,469,71,418,69,742,355,865,487,642,454,133,465,847,569,686,524,419,56,857,325,654,112,266,390,423,28,133,495,435,146,133,480,735,344,266,420,417,131,843,131,437,42,518,32,738,366,650,121,670,533,0,480,475,57,857,498,742,333,661,480,665,439,688,451,0,465,554,208,909,129,416,219,453,500,877,116,266,495,679,239,681,228,684,213,505,301,761,42,719,469,422,208,860,235,559,221,567,37,542,47,0,420,473,508,133,390,652,573,475,18,773,54,776,129,809,143,891,105,266,450,0,510,418,117,834,54,0,450,876,146,416,249,133,420,420,240,133,360,266,465,501,475,266,480,266,405,509,497,414,488,133,405,424,428,133,435,512,358,0,495,509,349,810,114,266,375,416,80,881,223,0,435,472,489,435,478,458,438,133,450,133,375,854,315,798,43,666,467,1473258352
732,532,888,511,502,43,695,563,476,314,513,486,469,71,418,69,742,355,865,487,642,454,133,465,847,569,686,524,419,56,857,325,654,112,266,390,423,28,133,495,435,146,133,480,735,344,266,420,417,131,843,131,437,42,518,32,738,366,650,121,670,533,0,480,475,57,857,498,742,333,661,480,665,439,688,451,0,465,554,208,909,129,415,219,453,500,877,116,266,495,679,239,681,228,684,213,505,301,761,42,719,469,411,208,860,235,559,221,567,37,542,47,0,420,473,508,133,390,652,573,475,18,773,54,776,129,809,143,891,105,266,450,0,510,418,117,834,54,0,450,876,146,932,185,133,420,896,174,133,360,266,465,501,475,266,480,266,405,509,497,414,488,133,405,424,428,133,435,512,358,0,495,509,349,810,114,266,375,416,80,400,231,0,435,472,489,435,478,458,438,133,450,133,375,854,315,798,43,666,467,1473258367
732,532,888,511,502,43,695,563,476,314,513,486,469,71,418,69,742,355,865,487,642,454,133,465,847,569,686,524,419,56,857,325,654,112,266,390,423,28,133,495,435,146,133,480,735,344,266,420,417,131,843,131,437,42,518,32,738,366,650,121,670,533,0,480,475,57,857,498,742,333,661,480,665,439,688,451,0,465,753,221,909,129,415,219,453,500,877,116,266,495,556,226,604,234,553,211,505,301,761,42,719,469,411,208,403,248,774,241,567,37,542,47,0,420,473,508,133,390,652,573,475,18,773,54,776,129,809,143,891,105,266,450,0,510,418,117,834,54,0,450,876,146,932,185,133,420,896,174,133,360,266,465,501,475,266,480,266,405,509,497,414,488,133,405,424,428,133,435,512,358,0,495,509,349,810,114,266,375,416,80,400,231,0,435,472,489,435,478,458,438,133,450,133,375,854,315,798,43,666,467,1473258382
732,532,888,511,502,43,695,563,476,314,513,486,469,71,418,69,742,355,865,487,642,454,133,465,847,569,686,524,419,56,857,325,654,112,266,390,423,28,133,495,435,146,133,480,715,247,266,420,417,131,843,131,437,42,518,32,738,366,650,121,670,533,0,480,475,57,857,498,714,231,661,480,665,439,688,451,0,465,813,226,909,129,415,219,453,500,877,116,266,495,556,226,562,240,553,211,505,301,761,42,719,469,411,208,403,248,829,239,567,37,542,47,0,420,473,508,133,390,652,573,475,18,773,54,776,129,809,143,891,105,266,450,0,510,418,117,834,54,0,450,876,146,932,185,133,420,896,174,133,360,266,465,501,475,266,480,266,405,509,497,414,488,133,405,424,428,133,435,512,358,0,495,509,349,810,114,266,375,416,80,400,231,0,435,472,489,435,478,458,438,133,450,133,375,854,315,798,43,666,467,1473258397
732,532,888,511,502,43,695,563,476,314,513,486,469,71,418,69,500,145,865,487,642,454,133,465,847,569,686,524,419,56,857,325,654,112,266,390,423,28,133,495,435,146,133,480,726,298,266,420,417,131,843,131,437,42,518,32,716,283,650,121,670,533,0,480,475,57,857,498,498,120,661,480,665,439,688,451,0,465,813,226,909,129,415,219,453,500,877,116,266,495,556,226,562,240,553,211,505,301,761,42,719,469,411,208,403,248,829,239,567,37,542,47,0,420,473,508,133,390,652,573,475,18,773,54,776,129,809,143,891,105,266,450,0,510,418,117,834,54,0,450,876,146,932,185,133,420,896,174,133,360,266,465,501,475,266,480,266,405,509,497,414,488,133,405,424,428,133,435,512,358,0,495,509,349,810,114,266,375,416,80,400,231,0,435,472,489,435,478,458,438,133,450,133,375,854,315,798,43,666,467,1473258412
732,532,888,511,502,43,695,563,476,314,513,486,469,71,418,69,500,145,865,487,642,454,133,465,847,569,686,524,419,56,857,325,654,112,266,390,423,28,133,495,435,146,133,480,726,298,266,420,417,131,843,131,437,42,518,32,716,283,650,121,670,533,0,480,475,57,857,498,498,120,661,480,665,439,688,451,0,465,813,226,909,129,415,219,453,500,877,116,266,495,556,226,562,240,553,211,505,301,761,42,719,469,411,208,403,248,829,239,567,37,542,47,413,466,473,508,133,390,652,573,475,18,773,54,776,129,809,143,891,105,266,450,0,510,418,117,834,54,0,450,876,146,932,185,133,420,896,174,920,195,266,465,501,475,266,480,266,405,509,497,414,488,133,405,424,428,133,435,512,358,0,495,509,349,810,114,927,138,416,80,400,231,820,105,472,489,435,478,458,438,133,450,133,375,854,315,798,43,666,467,1473258427
732,532,888,511,502,43,695,563,476,314,513,486,469,71,418,69,500,145,865,487,642,454,133,465,847,569,686,524,419,56,857,325,654,112,266,390,423,28,133,495,435,146,133,480,726,298,266,420,417,131,843,131,437,42,518,32,716,283,650,121,670,533,690,516,475,57,857,498,498,120,661,480,665,439,688,451,631,521,813,226,909,129,415,219,453,500,877,116,266,495,556,226,562,240,553,211,505,301,761,42,719,469,411,208,403,248,829,239,567,37,542,47,413,466,473,508,133,390,652,573,475,18,773,54,776,129,809,143,891,105,266,450,0,510,418,117,834,54,922,204,876,146,932,185,133,420,896,174,920,195,266,465,501,475,266,480,266,405,509,497,414,488,133,405,424,428,133,435,512,358,426,417,509,349,810,114,927,138,416,80,400,231,820,105,472,489,435,478,458,438,133,450,133,375,854,315,798,43,666,467,1473258442
732,532,888,511,502,43,695,563,476,314,513,486,469,71,418,69,500,145,865,487,642,454,133,465,847,569,686,524,419,56,857,325,654,112,266,390,423,28,133,495,435,146,133,480,726,298,266,420,417,131,843,131,437,42,518,32,716,283,650,121,670,533,690,516,475,57,857,498,498,120,661,480,665,439,688,451,631,521,813,226,909,129,415,219,453,500,877,116,266,495,556,226,562,240,553,211,505,301,761,42,719,469,411,208,403,248,829,239,567,37,542,47,413,466,473,508,133,390,652,573,475,18,773,54,776,129,809,143,891,105,266,450,930,115,418,117,834,54,922,204,876,146,932,185,133,420,896,174,920,195,266,465,501,475,266,480,266,405,509,497,414,488,461,468,424,428,133,435,512,358,426,417,509,349,810,114,927,138,416,80,400,231,820,105,472,489,435,478,458,438,133,450,822,425,854,315,798,43,666,467,1473258457
732,532,888,511,502,43,695,563,476,314,513,486,469,71,418,69,500,145,865,487,642,454,133,465,847,569,686,524,419,56,857,325,654,112,266,390,423,28,133,495,435,146,133,480,726,298,266,420,417,131,843,131,437,42,518,32,716,283,650,121,670,533,690,516,475,57,857,498,498,120,661,480,665,439,688,451,631,521,813,226,909,129,415,219,453,500,877,116,266,495,556,226,562,240,553,211,505,301,761,42,719,469,411,208,403,248,829,239,567,37,542,47,413,466,473,508,401,499,652,573,475,18,773,54,776,129,809,143,891,105,266,450,930,115,418,117,834,54,922,204,876,146,932,185,877,92,896,174,920,195,266,465,501,475,266,480,266,405,509,497,414,488,457,467,424,428,406,508,512,358,426,417,509,349,810,114,927,138,416,80,400,231,820,105,472,489,435,478,458,438,516,509,822,425,854,315,798,43,666,467,1473258472
732,532,888,511,502,43,695,563,476,314,513,486,469,71,418,69,500,145,865,487,642,454,871,560,847,569,686,524,419,56,857,325,654,112,266,390,423,28,587,533,435,146,513,67,726,298,266,420,417,131,843,131,437,42,518,32,716,283,650,121,670,533,690,516,475,57,857,498,498,120,661,480,665,439,688,451,631,521,813,226,909,129,415,219,453,500,877,116,266,495,556,226,562,240,553,211,505,301,761,42,719,469,411,208,403,248,829,239,567,37,542,47,413,466,473,508,401,499,652,573,475,18,773,54,776,129,809,143,891,105,266,450,930,115,418,117,834,54,922,204,876,146,932,185,877,92,896,174,920,195,266,465,501,475,266,480,266,405,509,497,414,488,457,467,424,428,406,508,512,358,426,417,509,349,810,114,927,138,416,80,400,231,820,105,472,489,435,478,458,438,516,509,822,425,854,315,798,43,666,467,1473258487
732,532,888,511,502,43,695,563,476,314,513,486,469,71,418,69,500,145,865,487,642,454,871,560,847,569,686,524,419,56,857,325,654,112,812,412,423,28,587,533,435,146,513,67,726,298,902,216,417,131,843,131,437,42,518,32,716,283,650,121,670,533,690,516,475,57,857,498,498,120,661,480,665,439,688,451,631,521,813,226,909,129,415,219,453,500,877,116,266,495,556,226,562,240,553,211,505,301,761,42,719,469,411,208,403,248,829,239,567,37,542,47,413,466,473,508,401,499,652,573,475,18,773,54,776,129,809,143,891,105,866,333,930,115,418,117,834,54,922,204,876,146,932,185,877,92,896,174,920,195,266,465,501,475,266,480,405,518,509,497,414,488,457,467,424,428,406,508,512,358,426,417,509,349,810,114,927,138,416,80,400,231,820,105,472,489,435,478,458,438,516,509,822,425,854,315,798,43,666,467,1473258502
732,532,888,511,502,43,695,563,476,314,513,486,469,71,418,69,500,145,865,487,642,454,871,560,847,569,686,524,419,56,857,325,654,112,812,412,423,28,587,533,435,146,513,67,726,298,902,216,417,131,843,131,437,42,518,32,716,283,650,121,670,533,690,516,475,57,857,498,498,120,661,480,665,439,688,451,631,521,813,226,909,129,415,219,453,500,877,116,498,521,556,226,562,240,553,211,505,301,761,42,719,469,411,208,403,248,829,239,567,37,542,47,413,466,473,508,401,499,652,573,475,18,773,54,776,129,809,143,891,105,843,334,930,115,418,117,834,54,922,204,876,146,932,185,877,92,896,174,920,195,895,229,501,475,457,516,405,518,509,497,414,488,457,467,424,428,406,508,512,358,426,417,509,349,810,114,927,138,416,80,400,231,820,105,472,489,435,478,458,438,516,509,822,425,854,315,798,43,666,467,1473258517
732,532,888,511,502,43,695,563,476,314,513,486,469,71,418,69,500,145,865,487,642,454,871,560,847,569,686,524,419,56,857,325,654,112,812,412,423,28,587,533,435,146,513,67,726,298,902,216,417,131,843,131,437,42,518,32,716,283,650,121,670,533,690,516,475,57,857,498,498,120,661,480,665,439,688,451,631,521,813,226,909,129,415,219,453,500,877,116,498,521,556,226,562,240,553,211,505,301,761,42,719,469,411,208,403,248,829,239,567,37,542,47,413,466,473,508,401,499,652,573,475,18,773,54,776,129,809,143,891,105,843,334,930,115,418,117,834,54,922,204,876,146,932,185,877,92,896,174,920,195,895,229,501,475,457,516,405,518,509,497,414,488,457,467,424,428,406,508,512,358,426,417,509,349,810,114,927,138,416,80,400,231,820,105,472,489,435,478,458,438,516,509,822,425,854,315,798,43,666,467,1473258532
732,532,888,511,502,43,695,563,476,314,513,486,469,71,418,69,500,145,865,487,642,454,871,560,847,569,686,524,419,56,857,325,654,112,812,412,423,28,587,533,435,146,513,67,726,298,902,216,417,131,843,131,437,42,518,32,716,283,650,121,670,533,690,516,475,57,857,498,498,120,661,480,665,439,688,451,631,521,813,226,909,129,415,219,453,500,877,116,498,521,577,411,575,419,553,211,505,301,761,42,719,469,411,208,403,248,829,239,567,37,542,47,413,466,473,508,401,499,652,573,475,18,773,54,776,129,809,143,891,105,843,334,930,115,418,117,834,54,922,204,876,146,932,185,877,92,896,174,920,195,895,229,501,475,457,516,405,518,509,497,414,488,457,467,424,428,406,508,512,358,426,417,509,349,810,114,927,138,416,80,400,231,820,105,472,489,435,478,458,438,516,509,822,425,854,315,798,43,666,467,1473258547
731,531,888,511,502,43,695,563,476,314,513,486,469,71,418,69,500,145,865,487,642,454,871,560,847,569,686,524,419,56,857,325,654,112,812,412,423,28,573,234,435,146,513,67,726,298,902,216,417,131,843,131,437,42,518,32,716,283,650,121,638,224,583,210,475,57,857,498,498,120,661,480,665,439,688,451,584,223,813,226,909,129,415,219,453,500,877,116,498,521,577,411,575,419,586,398,505,301,761,42,719,469,411,208,403,248,829,239,567,37,542,47,413,466,473,508,401,499,652,573,475,18,773,54,776,129,809,143,891,105,843,334,930,115,418,117,834,54,922,204,876,146,932,185,877,92,896,174,920,195,895,229,501,475,457,516,405,518,509,497,414,488,457,467,424,428,406,508,512,358,426,417,509,349,810,114,927,138,416,80,400,231,820,105,472,489,435,478,458,438,516,509,822,425,854,315,798,43,666,467,1473258562
662,238,888,511,502,43,695,563,476,314,513,486,469,71,418,69,500,145,865,487,642,454,871,560,847,569,683,213,419,56,857,325,654,112,812,412,423,28,573,234,435,146,513,67,726,298,902,216,417,131,843,131,437,42,518,32,716,283,650,121,638,224,583,210,475,57,857,498,498,120,661,480,665,439,688,451,584,223,813,226,909,129,415,219,453,500,877,116,498,521,577,411,575,419,586,398,505,301,761,42,719,469,411,208,403,248,829,239,567,37,542,47,413,466,473,508,401,499,652,573,475,18,773,54,776,129,809,143,891,105,843,334,930,115,418,117,834,54,922,204,876,146,932,185,877,92,896,174,920,195,895,229,501,475,457,516,405,518,509,497,414,488,457,467,424,428,406,508,512,358,426,417,509,349,810,114,927,138,416,80,400,231,820,105,472,489,435,478,458,438,516,509,822,425,854,315,798,43,666,467,1473258570
