0,7*15+15,133,(39-34)*15+15,266,(99-67)*15+15,0,5*15+15,133,(49-34)*15+15,0,13*15+15,0,15*15+15,0,33*15+15,266,(78-67)*15+15,0,4*15+15,266,(68-67)*15+15,0,26*15+15,0,25*15+15,0,2*15+15,0,11*15+15,0,1*15+15,0,31*15+15,266,(98-67)*15+15,0,29*15+15,266,(84-67)*15+15,266,(73-67)*15+15,266,(97-67)*15+15,266,(74-67)*15+15,133,(37-34)*15+15,133,(45-34)*15+15,0,32*15+15,133,(64-34)*15+15,133,(48-34)*15+15,266,(95-67)*15+15,133,(34-34)*15+15,133,(54-34)*15+15,0,18*15+15,133,(61-34)*15+15,133,(43-34)*15+15,266,(69-67)*15+15,0,27*15+15,266,(80-67)*15+15,266,(70-67)*15+15,133,(35-34)*15+15,266,(96-67)*15+15,266,(87-67)*15+15,0,30*15+15,0,0*15+15,133,(52-34)*15+15,266,(79-67)*15+15,266,(71-67)*15+15,133,(51-34)*15+15,133,(60-34)*15+15,0,17*15+15,266,(88-67)*15+15,266,(83-67)*15+15,0,20*15+15,133,(65-34)*15+15,133,(58-34)*15+15,266,(94-67)*15+15,0,9*15+15,133,(56-34)*15+15,133,(63-34)*15+15,133,(59-34)*15+15,266,(82-67)*15+15,133,(50-34)*15+15,133,(40-34)*15+15,0,14*15+15,133,(53-34)*15+15,266,(81-67)*15+15,133,(36-34)*15+15,133,(57-34)*15+15,0,24*15+15,0,22*15+15,0,12*15+15,266,(92-67)*15+15,266,(89-67)*15+15,0,19*15+15,133,(42-34)*15+15,266,(85-67)*15+15,133,(41-34)*15+15,0,6*15+15,0,21*15+15,0,3*15+15,266,(77-67)*15+15,133,(38-34)*15+15,133,(55-34)*15+15,0,10*15+15,133,(44-34)*15+15,0,16*15+15,0,28*15+15,266,(90-67)*15+15,266,(72-67)*15+15,0,8*15+15,133,(46-34)*15+15,266,(86-67)*15+15,266,(91-67)*15+15,266,(75-67)*15+15,133,(62-34)*15+15,266,(93-67)*15+15,133,(47-34)*15+15,0,23*15+15,133,(66-34)*15+15,266,(76-67)*15+15,266,(67-67)*15+15,1465216241
681,280,133,90,266,495,0,90,863,289,0,210,0,240,0,510,603,366,0,75,528,317,0,405,0,390,629,421,0,180,528,91,0,480,266,480,892,304,468,295,732,226,736,211,615,460,133,60,569,379,0,495,133,465,868,145,577,448,630,76,133,315,588,436,731,195,133,150,266,45,546,393,542,103,559,144,491,386,266,450,266,315,0,465,526,158,829,440,266,195,266,75,760,373,133,405,0,270,856,266,527,370,0,315,537,353,688,138,765,180,759,165,133,345,536,334,535,480,583,406,754,360,636,216,0,225,659,290,266,225,650,270,133,360,0,375,0,345,0,195,634,186,266,345,0,300,133,135,266,285,133,120,0,105,0,330,530,127,266,165,459,101,133,330,497,196,133,165,0,255,0,435,266,360,858,322,646,200,771,155,858,420,808,389,474,133,133,435,266,405,551,115,0,360,133,495,631,233,266,15,1465216699
681,280,133,90,266,495,0,90,863,289,0,210,0,240,0,510,603,366,0,75,528,317,0,405,0,390,629,421,0,180,528,91,0,480,266,480,892,304,468,295,732,226,736,211,615,460,494,75,569,379,0,495,133,465,868,145,577,448,630,76,133,315,588,436,731,195,133,150,266,45,546,393,542,103,559,144,491,386,266,450,266,315,0,465,464,179,829,440,266,195,266,75,760,373,133,405,0,270,856,266,527,370,0,315,537,353,688,138,765,180,759,165,133,345,536,334,535,480,583,406,754,360,636,216,0,225,659,290,266,225,650,270,133,360,0,375,0,345,0,195,634,186,266,345,0,300,133,135,266,285,133,120,0,105,0,330,530,127,452,144,547,154,133,330,497,196,133,165,0,255,0,435,266,360,858,322,646,200,771,155,858,420,808,389,466,158,133,435,266,405,551,115,0,360,133,495,631,233,266,15,1465216714
681,280,133,90,266,495,0,90,863,289,0,210,0,240,0,510,603,366,0,75,528,317,0,405,0,390,629,421,0,180,528,91,0,480,266,480,892,304,468,295,732,226,736,211,615,460,494,75,569,379,0,495,133,465,868,145,577,448,630,76,133,315,588,436,731,195,133,150,266,45,546,393,542,103,559,144,491,386,266,450,266,315,0,465,464,179,829,440,456,168,582,103,760,373,133,405,0,270,856,266,527,370,0,315,537,353,688,138,765,180,759,165,133,345,536,334,535,480,583,406,754,360,636,216,0,225,659,290,266,225,650,270,133,360,0,375,0,345,0,195,634,186,266,345,0,300,133,135,266,285,839,245,0,105,0,330,530,127,452,144,547,154,133,330,497,196,133,165,0,255,0,435,266,360,858,322,646,200,771,155,858,420,808,389,466,158,133,435,266,405,551,115,0,360,133,495,631,233,335,195,1465216729
681,280,133,90,266,495,0,90,863,289,0,210,0,240,0,510,603,366,0,75,528,317,0,405,0,390,629,421,0,180,528,91,0,480,266,480,892,304,468,295,732,226,736,211,615,460,494,75,569,379,0,495,133,465,868,145,577,448,630,76,133,315,588,436,731,195,133,150,266,45,546,393,542,103,559,144,491,386,266,450,266,315,0,465,464,179,829,440,456,168,582,103,760,373,775,350,0,270,856,266,527,370,0,315,537,353,688,138,765,180,759,165,133,345,536,334,535,480,583,406,754,360,636,216,0,225,659,290,266,225,650,270,133,360,0,375,0,345,906,264,634,186,266,345,0,300,133,135,266,285,839,245,0,105,0,330,530,127,452,144,547,154,133,330,497,196,133,165,0,255,0,435,266,360,858,322,646,200,771,155,858,420,808,389,466,158,133,435,266,405,551,115,0,360,133,495,631,233,335,195,1465216744
681,280,133,90,266,495,0,90,863,289,0,210,0,240,0,510,603,366,0,75,528,317,0,405,0,390,629,421,0,180,528,91,0,480,266,480,892,304,468,295,732,226,736,211,615,460,494,75,569,379,0,495,133,465,868,145,577,448,630,76,133,315,588,436,731,195,133,150,266,45,546,393,542,103,559,144,491,386,266,450,266,315,0,465,464,179,829,440,456,168,582,103,760,373,775,350,0,270,856,266,527,370,0,315,537,353,688,138,765,180,759,165,133,345,536,334,535,480,583,406,754,360,636,216,0,225,659,290,266,225,650,270,133,360,0,375,0,345,906,264,634,186,266,345,0,300,133,135,266,285,839,245,0,105,0,330,530,127,452,144,547,154,133,330,497,196,133,165,0,255,0,435,266,360,858,322,646,200,771,155,837,53,816,62,466,158,133,435,266,405,551,115,0,360,133,495,631,233,335,195,1465216759
681,280,133,90,266,495,0,90,863,289,0,210,0,240,0,510,603,366,0,75,528,317,0,405,0,390,629,421,0,180,528,91,0,480,266,480,892,304,468,295,732,226,736,211,615,460,494,75,569,379,0,495,133,465,868,145,577,448,630,76,133,315,588,436,731,195,133,150,266,45,546,393,542,103,559,144,491,386,266,450,266,315,0,465,464,179,629,173,456,168,582,103,760,373,775,350,0,270,856,266,527,370,0,315,537,353,688,138,765,180,759,165,133,345,536,334,535,480,583,406,754,360,636,216,0,225,659,290,266,225,650,270,133,360,0,375,0,345,906,264,634,186,266,345,0,300,133,135,266,285,839,245,0,105,0,330,530,127,452,144,547,154,133,330,497,196,133,165,0,255,0,435,266,360,858,322,646,200,771,155,837,53,816,62,466,158,133,435,505,258,551,115,0,360,133,495,631,233,335,195,1465216774
681,280,133,90,266,495,0,90,863,289,0,210,0,240,0,510,603,366,0,75,528,317,0,405,558,421,629,421,0,180,528,91,0,480,266,480,892,304,468,295,732,226,736,211,615,460,494,75,569,379,0,495,133,465,868,145,577,448,630,76,133,315,588,436,731,195,133,150,266,45,546,393,542,103,559,144,491,386,266,450,266,315,659,179,464,179,629,173,456,168,582,103,760,373,775,350,0,270,856,266,527,370,0,315,537,353,688,138,765,180,759,165,133,345,536,334,535,480,583,406,754,360,636,216,0,225,659,290,266,225,650,270,133,360,0,375,0,345,906,264,634,186,266,345,0,300,133,135,266,285,839,245,0,105,0,330,530,127,452,144,547,154,133,330,497,196,133,165,0,255,0,435,266,360,858,322,646,200,771,155,837,53,816,62,466,158,133,435,505,258,551,115,0,360,133,495,631,233,335,195,1465216789
681,280,133,90,266,495,0,90,863,289,0,210,0,240,0,510,603,366,0,75,528,317,0,405,558,421,629,421,0,180,528,91,0,480,266,480,892,304,468,295,732,226,736,211,615,460,494,75,569,379,0,495,900,156,868,145,577,448,630,76,133,315,588,436,731,195,133,150,266,45,546,393,542,103,559,144,491,386,266,450,266,315,846,73,464,179,629,173,456,168,582,103,760,373,775,350,0,270,856,266,527,370,0,315,537,353,688,138,765,180,759,165,133,345,536,334,535,480,583,406,754,360,636,216,0,225,659,290,266,225,650,270,133,360,0,375,0,345,906,264,634,186,266,345,0,300,133,135,266,285,839,245,0,105,0,330,530,127,452,144,547,154,133,330,497,196,133,165,0,255,0,435,266,360,858,322,646,200,771,155,837,53,816,62,466,158,133,435,505,258,551,115,0,360,133,495,631,233,335,195,1465216804
681,280,133,90,266,495,0,90,863,289,0,210,0,240,0,510,603,366,0,75,528,317,0,405,558,421,629,421,0,180,528,91,0,480,266,480,892,304,468,295,732,226,736,211,615,460,494,75,569,379,0,495,900,156,868,145,577,448,630,76,133,315,588,436,731,195,133,150,266,45,546,393,542,103,559,144,491,386,266,450,266,315,846,73,464,179,629,173,456,168,582,103,760,373,775,350,0,270,856,266,527,370,0,315,537,353,688,138,765,180,759,165,133,345,536,334,535,480,583,406,754,360,636,216,0,225,659,290,266,225,650,270,133,360,0,375,673,260,906,264,634,186,266,345,0,300,133,135,266,285,839,245,0,105,0,330,530,127,452,144,547,154,133,330,497,196,133,165,755,338,0,435,266,360,858,322,646,200,771,155,837,53,816,62,466,158,133,435,505,258,551,115,0,360,436,131,631,233,335,195,1465216819
681,280,133,90,779,274,0,90,863,289,0,210,0,240,0,510,603,366,0,75,528,317,0,405,558,421,629,421,0,180,528,91,0,480,266,480,892,304,468,295,732,226,736,211,615,460,494,75,569,379,0,495,900,156,868,145,577,448,630,76,133,315,588,436,731,195,133,150,266,45,546,393,542,103,559,144,491,386,266,450,266,315,846,73,464,179,629,173,456,168,582,103,760,373,775,350,0,270,856,266,527,370,0,315,537,353,688,138,765,180,759,165,133,345,536,334,535,480,583,406,754,360,636,216,0,225,659,290,910,319,650,270,133,360,0,375,673,260,906,264,634,186,266,345,0,300,133,135,266,285,839,245,0,105,0,330,530,127,452,144,547,154,133,330,497,196,133,165,755,338,0,435,266,360,858,322,646,200,771,155,837,53,816,62,466,158,133,435,505,258,551,115,0,360,436,131,631,233,335,195,1465216834
681,280,133,90,779,274,0,90,863,289,0,210,0,240,0,510,603,366,0,75,528,317,0,405,558,421,629,421,0,180,528,91,900,277,266,480,892,304,468,295,732,226,736,211,615,460,494,75,569,379,0,495,900,156,868,145,577,448,630,76,133,315,588,436,731,195,133,150,266,45,546,393,542,103,559,144,491,386,266,450,266,315,846,73,464,179,629,173,456,168,582,103,760,373,775,350,0,270,856,266,527,370,0,315,537,353,688,138,765,180,759,165,133,345,536,334,535,480,583,406,754,360,636,216,0,225,659,290,911,316,650,270,133,360,0,375,673,260,906,264,634,186,266,345,0,300,133,135,266,285,839,245,0,105,0,330,530,127,452,144,547,154,133,330,497,196,133,165,755,338,0,435,266,360,858,322,646,200,771,155,837,53,816,62,466,158,133,435,505,258,551,115,507,62,436,131,631,233,335,195,1465216849
681,280,133,90,779,274,635,327,863,289,0,210,0,240,0,510,603,366,0,75,528,317,0,405,558,421,629,421,0,180,528,91,900,277,266,480,892,304,468,295,732,226,736,211,615,460,494,75,569,379,0,495,900,156,868,145,577,448,630,76,133,315,588,436,731,195,133,150,266,45,546,393,542,103,559,144,491,386,266,450,266,315,846,73,464,179,629,173,456,168,582,103,760,373,775,350,0,270,856,266,527,370,0,315,537,353,688,138,765,180,759,165,133,345,536,334,535,480,583,406,754,360,636,216,0,225,659,290,911,316,650,270,133,360,0,375,673,260,906,264,634,186,266,345,0,300,902,232,266,285,839,245,0,105,0,330,530,127,452,144,547,154,133,330,497,196,133,165,755,338,0,435,266,360,858,322,646,200,771,155,837,53,816,62,466,158,133,435,505,258,551,115,508,62,436,131,631,233,335,195,1465216864
681,280,133,90,779,274,635,327,863,289,0,210,0,240,0,510,603,366,0,75,528,317,0,405,558,421,629,421,0,180,528,91,900,277,266,480,892,304,468,295,732,226,736,211,615,460,494,75,569,379,0,495,900,156,868,145,577,448,630,76,133,315,588,436,731,195,133,150,266,45,546,393,542,103,559,144,491,386,266,450,266,315,846,73,464,179,629,173,456,168,582,103,760,373,775,350,0,270,856,266,527,370,0,315,537,353,688,138,765,180,759,165,133,345,536,334,535,480,583,406,754,360,636,216,0,225,659,290,911,316,650,270,133,360,0,375,673,260,906,264,634,186,266,345,0,300,902,232,266,285,839,245,0,105,0,330,530,127,452,144,547,154,133,330,497,196,133,165,755,338,0,435,266,360,858,322,646,200,771,155,837,53,816,62,466,158,133,435,505,258,551,115,508,62,436,131,631,233,335,195,1465216879
681,280,133,90,779,274,635,327,863,289,0,210,0,240,0,510,603,366,0,75,528,317,0,405,558,421,629,421,0,180,528,91,900,277,266,480,892,304,468,295,732,226,736,211,615,460,494,75,569,379,0,495,900,156,868,145,577,448,630,76,133,315,588,436,731,195,133,150,266,45,546,393,542,103,559,144,491,386,266,450,266,315,846,73,464,179,629,173,456,168,582,103,760,373,775,350,0,270,856,266,527,370,0,315,537,353,688,138,765,180,759,165,133,345,536,334,535,480,583,406,754,360,636,216,0,225,659,290,911,316,650,270,133,360,0,375,673,260,906,264,634,186,266,345,0,300,902,232,266,285,839,245,0,105,0,330,530,127,452,144,547,154,133,330,497,196,133,165,755,338,0,435,266,360,858,322,646,200,771,155,837,53,816,62,466,158,133,435,505,258,551,115,508,62,436,131,631,233,335,195,1465216894
681,280,133,90,779,274,635,327,863,289,0,210,0,240,0,510,603,366,0,75,528,317,0,405,558,421,629,421,0,180,528,91,900,277,266,480,892,304,468,295,732,226,736,211,615,460,494,75,569,379,0,495,900,156,868,145,577,448,630,76,133,315,588,436,731,195,670,318,266,45,546,393,542,103,559,144,491,386,575,135,266,315,846,73,464,179,629,173,456,168,582,103,760,373,775,350,0,270,856,266,527,370,0,315,537,353,688,138,765,180,759,165,133,345,536,334,535,480,583,406,754,360,636,216,0,225,659,290,911,316,650,270,133,360,0,375,673,260,906,264,634,186,266,345,0,300,902,232,266,285,839,245,0,105,0,330,530,127,452,144,547,154,133,330,497,196,133,165,755,338,0,435,266,360,858,322,646,200,771,155,837,53,816,62,466,158,133,435,505,258,551,115,508,62,436,131,631,233,335,195,1465216909
681,280,133,90,779,274,635,327,863,289,0,210,0,240,0,510,603,366,0,75,528,317,0,405,558,421,629,421,0,180,528,91,900,277,266,480,892,304,468,295,732,226,736,211,615,460,494,75,569,379,0,495,900,156,868,145,577,448,630,76,133,315,588,436,731,195,811,509,266,45,546,393,542,103,559,144,491,386,575,135,266,315,846,73,464,179,629,173,456,168,582,103,760,373,775,350,0,270,856,266,527,370,0,315,537,353,688,138,765,180,759,165,133,345,536,334,535,480,583,406,754,360,636,216,0,225,659,290,911,316,650,270,133,360,0,375,673,260,906,264,634,186,266,345,0,300,902,232,266,285,839,245,0,105,0,330,530,127,452,144,547,154,133,330,497,196,133,165,755,338,0,435,266,360,858,322,646,200,771,155,837,53,816,62,466,158,415,118,505,258,551,115,508,62,436,131,631,233,335,195,1465216924
681,280,133,90,779,274,635,327,863,289,823,492,0,240,0,510,603,366,0,75,528,317,0,405,558,421,629,421,807,171,528,91,900,277,266,480,892,304,468,295,732,226,736,211,615,460,494,75,569,379,0,495,900,156,868,145,577,448,630,76,133,315,588,436,731,195,811,509,266,45,546,393,542,103,559,144,491,386,575,135,266,315,846,73,464,179,629,173,456,168,582,103,760,373,775,350,0,270,856,266,527,370,0,315,537,353,688,138,765,180,759,165,133,345,536,334,535,480,583,406,754,360,636,216,875,334,659,290,911,316,650,270,133,360,0,375,673,260,906,264,634,186,266,345,918,347,902,232,266,285,839,245,0,105,502,116,530,127,452,144,547,154,133,330,497,196,133,165,755,338,0,435,266,360,858,322,646,200,771,155,837,53,816,62,466,158,415,118,505,258,551,115,508,62,436,131,631,233,335,195,1465216939
681,280,803,479,779,274,635,327,863,289,823,492,0,240,0,510,603,366,823,471,528,317,0,405,558,421,629,421,805,170,528,91,900,277,266,480,892,304,468,295,732,226,736,211,615,460,494,75,569,379,0,495,900,156,868,145,577,448,630,76,576,381,588,436,731,195,811,509,266,45,546,393,542,103,559,144,491,386,575,135,266,315,846,73,464,179,629,173,456,168,582,103,760,373,775,350,0,270,856,266,527,370,0,315,537,353,688,138,765,180,759,165,133,345,536,334,535,480,583,406,754,360,636,216,875,334,659,290,911,316,650,270,133,360,0,375,673,260,906,264,634,186,266,345,918,347,902,232,266,285,839,245,0,105,502,116,530,127,452,144,547,154,133,330,497,196,531,165,755,338,0,435,266,360,858,322,646,200,771,155,837,53,816,62,466,158,415,118,505,258,551,115,508,62,436,131,631,233,335,195,1465216954
681,280,803,479,779,274,635,327,863,289,823,492,0,240,0,510,603,366,823,471,528,317,0,405,558,421,629,421,805,170,528,91,900,277,266,480,892,304,468,295,732,226,736,211,615,460,494,75,569,379,0,495,900,156,868,145,577,448,630,76,626,393,588,436,731,195,811,509,266,45,546,393,542,103,559,144,491,386,575,135,266,315,846,73,464,179,629,173,456,168,582,103,760,373,775,350,0,270,856,266,527,370,868,218,537,353,688,138,765,180,759,165,133,345,536,334,535,480,583,406,754,360,636,216,875,334,659,290,911,316,650,270,923,291,0,375,673,260,906,264,634,186,266,345,918,347,902,232,266,285,839,245,0,105,502,116,530,127,452,144,547,154,142,328,497,196,531,165,755,338,0,435,266,360,858,322,646,200,771,155,837,53,816,62,466,158,415,118,505,258,551,115,508,62,436,131,631,233,335,195,1465216969
681,280,803,479,779,274,635,327,863,289,823,492,0,240,0,510,603,366,823,471,528,317,0,405,558,421,629,421,805,170,528,91,900,277,266,480,892,304,468,295,732,226,736,211,615,460,494,75,569,379,0,495,900,156,868,145,577,448,630,76,626,393,588,436,731,195,811,509,640,223,546,393,542,103,559,144,491,386,575,135,818,41,846,73,464,179,629,173,456,168,582,103,760,373,775,350,0,270,856,266,527,370,868,218,537,353,688,138,765,180,759,165,133,345,536,334,535,480,583,406,754,360,636,216,875,334,659,290,911,316,650,270,923,291,0,375,673,260,906,264,634,186,266,345,918,347,902,232,631,245,839,245,0,105,502,116,530,127,452,144,547,154,142,328,497,196,531,165,755,338,0,435,266,360,858,322,646,200,771,155,837,53,816,62,466,158,415,118,505,258,551,115,508,62,436,131,631,233,335,195,1465216984
681,280,803,479,779,274,635,327,863,289,823,492,0,240,0,510,603,366,823,471,528,317,0,405,558,421,629,421,805,170,528,91,900,277,266,480,892,304,468,295,732,226,736,211,615,460,494,75,569,379,0,495,900,156,868,145,577,448,630,76,626,393,588,436,731,195,811,509,674,88,546,393,542,103,559,144,491,386,575,135,818,41,846,73,464,179,629,173,456,168,582,103,760,373,775,350,0,270,856,266,527,370,868,218,537,353,688,138,765,180,759,165,133,345,536,334,535,480,583,406,754,360,636,216,875,334,659,290,911,316,650,270,923,291,0,375,673,260,906,264,634,186,266,345,918,347,902,232,631,245,839,245,0,105,502,116,530,127,452,144,547,154,142,328,497,196,531,165,755,338,0,435,756,436,858,322,646,200,771,155,837,53,816,62,466,158,415,118,505,258,551,115,508,62,436,131,631,233,335,195,1465216999
681,280,803,479,779,274,635,327,863,289,823,492,0,240,0,510,603,366,823,471,528,317,0,405,558,421,629,421,805,170,528,91,900,277,266,480,892,304,468,295,732,226,736,211,615,460,494,75,569,379,0,495,900,156,868,145,577,448,630,76,626,393,588,436,731,195,811,509,674,88,546,393,542,103,559,144,491,386,575,135,818,41,846,73,464,179,629,173,456,168,582,103,760,373,775,350,0,270,856,266,527,370,868,218,537,353,688,138,765,180,759,165,133,345,536,334,535,480,583,406,754,360,636,216,875,334,659,290,911,316,650,270,923,291,0,375,673,260,906,264,634,186,266,345,918,347,902,232,631,245,839,245,611,108,502,116,530,127,452,144,547,154,142,328,497,196,531,165,755,338,0,435,479,20,858,322,646,200,771,155,837,53,816,62,466,158,415,118,505,258,551,115,508,62,436,131,631,233,335,195,1465217014
681,280,803,479,779,274,635,327,863,289,823,492,0,240,0,510,603,366,823,471,528,317,0,405,558,421,629,421,805,170,528,91,900,277,266,480,892,304,468,295,732,226,736,211,615,460,494,75,569,379,0,495,900,156,868,145,577,448,630,76,626,393,588,436,731,195,811,509,674,88,546,393,542,103,559,144,491,386,575,135,818,41,846,73,464,179,629,173,456,168,582,103,760,373,775,350,0,270,856,266,527,370,868,218,537,353,688,138,765,180,759,165,133,345,536,334,535,480,583,406,754,360,636,216,875,334,659,290,911,316,650,270,923,291,0,375,673,260,906,264,634,186,954,335,918,347,902,232,631,245,839,245,598,90,502,116,530,127,452,144,547,154,142,328,497,196,531,165,755,338,0,435,479,20,858,322,646,200,771,155,837,53,816,62,466,158,415,118,505,258,551,115,508,62,436,131,631,233,335,195,1465217029
681,280,803,479,779,274,635,327,863,289,823,492,0,240,0,510,603,366,823,471,528,317,0,405,558,421,629,421,805,170,528,91,900,277,425,283,892,304,468,295,732,226,736,211,615,460,494,75,569,379,0,495,900,156,868,145,577,448,630,76,626,393,588,436,731,195,811,509,674,88,546,393,542,103,559,144,491,386,575,135,818,41,846,73,464,179,629,173,456,168,582,103,760,373,775,350,0,270,856,266,527,370,868,218,537,353,688,138,765,180,759,165,567,297,536,334,535,480,583,406,754,360,636,216,875,334,659,290,911,316,650,270,923,291,0,375,673,260,906,264,634,186,950,335,918,347,902,232,631,245,839,245,598,90,502,116,530,127,452,144,547,154,574,311,497,196,531,165,755,338,0,435,479,20,858,322,646,200,771,155,837,53,816,62,466,158,415,118,505,258,551,115,508,62,436,131,631,233,335,195,1465217044
681,280,803,479,779,274,635,327,863,289,823,492,0,240,0,510,603,366,823,471,528,317,584,331,558,421,629,421,805,170,528,91,900,277,425,283,892,304,468,295,732,226,736,211,615,460,494,75,569,379,0,495,900,156,868,145,577,448,630,76,626,393,588,436,731,195,811,509,674,88,546,393,542,103,559,144,491,386,575,135,818,41,846,73,464,179,629,173,456,168,582,103,760,373,775,350,611,293,856,266,527,370,868,218,537,353,688,138,765,180,759,165,567,297,536,334,535,480,583,406,754,360,636,216,875,334,659,290,911,316,650,270,923,291,820,277,673,260,906,264,634,186,950,335,918,347,902,232,631,245,839,245,598,90,502,116,530,127,452,144,547,154,574,311,497,196,531,165,755,338,562,127,479,20,858,322,646,200,771,155,837,53,816,62,466,158,415,118,505,258,551,115,508,62,436,131,631,233,335,195,1465217059
681,280,803,479,779,274,635,327,863,289,823,492,887,361,877,196,603,366,823,471,528,317,584,331,558,421,629,421,805,170,528,91,900,277,425,283,892,304,468,295,732,226,736,211,615,460,494,75,569,379,0,495,900,156,868,145,577,448,630,76,626,393,588,436,731,195,811,509,674,88,546,393,542,103,559,144,491,386,575,135,818,41,846,73,464,179,629,173,456,168,582,103,760,373,775,350,611,293,856,266,527,370,868,218,537,353,688,138,765,180,759,165,567,297,536,334,535,480,583,406,754,360,636,216,875,334,659,290,911,316,650,270,923,291,820,277,673,260,906,264,634,186,950,335,918,347,902,232,631,245,839,245,598,90,502,116,530,127,452,144,547,154,574,311,497,196,531,165,755,338,463,222,479,20,858,322,646,200,771,155,837,53,816,62,466,158,415,118,505,258,551,115,508,62,436,131,631,233,335,195,1465217074
681,280,803,479,779,274,635,327,863,289,823,492,887,361,877,196,603,366,823,471,528,317,584,331,558,421,629,421,805,170,528,91,900,277,425,283,892,304,468,295,732,226,736,211,615,460,494,75,569,379,833,112,900,156,868,145,577,448,630,76,626,393,588,436,731,195,811,509,674,88,546,393,542,103,559,144,491,386,575,135,818,41,846,73,464,179,629,173,456,168,582,103,760,373,775,350,611,293,856,266,527,370,868,218,537,353,720,242,765,180,759,165,567,297,536,334,535,480,583,406,754,360,636,216,875,334,659,290,911,316,650,270,923,291,820,277,673,260,906,264,634,186,950,335,918,347,902,232,631,245,839,245,598,90,502,116,530,127,452,144,547,154,574,311,497,196,531,165,755,338,463,222,479,20,858,322,646,200,771,155,837,53,816,62,466,158,415,118,505,258,551,115,508,62,436,131,631,233,725,135,1465217088
