1476115409640,846.5,511
1476115409654,840.5,509
1476115409671,825.5,501
1476115409688,792.5,478
1476115409704,761.5,456
1476115409721,716.5,422
1476115409738,688.5,404
1476115409755,654.5,386
1476115409771,635.5,377
1476115410684,608.5,375
1476115410701,607.5,380
1476115410717,606.5,384
1476115410734,604.5,390
1476115410751,604.5,392
1476115410768,603.5,396
1476115410784,602.5,399
1476115410801,602.5,403
1476115410817,601.5,407
1476115410834,601.5,410
1476115410850,600.5,413
1476115410867,600.5,415
1476115410883,600.5,417
1476115410900,599.5,419
1476115410917,599.5,423
1476115410933,599.5,428
1476115411398,597.5,432
1476115411415,581.5,421
1476115411432,552.5,404
1476115411481,343.5,273
1476115411498,265.5,220
1476115411514,239.5,201
1476115411531,200.5,170
1476115411548,185.5,158
1476115411564,173.5,146
1476115411581,171.5,144
1476115411598,169.5,140
1476115411614,169.5,139
1476115416313,166.5,137
1476115416330,160.5,133
1476115416347,156.5,128
1476115416363,151.5,123
1476115416380,142.5,114
1476115416396,131.5,101
1476115416413,123.5,92
1476115416429,116.5,84
1476115416446,112.5,78
1476115416463,109.5,73
1476115416479,107.5,70
1476115416496,106.5,68
1476115416512,105.5,66
1476115416529,105.5,65
1476115416695,105.5,66
1476115416728,105.5,67
1476115416762,106.5,67
1476115416910,106.5,66
1476115416912,106.5,65
1476115416945,106.5,64
1476115416961,106.5,63
1476115416994,106.5,62
1476115417052,106.5,61
1476115418042,106.5,60
1476115418057,106.5,59
1476115418107,106.5,58
1476115419385,107.5,58
1476115419406,108.5,58
1476115419452,109.5,57
1476115419472,110.5,57
1476115419489,110.5,56
1476115419506,112.5,56
1476115419524,113.5,56
1476115419541,113.5,55
1476115419568,115.5,55
1476115419609,115.5,54
1476115419620,117.5,54
1476115419640,118.5,53
1476115419668,119.5,53
1476115419868,119.5,54
1476115419889,119.5,55
1476115419917,119.5,56
1476115419939,119.5,57
1476115420016,119.5,58
1476115420039,119.5,59
1476115420054,118.5,60
1476115420072,118.5,61
1476115420099,118.5,62
1476115420332,117.5,63
1476115420354,117.5,64
1476115420371,116.5,64
1476115420388,116.5,65
1476115420406,114.5,65
1476115420515,114.5,67
1476115420538,113.5,67
1476115420979,117.5,67
1476115420996,137.5,66
1476115421015,190.5,63
1476115421029,254.5,63
1476115421046,317.5,63
1476115421062,374.5,69
1476115421079,406.5,76
1476115421096,442.5,86
1476115421112,470.5,96
1476115421129,492.5,107
1476115421145,508.5,119
1476115421162,517.5,125
1476115421178,527.5,133
1476115421627,659.5,389
1476115421647,672.5,407
1476115421660,679.5,419
1476115421677,684.5,427
1476115421693,685.5,431
1476115421926,689.5,436
1476115421946,695.5,436
1476115421959,714.5,433
1476115421976,752.5,425
1476115421992,805.5,414
1476115422009,865.5,401
1476115422657,898.5,584
-1,-1,-1
1476115418891,106.5,58
1476115419385,107.5,58
1476115419406,108.5,58
1476115419452,109.5,57
1476115419472,110.5,57
1476115419489,110.5,56
1476115419506,112.5,56
1476115419524,113.5,56
1476115419541,113.5,55
1476115419568,115.5,55
1476115419609,115.5,54
1476115419620,117.5,54
1476115419640,118.5,53
1476115419668,119.5,53
1476115419868,119.5,54
1476115419889,119.5,55
1476115419917,119.5,56
1476115419939,119.5,57
1476115420016,119.5,58
1476115420039,119.5,59
1476115420054,118.5,60
1476115420072,118.5,61
1476115420099,118.5,62
1476115420332,117.5,63
1476115420354,117.5,64
1476115420371,116.5,64
1476115420388,116.5,65
1476115420406,114.5,65
1476115420515,114.5,67
1476115420538,113.5,67
-1,-1,-1
1476115418891,,
-1,-1,-1
1476115420601,,
