0,0*15+15,0,12*15+15,133,(64-34)*15+15,0,26*15+15,0,11*15+15,266,(73-67)*15+15,0,9*15+15,266,(97-67)*15+15,266,(86-67)*15+15,133,(62-34)*15+15,133,(48-34)*15+15,266,(81-67)*15+15,133,(38-34)*15+15,133,(65-34)*15+15,0,30*15+15,133,(49-34)*15+15,0,7*15+15,0,16*15+15,266,(84-67)*15+15,133,(57-34)*15+15,133,(37-34)*15+15,266,(74-67)*15+15,266,(85-67)*15+15,266,(69-67)*15+15,133,(59-34)*15+15,133,(34-34)*15+15,266,(67-67)*15+15,266,(90-67)*15+15,0,27*15+15,266,(91-67)*15+15,0,15*15+15,133,(63-34)*15+15,266,(71-67)*15+15,133,(36-34)*15+15,266,(79-67)*15+15,0,4*15+15,133,(56-34)*15+15,266,(88-67)*15+15,266,(99-67)*15+15,133,(45-34)*15+15,133,(44-34)*15+15,0,21*15+15,133,(61-34)*15+15,133,(41-34)*15+15,133,(52-34)*15+15,0,18*15+15,0,17*15+15,266,(89-67)*15+15,133,(50-34)*15+15,133,(35-34)*15+15,0,25*15+15,0,33*15+15,0,8*15+15,266,(75-67)*15+15,0,28*15+15,266,(95-67)*15+15,133,(55-34)*15+15,0,32*15+15,0,20*15+15,0,1*15+15,0,6*15+15,266,(92-67)*15+15,0,14*15+15,0,29*15+15,266,(68-67)*15+15,0,31*15+15,0,3*15+15,133,(60-34)*15+15,0,2*15+15,266,(94-67)*15+15,0,24*15+15,0,19*15+15,0,23*15+15,133,(53-34)*15+15,133,(42-34)*15+15,266,(98-67)*15+15,133,(66-34)*15+15,133,(51-34)*15+15,266,(87-67)*15+15,266,(93-67)*15+15,266,(96-67)*15+15,266,(80-67)*15+15,0,10*15+15,266,(77-67)*15+15,133,(46-34)*15+15,266,(82-67)*15+15,266,(78-67)*15+15,266,(83-67)*15+15,133,(40-34)*15+15,0,22*15+15,266,(72-67)*15+15,133,(58-34)*15+15,0,5*15+15,266,(70-67)*15+15,133,(39-34)*15+15,0,13*15+15,133,(43-34)*15+15,133,(47-34)*15+15,133,(54-34)*15+15,266,(76-67)*15+15,1477334858
493,452,0,195,579,49,0,405,0,180,266,105,0,150,266,465,266,300,133,435,133,225,266,225,133,75,133,480,820,71,133,240,838,126,0,255,746,33,133,360,654,68,718,82,264,282,266,45,133,390,678,262,822,32,870,50,0,420,892,38,0,240,133,450,266,75,133,45,266,195,0,75,133,345,266,330,266,495,133,180,595,126,616,231,133,420,526,100,133,285,0,285,0,270,266,345,133,255,460,151,0,390,674,272,716,157,266,135,748,60,802,49,133,330,0,495,0,315,0,30,0,105,893,71,607,259,0,450,266,30,0,480,0,60,556,146,0,45,266,420,0,375,0,300,618,274,133,300,133,135,266,480,133,495,133,270,640,469,266,405,266,450,266,210,0,165,266,165,133,195,266,240,266,180,528,68,133,105,686,168,266,90,133,375,0,90,266,60,133,90,0,210,133,150,133,210,518,134,266,150,1477335025
493,452,0,195,579,49,0,405,0,180,266,105,0,150,266,465,266,300,133,435,133,225,266,225,133,75,133,480,820,71,133,240,838,126,0,255,746,33,133,360,654,68,718,82,264,282,266,45,133,390,678,262,822,32,870,50,0,420,892,38,0,240,133,450,266,75,133,45,266,195,0,75,133,345,266,330,266,495,133,180,595,126,616,231,133,420,526,100,133,285,0,285,0,270,266,345,133,255,460,151,0,390,674,272,716,157,266,135,748,60,802,49,133,330,0,495,0,315,0,30,0,105,893,71,607,259,0,450,266,30,0,480,545,227,556,146,434,134,266,420,0,375,0,300,618,274,133,300,133,135,266,480,133,495,133,270,640,469,266,405,266,450,266,210,0,165,266,165,133,195,266,240,266,180,528,68,133,105,686,168,266,90,133,375,0,90,266,60,133,90,0,210,133,150,133,210,518,134,266,150,1477335040
493,452,0,195,579,49,0,405,0,180,266,105,0,150,266,465,266,300,133,435,133,225,266,225,133,75,133,480,820,71,133,240,838,126,0,255,746,33,133,360,620,202,718,82,264,282,266,45,133,390,678,262,822,32,870,50,0,420,892,38,0,240,133,450,266,75,133,45,266,195,888,563,133,345,266,330,266,495,133,180,595,126,616,231,133,420,526,100,133,285,0,285,0,270,266,345,133,255,460,151,0,390,674,272,716,157,266,135,748,60,802,49,133,330,0,495,0,315,0,30,623,49,893,71,607,259,0,450,266,30,0,480,545,227,556,146,434,134,266,420,0,375,0,300,618,274,133,300,133,135,266,480,133,495,133,270,640,469,266,405,266,450,266,210,0,165,266,165,133,195,266,240,266,180,528,68,133,105,686,168,266,90,133,375,0,90,266,60,133,90,0,210,133,150,133,210,518,134,266,150,1477335055
493,452,0,195,579,49,0,405,0,180,266,105,0,150,266,465,266,300,133,435,133,225,266,225,133,75,133,480,820,71,133,240,838,126,0,255,746,33,133,360,619,206,718,82,264,282,499,191,133,390,678,262,822,32,870,50,0,420,892,38,0,240,133,450,266,75,874,543,266,195,888,563,133,345,266,330,266,495,133,180,595,126,616,231,133,420,526,100,133,285,0,285,0,270,266,345,133,255,460,151,0,390,674,272,716,157,266,135,748,60,802,49,133,330,0,495,0,315,0,30,623,49,893,71,607,259,0,450,527,271,0,480,545,227,556,146,434,134,266,420,0,375,0,300,618,274,133,300,133,135,266,480,133,495,133,270,640,469,266,405,266,450,266,210,0,165,266,165,133,195,266,240,266,180,528,68,133,105,686,168,266,90,133,375,0,90,266,60,133,90,0,210,133,150,133,210,518,134,266,150,1477335070
493,452,0,195,579,49,0,405,0,180,266,105,0,150,266,465,266,300,133,435,133,225,266,225,133,75,133,480,820,71,133,240,838,126,0,255,746,33,133,360,619,206,718,82,264,282,694,290,133,390,678,262,822,32,870,50,0,420,892,38,0,240,133,450,606,33,874,543,266,195,888,563,133,345,266,330,266,495,133,180,595,126,616,231,133,420,526,100,133,285,0,285,0,270,266,345,133,255,460,151,0,390,674,272,716,157,777,272,748,60,802,49,133,330,0,495,0,315,0,30,623,49,893,71,607,259,0,450,527,271,0,480,545,227,556,146,434,134,266,420,0,375,0,300,618,274,133,300,133,135,266,480,133,495,133,270,640,469,266,405,266,450,266,210,0,165,266,165,133,195,266,240,266,180,528,68,133,105,686,168,266,90,133,375,0,90,509,347,133,90,0,210,133,150,133,210,518,134,266,150,1477335085
493,452,0,195,579,49,0,405,0,180,266,105,0,150,266,465,266,300,133,435,133,225,266,225,133,75,133,480,820,71,133,240,838,126,0,255,746,33,133,360,619,206,718,82,264,282,694,290,133,390,678,262,822,32,870,50,0,420,892,38,0,240,133,450,606,33,874,543,454,230,888,563,133,345,266,330,266,495,133,180,595,126,616,231,133,420,526,100,133,285,0,285,0,270,266,345,133,255,460,151,0,390,674,272,716,157,824,262,748,60,802,49,133,330,0,495,0,315,0,30,623,49,893,71,607,259,0,450,527,271,0,480,545,227,556,146,434,134,266,420,0,375,0,300,618,274,133,300,133,135,266,480,133,495,133,270,640,469,266,405,266,450,266,210,0,165,606,406,133,195,266,240,437,330,528,68,133,105,686,168,266,90,133,375,0,90,509,347,133,90,0,210,133,150,133,210,518,134,266,150,1477335100
493,452,0,195,579,49,0,405,0,180,791,462,0,150,266,465,266,300,133,435,133,225,266,225,432,484,133,480,820,71,133,240,838,126,0,255,746,33,133,360,619,206,718,82,264,282,694,290,133,390,678,262,822,32,870,50,0,420,892,38,0,240,133,450,606,33,874,543,454,230,888,563,133,345,266,330,266,495,133,180,595,126,616,231,133,420,526,100,133,285,0,285,0,270,266,345,133,255,460,151,0,390,674,272,716,157,824,262,748,60,802,49,133,330,0,495,0,315,0,30,623,49,893,71,607,259,0,450,527,271,0,480,545,227,556,146,434,134,704,247,0,375,0,300,618,274,133,300,133,135,266,480,133,495,133,270,640,469,266,405,266,450,266,210,0,165,606,406,133,195,266,240,437,330,528,68,133,105,686,168,747,272,133,375,0,90,509,347,133,90,0,210,133,150,133,210,518,134,266,150,1477335115
493,452,0,195,579,49,0,405,0,180,791,462,0,150,266,465,266,300,133,435,133,225,266,225,432,484,133,480,820,71,133,240,838,126,0,255,746,33,133,360,619,206,718,82,264,282,694,290,133,390,678,262,822,32,870,50,0,420,892,38,0,240,133,450,606,33,874,543,454,230,888,563,133,345,326,334,266,495,133,180,595,126,616,231,133,420,526,100,133,285,0,285,0,270,266,345,133,255,460,151,0,390,674,272,716,157,824,262,748,60,802,49,133,330,0,495,0,315,0,30,623,49,893,71,607,259,0,450,527,271,0,480,545,227,556,146,434,134,548,247,0,375,0,300,618,274,133,300,133,135,266,480,133,495,133,270,640,469,266,405,266,450,606,457,0,165,606,406,582,292,266,240,437,330,528,68,133,105,686,168,747,272,133,375,0,90,509,347,133,90,0,210,133,150,133,210,518,134,266,150,1477335130
493,452,0,195,579,49,0,405,0,180,791,462,0,150,455,186,266,300,133,435,133,225,453,349,432,484,133,480,820,71,133,240,838,126,0,255,746,33,133,360,619,206,718,82,264,282,694,290,133,390,678,262,822,32,870,50,0,420,892,38,0,240,133,450,606,33,874,543,454,230,888,563,133,345,876,483,266,495,133,180,595,126,616,231,133,420,526,100,133,285,0,285,0,270,266,345,133,255,460,151,0,390,674,272,716,157,824,262,748,60,802,49,133,330,0,495,0,315,0,30,623,49,893,71,607,259,0,450,527,271,0,480,545,227,556,146,434,134,548,247,0,375,0,300,618,274,133,300,133,135,266,480,133,495,133,270,640,469,529,421,449,548,606,457,0,165,606,406,582,292,266,240,437,330,528,68,133,105,686,168,747,272,133,375,0,90,509,347,133,90,0,210,133,150,133,210,518,134,266,150,1477335145
493,452,0,195,579,49,0,405,0,180,791,462,0,150,455,186,528,255,133,435,133,225,450,364,432,484,133,480,820,71,133,240,838,126,0,255,746,33,133,360,619,206,718,82,264,282,694,290,133,390,678,262,822,32,870,50,0,420,892,38,0,240,133,450,606,33,874,543,454,230,888,563,133,345,876,483,266,495,133,180,595,126,616,231,133,420,526,100,133,285,0,285,0,270,443,259,133,255,460,151,0,390,674,272,716,157,824,262,748,60,802,49,133,330,0,495,0,315,0,30,623,49,893,71,607,259,0,450,527,271,0,480,545,227,556,146,434,134,548,247,0,375,0,300,618,274,133,300,133,135,266,480,133,495,133,270,640,469,529,421,449,548,606,457,0,165,606,406,582,292,266,240,437,330,528,68,133,105,686,168,747,272,133,375,0,90,509,347,133,90,0,210,133,150,133,210,518,134,266,150,1477335160
493,452,0,195,579,49,0,405,0,180,791,462,0,150,455,186,528,255,133,435,133,225,450,364,432,484,133,480,820,71,133,240,838,126,0,255,746,33,133,360,619,206,718,82,264,282,694,290,133,390,678,262,822,32,870,50,0,420,892,38,0,240,133,450,606,33,874,543,454,230,888,563,133,345,876,483,266,495,816,566,595,126,616,231,133,420,526,100,133,285,0,285,0,270,443,259,133,255,460,151,0,390,674,272,716,157,824,262,748,60,802,49,133,330,0,495,0,315,0,30,623,49,893,71,607,259,0,450,527,271,0,480,545,227,556,146,434,134,548,247,0,375,0,300,618,274,133,300,133,135,266,480,133,495,133,270,640,469,529,421,449,548,606,457,0,165,606,406,582,292,530,396,437,330,528,68,133,105,686,168,747,272,133,375,0,90,509,347,133,90,0,210,133,150,133,210,518,134,763,348,1477335175
493,452,0,195,579,49,0,405,0,180,791,462,0,150,455,186,528,255,734,531,133,225,450,364,432,484,133,480,820,71,133,240,838,126,0,255,746,33,133,360,619,206,718,82,264,282,694,290,133,390,678,262,822,32,870,50,0,420,892,38,0,240,560,534,606,33,874,543,454,230,888,563,133,345,876,483,654,556,816,566,595,126,616,231,413,428,526,100,133,285,0,285,0,270,443,259,133,255,460,151,0,390,674,272,716,157,824,262,748,60,802,49,133,330,0,495,0,315,0,30,623,49,893,71,607,259,0,450,527,271,0,480,545,227,556,146,434,134,548,247,0,375,0,300,618,274,133,300,133,135,266,480,426,536,133,270,640,469,529,421,449,548,606,457,0,165,606,406,582,292,530,396,437,330,528,68,133,105,686,168,747,272,133,375,0,90,509,347,133,90,0,210,133,150,133,210,518,134,763,348,1477335190
493,452,0,195,579,49,0,405,0,180,791,462,0,150,455,186,528,255,734,531,133,225,450,364,432,484,133,480,820,71,133,240,838,126,0,255,746,33,133,360,619,206,718,82,454,274,694,290,133,390,678,262,822,32,870,50,0,420,892,38,0,240,560,534,606,33,874,543,454,230,888,563,133,345,876,483,654,556,816,566,595,126,616,231,419,429,526,100,133,285,0,285,0,270,443,259,133,255,460,151,0,390,674,272,716,157,824,262,748,60,802,49,133,330,0,495,0,315,0,30,623,49,893,71,607,259,0,450,527,271,0,480,545,227,556,146,434,134,548,247,0,375,0,300,618,274,403,290,133,135,504,283,426,536,133,270,640,469,529,421,449,548,606,457,0,165,606,406,582,292,530,396,437,330,528,68,133,105,686,168,747,272,133,375,0,90,509,347,133,90,0,210,133,150,133,210,518,134,763,348,1477335205
493,452,0,195,579,49,0,405,0,180,791,462,0,150,455,186,528,255,734,531,133,225,450,364,432,484,133,480,820,71,133,240,838,126,0,255,746,33,133,360,619,206,718,82,454,274,694,290,133,390,678,262,822,32,870,50,0,420,892,38,0,240,560,534,606,33,874,543,454,230,888,563,133,345,876,483,654,556,816,566,595,126,616,231,419,429,526,100,602,380,0,285,0,270,443,259,498,564,460,151,0,390,674,272,716,157,824,262,748,60,802,49,133,330,0,495,0,315,0,30,623,49,893,71,607,259,0,450,527,271,0,480,545,227,556,146,434,134,548,247,0,375,0,300,618,274,407,287,133,135,504,283,426,536,493,409,640,469,468,522,449,548,606,457,0,165,606,406,582,292,523,400,437,330,528,68,133,105,686,168,747,272,133,375,0,90,509,347,133,90,0,210,133,150,133,210,518,134,763,348,1477335220
415,589,0,195,579,49,0,405,0,180,791,462,0,150,455,186,528,255,734,531,133,225,450,364,432,454,522,390,820,71,133,240,838,126,0,255,746,33,133,360,619,206,718,82,454,274,694,290,133,390,678,262,822,32,870,50,0,420,892,38,0,240,560,534,606,33,874,543,454,230,888,563,133,345,876,483,654,556,816,566,595,126,616,231,426,517,526,100,602,380,0,285,0,270,443,259,498,564,460,151,0,390,674,272,716,157,824,262,748,60,802,49,133,330,0,495,0,315,0,30,623,49,893,71,607,259,0,450,527,271,0,480,545,227,556,146,434,134,548,247,0,375,0,300,618,274,407,287,133,135,504,283,426,536,421,556,640,469,467,527,449,548,606,457,0,165,606,406,582,292,497,538,437,330,528,68,133,105,686,168,747,272,133,375,0,90,509,347,133,90,0,210,133,150,133,210,518,134,763,348,1477335235
415,589,0,195,579,49,0,405,0,180,791,462,0,150,455,186,528,255,734,531,133,225,450,364,432,454,522,390,820,71,133,240,838,126,0,255,746,33,133,360,619,206,718,82,454,274,694,290,133,390,678,262,822,32,870,50,0,420,892,38,0,240,560,534,606,33,874,543,454,230,888,563,133,345,876,483,654,556,816,566,595,126,616,231,426,517,526,100,602,380,0,285,0,270,443,259,498,564,460,151,0,390,674,272,716,157,824,262,748,60,802,49,133,330,839,388,520,433,0,30,623,49,893,71,607,259,0,450,527,271,561,314,545,227,556,146,434,134,548,247,614,329,0,300,618,274,407,287,133,135,504,283,426,536,421,556,640,469,467,527,449,548,606,457,0,165,606,406,582,292,497,538,437,330,528,68,133,105,686,168,747,272,133,375,0,90,509,347,133,90,0,210,133,150,133,210,518,134,763,348,1477335250
415,589,0,195,579,49,0,405,0,180,791,462,0,150,455,186,528,255,734,531,746,397,450,364,432,454,522,390,820,71,133,240,838,126,0,255,746,33,133,360,619,206,718,82,454,274,694,290,133,390,678,262,822,32,870,50,0,420,892,38,0,240,560,534,606,33,874,543,454,230,888,563,799,545,876,483,654,556,816,566,595,126,616,231,426,517,526,100,602,380,0,285,0,270,443,259,498,564,460,151,0,390,674,272,716,157,824,262,748,60,802,49,133,330,839,388,520,433,0,30,623,49,893,71,607,259,0,450,527,271,561,314,545,227,556,146,434,134,548,247,614,329,0,300,618,274,407,287,133,135,504,283,426,536,421,556,640,469,467,527,449,548,606,457,0,165,606,406,582,292,497,538,437,330,528,68,133,105,686,168,747,272,133,375,0,90,509,347,454,330,0,210,436,401,538,370,518,134,763,348,1477335265
415,589,0,195,579,49,0,405,0,180,791,462,0,150,455,186,528,255,734,531,746,397,450,364,432,454,522,390,820,71,133,240,838,126,0,255,746,33,133,360,619,206,718,82,454,274,694,290,133,390,678,262,822,32,870,50,0,420,892,38,0,240,560,534,606,33,874,543,454,230,888,563,799,545,876,483,654,556,816,566,595,126,616,231,426,517,526,100,602,380,0,285,0,270,443,259,498,564,460,151,0,390,674,272,716,157,890,253,748,60,802,49,133,330,839,388,520,433,0,30,623,49,893,71,607,259,0,450,527,271,561,314,545,227,556,146,434,134,548,247,614,329,0,300,618,274,407,287,714,281,504,283,426,536,421,556,640,469,467,527,449,548,606,457,0,165,606,406,582,292,497,538,437,330,528,68,794,282,686,168,747,272,133,375,0,90,509,347,490,509,0,210,436,401,538,370,518,134,763,348,1477335280
415,589,0,195,579,49,0,405,0,180,791,462,837,199,455,186,528,255,734,531,746,397,450,364,432,454,522,390,820,71,133,240,838,126,0,255,746,33,133,360,619,206,718,82,454,274,694,290,133,390,678,262,822,32,870,50,0,420,892,38,0,240,560,534,606,33,874,543,454,230,888,563,799,545,876,483,654,556,816,566,595,126,616,231,426,517,526,100,602,380,0,285,0,270,443,259,498,564,460,151,0,390,674,272,716,157,796,210,748,60,802,49,133,330,839,388,520,433,0,30,623,49,893,71,607,259,0,450,527,271,561,314,545,227,556,146,434,134,548,247,614,329,0,300,618,274,407,287,714,281,504,283,426,536,421,556,640,469,467,527,449,548,606,457,0,165,606,406,582,292,497,538,437,330,528,68,794,282,686,168,747,272,133,375,578,355,509,347,490,509,0,210,436,401,538,370,518,134,763,348,1477335295
