133,(45-34)*15+15,0,28*15+15,133,(35-34)*15+15,266,(86-67)*15+15,0,13*15+15,133,(49-34)*15+15,0,2*15+15,0,24*15+15,0,6*15+15,0,29*15+15,0,30*15+15,133,(34-34)*15+15,266,(93-67)*15+15,133,(53-34)*15+15,133,(59-34)*15+15,266,(98-67)*15+15,0,31*15+15,133,(46-34)*15+15,266,(97-67)*15+15,133,(42-34)*15+15,266,(91-67)*15+15,0,25*15+15,133,(66-34)*15+15,133,(44-34)*15+15,266,(85-67)*15+15,0,15*15+15,133,(36-34)*15+15,133,(39-34)*15+15,0,19*15+15,266,(74-67)*15+15,133,(47-34)*15+15,266,(80-67)*15+15,266,(75-67)*15+15,0,4*15+15,133,(63-34)*15+15,266,(87-67)*15+15,133,(50-34)*15+15,133,(43-34)*15+15,266,(92-67)*15+15,266,(95-67)*15+15,133,(56-34)*15+15,133,(40-34)*15+15,266,(82-67)*15+15,0,20*15+15,0,23*15+15,266,(69-67)*15+15,133,(51-34)*15+15,133,(57-34)*15+15,0,18*15+15,266,(73-67)*15+15,266,(70-67)*15+15,0,10*15+15,266,(96-67)*15+15,133,(55-34)*15+15,0,0*15+15,133,(58-34)*15+15,266,(77-67)*15+15,0,21*15+15,133,(38-34)*15+15,266,(83-67)*15+15,0,26*15+15,266,(88-67)*15+15,266,(76-67)*15+15,133,(48-34)*15+15,0,27*15+15,266,(90-67)*15+15,0,7*15+15,266,(71-67)*15+15,133,(41-34)*15+15,0,22*15+15,133,(60-34)*15+15,0,33*15+15,0,32*15+15,133,(64-34)*15+15,0,17*15+15,0,5*15+15,0,8*15+15,133,(52-34)*15+15,266,(72-67)*15+15,266,(99-67)*15+15,266,(68-67)*15+15,133,(65-34)*15+15,0,16*15+15,0,1*15+15,266,(67-67)*15+15,133,(54-34)*15+15,0,3*15+15,266,(79-67)*15+15,266,(84-67)*15+15,0,9*15+15,266,(81-67)*15+15,266,(94-67)*15+15,0,11*15+15,0,12*15+15,133,(61-34)*15+15,266,(89-67)*15+15,133,(37-34)*15+15,266,(78-67)*15+15,133,(62-34)*15+15,0,14*15+15,1465217099
133,180,0,435,133,30,266,300,0,210,133,240,0,45,0,375,0,105,0,450,0,465,555,103,266,405,133,300,133,390,722,140,0,480,133,195,266,465,647,101,266,375,0,390,133,495,133,165,266,285,0,240,133,45,133,90,0,300,266,120,133,210,266,210,266,135,0,75,133,450,266,315,133,255,133,150,596,138,886,235,133,345,665,375,770,350,0,315,0,360,500,393,505,348,507,304,814,455,266,105,266,60,0,165,266,450,675,394,0,15,133,375,670,427,676,414,133,75,266,255,0,405,266,330,266,150,133,225,0,420,266,360,0,120,266,75,133,120,670,177,133,405,0,510,0,495,133,465,0,270,0,90,736,457,723,487,584,448,670,481,718,438,603,420,650,457,0,30,266,15,663,441,0,60,674,259,266,270,0,150,266,225,266,420,586,382,604,347,133,420,266,345,133,60,266,180,133,435,0,225,1465217272
133,180,0,435,133,30,266,300,0,210,133,240,492,221,0,375,0,105,0,450,0,465,569,103,266,405,133,300,133,390,722,140,0,480,133,195,266,465,647,101,266,375,0,390,133,495,133,165,266,285,686,244,133,45,133,90,0,300,266,120,133,210,266,210,266,135,0,75,133,450,266,315,133,255,133,150,596,138,886,235,133,345,665,375,770,350,0,315,0,360,500,393,505,348,507,304,814,455,266,105,266,60,664,279,266,450,675,394,0,15,133,375,670,427,676,414,133,75,266,255,0,405,266,330,266,150,575,255,0,420,266,360,0,120,266,75,133,120,670,177,133,405,0,510,0,495,133,465,0,270,0,90,736,457,723,487,584,448,670,481,718,438,603,420,650,457,0,30,266,15,663,441,0,60,674,259,266,270,0,150,266,225,266,420,586,382,604,347,133,420,266,345,133,60,266,180,133,435,0,225,1465217287
133,180,0,435,133,30,266,300,0,210,133,240,492,221,0,375,0,105,0,450,0,465,569,103,266,405,133,300,133,390,722,140,0,480,133,195,266,465,647,101,266,375,0,390,133,495,591,201,266,285,686,244,133,45,133,90,0,300,266,120,133,210,266,210,266,135,0,75,133,450,266,315,133,255,133,150,596,138,886,235,677,301,665,375,770,350,0,315,0,360,500,393,505,348,507,304,814,455,266,105,266,60,664,279,266,450,675,394,0,15,133,375,670,427,676,414,537,413,266,255,0,405,266,330,266,150,575,255,0,420,266,360,0,120,266,75,133,120,670,177,133,405,0,510,0,495,133,465,0,270,0,90,736,457,723,487,584,448,670,481,718,438,603,420,650,457,0,30,266,15,663,441,0,60,674,259,266,270,732,270,266,225,266,420,586,382,604,347,133,420,266,345,133,60,266,180,133,435,0,225,1465217302
133,180,0,435,133,30,266,300,0,210,133,240,492,221,0,375,0,105,0,450,0,465,569,103,266,405,133,300,133,390,722,140,0,480,133,195,266,465,647,101,266,375,0,390,133,495,591,201,266,285,686,244,133,45,133,90,0,300,266,120,133,210,266,210,266,135,0,75,133,450,266,315,133,255,133,150,596,138,886,235,677,301,665,375,770,350,0,315,0,360,500,393,505,348,507,304,814,455,266,105,266,60,664,279,266,450,675,394,0,15,133,375,670,427,676,414,537,413,266,255,0,405,266,330,266,150,575,255,0,420,266,360,0,120,266,75,629,222,670,177,133,405,0,510,0,495,133,465,0,270,0,90,736,457,723,487,584,448,670,481,718,438,603,420,650,457,0,30,266,15,663,441,0,60,674,259,594,284,732,270,748,289,266,420,586,382,604,347,133,420,266,345,133,60,266,180,133,435,0,225,1465217317
133,180,0,435,133,30,266,300,0,210,133,240,492,221,0,375,0,105,0,450,0,465,569,101,266,405,133,300,133,390,722,140,0,480,133,195,266,465,647,101,266,375,0,390,133,495,591,201,266,285,686,244,133,45,133,90,0,300,266,120,501,66,266,210,266,135,0,75,133,450,266,315,133,255,133,150,586,80,886,235,677,301,665,375,770,350,0,315,0,360,500,393,505,348,507,304,814,455,266,105,266,60,664,279,266,450,675,394,0,15,133,375,670,427,676,414,537,413,266,255,0,405,266,330,266,150,575,255,0,420,266,360,0,120,266,75,503,256,670,177,133,405,0,510,0,495,133,465,0,270,0,90,736,457,723,487,584,448,670,481,718,438,603,420,650,457,0,30,266,15,663,441,0,60,674,259,594,284,732,270,748,289,266,420,586,382,604,347,133,420,266,345,133,60,266,180,133,435,0,225,1465217332
133,180,0,435,133,30,266,300,0,210,133,240,492,221,0,375,0,105,0,450,0,465,569,101,266,405,133,300,133,390,722,140,0,480,133,195,266,465,647,101,266,375,0,390,133,495,591,201,266,285,686,244,133,45,133,90,0,300,836,336,501,66,266,210,266,135,0,75,133,450,620,63,133,255,803,120,586,80,886,235,677,301,665,375,770,350,0,315,0,360,500,393,505,348,507,304,814,455,772,205,266,60,664,279,266,450,675,394,0,15,133,375,670,427,676,414,537,413,814,425,0,405,266,330,266,150,575,255,0,420,266,360,0,120,266,75,503,256,670,177,133,405,0,510,0,495,133,465,0,270,0,90,736,457,723,487,584,448,670,481,718,438,603,420,650,457,0,30,266,15,663,441,0,60,674,259,594,284,732,270,748,289,266,420,586,382,604,347,133,420,266,345,133,60,266,180,133,435,0,225,1465217347
133,180,0,435,133,30,876,38,0,210,133,240,492,221,0,375,0,105,0,450,0,465,569,101,266,405,133,300,133,390,722,140,0,480,133,195,266,465,647,101,632,217,0,390,133,495,591,201,750,37,686,244,133,45,133,90,0,300,836,336,501,66,266,210,266,135,0,75,133,450,650,63,133,255,803,120,586,80,886,235,677,301,665,375,770,350,0,315,0,360,500,393,505,348,507,304,814,455,772,205,266,60,664,279,266,450,675,394,0,15,133,375,670,427,676,414,537,413,814,425,0,405,524,268,266,150,575,255,0,420,750,318,0,120,266,75,503,256,670,177,133,405,0,510,0,495,133,465,0,270,0,90,736,457,723,487,584,448,670,481,718,438,603,420,650,457,0,30,266,15,663,441,0,60,674,259,594,284,732,270,748,289,266,420,586,382,604,347,133,420,266,345,133,60,266,180,133,435,0,225,1465217362
133,180,0,435,133,30,876,38,0,210,133,240,492,221,0,375,0,105,0,450,0,465,569,101,266,405,133,300,133,390,722,140,0,480,133,195,266,465,647,101,632,217,0,390,133,495,591,201,750,37,686,244,133,45,133,90,0,300,836,336,501,66,266,210,266,135,0,75,133,450,650,63,133,255,803,120,586,80,886,235,677,301,665,375,770,350,0,315,0,360,500,393,505,348,507,304,814,455,772,205,266,60,664,279,266,450,675,394,0,15,133,375,670,427,676,414,537,413,814,425,0,405,524,268,266,150,575,255,0,420,604,136,0,120,266,75,503,256,670,177,133,405,0,510,0,495,133,465,0,270,0,90,736,457,723,487,584,448,670,481,718,438,603,420,650,457,0,30,266,15,663,441,0,60,674,259,594,284,732,270,748,289,266,420,586,382,604,347,133,420,706,353,133,60,266,180,133,435,0,225,1465217377
133,180,0,435,133,30,876,38,0,210,133,240,492,221,0,375,0,105,0,450,0,465,569,101,266,405,133,300,133,390,722,140,0,480,133,195,266,465,647,101,632,217,0,390,133,495,591,201,750,37,686,244,133,45,133,90,0,300,836,336,501,66,266,210,266,135,0,75,705,202,650,63,133,255,803,120,586,80,886,235,677,301,665,375,770,350,0,315,0,360,500,393,505,348,507,304,814,455,772,205,266,60,664,279,266,450,675,394,0,15,133,375,670,427,676,414,537,413,814,425,0,405,524,268,266,150,575,255,0,420,604,136,0,120,266,75,503,256,670,177,559,231,0,510,0,495,133,465,0,270,0,90,736,457,723,487,584,448,670,481,718,438,603,420,650,457,0,30,266,15,663,441,0,60,674,259,594,284,732,270,748,289,266,420,586,382,604,347,133,420,706,353,133,60,266,180,847,297,0,225,1465217392
133,180,0,435,133,30,876,38,0,210,133,240,492,221,0,375,0,105,0,450,0,465,569,101,266,405,133,300,133,390,722,140,0,480,133,195,266,465,647,101,632,217,0,390,133,495,591,201,750,37,686,244,133,45,133,90,0,300,836,336,501,66,736,78,766,225,0,75,705,202,650,63,837,97,803,120,586,80,886,235,677,301,665,375,770,350,0,315,0,360,500,393,505,348,507,304,814,455,772,205,266,60,664,279,266,450,675,394,0,15,133,375,670,427,676,414,537,413,814,425,0,405,524,268,674,160,575,255,0,420,604,136,0,120,266,75,503,256,670,177,559,231,0,510,0,495,133,465,0,270,0,90,736,457,723,487,584,448,670,481,718,438,603,420,650,457,0,30,266,15,663,441,0,60,674,259,594,284,732,270,748,289,266,420,586,382,604,347,133,420,706,353,133,60,266,180,847,297,0,225,1465217407
133,180,0,435,133,30,876,38,0,210,133,240,492,221,0,375,0,105,0,450,0,465,569,101,266,405,133,300,133,390,722,140,0,480,579,59,266,465,647,101,632,217,0,390,133,495,591,201,750,37,686,244,133,45,133,90,0,300,836,336,501,66,736,78,736,229,0,75,705,202,650,63,837,97,803,120,586,80,886,235,677,301,665,375,770,350,0,315,0,360,500,393,505,348,507,304,814,455,772,205,266,60,664,279,266,450,675,394,0,15,133,375,670,427,676,414,537,413,814,425,0,405,524,268,674,160,575,255,0,420,604,136,0,120,590,269,503,256,670,177,559,231,0,510,0,495,133,465,0,270,0,90,736,457,723,487,584,448,670,481,718,438,603,420,650,457,0,30,266,15,663,441,0,60,674,259,594,284,732,270,748,289,266,420,586,382,604,347,133,420,706,353,133,60,610,486,847,297,0,225,1465217422
601,72,0,435,133,30,876,38,0,210,133,240,492,221,0,375,0,105,0,450,0,465,569,101,266,405,133,300,133,390,722,140,0,480,697,89,266,465,647,101,632,217,0,390,133,495,591,201,750,37,686,244,133,45,133,90,0,300,836,336,501,66,736,78,736,229,0,75,705,202,650,63,837,97,803,120,578,48,886,235,677,301,665,375,770,350,0,315,0,360,500,393,505,348,507,304,814,455,772,205,266,60,664,279,266,450,675,394,0,15,133,375,670,427,676,414,537,413,814,425,0,405,524,268,674,160,575,255,0,420,604,136,0,120,590,269,503,256,670,177,559,231,0,510,0,495,133,465,736,202,0,90,736,457,723,487,584,448,670,481,718,438,603,420,650,457,0,30,266,15,663,441,0,60,674,259,594,284,732,270,748,289,266,420,586,382,604,347,133,420,706,353,133,60,610,486,847,297,0,225,1465217437
601,72,0,435,133,30,876,38,0,210,133,240,492,221,0,375,0,105,0,450,0,465,569,101,266,405,133,300,133,390,722,140,0,480,697,89,266,465,647,101,632,217,0,390,133,495,591,201,750,37,686,244,133,45,133,90,516,122,836,336,501,66,736,78,736,229,0,75,705,202,650,63,837,97,803,120,578,48,856,127,677,301,665,375,770,350,8,267,0,360,500,393,505,348,507,304,814,455,772,205,266,60,664,279,266,450,675,394,0,15,133,375,670,427,676,414,537,413,814,425,0,405,524,268,674,160,575,255,0,420,604,136,0,120,590,269,503,256,670,177,559,231,0,510,0,495,133,465,870,274,0,90,736,457,723,487,584,448,670,481,718,438,603,420,650,457,0,30,266,15,663,441,0,60,674,259,594,284,732,270,748,289,266,420,586,382,604,347,133,420,706,353,133,60,610,486,847,297,0,225,1465217452
601,72,0,435,133,30,876,38,0,210,133,240,492,221,0,375,0,105,0,450,0,465,569,101,266,405,133,300,133,390,722,140,0,480,697,89,266,465,647,101,632,217,0,390,133,495,591,201,750,37,686,244,133,45,133,90,516,122,836,336,501,66,736,78,736,229,0,75,705,202,650,63,837,97,803,120,578,48,856,127,677,301,665,375,770,350,682,323,752,372,500,393,505,348,507,304,814,455,772,205,266,60,664,279,266,450,675,394,0,15,133,375,670,427,676,414,537,413,814,425,0,405,524,268,674,160,575,255,0,420,604,136,0,120,590,269,503,256,670,177,559,231,0,510,0,495,133,465,870,274,0,90,736,457,723,487,584,448,670,481,718,438,603,420,650,457,0,30,266,15,663,441,0,60,674,259,594,284,732,270,748,289,266,420,586,382,604,347,133,420,706,353,133,60,610,486,847,297,0,225,1465217467
601,72,0,435,133,30,876,38,0,210,133,240,492,221,0,375,0,105,0,450,0,465,569,101,266,405,133,300,133,390,722,140,0,480,697,89,266,465,647,101,632,217,0,390,133,495,591,201,750,37,686,244,133,45,133,90,516,122,836,336,501,66,736,78,736,229,0,75,705,202,650,63,837,97,803,120,578,48,856,127,677,301,665,375,770,350,682,323,752,372,500,393,505,348,507,304,814,455,772,205,266,60,664,279,266,450,675,394,0,15,619,313,670,427,676,414,537,413,814,425,0,405,524,268,674,160,575,255,0,420,604,136,0,120,590,269,503,256,670,177,559,231,0,510,0,495,133,465,870,274,0,90,736,457,723,487,584,448,670,481,718,438,603,420,650,457,0,30,266,15,663,441,0,60,674,259,594,284,732,270,748,289,266,420,586,382,604,347,133,420,706,353,133,60,610,486,847,297,0,225,1465217482
601,72,0,435,133,30,876,38,0,210,133,240,492,221,0,375,0,105,0,450,0,465,569,101,266,405,133,300,747,324,722,140,0,480,697,89,266,465,647,101,632,217,0,390,133,495,591,201,750,37,686,244,133,45,133,90,516,122,836,336,501,66,736,78,736,229,0,75,705,202,650,63,837,97,803,120,578,48,856,127,677,301,665,375,770,350,682,323,752,372,500,393,505,348,507,304,814,455,772,205,266,60,664,279,266,450,675,394,0,15,597,325,670,427,676,414,537,413,814,425,0,405,524,268,674,160,575,255,0,420,604,136,0,120,590,269,503,256,670,177,559,231,0,510,0,495,133,465,870,274,0,90,736,457,723,487,584,448,670,481,718,438,603,420,650,457,0,30,266,15,663,441,0,60,674,259,594,284,732,270,748,289,266,420,586,382,604,347,735,420,706,353,133,60,610,486,847,297,0,225,1465217497
601,72,0,435,133,30,876,38,0,210,133,240,492,221,0,375,0,105,0,450,0,465,569,101,266,405,133,300,689,324,722,140,0,480,697,89,266,465,647,101,632,217,0,390,133,495,591,201,750,37,686,244,133,45,133,90,516,122,836,336,501,66,736,78,736,229,0,75,705,202,650,63,837,97,803,120,578,48,856,127,677,301,665,375,770,350,810,367,752,372,500,393,505,348,507,304,814,455,772,205,266,60,664,279,266,450,675,394,0,15,597,325,670,427,676,414,537,413,814,425,0,405,524,268,674,160,575,255,0,420,604,136,0,120,590,269,503,256,670,177,559,231,0,510,0,495,133,465,870,274,0,90,736,457,723,487,584,448,670,481,718,438,603,420,650,457,0,30,266,15,663,441,0,60,674,259,594,284,732,270,748,289,266,420,586,382,746,401,735,420,706,353,133,60,610,486,847,297,0,225,1465217512
601,72,0,435,781,252,876,38,758,174,133,240,492,221,0,375,0,105,0,450,0,465,569,101,266,405,543,150,689,324,722,140,0,480,697,89,266,465,647,101,632,217,0,390,133,495,591,201,750,37,686,244,133,45,133,90,516,122,836,336,501,66,736,78,736,229,0,75,705,202,650,63,837,97,803,120,578,48,856,127,677,301,665,375,770,350,810,367,752,372,500,393,505,348,507,304,814,455,772,205,266,60,664,279,266,450,675,394,0,15,641,317,670,427,676,414,537,413,814,425,0,405,524,268,674,160,575,255,0,420,604,136,0,120,590,269,503,256,670,177,559,231,0,510,0,495,133,465,870,274,0,90,736,457,723,487,584,448,670,481,718,438,603,420,650,457,0,30,266,15,663,441,0,60,674,259,594,284,732,270,748,289,266,420,586,382,746,401,735,420,706,353,133,60,610,486,847,297,520,197,1465217527
601,72,0,435,769,252,776,108,758,174,133,240,492,221,0,375,0,105,0,450,0,465,569,101,266,405,543,150,689,324,722,140,0,480,697,89,266,465,647,101,632,217,0,390,133,495,591,201,750,37,686,244,791,243,815,254,516,122,836,336,501,66,736,78,736,229,0,75,705,202,650,63,837,97,803,120,578,48,856,127,677,301,665,375,770,350,810,367,752,372,500,393,505,348,507,304,814,455,772,205,880,70,664,279,266,450,675,394,0,15,641,317,670,427,676,414,537,413,814,425,0,405,524,268,674,160,575,255,0,420,604,136,0,120,590,269,503,256,670,177,559,231,0,510,0,495,133,465,870,274,0,90,736,457,723,487,584,448,670,481,718,438,603,420,650,457,0,30,266,15,663,441,0,60,674,259,594,284,732,270,748,289,266,420,586,382,746,401,735,420,706,353,589,350,610,486,847,297,520,197,1465217542
