0,28*15+15,0,14*15+15,0,29*15+15,0,3*15+15,266,(80-67)*15+15,266,(91-67)*15+15,0,33*15+15,133,(66-34)*15+15,0,19*15+15,266,(84-67)*15+15,266,(87-67)*15+15,133,(65-34)*15+15,266,(94-67)*15+15,133,(64-34)*15+15,266,(92-67)*15+15,133,(35-34)*15+15,0,7*15+15,266,(85-67)*15+15,266,(95-67)*15+15,266,(86-67)*15+15,133,(44-34)*15+15,133,(38-34)*15+15,133,(56-34)*15+15,133,(50-34)*15+15,266,(88-67)*15+15,266,(90-67)*15+15,0,31*15+15,133,(58-34)*15+15,0,22*15+15,133,(48-34)*15+15,0,5*15+15,0,21*15+15,266,(70-67)*15+15,266,(89-67)*15+15,0,24*15+15,133,(62-34)*15+15,0,1*15+15,0,17*15+15,266,(69-67)*15+15,266,(77-67)*15+15,133,(47-34)*15+15,266,(81-67)*15+15,266,(78-67)*15+15,0,32*15+15,266,(75-67)*15+15,266,(82-67)*15+15,266,(79-67)*15+15,133,(52-34)*15+15,0,20*15+15,266,(76-67)*15+15,133,(54-34)*15+15,266,(67-67)*15+15,0,13*15+15,0,18*15+15,266,(83-67)*15+15,133,(34-34)*15+15,133,(37-34)*15+15,133,(59-34)*15+15,266,(93-67)*15+15,0,6*15+15,133,(51-34)*15+15,0,9*15+15,133,(61-34)*15+15,133,(36-34)*15+15,133,(63-34)*15+15,0,16*15+15,0,10*15+15,0,26*15+15,266,(97-67)*15+15,266,(73-67)*15+15,133,(46-34)*15+15,133,(42-34)*15+15,0,27*15+15,0,4*15+15,266,(96-67)*15+15,0,30*15+15,133,(40-34)*15+15,133,(60-34)*15+15,266,(71-67)*15+15,266,(98-67)*15+15,133,(45-34)*15+15,0,2*15+15,133,(43-34)*15+15,266,(99-67)*15+15,133,(57-34)*15+15,266,(74-67)*15+15,133,(41-34)*15+15,133,(49-34)*15+15,0,23*15+15,0,0*15+15,0,11*15+15,0,25*15+15,0,15*15+15,266,(68-67)*15+15,133,(39-34)*15+15,133,(55-34)*15+15,0,12*15+15,0,8*15+15,266,(72-67)*15+15,133,(53-34)*15+15,1466166421
0,435,0,225,0,450,0,60,266,210,266,375,0,510,133,495,0,300,266,270,266,315,133,480,266,420,133,465,266,390,133,30,0,120,266,285,266,435,266,300,133,165,133,75,133,345,133,255,266,330,266,360,0,480,133,375,0,345,133,225,0,90,0,330,266,60,266,345,0,375,133,435,0,30,0,270,266,45,266,165,133,210,266,225,266,180,0,495,266,135,266,240,266,195,133,285,0,315,266,150,133,315,266,15,0,210,0,285,266,255,133,15,133,60,133,390,266,405,0,105,133,270,0,150,133,420,133,45,133,450,0,255,0,165,0,405,266,465,266,105,133,195,133,135,0,420,0,75,266,450,0,465,133,105,133,405,266,75,266,480,133,180,0,45,133,150,266,495,133,360,266,120,133,120,133,240,0,360,0,15,0,180,0,390,0,240,266,30,133,90,133,330,0,195,0,135,266,90,133,300,1466166449
0,435,0,225,0,450,0,60,266,210,266,375,0,510,133,495,0,300,266,270,266,315,133,480,266,420,133,465,266,390,133,30,0,120,266,285,266,435,266,300,133,165,133,75,133,345,133,255,266,330,266,360,0,480,133,375,0,345,133,225,0,90,0,330,266,60,266,345,0,375,133,435,0,30,0,270,266,45,266,165,133,210,266,225,266,180,0,495,266,135,266,240,266,195,133,285,0,315,266,150,133,315,266,15,0,210,0,285,266,255,133,15,133,60,133,390,266,405,0,105,133,270,0,150,133,420,133,45,133,450,0,255,0,165,0,405,266,465,266,105,133,195,133,135,0,420,0,75,266,450,0,465,133,105,133,405,266,75,266,480,133,180,0,45,133,150,266,495,133,360,266,120,133,120,133,240,0,360,0,15,0,180,0,390,0,240,266,30,133,90,133,330,0,195,0,135,266,90,133,300,1466166464
0,435,0,225,0,450,0,60,266,210,266,375,0,510,133,495,0,300,266,270,266,315,133,480,266,420,133,465,266,390,133,30,0,120,266,285,266,435,266,300,133,165,133,75,133,345,133,255,266,330,266,360,0,480,133,375,0,345,133,225,0,90,0,330,406,29,266,345,0,375,133,435,0,30,0,270,266,45,266,165,133,210,266,225,266,180,0,495,266,135,266,240,266,195,133,285,0,315,266,150,133,315,266,15,0,210,0,285,266,255,133,15,133,60,133,390,266,405,0,105,133,270,0,150,133,420,133,45,133,450,0,255,0,165,0,405,266,465,266,105,133,195,133,135,0,420,0,75,266,450,0,465,133,105,133,405,266,75,266,480,133,180,0,45,133,150,266,495,133,360,266,120,133,120,133,240,0,360,404,15,0,180,0,390,0,240,266,30,133,90,133,330,0,195,0,135,266,90,133,300,1466166479
0,435,0,225,0,450,0,60,266,210,266,375,0,510,133,495,0,300,266,270,266,315,133,480,266,420,133,465,266,390,133,30,0,120,266,285,266,435,266,300,133,165,133,75,133,345,133,255,266,330,266,360,0,480,133,375,0,345,133,225,0,90,0,330,406,29,266,345,0,375,133,435,0,30,0,270,266,45,266,165,133,210,266,225,266,180,0,495,266,135,266,240,266,195,133,285,0,315,266,150,133,315,266,15,0,210,0,285,266,255,133,15,133,60,133,390,266,405,0,105,133,270,0,150,133,420,133,45,133,450,0,255,0,165,0,405,266,465,266,105,133,195,133,135,0,420,0,75,266,450,0,465,133,105,133,405,266,75,266,480,133,180,0,45,133,150,266,495,133,360,266,120,133,120,133,240,0,360,404,15,0,180,0,390,0,240,266,30,133,90,133,330,0,195,0,135,266,90,133,300,1466166494
0,435,0,225,0,450,881,44,266,210,266,375,0,510,133,495,0,300,266,270,266,315,133,480,266,420,133,465,266,390,133,30,0,120,266,285,266,435,266,300,133,165,133,75,133,345,133,255,266,330,266,360,0,480,133,375,0,345,133,225,0,90,0,330,406,29,266,345,0,375,133,435,881,17,0,270,266,45,266,165,133,210,266,225,266,180,0,495,266,135,266,240,266,195,133,285,0,315,266,150,133,315,266,15,0,210,0,285,266,255,133,15,133,60,133,390,266,405,0,105,133,270,0,150,133,420,133,45,133,450,0,255,0,165,0,405,266,465,266,105,133,195,133,135,0,420,0,75,266,450,0,465,133,105,133,405,266,75,266,480,133,180,883,29,133,150,266,495,133,360,266,120,133,120,133,240,0,360,404,15,0,180,0,390,0,240,266,30,133,90,133,330,0,195,0,135,266,90,133,300,1466166509
0,435,0,225,0,450,881,31,266,210,266,375,0,510,133,495,0,300,266,270,266,315,133,480,266,420,133,465,266,390,133,30,0,120,266,285,266,435,266,300,133,165,133,75,133,345,133,255,266,330,266,360,0,480,133,375,0,345,133,225,659,21,0,330,406,29,266,345,0,375,133,435,881,17,0,270,266,45,266,165,133,210,266,225,266,180,0,495,266,135,266,240,266,195,133,285,0,315,266,150,133,315,266,15,0,210,0,285,266,255,133,15,133,60,133,390,266,405,0,105,133,270,0,150,133,420,133,45,133,450,0,255,0,165,0,405,266,465,266,105,133,195,133,135,0,420,407,42,266,450,0,465,133,105,133,405,266,75,266,480,133,180,881,63,133,150,266,495,133,360,266,120,133,120,133,240,0,360,404,15,0,180,0,390,0,240,266,30,133,90,133,330,0,195,0,135,266,90,133,300,1466166524
0,435,0,225,0,450,881,31,266,210,266,375,0,510,133,495,0,300,266,270,266,315,133,480,266,420,133,465,266,390,133,30,0,120,266,285,266,435,266,300,133,165,133,75,133,345,133,255,266,330,266,360,0,480,133,375,0,345,133,225,659,21,0,330,406,29,266,345,0,375,133,435,881,17,0,270,266,45,266,165,133,210,266,225,266,180,0,495,266,135,266,240,266,195,133,285,0,315,266,150,133,315,408,53,0,210,0,285,266,255,133,15,133,60,133,390,266,405,880,45,133,270,0,150,133,420,133,45,133,450,0,255,0,165,0,405,266,465,266,105,133,195,133,135,0,420,407,42,266,450,0,465,133,105,133,405,266,75,266,480,133,180,881,63,133,150,266,495,133,360,266,120,133,120,133,240,0,360,404,15,0,180,0,390,0,240,882,69,133,90,133,330,0,195,0,135,266,90,133,300,1466166539
0,435,0,225,0,450,881,31,266,210,266,375,0,510,133,495,0,300,266,270,266,315,133,480,266,420,133,465,266,390,133,30,0,120,266,285,266,435,266,300,133,165,133,75,133,345,133,255,266,330,266,360,0,480,133,375,0,345,133,225,659,21,0,330,406,29,266,345,0,375,133,435,881,17,0,270,662,31,266,165,133,210,266,225,266,180,0,495,266,135,266,240,266,195,133,285,0,315,266,150,133,315,408,53,0,210,0,285,266,255,133,15,133,60,133,390,266,405,880,45,133,270,0,150,133,420,133,45,133,450,0,255,0,165,0,405,266,465,266,105,133,195,133,135,0,420,407,42,266,450,0,465,133,105,133,405,856,96,266,480,133,180,881,66,133,150,266,495,133,360,266,120,133,120,133,240,0,360,404,15,0,180,0,390,0,240,883,55,133,90,133,330,0,195,0,135,266,90,133,300,1466166554
0,435,0,225,0,450,881,31,266,210,266,375,0,510,133,495,0,300,266,270,266,315,133,480,266,420,133,465,266,390,133,30,0,120,266,285,266,435,266,300,133,165,133,75,133,345,133,255,266,330,266,360,0,480,133,375,0,345,133,225,659,21,0,330,406,29,266,345,0,375,133,435,881,17,0,270,662,31,884,43,133,210,266,225,266,180,0,495,266,135,266,240,266,195,133,285,0,315,266,150,133,315,408,53,0,210,0,285,266,255,133,15,133,60,133,390,266,405,889,130,133,270,0,150,133,420,133,45,133,450,0,255,0,165,0,405,266,465,266,105,133,195,133,135,0,420,407,42,266,450,0,465,133,105,133,405,888,102,266,480,133,180,886,88,133,150,266,495,133,360,266,120,133,120,133,240,0,360,404,15,0,180,0,390,0,240,889,117,133,90,133,330,0,195,0,135,266,90,133,300,1466166569
0,435,0,225,0,450,881,31,266,210,266,375,0,510,133,495,0,300,659,48,266,315,133,480,266,420,133,465,266,390,133,30,0,120,266,285,266,435,266,300,133,165,133,75,133,345,133,255,266,330,266,360,0,480,133,375,0,345,133,225,659,21,0,330,406,29,266,345,0,375,133,435,881,17,0,270,662,31,884,43,133,210,677,206,676,196,0,495,266,135,266,240,266,195,133,285,0,315,266,150,133,315,408,53,0,210,0,285,409,66,133,15,133,60,133,390,266,405,889,130,133,270,0,150,133,420,133,45,133,450,0,255,0,165,0,405,266,465,266,105,133,195,133,135,0,420,407,42,266,450,0,465,133,105,133,405,888,102,266,480,133,180,886,88,133,150,266,495,133,360,266,120,133,120,133,240,0,360,404,15,0,180,0,390,0,240,889,117,133,90,133,330,0,195,0,135,266,90,133,300,1466166584
0,435,0,225,0,450,881,31,266,210,266,375,0,510,133,495,0,300,666,45,266,315,133,480,266,420,133,465,455,99,133,30,0,120,266,285,266,435,266,300,133,165,133,75,133,345,133,255,266,330,266,360,0,480,133,375,0,345,133,225,659,21,0,330,406,29,266,345,0,375,133,435,881,17,0,270,662,31,884,43,133,210,677,206,676,196,0,495,266,135,266,240,675,217,133,285,0,315,266,150,133,315,408,53,0,210,0,285,409,66,133,15,133,60,133,390,892,144,889,130,133,270,0,150,133,420,133,45,133,450,0,255,0,165,0,405,266,465,266,105,133,195,133,135,0,420,407,42,266,450,0,465,133,105,133,405,888,102,266,480,133,180,886,88,133,150,266,495,133,360,266,120,133,120,133,240,0,360,404,15,0,180,0,390,0,240,889,117,133,90,133,330,0,195,0,135,266,90,133,300,1466166599
0,435,0,225,0,450,881,31,266,210,266,375,0,510,133,495,0,300,666,45,266,315,133,480,669,57,133,465,409,77,133,30,0,120,266,285,266,435,266,300,133,165,133,75,133,345,133,255,266,330,266,360,0,480,133,375,0,345,133,225,659,21,0,330,406,29,266,345,0,375,133,435,881,17,0,270,662,31,884,43,133,210,677,206,676,196,0,495,266,135,266,240,675,217,133,285,0,315,266,150,133,315,408,53,0,210,0,285,409,66,133,15,133,60,133,390,892,144,889,130,133,270,0,150,133,420,133,45,133,450,0,255,0,165,0,405,266,465,266,105,133,195,133,135,0,420,407,42,266,450,0,465,133,105,133,405,888,102,894,168,133,180,886,88,133,150,888,156,133,360,266,120,133,120,133,240,0,360,404,15,0,180,0,390,0,240,889,117,133,90,133,330,0,195,0,135,266,90,133,300,1466166614
0,435,0,225,0,450,881,31,266,210,266,375,0,510,133,495,0,300,666,45,266,315,668,71,669,57,668,90,409,77,133,30,0,120,266,285,266,435,266,300,133,165,133,75,133,345,133,255,266,330,266,360,0,480,133,375,0,345,133,225,659,21,0,330,406,29,266,345,0,375,133,435,881,17,0,270,662,31,884,43,133,210,677,206,676,196,0,495,266,135,266,240,675,217,133,285,0,315,266,150,133,315,408,53,0,210,0,285,409,66,133,15,133,60,133,390,892,144,889,130,133,270,0,150,133,420,133,45,133,450,0,255,0,165,0,405,266,465,266,105,133,195,133,135,0,420,407,42,266,450,0,465,133,105,892,182,888,102,894,168,133,180,886,88,133,150,888,156,133,360,266,120,133,120,133,240,0,360,404,15,0,180,0,390,0,240,889,117,133,90,133,330,0,195,0,135,266,90,133,300,1466166629
0,435,0,225,0,450,881,31,266,210,266,375,0,510,133,495,0,300,666,45,266,315,668,71,669,57,668,90,409,77,133,30,0,120,266,285,266,435,266,300,133,165,133,75,133,345,133,255,266,330,266,360,0,480,133,375,0,345,133,225,659,21,0,330,406,29,266,345,0,375,663,104,881,17,0,270,662,31,884,43,133,210,677,206,676,196,0,495,678,227,266,240,675,217,133,285,0,315,266,150,133,315,408,53,0,210,0,285,409,66,133,15,133,60,133,390,892,144,889,130,133,270,0,150,133,420,133,45,133,450,0,255,0,165,0,405,266,465,266,105,133,195,133,135,0,420,407,42,266,450,0,465,133,105,892,182,888,102,894,168,133,180,886,88,133,150,888,156,133,360,896,196,133,120,133,240,0,360,404,15,0,180,0,390,0,240,889,117,133,90,133,330,0,195,0,135,266,90,133,300,1466166644
0,435,0,225,0,450,881,31,266,210,266,375,0,510,133,495,0,300,666,45,266,315,668,71,669,57,668,90,409,77,133,30,0,120,266,285,266,435,266,300,133,165,133,75,133,345,133,255,266,330,266,360,0,480,133,375,0,345,133,225,659,21,0,330,406,29,266,345,0,375,663,104,881,17,0,270,662,31,884,43,133,210,677,206,676,196,0,495,678,227,266,240,675,217,133,285,0,315,266,150,133,315,408,53,0,210,0,285,409,66,411,89,885,53,133,390,892,144,889,130,133,270,0,150,133,420,133,45,133,450,0,255,0,165,0,405,266,465,266,105,133,195,133,135,0,420,407,42,266,450,0,465,895,214,892,182,888,102,894,168,133,180,886,88,133,150,888,156,133,360,896,196,133,120,133,240,0,360,404,15,0,180,0,390,0,240,889,117,895,205,133,330,0,195,0,135,266,90,133,300,1466166659
0,435,0,225,0,450,881,31,266,210,266,375,0,510,133,495,0,300,666,45,266,315,668,71,669,57,668,90,409,77,133,30,0,120,266,285,266,435,266,300,133,165,133,75,133,345,133,255,266,330,266,360,0,480,133,375,0,345,133,225,659,21,0,330,406,29,266,345,0,375,663,104,881,17,0,270,662,31,884,43,133,210,677,206,676,196,0,495,678,227,266,240,675,217,133,285,0,315,266,150,133,315,408,53,0,210,0,285,409,66,411,89,885,53,133,390,892,144,889,130,133,270,0,150,133,420,133,45,133,450,0,255,0,165,0,405,266,465,266,105,133,195,133,135,0,420,407,42,266,450,0,465,895,214,892,182,888,102,894,168,895,240,886,88,884,227,888,156,133,360,896,196,133,120,133,240,0,360,404,15,0,180,0,390,0,240,889,117,895,205,133,330,0,195,0,135,266,90,133,300,1466166674
0,435,0,225,0,450,881,31,266,210,266,375,0,510,133,495,0,300,666,45,266,315,668,71,669,57,668,90,409,77,133,30,0,120,266,285,266,435,266,300,133,165,133,75,133,345,133,255,266,330,266,360,0,480,133,375,0,345,402,100,659,21,0,330,406,29,266,345,0,375,663,104,881,17,0,270,662,31,884,43,672,238,677,206,676,196,0,495,678,227,266,240,675,217,133,285,0,315,266,150,133,315,408,53,0,210,0,285,409,66,411,89,885,53,133,390,892,144,889,130,410,118,0,150,133,420,133,45,133,450,0,255,0,165,0,405,266,465,266,105,133,195,133,135,0,420,407,42,266,450,0,465,895,214,892,182,888,102,894,168,895,240,886,88,884,227,888,156,133,360,896,196,133,120,133,240,0,360,404,15,0,180,0,390,0,240,889,117,895,205,133,330,0,195,0,135,266,90,133,300,1466166689
0,435,0,225,0,450,881,31,266,210,266,375,0,510,133,495,0,300,666,45,266,315,668,71,669,57,668,90,409,77,133,30,0,120,266,285,266,435,266,300,133,165,133,75,133,345,133,255,266,330,266,360,0,480,133,375,0,345,402,100,659,21,0,330,406,29,266,345,0,375,663,104,881,17,0,270,662,31,884,43,672,238,677,206,676,196,0,495,678,227,266,240,675,217,675,249,0,315,266,150,133,315,408,53,0,210,0,285,409,66,411,89,885,53,133,390,892,144,889,130,406,110,0,150,133,420,133,45,133,450,0,255,0,165,0,405,266,465,266,105,133,195,133,135,0,420,407,42,266,450,0,465,895,214,892,182,888,102,894,168,895,240,886,88,884,227,888,156,133,360,896,196,133,120,133,240,457,246,404,15,0,180,0,390,0,240,889,117,895,205,133,330,0,195,0,135,266,90,133,300,1466166704
