0,28*15+15,0,14*15+15,0,29*15+15,0,3*15+15,266,(80-67)*15+15,266,(91-67)*15+15,0,33*15+15,133,(66-34)*15+15,0,19*15+15,266,(84-67)*15+15,266,(87-67)*15+15,133,(65-34)*15+15,266,(94-67)*15+15,133,(64-34)*15+15,266,(92-67)*15+15,133,(35-34)*15+15,0,7*15+15,266,(85-67)*15+15,266,(95-67)*15+15,266,(86-67)*15+15,133,(44-34)*15+15,133,(38-34)*15+15,133,(56-34)*15+15,133,(50-34)*15+15,266,(88-67)*15+15,266,(90-67)*15+15,0,31*15+15,133,(58-34)*15+15,0,22*15+15,133,(48-34)*15+15,0,5*15+15,0,21*15+15,266,(70-67)*15+15,266,(89-67)*15+15,0,24*15+15,133,(62-34)*15+15,0,1*15+15,0,17*15+15,266,(69-67)*15+15,266,(77-67)*15+15,133,(47-34)*15+15,266,(81-67)*15+15,266,(78-67)*15+15,0,32*15+15,266,(75-67)*15+15,266,(82-67)*15+15,266,(79-67)*15+15,133,(52-34)*15+15,0,20*15+15,266,(76-67)*15+15,133,(54-34)*15+15,266,(67-67)*15+15,0,13*15+15,0,18*15+15,266,(83-67)*15+15,133,(34-34)*15+15,133,(37-34)*15+15,133,(59-34)*15+15,266,(93-67)*15+15,0,6*15+15,133,(51-34)*15+15,0,9*15+15,133,(61-34)*15+15,133,(36-34)*15+15,133,(63-34)*15+15,0,16*15+15,0,10*15+15,0,26*15+15,266,(97-67)*15+15,266,(73-67)*15+15,133,(46-34)*15+15,133,(42-34)*15+15,0,27*15+15,0,4*15+15,266,(96-67)*15+15,0,30*15+15,133,(40-34)*15+15,133,(60-34)*15+15,266,(71-67)*15+15,266,(98-67)*15+15,133,(45-34)*15+15,0,2*15+15,133,(43-34)*15+15,266,(99-67)*15+15,133,(57-34)*15+15,266,(74-67)*15+15,133,(41-34)*15+15,133,(49-34)*15+15,0,23*15+15,0,0*15+15,0,11*15+15,0,25*15+15,0,15*15+15,266,(68-67)*15+15,133,(39-34)*15+15,133,(55-34)*15+15,0,12*15+15,0,8*15+15,266,(72-67)*15+15,133,(53-34)*15+15,1466166421
0,435,0,225,0,450,881,31,266,210,266,375,0,510,133,495,0,300,666,45,266,315,668,71,669,57,668,90,409,77,133,30,0,120,266,285,266,435,266,300,133,165,133,75,133,345,133,255,266,330,266,360,0,480,133,375,0,345,402,100,659,21,0,330,406,29,266,345,434,255,663,104,881,17,668,331,662,31,884,43,672,238,677,206,676,196,0,495,678,227,266,240,675,217,675,249,538,368,266,150,133,315,408,53,0,210,668,321,409,66,411,89,885,53,133,390,892,144,889,130,406,110,0,150,133,420,133,45,133,450,0,255,0,165,0,405,266,465,266,105,133,195,133,135,0,420,407,42,266,450,0,465,895,214,892,182,888,102,894,168,895,240,886,88,884,227,888,156,133,360,896,196,133,120,133,240,429,243,404,15,0,180,0,390,0,240,889,117,895,205,133,330,0,195,0,135,266,90,133,300,1466166719
0,435,492,389,0,450,881,31,266,210,266,375,0,510,133,495,669,113,666,45,266,315,668,71,669,57,668,90,409,77,133,30,0,120,266,285,266,435,266,300,133,165,133,75,133,345,133,255,266,330,266,360,0,480,133,375,0,345,402,100,659,21,0,330,406,29,266,345,434,255,663,104,881,17,668,331,662,31,884,43,672,238,677,206,676,196,0,495,678,227,266,240,675,217,675,249,674,344,266,150,133,315,408,53,0,210,668,321,409,66,411,89,885,53,133,390,892,144,889,130,406,110,0,150,133,420,133,45,133,450,0,255,0,165,0,405,266,465,266,105,133,195,133,135,0,420,407,42,266,450,0,465,895,214,892,182,888,102,894,168,895,240,886,88,884,227,888,156,133,360,896,196,133,120,133,240,429,243,404,15,0,180,0,390,895,255,889,117,895,205,133,330,0,195,0,135,266,90,133,300,1466166734
0,435,443,385,0,450,881,31,266,210,266,375,0,510,226,495,669,113,666,45,266,315,668,71,669,57,668,90,409,77,133,30,0,120,266,285,266,435,266,300,133,165,133,75,133,345,133,255,266,330,266,360,0,480,439,396,0,345,402,100,659,21,0,330,406,29,266,345,434,255,663,104,881,17,668,331,662,31,884,43,672,238,677,206,676,196,0,495,678,227,266,240,675,217,675,249,674,344,266,150,133,315,408,53,0,210,668,321,409,66,411,89,885,53,671,356,892,144,889,130,406,110,0,150,133,420,133,45,133,450,0,255,0,165,0,405,266,465,266,105,133,195,133,135,0,420,407,42,266,450,0,465,895,214,892,182,888,102,894,168,895,240,886,88,884,227,888,156,133,360,896,196,133,120,133,240,429,243,404,15,0,180,0,390,895,255,889,117,895,205,133,330,0,195,0,135,266,90,133,300,1466166749
0,435,443,385,0,450,881,31,266,210,266,375,0,510,413,122,669,113,666,45,266,315,668,71,669,57,668,90,409,77,133,30,0,120,266,285,408,132,266,300,133,165,133,75,133,345,133,255,266,330,266,360,0,480,439,396,0,345,402,100,659,21,0,330,406,29,266,345,434,255,663,104,881,17,668,331,662,31,884,43,672,238,677,206,676,196,0,495,678,227,266,240,675,217,675,249,674,344,266,150,133,315,408,53,0,210,668,321,409,66,411,89,885,53,671,356,892,144,889,130,406,110,0,150,133,420,133,45,133,450,0,255,0,165,0,405,419,154,266,105,133,195,133,135,0,420,407,42,407,142,0,465,895,214,892,182,888,102,894,168,895,240,886,88,884,227,888,156,133,360,896,196,133,120,133,240,429,243,404,15,0,180,0,390,895,255,889,117,895,205,133,330,0,195,0,135,266,90,133,300,1466166764
0,435,443,385,0,450,881,31,266,210,266,375,0,510,413,122,669,113,666,45,671,147,668,71,669,57,668,90,409,77,133,30,0,120,669,164,408,132,646,154,133,165,133,75,133,345,133,255,658,135,266,360,0,480,439,396,0,345,402,100,659,21,0,330,406,29,662,123,434,255,663,104,881,17,668,331,662,31,884,43,672,238,677,206,676,196,0,495,678,227,266,240,675,217,675,249,674,344,266,150,133,315,408,53,0,210,668,321,409,66,411,89,885,53,671,356,892,144,889,130,406,110,0,150,133,420,133,45,133,450,0,255,0,165,0,405,419,154,266,105,133,195,133,135,0,420,407,42,407,142,0,465,895,214,892,182,888,102,894,168,895,240,886,88,884,227,888,156,133,360,896,196,133,120,133,240,429,243,404,15,0,180,0,390,895,255,889,117,895,205,133,330,0,195,0,135,266,90,133,300,1466166779
443,416,443,385,454,427,881,31,432,409,266,375,0,510,413,122,669,113,666,45,671,147,668,71,669,57,668,90,409,77,133,30,0,120,669,164,408,132,646,154,133,165,133,75,133,345,133,255,658,135,266,360,0,480,439,396,0,345,402,100,659,21,0,330,406,29,662,123,434,255,663,104,881,17,668,331,662,31,884,43,672,238,677,206,676,196,0,495,678,227,675,259,675,217,675,249,674,344,266,150,133,315,408,53,0,210,668,321,409,66,411,89,885,53,671,356,892,144,889,130,406,110,0,150,133,420,133,45,133,450,0,255,0,165,0,405,419,154,266,105,133,195,133,135,0,420,407,42,407,142,0,465,895,214,892,182,888,102,894,168,895,240,886,88,884,227,888,156,133,360,896,196,133,120,133,240,429,243,404,15,0,180,0,390,895,255,889,117,895,205,133,330,0,195,0,135,266,90,133,300,1466166794
443,416,443,385,454,427,881,31,432,409,266,375,0,510,413,122,669,113,666,45,671,147,668,71,669,57,668,90,409,77,133,30,0,120,669,164,408,132,646,154,133,165,133,75,133,345,133,255,658,135,266,360,916,350,439,396,0,345,402,100,659,21,0,330,406,29,662,123,434,255,663,104,881,17,668,331,662,31,884,43,672,238,677,206,676,196,0,495,678,227,675,259,675,217,675,249,674,344,266,150,133,315,408,53,0,210,668,321,409,66,411,89,885,53,671,356,892,144,889,130,406,110,918,375,133,420,133,45,133,450,0,255,643,370,0,405,419,154,266,105,133,195,133,135,0,420,407,42,407,142,0,465,895,214,892,182,888,102,894,168,895,240,886,88,884,227,888,156,133,360,896,196,133,120,133,240,429,243,404,15,0,180,918,362,895,255,889,117,895,205,133,330,0,195,0,135,266,90,133,300,1466166809
443,416,443,385,454,427,881,31,432,409,266,375,0,510,413,122,669,113,666,45,671,147,668,71,669,57,668,90,409,77,133,30,916,409,669,164,408,132,646,154,133,165,133,75,133,345,133,255,658,135,266,360,916,350,439,396,0,345,402,100,659,21,0,330,406,29,662,123,434,255,663,104,881,17,668,331,662,31,884,43,672,238,677,206,676,196,0,495,678,227,675,259,675,217,675,249,674,344,266,150,133,315,408,53,0,210,668,321,409,66,411,89,885,53,671,356,892,144,889,130,406,110,918,375,133,420,133,45,133,450,0,255,922,388,0,405,419,154,266,105,133,195,133,135,0,420,407,42,407,142,0,465,895,214,892,182,888,102,894,168,895,240,886,88,884,227,888,156,133,360,896,196,133,120,133,240,429,243,404,15,920,398,918,362,895,255,889,117,895,205,133,330,680,268,900,268,266,90,133,300,1466166824
443,416,443,385,454,427,881,31,432,409,266,375,0,510,413,122,669,113,666,45,671,147,668,71,669,57,668,90,409,77,133,30,916,409,669,164,408,132,646,154,133,165,133,75,133,345,133,255,658,135,266,360,916,350,439,396,0,345,402,100,659,21,0,330,406,29,662,123,434,255,663,104,881,17,668,331,662,31,884,43,672,238,677,206,676,196,0,495,678,227,675,259,675,217,675,249,674,344,266,150,133,315,408,53,405,169,668,321,409,66,411,89,885,53,671,356,892,144,889,130,406,110,918,375,133,420,133,45,133,450,910,419,922,388,0,405,419,154,266,105,133,195,133,135,0,420,407,42,407,142,0,465,895,214,892,182,888,102,894,168,895,240,886,88,884,227,888,156,133,360,896,196,133,120,133,240,429,243,404,15,920,398,918,362,895,255,889,117,895,205,133,330,680,268,900,268,266,90,133,300,1466166839
443,416,443,385,454,427,881,31,432,409,266,375,0,510,413,122,669,113,666,45,671,147,668,71,669,57,668,90,409,77,133,30,916,409,662,79,408,132,646,154,133,165,133,75,133,345,133,255,658,135,266,360,916,350,439,396,0,345,402,100,659,21,0,330,406,29,662,123,434,255,663,104,881,17,671,378,662,31,884,43,672,238,686,304,688,279,0,495,678,227,675,259,675,292,675,249,674,344,266,150,133,315,408,53,405,169,672,367,409,66,411,89,885,53,671,356,892,144,889,130,406,110,918,375,133,420,133,45,133,450,910,419,922,388,0,405,419,154,266,105,133,195,133,135,0,420,407,42,407,142,0,465,895,214,892,182,888,102,894,168,895,240,886,88,884,227,888,156,133,360,896,196,133,120,133,240,429,243,404,15,920,398,918,362,895,255,889,117,895,205,133,330,680,268,900,268,266,90,133,300,1466166854
443,416,443,385,454,427,881,31,432,409,266,375,0,510,413,122,669,113,666,45,671,147,668,71,669,57,668,90,409,77,133,30,916,409,662,79,408,132,646,154,133,165,133,75,133,345,133,255,658,135,266,360,916,350,439,396,653,172,402,100,659,21,641,163,406,29,662,123,434,255,663,104,881,17,671,378,662,31,884,43,672,238,686,304,688,279,0,495,678,227,675,259,675,292,675,249,674,344,266,150,133,315,408,53,405,169,672,367,409,66,411,89,885,53,671,356,892,144,889,130,406,110,918,375,133,420,133,45,133,450,910,419,922,388,900,431,419,154,266,105,133,195,133,135,408,178,407,42,407,142,829,448,895,214,892,182,888,102,894,168,895,240,886,88,884,227,888,156,133,360,896,196,133,120,133,240,429,243,404,15,920,398,918,362,895,255,889,117,895,205,133,330,680,268,900,268,266,90,133,300,1466166869
