0,24*15+15,266,(70-67)*15+15,266,(97-67)*15+15,266,(98-67)*15+15,0,32*15+15,266,(74-67)*15+15,266,(83-67)*15+15,266,(79-67)*15+15,0,3*15+15,133,(42-34)*15+15,0,7*15+15,0,0*15+15,266,(86-67)*15+15,133,(34-34)*15+15,0,9*15+15,133,(65-34)*15+15,0,16*15+15,0,21*15+15,133,(55-34)*15+15,133,(57-34)*15+15,133,(37-34)*15+15,0,22*15+15,133,(49-34)*15+15,133,(59-34)*15+15,133,(60-34)*15+15,0,19*15+15,0,8*15+15,133,(50-34)*15+15,266,(82-67)*15+15,266,(88-67)*15+15,266,(73-67)*15+15,266,(89-67)*15+15,133,(35-34)*15+15,266,(94-67)*15+15,0,26*15+15,133,(64-34)*15+15,133,(45-34)*15+15,266,(78-67)*15+15,266,(68-67)*15+15,0,13*15+15,133,(54-34)*15+15,0,2*15+15,266,(80-67)*15+15,0,5*15+15,266,(81-67)*15+15,133,(44-34)*15+15,133,(51-34)*15+15,266,(99-67)*15+15,266,(87-67)*15+15,0,20*15+15,133,(41-34)*15+15,0,23*15+15,266,(85-67)*15+15,266,(77-67)*15+15,266,(91-67)*15+15,133,(36-34)*15+15,266,(92-67)*15+15,133,(39-34)*15+15,266,(69-67)*15+15,133,(61-34)*15+15,0,29*15+15,0,27*15+15,266,(71-67)*15+15,133,(63-34)*15+15,133,(40-34)*15+15,266,(72-67)*15+15,133,(58-34)*15+15,266,(96-67)*15+15,0,11*15+15,0,15*15+15,133,(66-34)*15+15,0,1*15+15,0,30*15+15,0,31*15+15,133,(47-34)*15+15,0,25*15+15,266,(67-67)*15+15,0,6*15+15,266,(90-67)*15+15,266,(84-67)*15+15,0,17*15+15,133,(56-34)*15+15,266,(93-67)*15+15,133,(46-34)*15+15,133,(52-34)*15+15,0,10*15+15,0,33*15+15,0,4*15+15,266,(95-67)*15+15,266,(75-67)*15+15,133,(38-34)*15+15,133,(43-34)*15+15,266,(76-67)*15+15,133,(53-34)*15+15,0,12*15+15,0,18*15+15,0,28*15+15,133,(62-34)*15+15,133,(48-34)*15+15,0,14*15+15,1477304325
0,375,266,60,266,465,416,554,0,495,266,120,266,255,921,34,0,60,133,135,0,120,416,572,452,558,133,15,0,150,133,480,0,255,0,330,918,54,413,517,133,60,0,345,133,240,133,390,133,405,0,300,0,135,133,255,425,472,266,330,266,105,409,535,133,30,266,420,0,405,133,465,133,180,266,180,266,30,0,210,133,315,0,45,266,210,0,90,266,225,133,165,133,270,266,495,610,517,0,315,133,120,0,360,266,285,266,165,266,375,133,45,266,390,133,90,266,45,133,420,0,450,0,420,266,75,133,450,133,105,266,90,133,375,266,450,0,180,0,240,133,495,0,30,0,465,0,480,133,210,0,390,266,15,0,105,798,531,266,270,0,270,133,345,266,405,133,195,133,285,0,165,0,510,0,75,266,435,266,135,133,75,133,150,266,150,133,300,0,195,0,285,0,435,133,435,133,225,0,225,1477304512
0,375,266,60,266,465,416,554,0,495,266,120,266,255,921,34,0,60,133,135,0,120,416,572,452,558,133,15,0,150,133,480,0,255,0,330,918,54,413,517,133,60,0,345,133,240,133,390,133,405,0,300,0,135,133,255,425,472,266,330,266,105,409,535,133,30,266,420,0,405,133,465,133,180,266,180,266,30,0,210,133,315,0,45,266,210,0,90,266,225,133,165,133,270,266,495,610,517,0,315,133,120,0,360,266,285,266,165,266,375,133,45,266,390,133,90,266,45,133,420,0,450,0,420,266,75,133,450,133,105,266,90,133,375,266,450,0,180,0,240,133,495,0,30,0,465,0,480,133,210,0,390,266,15,0,105,828,520,266,270,789,472,133,345,266,405,133,195,133,285,0,165,0,510,0,75,266,435,266,135,133,75,133,150,266,150,133,300,0,195,0,285,0,435,133,435,133,225,0,225,1477304527
0,375,266,60,266,465,416,554,0,495,266,120,266,255,921,34,0,60,133,135,0,120,416,572,452,558,133,15,0,150,133,480,0,255,0,330,918,54,413,517,133,60,0,345,133,240,133,390,133,405,0,300,0,135,133,255,425,472,266,330,266,105,409,535,133,30,266,420,0,405,133,465,133,180,266,180,266,30,0,210,133,315,0,45,266,210,0,90,266,225,133,165,133,270,266,495,610,517,0,315,133,120,0,360,266,285,266,165,266,375,133,45,266,390,133,90,266,45,133,420,0,450,0,420,266,75,133,450,133,105,266,90,133,375,266,450,0,180,0,240,133,495,0,30,0,465,0,480,133,210,0,390,266,15,0,105,833,525,266,270,789,472,133,345,266,405,133,195,133,285,892,486,0,510,0,75,266,435,266,135,133,75,133,150,266,150,133,300,860,479,0,285,0,435,133,435,133,225,0,225,1477304542
0,375,266,60,266,465,416,554,0,495,266,120,266,255,921,34,0,60,133,135,0,120,416,572,452,558,133,15,0,150,133,480,0,255,0,330,918,54,413,517,133,60,0,345,133,240,133,390,133,405,0,300,0,135,133,255,425,472,266,330,266,105,409,535,133,30,266,420,0,405,133,465,133,180,266,180,266,30,0,210,133,315,0,45,266,210,0,90,266,225,133,165,133,270,266,495,610,517,0,315,133,120,0,360,266,285,266,165,266,375,133,45,266,390,133,90,266,45,133,420,0,450,0,420,266,75,133,450,133,105,266,90,133,375,266,450,0,180,0,240,133,495,0,30,0,465,0,480,133,210,0,390,266,15,0,105,833,525,266,270,789,472,133,345,266,405,133,195,133,285,892,486,0,510,0,75,266,435,266,135,133,75,133,150,266,150,133,300,860,479,0,285,0,435,133,435,133,225,0,225,1477304557
0,375,266,60,266,465,416,554,0,495,266,120,266,255,921,34,0,60,133,135,0,120,416,572,452,558,133,15,0,150,133,480,0,255,0,330,918,54,413,517,133,60,0,345,133,240,133,390,133,405,0,300,0,135,133,255,425,472,266,330,266,105,409,535,133,30,266,420,0,405,133,465,133,180,266,180,266,30,0,210,133,315,0,45,266,210,0,90,266,225,133,165,133,270,266,495,610,517,0,315,133,120,0,360,266,285,266,165,266,375,133,45,266,390,133,90,744,513,133,420,0,450,0,420,266,75,133,450,133,105,266,90,133,375,266,450,0,180,0,240,133,495,0,30,0,465,0,480,133,210,0,390,812,495,0,105,833,525,266,270,789,472,133,345,266,405,133,195,133,285,892,486,0,510,0,75,266,435,266,135,133,75,133,150,266,150,133,300,860,479,0,285,0,435,133,435,133,225,0,225,1477304572
0,375,266,60,266,465,416,554,0,495,266,120,266,255,921,34,0,60,133,135,0,120,416,572,452,558,133,15,0,150,133,480,0,255,0,330,918,54,413,517,133,60,0,345,133,240,133,390,133,405,0,300,0,135,133,255,425,472,266,330,266,105,409,535,133,30,266,420,0,405,133,465,566,522,266,180,266,30,0,210,133,315,0,45,266,210,0,90,266,225,133,165,133,270,266,495,634,405,0,315,133,120,0,360,266,285,266,165,266,375,133,45,266,390,133,90,760,508,133,420,0,450,0,420,266,75,133,450,133,105,266,90,133,375,266,450,0,180,0,240,133,495,0,30,0,465,0,480,133,210,0,390,812,495,0,105,833,525,266,270,789,472,133,345,266,405,133,195,133,285,892,486,0,510,0,75,266,435,266,135,133,75,133,150,266,150,133,300,860,479,0,285,0,435,133,435,133,225,0,225,1477304587
0,375,266,60,266,465,416,554,0,495,266,120,266,255,921,34,0,60,133,135,0,120,416,572,452,558,133,15,0,150,133,480,0,255,0,330,918,54,413,517,133,60,0,345,133,240,133,390,133,405,0,300,0,135,133,255,425,472,266,330,266,105,409,535,133,30,266,420,0,405,133,465,557,492,551,402,266,30,0,210,133,315,0,45,266,210,0,90,266,225,133,165,133,270,266,495,634,405,0,315,133,120,0,360,266,285,266,165,266,375,133,45,266,390,133,90,760,508,133,420,0,450,0,420,266,75,133,450,133,105,266,90,133,375,266,450,0,180,0,240,133,495,0,30,0,465,0,480,133,210,0,390,812,495,0,105,833,525,266,270,789,472,133,345,266,405,133,195,133,285,892,486,0,510,0,75,266,435,266,135,133,75,133,150,266,150,133,300,860,479,0,285,0,435,133,435,133,225,0,225,1477304602
0,375,266,60,266,465,416,554,0,495,266,120,266,255,921,34,0,60,133,135,0,120,416,572,452,558,133,15,0,150,133,480,0,255,0,330,918,54,413,517,133,60,0,345,133,240,133,390,133,405,0,300,0,135,133,255,425,472,266,330,266,105,409,535,133,30,266,420,0,405,133,465,557,492,542,376,266,30,0,210,133,315,0,45,266,210,0,90,266,225,133,165,133,270,266,495,634,405,0,315,133,120,0,360,266,285,266,165,266,375,133,45,266,390,133,90,760,508,133,420,0,450,0,420,266,75,133,450,133,105,266,90,133,375,266,450,0,180,0,240,133,495,0,30,0,465,0,480,133,210,0,390,812,495,0,105,833,525,266,270,789,472,133,345,266,405,133,195,133,285,892,486,0,510,0,75,266,435,266,135,133,75,133,150,507,320,133,300,860,479,0,285,0,435,133,435,133,225,0,225,1477304617
0,375,266,60,266,465,416,554,0,495,266,120,266,255,921,34,0,60,133,135,0,120,416,572,452,558,133,15,0,150,133,480,0,255,0,330,918,54,413,517,133,60,0,345,133,240,133,390,133,405,0,300,0,135,133,255,425,472,266,330,266,105,409,535,133,30,266,420,0,405,133,465,557,492,542,376,266,30,0,210,133,315,0,45,266,210,0,90,266,225,133,165,133,270,266,495,634,405,0,315,133,120,0,360,266,285,266,165,266,375,133,45,266,390,133,90,760,508,133,420,0,450,0,420,266,75,133,450,133,105,266,90,133,375,266,450,0,180,0,240,133,495,0,30,0,465,0,480,133,210,0,390,812,495,539,452,833,525,266,270,789,472,133,345,266,405,133,195,133,285,892,486,0,510,0,75,266,435,266,135,133,75,133,150,507,320,133,300,860,479,0,285,0,435,133,435,133,225,0,225,1477304632
0,375,266,60,266,465,416,554,0,495,266,120,266,255,921,34,0,60,133,135,0,120,416,572,452,558,133,15,0,150,133,480,0,255,0,330,918,54,413,517,133,60,0,345,133,240,133,390,133,405,0,300,0,135,133,255,425,472,266,330,266,105,409,535,133,30,266,420,0,405,133,465,557,492,542,376,266,30,0,210,133,315,0,45,266,210,0,90,266,225,133,165,133,270,266,495,634,405,0,315,133,120,0,360,266,285,266,165,266,375,133,45,266,390,133,90,760,508,133,420,0,450,0,420,266,75,133,450,133,105,266,90,133,375,266,450,0,180,0,240,133,495,0,30,0,465,0,480,133,210,0,390,812,495,943,476,833,525,266,270,789,472,133,345,266,405,133,195,133,285,892,486,0,510,0,75,266,435,266,135,133,75,133,150,507,320,133,300,860,479,0,285,0,435,133,435,133,225,0,225,1477304647
0,375,266,60,266,465,416,554,0,495,266,120,266,255,921,34,0,60,133,135,0,120,416,572,452,558,133,15,0,150,133,480,0,255,0,330,918,54,413,517,133,60,0,345,133,240,133,390,133,405,0,300,0,135,133,255,425,472,266,330,266,105,409,535,133,30,266,420,0,405,133,465,557,492,542,376,266,30,0,210,133,315,0,45,266,210,0,90,266,225,133,165,133,270,266,495,634,405,0,315,133,120,0,360,266,285,266,165,266,375,133,45,266,390,133,90,760,508,133,420,0,450,0,420,266,75,133,450,133,105,266,90,133,375,266,450,0,180,0,240,844,176,0,30,0,465,0,480,133,210,0,390,812,495,943,476,833,525,266,270,789,472,133,345,266,405,133,195,133,285,892,486,0,510,0,75,266,435,266,135,133,75,133,150,507,320,133,300,860,479,0,285,0,435,133,435,133,225,0,225,1477304662
0,375,266,60,266,465,416,554,0,495,266,120,266,255,921,34,0,60,133,135,0,120,416,572,452,558,133,15,0,150,133,480,0,255,0,330,918,54,413,517,133,60,0,345,133,240,133,390,133,405,0,300,0,135,133,255,425,472,266,330,425,457,409,535,133,30,266,420,0,405,133,465,557,492,542,376,266,30,0,210,133,315,0,45,266,210,0,90,266,225,133,165,133,270,266,495,634,405,0,315,133,120,0,360,266,285,266,165,266,375,133,45,266,390,133,90,760,508,133,420,0,450,0,420,266,75,133,450,133,105,266,90,133,375,266,450,0,180,0,240,844,176,0,30,0,465,0,480,133,210,0,390,812,495,943,476,833,525,266,270,789,472,133,345,266,405,133,195,133,285,892,486,0,510,0,75,266,435,266,135,133,75,133,150,507,320,133,300,860,479,0,285,0,435,133,435,133,225,0,225,1477304677
0,375,266,60,266,465,416,554,0,495,266,120,266,255,921,34,0,60,133,135,0,120,416,572,452,558,133,15,0,150,133,480,0,255,0,330,918,54,413,517,133,60,0,345,133,240,133,390,133,405,0,300,0,135,133,255,425,472,266,330,425,457,409,535,133,30,266,420,0,405,133,465,557,492,542,376,266,30,0,210,133,315,0,45,266,210,0,90,266,225,133,165,133,270,266,495,634,405,0,315,133,120,0,360,642,267,266,165,266,375,133,45,266,390,133,90,760,508,133,420,0,450,0,420,266,75,133,450,133,105,266,90,133,375,266,450,0,180,0,240,844,176,0,30,0,465,0,480,133,210,0,390,812,495,943,476,833,525,266,270,789,472,133,345,266,405,133,195,133,285,892,486,0,510,0,75,266,435,266,135,133,75,133,150,507,320,133,300,860,479,0,285,0,435,133,435,133,225,0,225,1477304692
0,375,266,60,266,465,416,554,0,495,266,120,266,255,921,34,0,60,133,135,0,120,416,572,452,558,133,15,0,150,133,480,0,255,0,330,918,54,413,517,133,60,0,345,133,240,133,390,133,405,0,300,0,135,133,255,425,472,266,330,425,457,409,535,133,30,266,420,0,405,133,465,557,492,542,376,266,30,0,210,133,315,0,45,762,304,0,90,809,333,133,165,133,270,266,495,634,405,0,315,133,120,0,360,647,269,266,165,266,375,133,45,266,390,133,90,760,508,133,420,0,450,0,420,266,75,133,450,133,105,266,90,133,375,266,450,0,180,0,240,844,176,0,30,0,465,0,480,133,210,0,390,812,495,943,476,833,525,266,270,789,472,133,345,266,405,133,195,133,285,892,486,0,510,0,75,266,435,266,135,133,75,133,150,507,320,133,300,860,479,0,285,0,435,133,435,133,225,0,225,1477304707
0,375,266,60,266,465,416,554,0,495,266,120,266,255,921,34,0,60,133,135,0,120,425,576,452,558,440,590,0,150,133,480,0,255,0,330,918,54,413,517,133,60,0,345,133,240,133,390,133,405,0,300,0,135,133,255,425,472,266,330,425,457,409,535,133,30,266,420,0,405,133,465,557,492,542,376,266,30,0,210,133,315,0,45,762,304,0,90,809,333,133,165,133,270,266,495,634,405,0,315,133,120,0,360,647,269,266,165,266,375,133,45,266,390,133,90,760,508,133,420,0,450,0,420,266,75,133,450,133,105,266,90,133,375,266,450,0,180,0,240,844,176,0,30,0,465,0,480,133,210,0,390,812,495,943,476,833,525,266,270,789,472,133,345,266,405,133,195,133,285,892,486,0,510,0,75,266,435,266,135,133,75,133,150,507,320,133,300,860,479,0,285,0,435,133,435,133,225,0,225,1477304722
0,375,266,60,266,465,416,554,0,495,266,120,266,255,921,34,0,60,133,135,0,120,454,551,556,550,453,567,0,150,133,480,0,255,0,330,918,54,417,525,133,60,0,345,133,240,133,390,133,405,0,300,0,135,133,255,425,472,266,330,425,457,414,539,133,30,266,420,0,405,133,465,547,536,542,376,266,30,0,210,133,315,0,45,762,304,0,90,809,333,133,165,133,270,266,495,634,405,0,315,133,120,0,360,647,269,266,165,266,375,133,45,266,390,133,90,760,508,133,420,0,450,0,420,266,75,133,450,133,105,266,90,133,375,266,450,0,180,0,240,844,176,0,30,0,465,0,480,133,210,0,390,812,495,943,476,833,525,266,270,789,472,133,345,266,405,133,195,133,285,892,486,0,510,0,75,266,435,266,135,133,75,133,150,507,320,133,300,860,479,0,285,0,435,133,435,133,225,0,225,1477304737
0,375,266,60,266,465,416,554,0,495,266,120,266,255,921,34,0,60,133,135,0,120,454,551,528,544,458,567,0,150,133,480,0,255,0,330,918,54,417,525,133,60,0,345,133,240,133,390,133,405,0,300,0,135,133,255,425,472,266,330,425,457,414,539,133,30,266,420,0,405,133,465,558,528,542,376,266,30,0,210,133,315,0,45,762,304,0,90,809,333,133,165,133,270,266,495,634,405,0,315,133,120,0,360,647,269,266,165,266,375,133,45,266,390,133,90,760,508,133,420,0,450,0,420,266,75,133,450,133,105,266,90,133,375,266,450,0,180,0,240,844,176,0,30,0,465,0,480,133,210,0,390,812,495,943,476,833,525,266,270,789,472,133,345,266,405,133,195,133,285,892,486,0,510,0,75,266,435,266,135,133,75,133,150,507,320,133,300,860,479,0,285,0,435,133,435,133,225,0,225,1477304752
523,451,266,60,266,465,416,554,0,495,266,120,266,255,921,34,0,60,133,135,0,120,454,551,528,544,458,567,0,150,133,480,0,255,0,330,918,54,417,525,133,60,0,345,133,240,133,390,133,405,0,300,0,135,133,255,425,472,266,330,425,457,414,539,133,30,266,420,0,405,133,465,558,528,542,376,266,30,0,210,133,315,0,45,762,304,0,90,809,333,133,165,133,270,266,495,639,414,0,315,133,120,0,360,647,269,266,165,266,375,133,45,266,390,133,90,760,508,133,420,0,450,0,420,266,75,133,450,133,105,266,90,133,375,266,450,0,180,0,240,844,176,0,30,0,465,0,480,133,210,0,390,812,495,943,476,833,525,266,270,789,472,133,345,266,405,133,195,133,285,892,486,0,510,0,75,266,435,266,135,133,75,133,150,507,320,133,300,860,479,0,285,0,435,133,435,133,225,0,225,1477304767
523,451,266,60,266,465,416,554,0,495,266,120,266,255,921,34,0,60,133,135,419,500,454,551,528,544,458,567,0,150,133,480,0,255,0,330,918,54,417,525,133,60,0,345,133,240,133,390,133,405,0,300,0,135,133,255,425,472,266,330,425,457,414,539,133,30,266,420,0,405,133,465,558,528,542,376,266,30,0,210,133,315,0,45,762,304,0,90,809,333,133,165,133,270,266,495,639,414,0,315,133,120,0,360,647,269,266,165,266,375,133,45,266,390,133,90,760,508,133,420,0,450,0,420,266,75,133,450,133,105,266,90,133,375,266,450,0,180,0,240,844,176,0,30,0,465,0,480,133,210,0,390,812,495,943,476,833,525,266,270,789,472,133,345,266,405,133,195,133,285,892,486,0,510,0,75,266,435,266,135,133,75,133,150,507,320,133,300,860,479,0,285,0,435,133,435,133,225,0,225,1477304782
