133,(39-34)*15+15,266,(89-67)*15+15,133,(66-34)*15+15,0,25*15+15,0,16*15+15,266,(83-67)*15+15,133,(65-34)*15+15,133,(41-34)*15+15,266,(67-67)*15+15,266,(99-67)*15+15,266,(94-67)*15+15,0,7*15+15,0,9*15+15,0,17*15+15,266,(70-67)*15+15,133,(60-34)*15+15,133,(46-34)*15+15,0,15*15+15,0,23*15+15,266,(74-67)*15+15,266,(68-67)*15+15,266,(93-67)*15+15,0,5*15+15,266,(92-67)*15+15,133,(50-34)*15+15,0,2*15+15,0,30*15+15,0,24*15+15,266,(86-67)*15+15,133,(45-34)*15+15,133,(44-34)*15+15,0,33*15+15,0,13*15+15,133,(51-34)*15+15,266,(79-67)*15+15,133,(35-34)*15+15,133,(52-34)*15+15,0,19*15+15,266,(95-67)*15+15,266,(85-67)*15+15,133,(57-34)*15+15,266,(77-67)*15+15,133,(49-34)*15+15,133,(48-34)*15+15,0,11*15+15,133,(34-34)*15+15,266,(76-67)*15+15,0,20*15+15,133,(37-34)*15+15,0,0*15+15,0,1*15+15,0,14*15+15,266,(69-67)*15+15,133,(64-34)*15+15,0,21*15+15,266,(91-67)*15+15,0,8*15+15,0,27*15+15,0,28*15+15,0,29*15+15,0,32*15+15,133,(59-34)*15+15,133,(43-34)*15+15,0,26*15+15,0,6*15+15,266,(81-67)*15+15,266,(72-67)*15+15,133,(36-34)*15+15,266,(71-67)*15+15,0,12*15+15,133,(56-34)*15+15,266,(87-67)*15+15,133,(54-34)*15+15,0,18*15+15,0,22*15+15,266,(97-67)*15+15,266,(75-67)*15+15,266,(96-67)*15+15,0,31*15+15,133,(40-34)*15+15,133,(62-34)*15+15,266,(88-67)*15+15,266,(90-67)*15+15,0,4*15+15,266,(82-67)*15+15,266,(78-67)*15+15,133,(61-34)*15+15,133,(58-34)*15+15,266,(84-67)*15+15,133,(47-34)*15+15,266,(98-67)*15+15,0,10*15+15,266,(80-67)*15+15,133,(38-34)*15+15,133,(55-34)*15+15,133,(53-34)*15+15,133,(42-34)*15+15,133,(63-34)*15+15,266,(73-67)*15+15,0,3*15+15,1466099381
133,90,266,345,133,495,0,390,26,252,266,255,133,480,133,120,266,15,266,495,266,420,516,93,0,150,577,80,266,60,474,56,133,195,0,240,0,360,585,65,266,30,266,405,619,174,266,390,133,255,0,45,0,465,0,375,266,300,133,180,565,93,481,80,0,210,411,80,266,195,624,78,133,285,0,300,266,435,266,285,133,360,266,165,133,240,133,225,0,180,543,55,266,150,0,315,735,115,419,53,12,36,0,225,409,66,133,465,0,330,266,375,0,135,0,420,0,435,514,66,0,495,133,390,133,150,0,405,0,105,266,225,266,90,133,45,266,75,0,195,133,345,266,315,133,315,0,285,0,345,266,465,266,135,266,450,465,154,133,105,133,435,266,330,266,360,0,75,266,240,266,180,524,312,133,375,266,270,133,210,266,480,751,245,266,210,133,75,477,93,133,300,133,135,133,450,266,105,413,89,1466099561
133,90,266,345,133,495,0,390,26,252,266,255,133,480,133,120,266,15,266,495,266,420,516,93,0,150,577,80,266,60,474,56,133,195,0,240,0,360,585,65,266,30,266,405,619,174,266,390,133,255,0,45,0,465,0,375,737,25,133,180,565,93,481,80,0,210,411,80,266,195,624,78,133,285,0,300,266,435,266,285,133,360,266,165,133,240,133,225,0,180,543,55,266,150,0,315,743,184,419,53,12,36,0,225,409,66,133,465,0,330,266,375,0,135,0,420,0,435,514,66,0,495,133,390,133,150,0,405,0,105,266,225,266,90,133,45,266,75,0,195,133,345,535,207,133,315,0,285,0,345,266,465,266,135,266,450,465,154,133,105,133,435,266,330,266,360,0,75,266,240,497,104,524,312,133,375,266,270,133,210,266,480,751,245,266,210,133,75,477,93,133,300,133,135,133,450,266,105,413,89,1466099576
133,90,266,345,133,495,0,390,26,252,266,255,133,480,133,120,266,15,266,495,266,420,516,93,0,150,577,80,266,60,474,56,133,195,0,240,0,360,585,65,266,30,266,405,619,174,266,390,133,255,0,45,0,465,0,375,633,92,133,180,565,93,481,80,0,210,411,80,266,195,624,78,455,82,0,300,266,435,266,285,133,360,266,165,133,240,133,225,0,180,543,55,266,150,0,315,743,184,419,53,12,36,0,225,409,66,133,465,0,330,266,375,0,135,0,420,0,435,514,66,0,495,133,390,133,150,0,405,0,105,266,225,266,90,133,45,266,75,0,195,133,345,535,207,133,315,0,285,0,345,266,465,266,135,266,450,465,154,133,105,133,435,266,330,266,360,0,75,266,240,497,104,524,312,133,375,266,270,133,210,266,480,751,245,266,210,133,75,477,93,133,300,133,135,133,450,266,105,413,89,1466099591
133,90,266,345,133,495,0,390,26,252,266,255,133,480,133,120,266,15,266,495,266,420,516,93,0,150,577,80,266,60,474,56,133,195,0,240,0,360,585,65,266,30,266,405,619,174,266,390,133,255,0,45,0,465,0,375,633,92,133,180,565,93,481,80,0,210,411,80,266,195,624,78,439,102,0,300,266,435,266,285,133,360,266,165,133,240,133,225,0,180,543,55,266,150,0,315,743,184,419,53,12,36,0,225,409,66,133,465,0,330,266,375,0,135,0,420,0,435,514,66,0,495,133,390,133,150,0,405,0,105,266,225,266,90,133,45,266,75,0,195,133,345,535,207,133,315,0,285,0,345,266,465,266,135,266,450,659,106,133,105,133,435,266,330,266,360,0,75,266,240,497,104,524,312,133,375,266,270,133,210,266,480,751,245,266,210,133,75,477,93,612,55,133,135,133,450,266,105,413,89,1466099606
133,90,266,345,133,495,0,390,26,252,266,255,133,480,133,120,266,15,266,495,266,420,516,93,759,23,577,80,266,60,474,56,133,195,0,240,0,360,585,65,266,30,266,405,619,174,266,390,133,255,0,45,0,465,0,375,633,92,133,180,565,93,481,80,0,210,411,80,266,195,624,78,439,102,0,300,266,435,266,285,133,360,266,165,133,240,133,225,0,180,543,55,416,587,0,315,743,184,419,53,12,36,0,225,409,66,133,465,0,330,266,375,0,135,0,420,0,435,514,66,0,495,133,390,133,150,0,405,0,105,266,225,266,90,133,45,266,75,0,195,133,345,535,207,133,315,0,285,0,345,266,465,266,135,266,450,659,106,133,105,133,435,266,330,266,360,0,75,266,240,497,104,864,537,133,375,266,270,133,210,266,480,751,245,266,210,133,75,477,93,612,55,133,135,133,450,266,105,413,89,1466099621
133,90,266,345,133,495,0,390,26,252,266,255,133,480,133,120,266,15,266,495,266,420,516,93,705,90,577,80,780,376,474,56,133,195,0,240,0,360,585,65,754,346,266,405,619,174,266,390,133,255,0,45,0,465,0,375,633,92,133,180,565,93,481,80,0,210,411,80,266,195,624,78,439,102,0,300,266,435,266,285,133,360,266,165,133,240,133,225,0,180,543,55,416,587,0,315,743,184,419,53,12,36,0,225,409,66,133,465,0,330,266,375,0,135,0,420,0,435,514,66,0,495,133,390,133,150,0,405,0,105,266,225,266,90,133,45,742,362,0,195,133,345,535,207,133,315,0,285,0,345,266,465,266,135,266,450,659,106,133,105,133,435,266,330,266,360,0,75,266,240,497,104,864,537,133,375,266,270,133,210,266,480,751,245,266,210,133,75,477,93,612,55,133,135,133,450,266,105,413,89,1466099636
133,90,534,106,133,495,0,390,26,252,266,255,133,480,133,120,266,15,266,495,266,420,516,93,705,90,577,80,780,376,474,56,133,195,0,240,0,360,585,65,754,346,266,405,619,174,622,118,133,255,0,45,0,465,0,375,633,92,807,362,565,93,481,80,0,210,411,80,266,195,624,78,439,102,0,300,266,435,266,285,133,360,266,165,133,240,133,225,0,180,543,55,416,587,0,315,743,184,419,53,12,36,0,225,409,66,133,465,0,330,266,375,0,135,0,420,0,435,514,66,0,495,133,390,133,150,0,405,0,105,266,225,266,90,133,45,742,362,0,195,133,345,535,207,133,315,0,285,0,345,266,465,266,135,266,450,659,106,133,105,133,435,266,330,266,360,0,75,266,240,497,104,864,537,133,375,266,270,133,210,266,480,751,245,266,210,133,75,477,93,612,55,133,135,133,450,266,105,413,89,1466099651
133,90,534,106,133,495,0,390,26,252,266,255,133,480,133,120,266,15,266,495,266,420,516,93,705,90,577,80,780,376,474,56,467,350,565,107,0,360,585,65,754,346,266,405,619,174,705,79,133,255,0,45,0,465,0,375,633,92,807,362,565,93,481,80,0,210,411,80,266,195,624,78,439,102,0,300,266,435,266,285,133,360,266,165,133,240,133,225,0,180,543,55,416,587,0,315,743,184,419,53,12,36,0,225,409,66,133,465,864,328,266,375,0,135,0,420,0,435,514,66,0,495,133,390,133,150,0,405,0,105,266,225,266,90,133,45,742,362,0,195,133,345,535,207,133,315,0,285,0,345,266,465,266,135,266,450,659,106,133,105,133,435,266,330,266,360,0,75,266,240,497,104,864,537,133,375,266,270,133,210,266,480,751,245,266,210,133,75,477,93,612,55,133,135,133,450,266,105,413,89,1466099666
133,90,534,106,133,495,0,390,26,252,266,255,133,480,133,120,266,15,266,495,266,420,516,93,705,90,577,80,780,376,474,56,467,350,565,107,0,360,585,65,754,346,266,405,619,174,705,79,133,255,0,45,0,465,0,375,633,92,807,362,565,93,481,80,0,210,411,80,266,195,624,78,439,102,625,104,266,435,266,285,133,360,266,165,133,240,133,225,0,180,543,55,416,587,0,315,743,184,419,53,12,36,0,225,409,66,133,465,812,343,266,375,0,135,0,420,0,435,514,66,0,495,133,390,133,150,0,405,0,105,266,225,266,90,133,45,742,362,0,195,133,345,535,207,133,315,0,285,0,345,266,465,266,135,266,450,659,106,133,105,133,435,266,330,266,360,0,75,266,240,497,104,864,537,133,375,266,270,133,210,266,480,751,245,266,210,133,75,477,93,612,55,133,135,133,450,266,105,413,89,1466099681
133,90,534,106,133,495,0,390,26,252,266,255,133,480,133,120,266,15,266,495,266,420,516,93,705,90,577,80,780,376,474,56,467,350,565,107,752,328,585,65,754,346,266,405,619,174,705,79,133,255,0,45,693,338,818,331,633,92,807,362,565,93,481,80,0,210,411,80,266,195,624,78,439,102,623,107,266,435,266,285,133,360,266,165,133,240,133,225,0,180,543,55,416,587,0,315,743,184,419,53,12,36,0,225,409,66,133,465,812,343,266,375,0,135,0,420,0,435,514,66,844,396,133,390,133,150,0,405,0,105,266,225,266,90,133,45,742,362,0,195,133,345,535,207,133,315,0,285,0,345,266,465,266,135,266,450,659,106,133,105,133,435,266,330,266,360,0,75,266,240,497,104,864,537,133,375,266,270,133,210,266,480,751,245,266,210,133,75,477,93,612,55,133,135,133,450,266,105,413,89,1466099696
133,90,534,106,719,370,0,390,26,252,266,255,699,353,133,120,266,15,266,495,764,94,516,93,705,90,577,80,780,376,474,56,467,350,565,107,752,328,585,65,754,346,677,321,619,174,705,79,133,255,0,45,693,338,818,331,633,92,807,362,565,93,481,80,0,210,411,80,266,195,624,78,439,102,623,107,712,105,266,285,133,360,266,165,133,240,133,225,0,180,543,55,416,587,0,315,743,184,419,53,12,36,0,225,409,66,133,465,812,343,266,375,0,135,0,420,0,435,514,66,834,377,133,390,133,150,0,405,0,105,266,225,266,90,133,45,742,362,0,195,133,345,535,207,133,315,0,285,0,345,266,465,266,135,266,450,659,106,133,105,133,435,266,330,266,360,0,75,266,240,497,104,864,537,133,375,266,270,133,210,266,480,751,245,266,210,133,75,477,93,612,55,133,135,133,450,266,105,413,89,1466099711
133,90,534,106,719,370,0,390,26,252,266,255,699,353,133,120,266,15,266,495,764,94,516,93,705,90,577,80,780,376,474,56,467,350,565,107,752,328,585,65,754,346,677,321,619,174,705,79,133,255,0,45,693,338,818,331,633,92,807,362,565,93,481,80,0,210,411,80,266,195,624,78,439,102,623,107,712,105,266,285,133,360,266,165,133,240,133,225,0,180,543,55,416,587,0,315,743,184,419,53,12,36,0,225,409,66,133,465,812,343,747,314,0,135,0,420,0,435,514,66,834,377,133,390,133,150,0,405,0,105,266,225,266,90,133,45,742,362,0,195,133,345,535,207,133,315,0,285,0,345,266,465,266,135,266,450,659,106,133,105,133,435,266,330,266,360,0,75,667,307,497,104,864,537,133,375,266,270,133,210,266,480,751,245,735,373,133,75,477,93,612,55,133,135,133,450,266,105,413,89,1466099726
764,109,534,106,719,370,0,390,26,252,266,255,699,353,133,120,800,315,266,495,764,94,516,93,705,90,577,80,780,376,474,56,467,350,565,107,752,328,585,65,754,346,677,321,619,174,705,79,133,255,0,45,693,338,818,331,633,92,807,362,565,93,481,80,0,210,411,80,266,195,624,78,439,102,623,107,712,105,266,285,133,360,266,165,133,240,133,225,0,180,543,55,416,587,0,315,743,184,419,53,12,36,0,225,409,66,133,465,812,343,747,314,0,135,0,420,0,435,514,66,834,377,133,390,133,150,0,405,0,105,266,225,266,90,133,45,742,362,0,195,133,345,535,207,133,315,0,285,0,345,266,465,266,135,266,450,659,106,655,186,133,435,266,330,266,360,0,75,667,307,497,104,864,537,133,375,266,270,133,210,266,480,751,245,735,373,133,75,477,93,612,55,133,135,133,450,266,105,413,89,1466099741
766,109,534,106,719,370,0,390,26,252,266,255,699,353,675,295,800,315,266,495,764,94,516,93,705,90,577,80,780,376,474,56,740,298,565,107,752,328,585,65,754,346,677,321,619,174,705,79,490,180,0,45,693,338,818,331,633,92,807,362,565,93,481,80,0,210,411,80,266,195,624,78,439,102,623,107,712,105,266,285,133,360,266,165,133,240,133,225,0,180,543,55,416,587,0,315,600,185,419,53,12,36,0,225,409,66,133,465,812,343,747,314,0,135,0,420,0,435,514,66,834,377,133,390,133,150,0,405,0,105,266,225,266,90,133,45,742,362,0,195,133,345,475,253,133,315,0,285,0,345,266,465,266,135,266,450,659,106,655,186,133,435,266,330,266,360,0,75,667,307,497,104,864,537,133,375,266,270,683,278,266,480,751,245,735,373,133,75,477,93,612,55,133,135,133,450,266,105,413,89,1466099756
766,109,534,106,719,370,0,390,26,252,266,255,699,353,675,295,800,315,266,495,764,94,516,93,705,90,577,80,780,376,474,56,740,298,565,107,752,328,585,65,754,346,677,321,619,174,705,79,662,119,0,45,693,338,818,331,633,92,807,362,565,93,481,80,0,210,411,80,688,267,624,78,439,102,623,107,712,105,266,285,133,360,266,165,133,240,806,289,0,180,543,55,416,587,0,315,600,185,419,53,12,36,0,225,409,66,133,465,812,343,747,314,0,135,0,420,0,435,514,66,834,377,133,390,133,150,0,405,0,105,266,225,266,90,133,45,742,362,0,195,133,345,475,253,133,315,0,285,0,345,266,465,266,135,266,450,659,106,655,186,133,435,674,69,266,360,0,75,667,307,497,104,864,537,133,375,266,270,683,278,266,480,751,245,735,373,133,75,477,93,612,55,133,135,133,450,266,105,413,89,1466099771
766,109,534,106,719,370,0,390,26,252,266,255,699,353,675,295,800,315,266,495,764,94,516,93,705,90,577,80,780,376,474,56,740,298,565,107,752,328,585,65,754,346,677,321,619,174,705,79,662,119,0,45,693,338,818,331,633,92,807,362,565,93,481,80,0,210,411,80,688,267,624,78,439,102,623,107,712,105,266,285,133,360,266,165,133,240,806,289,0,180,543,55,416,587,0,315,600,185,419,53,12,36,0,225,409,66,133,465,812,343,747,314,0,135,687,55,0,435,514,66,834,377,133,390,133,150,0,405,0,105,266,225,266,90,133,45,742,362,0,195,133,345,475,253,133,315,485,262,0,345,266,465,266,135,266,450,659,106,655,186,133,435,674,66,266,360,0,75,667,307,497,104,864,537,133,375,266,270,683,278,266,480,507,244,735,373,133,75,477,93,612,55,133,135,133,450,266,105,413,89,1466099786
766,109,534,106,719,370,0,390,26,252,663,54,699,353,675,295,800,315,266,495,764,94,516,93,705,90,577,80,780,376,474,56,740,298,565,107,752,328,585,65,754,346,677,321,619,174,705,79,662,119,0,45,693,338,818,331,633,92,807,362,565,93,481,80,0,210,411,80,688,267,624,78,439,102,623,107,712,105,266,285,133,360,266,165,133,240,806,289,0,180,543,55,416,587,0,315,600,185,419,53,12,36,0,225,409,66,133,465,812,343,747,314,0,135,615,198,740,65,514,66,834,377,133,390,133,150,0,405,0,105,266,225,266,90,133,45,742,362,0,195,133,345,475,253,133,315,485,262,0,345,266,465,266,135,266,450,659,106,655,186,133,435,674,66,266,360,0,75,667,307,497,104,864,537,133,375,266,270,683,278,266,480,507,244,735,373,133,75,477,93,612,55,133,135,133,450,266,105,413,89,1466099801
766,109,534,106,719,370,0,390,26,252,663,54,699,353,675,295,800,315,266,495,764,94,516,93,705,90,577,80,780,376,474,56,740,298,565,107,752,328,585,65,754,346,677,321,619,174,705,79,662,119,0,45,693,338,818,331,633,92,807,362,565,93,481,80,0,210,411,80,688,267,624,78,439,102,623,107,712,105,266,285,133,360,266,165,133,240,806,289,0,180,543,55,416,587,0,315,600,185,419,53,12,36,0,225,409,66,133,465,812,343,747,314,0,135,615,198,740,65,514,66,834,377,133,390,133,150,0,405,0,105,266,225,707,252,133,45,742,362,0,195,133,345,475,253,133,315,485,262,0,345,266,465,658,199,266,450,659,106,655,186,133,435,674,66,266,360,0,75,667,307,497,104,864,537,133,375,266,270,683,278,266,480,507,244,735,373,681,186,477,93,612,55,133,135,133,450,743,265,413,89,1466099816
766,109,534,106,719,370,0,390,26,252,663,54,699,353,675,295,800,315,266,495,764,94,516,93,705,90,577,80,780,376,474,56,740,298,565,107,752,328,585,65,754,346,677,321,619,174,705,79,662,119,481,285,693,338,818,331,633,92,807,362,565,93,481,80,0,210,411,80,688,267,624,78,439,102,623,107,712,105,266,285,133,360,266,165,133,240,806,289,0,180,543,55,416,587,0,315,600,185,419,53,691,174,0,225,409,66,133,465,812,343,747,314,0,135,615,198,740,65,514,66,834,377,133,390,133,150,0,405,490,275,266,225,707,252,500,383,742,362,0,195,133,345,475,253,133,315,485,262,0,345,266,465,658,199,266,450,659,106,655,186,133,435,674,66,266,360,637,162,667,307,497,104,864,537,133,375,266,270,683,278,266,480,507,244,735,373,681,186,477,93,612,55,133,135,133,450,743,265,413,89,1466099831
